,jefferies_male,jefferies_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.8363363,-1.4811529,"('unfriendly', 'friendly')",1.7631056,1.8396003,0.2104368,0.21570115,1.9573668,2.045302,0.5236433,0.6548626,-0.1312193
48,-1.7021931,-1.6349982,"('unintelligent', 'intelligent')",-1.2775837,-1.4535457,-0.6126021,-0.50771576,0.3857372,0.5103562,-0.8016605,-0.7714759,-0.0301846
10,-1.452456,-1.3013135,"('unsympathetic', 'sympathetic')",-1.4788896,-1.8560984,-0.17404218,-0.2550496,0.14104259,-0.06241417,-0.7410862,-0.868719,0.1276328
88,-1.3496844,-1.3592019,"('low', 'eminent')",-1.1675795,-1.2895416,-1.4476898,-1.6644876,0.34103343,0.3526851,-0.9059801,-0.9901366,0.0841565
28,-1.3449271,-1.1937357,"('disloyal', 'loyal')",0.12588295,0.06034915,0.03649491,0.016946755,1.3563548,1.3706582,0.0434514,0.0635546,-0.0201032
57,-1.3233471,-1.3146785,"('unimaginative', 'imaginative')",-0.37616438,-0.6582901,-0.4335368,-0.5567535,-2.5937982,-2.729988,-1.1817117,-1.3149276,0.1332159
43,-1.1826477,-1.395076,"('irresponsible', 'responsible')",0.13430473,-0.08116917,0.47958845,0.33031583,0.8295956,0.697688,0.0652103,-0.1120603,0.1772706
73,1.1805582,1.0490862,"('helpless', 'self-reliant')",1.4898499,1.4580252,0.022815423,0.02727354,-3.3763816,-3.2683473,-0.1707895,-0.1834905,0.012701
69,1.076237,1.1419588,"('lazy', 'industrious')",1.3498228,1.6115152,0.551045,0.59605044,-1.1489683,-1.1101261,0.4570341,0.5598496,-0.1028155
45,-1.0422403,-1.243703,"('incompetent', 'competent')",-0.876789,-1.0444999,-0.24760355,-0.37023723,-0.27744076,-0.30959606,-0.6110184,-0.742009,0.1309906
6,-1.0344874,-0.7090427,"('distant', 'open')",0.41036367,0.78052914,-1.3734883,-1.3828523,0.15388386,0.25313315,-0.460932,-0.2645582,-0.1963738
0,-1.0271653,-0.8407659,"('unsociable', 'sociable')",-0.26161897,-0.41996282,0.48359352,0.57097965,-0.47189724,-0.5055868,-0.319272,-0.298834,-0.020438
65,-0.98758596,-0.9453169,"('insecure', 'secure')",-0.95625436,-1.1913477,0.49999,0.5550187,-0.18910374,-0.2304178,-0.4082385,-0.453016,0.0447775
86,-0.96792865,-0.8043496,"('uninfluential', 'influential')",-0.42588842,-0.57853055,0.38004917,0.40003788,0.23317385,0.21382043,-0.1951485,-0.1922555,-0.002893
