,marathon_male,marathon_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
44,-0.9421541,-0.91111624,"('prejudiced', 'unprejudiced')",-0.90126514,-0.8193737,-1.5757868,-1.3274976,-1.1397354,-1.0193292,-0.1204062
24,0.9382513,1.0487261,"('dishonest', 'honest')",0.2569953,0.48010644,0.5200978,0.49992317,0.5717815,0.6762519,-0.1044704
65,-0.93740886,-0.9762593,"('insecure', 'secure')",0.054874808,0.09784325,0.89561915,0.6304811,0.0043617,-0.082645,0.0870067
22,-0.93421626,-0.8927317,"('untrustworthy', 'trustworthy')",-0.36933962,-0.39084375,-0.588726,-0.7885338,-0.6307606,-0.6907031,0.0599425
27,0.92377055,0.74094415,"('hardhearted', 'softhearted')",-0.4212762,-0.40333962,0.64612854,0.4047402,0.3828743,0.2474482,0.1354261
12,0.8789746,0.9596721,"('unsupportive', 'supportive')",0.9285793,1.0705377,-1.6076522,-1.8456272,0.0666339,0.0615275,0.0051064
57,-0.8684867,-0.5655671,"('unimaginative', 'imaginative')",-0.12337927,0.12859753,-2.9225042,-2.8944726,-1.30479,-1.1104807,-0.1943093
45,-0.86521864,-0.9203818,"('incompetent', 'competent')",0.06759616,-0.014374685,0.4193979,0.16006692,-0.1260749,-0.2582299,0.132155
40,0.8292907,1.0531693,"('stingy', 'generous')",0.37054074,0.29073298,-2.4761076,-2.5865257,-0.4254254,-0.4142078,-0.0112176
46,-0.82481813,-0.68467975,"('uncompetitive', 'competitive')",0.8996669,0.97182655,0.5521693,0.31384617,0.209006,0.200331,0.008675
39,0.81593823,1.0305842,"('exploitative', 'cooperative')",-0.9374415,-0.76066285,-0.24567248,-0.26957297,-0.1223919,0.0001161,-0.122508
25,0.7813276,0.8744562,"('egoistic', 'altruistic')",1.1157748,1.118369,0.30860755,0.4688877,0.7352366,0.8205709,-0.0853343
58,-0.77528614,-0.821861,"('undiscriminating', 'discriminating')",0.3421624,0.24428171,-0.09280092,-0.14449662,-0.1753082,-0.240692,0.0653838
42,0.7524231,0.7131887,"('unreliable', 'reliable')",0.4435139,0.3554886,-1.9222125,-2.1732595,-0.2420918,-0.3681941,0.1261023
56,-0.7179727,-0.54666483,"('impractical', 'practical')",0.48467028,0.68105686,0.14043307,-0.06269641,-0.0309564,0.0238985,-0.0548549
50,-0.7135805,-0.7414148,"('clumsy', 'skillful')",-0.5822475,-0.69762236,0.44607955,0.3269107,-0.2832495,-0.3707088,0.0874593
20,-0.7130431,-0.60648173,"('rough', 'thoughtful')",-0.43273497,-0.45965734,0.5163816,0.48321518,-0.2097988,-0.194308,-0.0154908
49,-0.7039063,-0.76334,"('unable', 'able')",-0.24200103,-0.11252758,-0.007445479,-0.012743192,-0.3177843,-0.2962036,-0.0215807
78,-0.68286383,-0.7799794,"('nonresilient', 'resilient')",1.3309423,1.1286734,1.255746,0.8956072,0.6346081,0.4147671,0.219841
67,0.67161804,0.46299952,"('doubtful', 'determined')",0.108408965,0.11949197,-0.24379833,-0.31259876,0.1787429,0.0899643,0.0887786
19,-0.6296609,-0.6371144,"('inhospitable', 'hospitable')",-1.651888,-1.6881225,-1.0469252,-0.9945487,-1.1094913,-1.1065952,-0.0028961
51,-0.6198017,-0.9106708,"('uneducated', 'educated')",0.52417296,0.33413523,1.4697137,1.1026453,0.4580283,0.1753699,0.2826584
11,-0.61484236,-0.60191715,"('unhelpful', 'helpful')",0.34271723,0.47809288,2.5422316,2.3330934,0.7567021,0.736423,0.0202791
17,-0.6080519,-0.67321116,"('nasty', 'nice')",-1.5379949,-1.547921,-0.8037788,-0.66501445,-0.9832752,-0.9620488,-0.0212264
18,0.60238564,0.94458926,"('disagreeable', 'welcoming')",-0.4797902,-0.43619967,-1.0216165,-0.91781676,-0.2996737,-0.1364757,-0.163198
66,0.5950974,0.26062462,"('inactive', 'active')",-0.19162063,-0.33172312,0.7451073,0.59072435,0.3828614,0.1732086,0.2096528
70,-0.59267104,-0.4692678,"('lethargic', 'energetic')",-0.23459381,-0.057484068,1.176832,1.1204864,0.1165224,0.1979115,-0.0813891
83,0.5631135,0.44344756,"('powerless', 'powerful')",1.0855017,1.0324346,-0.40486556,-0.44652376,0.4145832,0.3431195,0.0714637
30,-0.4966621,-0.26904866,"('intolerant', 'tolerant')",-0.22291479,-0.022246975,0.34264284,0.40987384,-0.1256447,0.0395261,-0.1651708
2,0.47061932,0.6639068,"('unlikable', 'likable')",1.6244218,1.773948,0.46282297,0.5528838,0.8526214,0.9969129,-0.1442915
69,0.46316218,0.24498433,"('lazy', 'industrious')",1.0284936,0.907762,-1.6814005,-1.4246714,-0.0632482,-0.0906417,0.0273935
3,-0.4466906,-0.3290853,"('repellent', 'pleasant')",-0.14718276,-0.056576304,1.1383867,1.1451777,0.1815044,0.253172,-0.0716676
81,-0.40895128,-0.39659125,"('submissive', 'aggressive')",1.194351,1.2984543,0.8376672,0.6488514,0.5410223,0.5169048,0.0241175
63,0.39447775,0.3665664,"('unperceptive', 'insightful')",1.2006196,1.2369761,1.1257463,0.83540946,0.9069479,0.812984,0.0939639
76,0.39401245,0.58371127,"('anxious', 'daring')",0.317904,0.32025653,0.98345125,0.80111957,0.5651226,0.5683625,-0.0032399
13,-0.39142102,-0.25954586,"('impolite', 'polite')",0.061925873,0.21690471,0.21693462,-0.13196331,-0.0375202,-0.0582015,0.0206813
10,-0.38769338,-0.40018082,"('unsympathetic', 'sympathetic')",-0.35973984,-0.33034524,0.71325225,0.23902386,-0.0113936,-0.1638341,0.1524405
59,0.3840719,0.31281883,"('foolish', 'wise')",0.29792973,0.35019305,-0.9729534,-0.80063057,-0.0969839,-0.0458729,-0.051111
6,0.35424978,0.30009186,"('distant', 'open')",-0.5090999,-0.6404145,-1.6777177,-1.5999643,-0.6108559,-0.6467623,0.0359064
1,0.35046712,0.44802234,"('unfriendly', 'friendly')",0.30950242,0.30536926,0.12325314,0.15897727,0.2610742,0.304123,-0.0430488
53,0.34660736,0.47125566,"('uncreative', 'creative')",0.31360877,0.3358729,0.07388872,0.046351932,0.2447016,0.2844935,-0.0397919
62,0.33288884,0.43643677,"('incompetent', 'brilliant')",1.4408454,1.58636,1.3389775,1.1816803,1.0375706,1.0681589,-0.0305883
86,-0.325131,-0.14378431,"('uninfluential', 'influential')",0.73733985,0.8194986,0.35316193,0.14004612,0.2551236,0.2719201,-0.0167965
79,0.31604826,0.15402721,"('wavering', 'unwavering')",-1.1847534,-1.3363439,-0.9401765,-0.94314003,-0.6029605,-0.7084856,0.1055251
80,0.3064829,0.033056535,"('dominated', 'dominating')",1.1997832,1.0317682,1.1022644,0.78762585,0.8695102,0.6174835,0.2520267
7,0.29799914,0.23655865,"('insensitive', 'sensitive')",0.6599722,0.7094955,0.94330114,0.734876,0.6337575,0.56031,0.0734475
36,-0.28852388,-0.37907642,"('hostile', 'amicable')",-1.3898749,-1.651239,-1.9332511,-1.7876248,-1.2038833,-1.2726467,0.0687634
32,0.2882996,0.44326323,"('unkind', 'kind')",-0.21254373,-0.036140017,0.97155625,0.87657744,0.349104,0.4279002,-0.0787962
54,0.28521514,0.22000305,"('incapable', 'capable')",-0.25004098,-0.15901464,0.38254777,0.46728408,0.1392406,0.1760908,-0.0368502
43,-0.28132716,-0.13538855,"('irresponsible', 'responsible')",-0.3767432,-0.12814309,0.6395145,0.46612254,-0.0061853,0.0675303,-0.0737156
31,-0.26617005,-0.41124332,"('evil', 'good')",-1.0491407,-1.250241,-2.3838341,-2.3166938,-1.2330483,-1.3260593,0.093011
21,-0.25062808,-0.23827398,"('immoral', 'moral')",0.8938557,0.96208024,0.7789677,0.5700219,0.4740651,0.4312761,0.042789
23,-0.22373608,-0.07822433,"('insincere', 'sincere')",-0.2663464,-0.03186422,6.1074424,5.925857,1.8724534,1.9385896,-0.0661362
68,0.21846016,-0.013112597,"('dependent', 'independent')",-0.83694285,-0.8630166,-0.42667004,-0.54746234,-0.3483843,-0.4745305,0.1261462
4,0.21326913,0.30335253,"('disliked', 'liked')",0.17044199,0.10887761,-7.1497126,-7.0136476,-2.2553339,-2.2004725,-0.0548614
64,0.21214971,-0.03802033,"('shy', 'confident')",0.9152377,0.8822327,-5.55811,-5.66227,-1.4769076,-1.6060192,0.1291116
87,-0.20293914,-0.4572862,"('unsuccessful', 'successful')",1.3013844,1.2807308,1.5366733,1.4249395,0.8783728,0.7494613,0.1289115
52,0.20181617,0.11905866,"('irrational', 'rational')",-1.1458728,-1.2722197,-1.1633451,-1.0578209,-0.7024673,-0.7369939,0.0345266
5,0.19192453,0.19323137,"('distant', 'outgoing')",-0.58219534,-0.63246226,-1.4599984,-1.3022358,-0.6167564,-0.5804889,-0.0362675
88,0.18090251,0.22038366,"('low', 'eminent')",-0.3487265,-0.22995399,-0.5007606,-0.39877892,-0.2228615,-0.1361164,-0.0867451
60,0.17458926,0.3536341,"('inefficient', 'efficient')",1.1433729,1.386819,1.0410175,0.85374904,0.7863266,0.864734,-0.0784074
35,-0.1204886,-0.22307329,"('corrupt', 'incorrupt')",-1.5398617,-1.7131171,-2.1191208,-1.9431406,-1.2598237,-1.2931104,0.0332867
37,-0.11301829,-0.18940301,"('fake', 'genuine')",-0.7746495,-0.72186023,-0.11040054,-0.1364621,-0.3326894,-0.3492418,0.0165524
15,-0.09560724,-0.09148671,"('boring', 'funny')",0.22173361,0.15762383,-0.55235523,-0.5029501,-0.1420763,-0.1456043,0.003528
48,-0.09120019,-0.01064134,"('unintelligent', 'intelligent')",1.1300558,1.2537878,1.1913238,1.155941,0.7433931,0.7996958,-0.0563027
41,-0.08605336,0.14293051,"('unforgiving', 'forgiving')",-0.2583116,-0.24983533,-0.80608124,-0.84342706,-0.3834821,-0.3167773,-0.0667048
8,0.06652196,0.25547767,"('unaffectionate', 'affectionate')",-0.94721633,-0.86844206,-0.8081851,-0.8441249,-0.5629598,-0.4856964,-0.0772634
29,0.054398403,-0.26999655,"('unfair', 'fair')",-0.3637522,-0.4324116,-0.48922992,-0.5690359,-0.2661946,-0.4238147,0.1576201
28,0.053768452,-0.059377484,"('disloyal', 'loyal')",-0.36773238,-0.34893224,0.97621226,0.75293297,0.2207495,0.1148744,0.1058751
38,0.025489412,0.079036996,"('untruthful', 'truthful')",-0.1118873,0.11946017,-0.55014205,-0.42288852,-0.21218,-0.0747971,-0.1373829
77,0.013313344,0.027011875,"('unmotivated', 'motivated')",0.8930159,0.9555618,-0.2564581,-0.34746224,0.2166237,0.2117038,0.0049199
75,-0.0082154665,0.025463205,"('meek', 'impulsive')",-0.32830265,-0.3221352,-0.81538755,-0.5778451,-0.3839686,-0.2915057,-0.0924629
