,jpmorgan_male,jpmorgan_female,tuple,chase_male,chase_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
10,-3.7424247,-4.4377875,"('unsympathetic', 'sympathetic')",-1.2539277,-1.5817649,-1.1222878,-1.8220917,-0.72765225,-0.98607063,-1.711573,-2.2069287,0.4953557
55,-3.2332814,-3.468546,"('incompetent', 'clever')",-0.97429276,-1.1179541,-0.6968738,-1.2674578,-1.4437171,-1.4540093,-1.5870411,-1.8269918,0.2399507
69,3.1512575,3.5824397,"('lazy', 'industrious')",0.48321837,0.5633785,1.0399725,1.7102755,0.12152654,0.6732873,1.1989938,1.6323453,-0.4333515
0,-2.771046,-3.0844207,"('unsociable', 'sociable')",-0.8132328,-1.0820854,-0.2986753,-0.6868394,-0.75678664,-0.9627577,-1.1599351,-1.4540257,0.2940906
35,2.6320848,3.15393,"('corrupt', 'incorrupt')",0.42925912,0.62389636,0.4539508,1.1066692,0.2643015,0.48266333,0.9448991,1.3417897,-0.3968906
86,-2.4936934,-2.8447406,"('uninfluential', 'influential')",0.087623686,0.15120696,-0.33753335,-0.68476117,-1.1720392,-1.2385895,-0.9789106,-1.1542211,0.1753105
5,2.3410995,2.7332296,"('distant', 'outgoing')",1.9853776,2.3720646,1.2500325,1.9113705,0.43675753,0.7836665,1.5033168,1.9500828,-0.446766
14,-2.3227458,-2.7149637,"('antisocial', 'social')",-0.62407684,-0.8471887,0.3162347,-0.23528521,-1.1663707,-1.2976938,-0.9492397,-1.2737828,0.3245431
60,-2.316529,-2.609227,"('inefficient', 'efficient')",-1.35077,-1.5284393,-0.50474125,-1.0073198,-0.775249,-0.9162623,-1.2368224,-1.5153121,0.2784897
21,-2.3157566,-2.6241837,"('immoral', 'moral')",-0.39845917,-0.22377299,-0.31193444,-0.59889376,-1.8121418,-1.901236,-1.209573,-1.3370216,0.1274486
85,2.2536602,2.640144,"('insignificant', 'prestigious')",1.9602315,2.4851182,2.530593,3.1978662,0.9470679,1.349358,1.9228882,2.4181216,-0.4952334
