,nabors_male,nabors_female,tuple,industries_male,industries_female,ltd_male,ltd_female,average_male,average_female,male-female
37,-0.2765171,-0.24757153,"('fake', 'genuine')",0.017131621,-0.01937249,-0.17911871,-0.19887292,-0.1461681,-0.1552723,0.0091042
84,0.27626163,0.3561622,"('inferior', 'superior')",-0.5231995,-0.37314022,0.5475172,0.5641929,0.1001931,0.182405,-0.0822119
63,-0.2677834,-0.085924834,"('unperceptive', 'insightful')",-0.7272879,-0.6386157,0.47844636,0.39236486,-0.1722083,-0.1107252,-0.0614831
75,-0.25411198,-0.011456601,"('meek', 'impulsive')",0.100605235,0.32181507,-0.19446197,-0.13148345,-0.1159896,0.059625,-0.1756146
16,-0.2523231,-0.05630775,"('unpopular', 'popular')",-0.15419412,-0.037599795,0.891527,0.8427534,0.1616699,0.2496153,-0.0879454
23,-0.24134526,-0.24752095,"('insincere', 'sincere')",-0.66628873,-0.56781805,4.6951666,4.381583,1.2625109,1.188748,0.0737629
43,-0.23527671,-0.21797514,"('irresponsible', 'responsible')",-0.5867339,-0.5907263,0.26914218,0.1557515,-0.1842895,-0.21765,0.0333605
34,-0.22180128,-0.042162485,"('mean', 'honorable')",-0.15303501,0.23185691,4.6923833,4.834729,1.4391823,1.6748079,-0.2356256
33,0.20539713,0.21428585,"('wrong', 'right')",0.04768703,0.0040771402,-0.3810492,-0.4358418,-0.042655,-0.0724929,0.0298379
55,-0.20007218,-0.30887127,"('incompetent', 'clever')",-0.7173312,-0.76654726,0.20944662,-0.0011498835,-0.2359856,-0.3588561,0.1228705
29,-0.19317769,-0.20513661,"('unfair', 'fair')",-1.3540634,-1.260938,-0.9483759,-1.1218185,-0.8318723,-0.8626311,0.0307588
80,0.1889231,-0.020304706,"('dominated', 'dominating')",-0.36619315,-0.53455424,-0.76131356,-0.83577794,-0.3128612,-0.4635456,0.1506844
65,-0.18008685,-0.45182943,"('insecure', 'secure')",-1.512526,-1.693277,0.11691994,0.06445731,-0.525231,-0.6935496,0.1683186
46,-0.15803844,-0.17269625,"('uncompetitive', 'competitive')",-0.033124372,0.020618316,-0.18806382,-0.34999192,-0.1264089,-0.1673566,0.0409477
64,0.14036405,0.016129011,"('shy', 'confident')",-0.29288927,-0.4928109,-5.3264127,-5.11687,-1.8263127,-1.8645172,0.0382045
17,-0.13632295,-0.17927347,"('nasty', 'nice')",0.062420245,0.04085304,-0.21274848,-0.13586968,-0.0955504,-0.09143,-0.0041204
35,0.12434623,0.28463146,"('corrupt', 'incorrupt')",-0.23335558,-0.18397725,-0.17255943,-0.116837725,-0.0938563,-0.0053945,-0.0884618
85,-0.119834505,0.09328534,"('insignificant', 'prestigious')",0.3941837,0.5342702,0.08433726,0.05173564,0.1195621,0.2264304,-0.1068683
11,-0.11770337,0.08488475,"('unhelpful', 'helpful')",0.46265426,0.5617367,1.8164046,1.805899,0.7204518,0.8175068,-0.097055
12,-0.10709813,0.011747545,"('unsupportive', 'supportive')",-0.08918722,-0.08965971,-1.5704625,-1.650496,-0.5889159,-0.5761361,-0.0127798
27,-0.09081551,-0.3485256,"('hardhearted', 'softhearted')",0.37542292,0.32352662,0.03979579,-0.117263466,0.1081344,-0.0474208,0.1555552
81,0.08442791,-0.03483539,"('submissive', 'aggressive')",0.6101,0.4763479,-0.58993524,-0.47539842,0.0348642,-0.0112953,0.0461595
69,-0.08141672,0.17039807,"('lazy', 'industrious')",1.3465588,1.3374741,-0.16385275,0.041674998,0.3670964,0.5165157,-0.1494193
47,0.0730999,0.15249507,"('stupid', 'smart')",0.43764934,0.60227436,4.736587,4.574644,1.7491121,1.7764711,-0.027359
41,-0.0687104,0.07310958,"('unforgiving', 'forgiving')",-0.92214674,-0.6320805,0.456243,0.43897688,-0.1782047,-0.039998,-0.1382067
39,0.06464662,-0.043066543,"('exploitative', 'cooperative')",-0.62984174,-0.7156763,-0.17772548,-0.25557214,-0.2476402,-0.338105,0.0904648
59,-0.062046275,0.10608304,"('foolish', 'wise')",0.5099623,0.43503365,0.054653324,-0.07201472,0.1675231,0.1563673,0.0111558
40,-0.0612488,-0.42600322,"('stingy', 'generous')",0.032634385,-0.32802248,-1.6552737,-1.9105508,-0.561296,-0.8881922,0.3268962
60,-0.05422396,-0.18384805,"('inefficient', 'efficient')",0.36214626,0.29945183,-0.30692476,-0.16404474,0.0003325,-0.016147,0.0164795
14,0.05103401,-0.000882484,"('antisocial', 'social')",1.4680046,1.3033779,-0.17569612,-0.07942647,0.4477808,0.4076897,0.0400911
18,-0.026452268,0.11060226,"('disagreeable', 'welcoming')",-0.20102787,-0.19372207,-1.1295761,-1.0898094,-0.4523521,-0.3909764,-0.0613757
74,-0.025193542,-0.08304164,"('undedicated', 'dedicated')",0.67586946,0.44451243,0.39351824,0.27112707,0.3480647,0.210866,0.1371987
24,0.017641427,-0.15517655,"('dishonest', 'honest')",-0.34168935,-0.52139467,-0.08783644,-0.22120486,-0.1372948,-0.2992587,0.1619639
82,0.012296043,0.317824,"('poor', 'rich')",0.19923404,0.59652257,5.358138,5.345037,1.8565561,2.0864612,-0.2299051
22,-0.0070664696,0.05560247,"('untrustworthy', 'trustworthy')",-1.3672937,-1.3525438,-0.7574071,-0.7694266,-0.7105891,-0.6887894,-0.0217997
