,gilead_male,gilead_female,tuple,sciences_male,sciences_female,inc_male,inc_female,average_male,average_female,male-female
15,0.35443553,0.22589877,"('boring', 'funny')",-0.16403528,-0.16758156,0.6165635,0.5616945,0.2689879,0.2066706,0.0623173
71,0.34062484,0.37807247,"('diffident', 'self-confident')",0.7999169,0.89351606,0.86073405,0.925051,0.6670919,0.7322132,-0.0651213
14,-0.31320238,-0.2601208,"('antisocial', 'social')",0.6864931,0.7849418,-0.97528183,-0.85898495,-0.2006637,-0.111388,-0.0892757
25,-0.31283602,-0.4590745,"('egoistic', 'altruistic')",1.0705752,1.0039674,1.3545208,1.3141093,0.7040866,0.6196674,0.0844192
17,-0.28272152,-0.27171698,"('nasty', 'nice')",-0.2786741,-0.36189112,-0.07794482,-0.20780067,-0.2131135,-0.2804696,0.0673561
80,0.2696176,0.46615085,"('dominated', 'dominating')",0.17873429,0.36650348,-1.0047612,-0.84513664,-0.1854698,-0.0041608,-0.181309
74,-0.2295959,-0.2805101,"('undedicated', 'dedicated')",-0.4703045,-0.4720968,-0.27074116,-0.25225282,-0.3235472,-0.3349532,0.011406
62,-0.22806795,-0.16585854,"('incompetent', 'brilliant')",0.9270626,1.088216,-0.31648183,-0.076066,0.1275043,0.2820971,-0.1545928
29,0.22066468,0.098759115,"('unfair', 'fair')",0.015223186,-0.021836193,-0.4206804,-0.4589498,-0.0615975,-0.1273423,0.0657448
73,0.19677867,0.28652167,"('helpless', 'self-reliant')",-0.109404325,-0.105127886,-3.1509893,-3.0665054,-1.0212049,-0.9617039,-0.059501
44,0.187363,0.40843785,"('prejudiced', 'unprejudiced')",-0.42946652,-0.29402852,-1.2133068,-1.1363486,-0.4851367,-0.3406464,-0.1444903
37,-0.17407474,-0.08698137,"('fake', 'genuine')",-0.23794442,-0.24281928,0.1725268,0.16479921,-0.0798308,-0.0550005,-0.0248303
60,-0.1518516,-0.096296795,"('inefficient', 'efficient')",0.7496908,0.8895343,-0.22618471,-0.14272021,0.1238848,0.2168391,-0.0929543
34,-0.15128803,-0.11282952,"('mean', 'honorable')",0.23690218,0.2644219,5.8613777,5.9768157,1.9823306,2.0428027,-0.0604721
65,-0.14284095,-0.064674824,"('insecure', 'secure')",-0.07124395,-0.06328158,-0.46893394,-0.30607858,-0.2276729,-0.1446783,-0.0829946
2,0.14061762,-0.02713411,"('unlikable', 'likable')",0.3058598,0.18895288,0.37900257,0.39068443,0.27516,0.1841677,0.0909923
79,-0.13270086,-0.20876089,"('wavering', 'unwavering')",-1.3884921,-1.5691289,0.2541321,0.13862833,-0.4223537,-0.5464205,0.1240668
4,0.13053718,0.0418701,"('disliked', 'liked')",-0.35572192,-0.38667855,-5.4970417,-5.6175494,-1.9074089,-1.9874527,0.0800438
55,0.12551448,0.053512033,"('incompetent', 'clever')",0.8500374,0.8967738,0.0032416135,0.116609894,0.3262645,0.3556319,-0.0293674
49,0.12432741,0.07916747,"('unable', 'able')",0.70296055,0.67877936,0.45199504,0.45698828,0.4264277,0.4049784,0.0214493
66,-0.11918353,-0.11445606,"('inactive', 'active')",-1.2958192,-1.3453804,1.1187073,1.1558312,-0.0987651,-0.1013351,0.00257
83,-0.08631487,-0.1844341,"('powerless', 'powerful')",0.3603716,0.3692814,-0.898771,-0.89028865,-0.2082381,-0.2351471,0.026909
58,0.082810745,-0.0044233836,"('undiscriminating', 'discriminating')",0.08602699,-0.025026366,-0.4244245,-0.3571493,-0.0851956,-0.1288664,0.0436708
16,0.079760104,-0.049658585,"('unpopular', 'popular')",0.19495988,0.15326646,1.0469911,0.96977687,0.4405704,0.3577949,0.0827755
48,0.074845366,-0.09065777,"('unintelligent', 'intelligent')",1.5695024,1.4955281,0.91521543,0.83630663,0.8531877,0.7470589,0.1061288
67,-0.03839036,0.091783494,"('doubtful', 'determined')",-0.357369,-0.24902949,-0.43744522,-0.4179511,-0.2777349,-0.1917324,-0.0860025
64,-0.03430048,0.044669095,"('shy', 'confident')",-0.48384127,-0.40374005,-6.2014384,-6.0874753,-2.2398601,-2.1488487,-0.0910114
36,-0.030043133,-0.2376309,"('hostile', 'amicable')",-0.6685294,-0.9176646,0.5692914,0.41388285,-0.0430937,-0.2471375,0.2040438
75,-0.029691491,-0.07946827,"('meek', 'impulsive')",-0.4362978,-0.52511984,-0.1281681,-0.16330458,-0.1980525,-0.2559642,0.0579117
50,0.02691156,0.036935866,"('clumsy', 'skillful')",0.021348234,-0.06387797,0.53645927,0.4716763,0.1949064,0.1482447,0.0466617
41,-0.024523705,-0.18183802,"('unforgiving', 'forgiving')",-0.22338565,-0.32393062,-0.0061703827,0.024437748,-0.0846932,-0.1604436,0.0757504
68,0.009180635,-0.014779646,"('dependent', 'independent')",0.119913645,0.17096005,-0.15419883,-0.020836148,-0.0083682,0.0451148,-0.053483
26,-0.003890913,-0.14829633,"('hardhearted', 'benevolent')",0.69845843,0.6302532,1.2724502,1.2478278,0.6556726,0.5765949,0.0790777
