,starbucks_male,starbucks_female,tuple,corp_male,corp_female,average_male,average_female,male-female
71,2.3454947,2.0949905,"('diffident', 'self-confident')",0.2260303,0.09980745,1.2857625,1.097399,0.1883635
44,-2.0625901,-2.021597,"('prejudiced', 'unprejudiced')",-1.5673194,-1.5519005,-1.8149548,-1.7867486,-0.0282062
74,1.884807,1.8678243,"('undedicated', 'dedicated')",-0.41253108,-0.20867169,0.736138,0.8295763,-0.0934383
56,1.8425522,1.8993382,"('impractical', 'practical')",0.094247766,0.38069218,0.9684,1.1400152,-0.1716152
1,1.7355819,1.5067875,"('unfriendly', 'friendly')",1.4056545,1.1340833,1.5706182,1.3204354,0.2501828
64,-1.633669,-1.501441,"('shy', 'confident')",-6.7186003,-6.4057846,-4.1761346,-3.9536128,-0.2225218
5,1.5786523,1.2551097,"('distant', 'outgoing')",-0.45446494,-0.76289934,0.5620937,0.2461052,0.3159885
9,1.5407604,1.3732785,"('unaffectionate', 'caring')",1.379128,1.2777636,1.4599442,1.325521,0.1344232
26,1.5018517,1.3762984,"('hardhearted', 'benevolent')",0.87282556,0.77215904,1.1873386,1.0742288,0.1131098
86,1.4543617,1.3424181,"('uninfluential', 'influential')",0.07217113,0.35197705,0.7632664,0.8471975,-0.0839311
73,1.4454712,1.4160482,"('helpless', 'self-reliant')",-3.3812702,-3.5031002,-0.9678995,-1.0435259,0.0756264
12,1.4218254,1.5287225,"('unsupportive', 'supportive')",-1.8863165,-1.6112738,-0.2322456,-0.0412756,-0.19097
63,1.3974003,1.6322635,"('unperceptive', 'insightful')",0.61362684,0.9773275,1.0055135,1.3047955,-0.299282
57,-1.3451072,-1.3381475,"('unimaginative', 'imaginative')",-3.2361205,-2.9780576,-2.2906139,-2.1581025,-0.1325114
24,1.3115703,1.3675438,"('dishonest', 'honest')",1.7769408,1.9279863,1.5442555,1.647765,-0.1035095
65,-1.2598926,-1.1830871,"('insecure', 'secure')",0.19408502,0.5688241,-0.5329038,-0.3071315,-0.2257723
6,1.2551596,0.8693056,"('distant', 'open')",-0.27980578,-0.64366937,0.4876769,0.1128181,0.3748588
85,1.2397388,1.0059928,"('insignificant', 'prestigious')",-1.0939115,-1.4583504,0.0729136,-0.2261788,0.2990924
39,1.2225832,1.3239021,"('exploitative', 'cooperative')",0.062622175,0.23357251,0.6426027,0.7787373,-0.1361346
54,1.141763,0.84672654,"('incapable', 'capable')",1.181657,1.112398,1.16171,0.9795623,0.1821477
61,1.0935886,0.95358217,"('illogical', 'logical')",0.41798332,0.64540774,0.7557859,0.799495,-0.0437091
75,-1.0500652,-0.8782505,"('meek', 'impulsive')",-0.975098,-1.1036036,-1.0125816,-0.990927,-0.0216546
37,0.9986031,0.87020355,"('fake', 'genuine')",0.93456745,0.8162501,0.9665853,0.8432268,0.1233585
50,-0.9758511,-1.1268756,"('clumsy', 'skillful')",0.12821478,-0.017466273,-0.4238182,-0.572171,0.1483528
20,0.965106,0.9073154,"('rough', 'thoughtful')",0.96777046,0.9942882,0.9664382,0.9508018,0.0156364
16,-0.93116444,-0.6883053,"('unpopular', 'popular')",-0.20347649,-0.16950835,-0.5673205,-0.4289068,-0.1384137
52,-0.9011489,-1.1291372,"('irrational', 'rational')",-0.3999037,-0.6350014,-0.6505263,-0.8820693,0.231543
33,0.8634968,0.6949554,"('wrong', 'right')",-0.68019617,-0.8003022,0.0916503,-0.0526734,0.1443237
34,0.861499,0.8105073,"('mean', 'honorable')",5.9976087,5.9186535,3.4295537,3.3645804,0.0649733
2,-0.8556231,-0.79945993,"('unlikable', 'likable')",0.30792508,0.37154803,-0.273849,-0.213956,-0.059893
84,0.84524,0.8222339,"('inferior', 'superior')",0.8369736,0.83050025,0.8411068,0.8263671,0.0147397
60,0.84428835,0.88112897,"('inefficient', 'efficient')",0.5544127,0.88350785,0.6993505,0.8823184,-0.1829679
17,-0.79934824,-0.7865378,"('nasty', 'nice')",-0.9396167,-0.90291375,-0.8694825,-0.8447258,-0.0247567
43,0.79606616,0.8119916,"('irresponsible', 'responsible')",0.57334346,0.89699244,0.6847048,0.854492,-0.1697872
49,0.788692,0.6398185,"('unable', 'able')",0.12179656,-0.0024436805,0.4552443,0.3186874,0.1365569
25,0.7627869,0.4215677,"('egoistic', 'altruistic')",0.7441075,0.4961179,0.7534472,0.4588428,0.2946044
3,-0.74190825,-0.71884614,"('repellent', 'pleasant')",0.80742055,0.8918009,0.0327561,0.0864774,-0.0537213
48,0.7396717,0.7139547,"('unintelligent', 'intelligent')",1.0439804,1.0381882,0.891826,0.8760715,0.0157545
53,0.7124557,0.34374636,"('uncreative', 'creative')",0.5052092,0.55141056,0.6088325,0.4475785,0.161254
23,0.6711516,0.66440654,"('insincere', 'sincere')",6.54101,6.7163754,3.6060808,3.6903911,-0.0843103
58,0.6698039,0.7735691,"('undiscriminating', 'discriminating')",-0.00601165,0.065585814,0.3318961,0.4195774,-0.0876813
69,0.6463432,0.40710497,"('lazy', 'industrious')",-1.502589,-1.6652869,-0.4281229,-0.629091,0.2009681
27,0.6226989,0.4723221,"('hardhearted', 'softhearted')",1.1837234,1.1509124,0.9032112,0.8116173,0.0915939
38,0.6017121,0.6237723,"('untruthful', 'truthful')",0.5742909,0.60795766,0.5880015,0.615865,-0.0278635
66,-0.5994183,-0.78958905,"('inactive', 'active')",0.12155737,-0.07530232,-0.2389305,-0.4324457,0.1935152
62,0.59811205,0.83765364,"('incompetent', 'brilliant')",0.9433426,1.2749333,0.7707273,1.0562935,-0.2855662
42,0.5751682,0.4010354,"('unreliable', 'reliable')",-2.793354,-2.6095862,-1.109093,-1.1042755,-0.0048175
31,-0.56152177,-0.55148506,"('evil', 'good')",-1.2876137,-1.5466413,-0.9245678,-1.0490632,0.1244954
30,0.559178,0.6993888,"('intolerant', 'tolerant')",0.74669605,0.801156,0.6529371,0.7502724,-0.0973353
7,0.5346618,0.7393051,"('insensitive', 'sensitive')",0.67981285,0.9818884,0.6072373,0.8605968,-0.2533595
18,-0.52094895,-0.6480099,"('disagreeable', 'welcoming')",-0.4947601,-0.53304887,-0.5078545,-0.5905294,0.0826749
76,-0.49103403,-0.41507682,"('anxious', 'daring')",0.0033355765,0.3534706,-0.2438492,-0.0308031,-0.2130461
19,0.4862834,0.16213082,"('inhospitable', 'hospitable')",-0.59952456,-0.89979374,-0.0566206,-0.3688315,0.3122109
45,0.47663563,0.76568073,"('incompetent', 'competent')",-0.13173725,0.26039165,0.1724492,0.5130362,-0.340587
32,0.465128,0.47555217,"('unkind', 'kind')",0.98471725,1.0108573,0.7249227,0.7432048,-0.0182821
4,0.4646867,0.53916657,"('disliked', 'liked')",-7.411385,-7.3368397,-3.4733491,-3.3988366,-0.0745125
51,0.46114478,0.47520968,"('uneducated', 'educated')",0.8869924,1.0080703,0.6740686,0.74164,-0.0675714
72,0.4353068,0.25243375,"('unambitious', 'ambitious')",0.35520458,0.39417958,0.3952557,0.3233067,0.071949
79,-0.43450058,-0.5902389,"('wavering', 'unwavering')",-0.29273325,-0.49806032,-0.3636169,-0.5441496,0.1805327
10,-0.43122748,-0.35020307,"('unsympathetic', 'sympathetic')",0.17968448,0.603075,-0.1257715,0.126436,-0.2522075
80,-0.42800972,-0.12873091,"('dominated', 'dominating')",-0.43373224,0.0027022306,-0.430871,-0.0630143,-0.3678567
78,0.4238946,0.24891444,"('nonresilient', 'resilient')",0.14741454,0.31445828,0.2856546,0.2816864,0.0039682
47,0.4187239,0.45812348,"('stupid', 'smart')",5.529047,5.5990505,2.9738855,3.0285871,-0.0547016
83,0.41856137,0.48706883,"('powerless', 'powerful')",-0.5595842,-0.685573,-0.0705114,-0.0992521,0.0287407
11,-0.37927762,-0.28207225,"('unhelpful', 'helpful')",2.4514587,2.7603886,1.0360905,1.2391582,-0.2030677
