,hasbro_male,hasbro_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-1.3822191,-1.4587289,"('unsympathetic', 'sympathetic')",-0.56385237,-0.5840861,-0.9730357,-1.0214075,0.0483718
57,-1.3268132,-1.614536,"('unimaginative', 'imaginative')",-2.4137554,-2.4823298,-1.8702843,-2.0484328,0.1781485
22,-1.2264124,-1.404796,"('untrustworthy', 'trustworthy')",-1.0388476,-1.0514082,-1.13263,-1.2281021,0.0954721
0,-1.1229323,-1.2937486,"('unsociable', 'sociable')",-0.57834876,-0.6088802,-0.8506405,-0.9513144,0.1006739
51,-1.1219429,-1.1056193,"('uneducated', 'educated')",0.6009539,0.52302814,-0.2604945,-0.2912956,0.0308011
53,-1.0597755,-0.9509679,"('uncreative', 'creative')",0.8817302,1.0175533,-0.0890226,0.0332927,-0.1223153
18,-1.0515379,-0.92835283,"('disagreeable', 'welcoming')",-0.3793612,-0.38117766,-0.7154496,-0.6547652,-0.0606844
72,-1.0248328,-0.9535827,"('unambitious', 'ambitious')",-0.6573634,-0.538555,-0.8410981,-0.7460688,-0.0950293
20,-1.0136269,-1.2300478,"('rough', 'thoughtful')",1.1681688,1.126863,0.0772709,-0.0515924,0.1288633
68,-0.9881364,-1.0890127,"('dependent', 'independent')",-0.19624367,-0.34312418,-0.59219,-0.7160684,0.1238784
63,-0.9761581,-0.9102828,"('unperceptive', 'insightful')",0.8911945,1.0454232,-0.0424818,0.0675702,-0.110052
86,-0.90015274,-1.1096774,"('uninfluential', 'influential')",0.04329942,-0.0354397,-0.4284267,-0.5725586,0.1441319
87,0.89025223,0.7913491,"('unsuccessful', 'successful')",0.8229524,0.9291398,0.8566023,0.8602445,-0.0036422
77,-0.86959654,-0.7808973,"('unmotivated', 'motivated')",-1.4183629,-1.3115697,-1.1439797,-1.0462335,-0.0977462
13,-0.84629047,-0.6358589,"('impolite', 'polite')",-0.81200063,-0.6839191,-0.8291456,-0.659889,-0.1692566
42,-0.82557154,-0.8646458,"('unreliable', 'reliable')",-3.4865367,-3.520377,-2.156054,-2.1925113,0.0364573
38,-0.78388417,-0.60330117,"('untruthful', 'truthful')",-0.31023416,-0.06278612,-0.5470592,-0.3330436,-0.2140156
55,-0.77009314,-0.8378372,"('incompetent', 'clever')",-0.21132314,-0.2030304,-0.4907081,-0.5204338,0.0297257
45,-0.6938538,-0.82334393,"('incompetent', 'competent')",-0.26816005,-0.2643908,-0.4810069,-0.5438673,0.0628604
70,-0.6250865,-0.8275819,"('lethargic', 'energetic')",0.53715944,0.40179062,-0.0439635,-0.2128956,0.1689321
71,0.6128535,0.74081683,"('diffident', 'self-confident')",0.66917694,0.6885652,0.6410152,0.714691,-0.0736758
31,-0.6110947,-0.46355814,"('evil', 'good')",-0.48538333,-0.49330068,-0.548239,-0.4784294,-0.0698096
41,-0.60470617,-0.49939212,"('unforgiving', 'forgiving')",-0.014366776,-0.1516425,-0.3095365,-0.3255173,0.0159808
59,0.59698415,0.7430858,"('foolish', 'wise')",0.4517831,0.5812569,0.5243836,0.6621714,-0.1377878
73,0.5930106,0.6082427,"('helpless', 'self-reliant')",-3.0126374,-2.984915,-1.2098134,-1.1883361,-0.0214773
52,0.5797117,0.75060767,"('irrational', 'rational')",0.4186225,0.40073064,0.4991671,0.5756692,-0.0765021
74,-0.5787542,-0.73501575,"('undedicated', 'dedicated')",0.12032508,0.138631,-0.2292145,-0.2981924,0.0689779
39,0.5748595,0.5686538,"('exploitative', 'cooperative')",0.12489121,0.18117422,0.3498754,0.374914,-0.0250386
25,0.5349816,0.7790145,"('egoistic', 'altruistic')",1.7506894,1.9072665,1.1428355,1.3431405,-0.200305
35,0.5304873,0.5450245,"('corrupt', 'incorrupt')",0.3412209,0.39034665,0.4358541,0.4676856,-0.0318315
27,0.52959037,0.5481291,"('hardhearted', 'softhearted')",1.711435,1.6073592,1.1205127,1.0777441,0.0427686
26,0.51759386,0.47925505,"('hardhearted', 'benevolent')",1.8909024,2.0340378,1.2042482,1.2566464,-0.0523982
56,-0.5171331,-0.51353973,"('impractical', 'practical')",-0.6462378,-0.63518083,-0.5816854,-0.5743603,-0.0073251
43,-0.4984098,-0.38967326,"('irresponsible', 'responsible')",0.45687807,0.50298995,-0.0207659,0.0566583,-0.0774242
28,-0.4661754,-0.4839263,"('disloyal', 'loyal')",0.9489605,0.9434628,0.2413925,0.2297682,0.0116243
75,0.46464917,0.44357178,"('meek', 'impulsive')",-0.28279227,-0.26381728,0.0909285,0.0898772,0.0010513
9,0.46166033,0.6434479,"('unaffectionate', 'caring')",1.2816298,1.4802532,0.8716451,1.0618505,-0.1902054
85,0.45780805,0.5335931,"('insignificant', 'prestigious')",0.9725108,1.0951722,0.7151594,0.8143827,-0.0992233
58,-0.45659006,-0.91848767,"('undiscriminating', 'discriminating')",0.37940115,0.16414988,-0.0385945,-0.3771689,0.3385744
7,-0.44444644,-0.36376268,"('insensitive', 'sensitive')",1.0441653,1.0234857,0.2998594,0.3298615,-0.0300021
3,-0.4342561,-0.48022717,"('repellent', 'pleasant')",0.30339947,0.15045267,-0.0654283,-0.1648872,0.0994589
21,-0.42317265,-0.41300398,"('immoral', 'moral')",-1.0192424,-1.0808451,-0.7212075,-0.7469245,0.025717
14,-0.40921915,-0.6169616,"('antisocial', 'social')",-0.70240355,-0.7931574,-0.5558113,-0.7050595,0.1492482
23,-0.40746126,-0.21772015,"('insincere', 'sincere')",5.8507676,5.8717346,2.7216532,2.8270073,-0.1053541
69,0.40661713,0.5069131,"('lazy', 'industrious')",-0.49123615,-0.3197488,-0.0423095,0.0935822,-0.1358917
15,0.38455904,0.35728776,"('boring', 'funny')",0.70724297,0.6709825,0.545901,0.5141351,0.0317659
44,0.38125104,0.25343972,"('prejudiced', 'unprejudiced')",-1.6516894,-1.6717461,-0.6352192,-0.7091532,0.073934
78,-0.3771242,-0.26961306,"('nonresilient', 'resilient')",0.21823134,0.38396478,-0.0794464,0.0571759,-0.1366223
88,-0.35934702,-0.40938073,"('low', 'eminent')",0.20803463,0.33255047,-0.0756562,-0.0384151,-0.0372411
47,-0.35249934,-0.40676144,"('stupid', 'smart')",5.028167,4.978754,2.3378336,2.2859962,0.0518374
65,-0.32831466,-0.37880766,"('insecure', 'secure')",-0.8051282,-0.9107221,-0.5667214,-0.6447649,0.0780435
60,-0.32347494,-0.259698,"('inefficient', 'efficient')",-0.46853465,-0.29528633,-0.3960048,-0.2774922,-0.1185126
46,-0.30951014,-0.49872422,"('uncompetitive', 'competitive')",-0.873805,-0.9171595,-0.5916576,-0.7079419,0.1162843
19,-0.29134616,-0.2491386,"('inhospitable', 'hospitable')",0.4142538,0.61467576,0.0614538,0.1827686,-0.1213148
82,-0.2836709,-0.19832446,"('poor', 'rich')",6.106892,6.257463,2.9116106,3.0295691,-0.1179585
12,-0.28016773,-0.13928653,"('unsupportive', 'supportive')",-1.7802894,-1.5896503,-1.0302286,-0.8644684,-0.1657602
32,-0.26812613,-0.11008409,"('unkind', 'kind')",0.75093126,0.9634565,0.2414026,0.4266862,-0.1852836
16,-0.26329926,-0.17769367,"('unpopular', 'popular')",0.27039465,0.32645348,0.0035477,0.0743799,-0.0708322
37,0.24748233,0.116604954,"('fake', 'genuine')",0.8561518,0.80769724,0.5518171,0.4621511,0.089666
24,0.24188145,0.31308654,"('dishonest', 'honest')",0.7771704,0.80332464,0.509526,0.5582056,-0.0486796
5,0.22485185,0.23385468,"('distant', 'outgoing')",0.024241991,0.12440896,0.1245469,0.1791318,-0.0545849
