,cummins_male,cummins_female,tuple,inc_male,inc_female,average_male,average_female,male-female
18,-1.4401911,-1.4163764,"('disagreeable', 'welcoming')",-0.6681719,-0.7916832,-1.0541816,-1.1040298,0.0498482
69,1.4150025,1.3501387,"('lazy', 'industrious')",-0.7822145,-0.9130306,0.316394,0.218554,0.09784
73,1.4142741,1.4509182,"('helpless', 'self-reliant')",-3.0933144,-2.8816648,-0.8395202,-0.7153733,-0.1241469
87,1.4003696,1.146442,"('unsuccessful', 'successful')",0.7730024,0.8209117,1.086686,0.9836769,0.1030091
72,-1.288161,-1.1063688,"('unambitious', 'ambitious')",-0.94919527,-0.89071023,-1.1186781,-0.9985395,-0.1201386
8,-1.2337136,-1.1399691,"('unaffectionate', 'affectionate')",0.64537966,0.5735942,-0.294167,-0.2831874,-0.0109796
39,1.1166118,1.135265,"('exploitative', 'cooperative')",0.1479903,0.23136267,0.6323011,0.6833138,-0.0510127
65,-0.9814223,-1.1432524,"('insecure', 'secure')",-0.65340936,-0.5328333,-0.8174158,-0.8380429,0.0206271
57,-0.96279377,-1.1890979,"('unimaginative', 'imaginative')",-2.4880922,-2.5549695,-1.725443,-1.8720337,0.1465907
33,0.9589519,0.9509432,"('wrong', 'right')",-0.61199665,-0.68272537,0.1734776,0.1341089,0.0393687
74,0.883302,0.7937545,"('undedicated', 'dedicated')",0.22576737,0.17103136,0.5545347,0.4823929,0.0721418
71,0.8776718,0.6857868,"('diffident', 'self-confident')",0.5789247,0.51668733,0.7282982,0.6012371,0.1270611
63,0.8738948,0.886614,"('unperceptive', 'insightful')",1.2920729,1.357819,1.0829839,1.1222165,-0.0392326
84,0.81185377,0.7873294,"('inferior', 'superior')",0.85806775,0.8190095,0.8349608,0.8031694,0.0317914
17,-0.7922123,-0.8273867,"('nasty', 'nice')",-0.48532328,-0.4488217,-0.6387678,-0.6381042,-0.0006636
55,-0.7907721,-0.90389395,"('incompetent', 'clever')",0.083699994,0.21316823,-0.353536,-0.3453628,-0.0081732
59,0.7699888,0.9247022,"('foolish', 'wise')",0.11261282,0.067837305,0.4413008,0.4962698,-0.054969
16,-0.76834816,-0.83203864,"('unpopular', 'popular')",0.18025294,0.13223244,-0.2940476,-0.3499031,0.0558555
85,0.7636515,0.7549849,"('insignificant', 'prestigious')",0.2946674,0.26382428,0.5291594,0.5094046,0.0197548
