,cummins_male,cummins_female,tuple,inc_male,inc_female,average_male,average_female,male-female
26,0.7594868,0.49412584,"('hardhearted', 'benevolent')",1.4611062,1.346181,1.1102965,0.9201534,0.1901431
37,0.7301873,0.8041228,"('fake', 'genuine')",0.780329,0.8811404,0.7552581,0.8426316,-0.0873735
52,-0.6712299,-0.7037555,"('irrational', 'rational')",-0.51346576,-0.6325841,-0.5923479,-0.6681698,0.0758219
48,-0.6538888,-0.7206574,"('unintelligent', 'intelligent')",0.20617363,0.33049354,-0.2238576,-0.1950819,-0.0287757
10,-0.6433059,-0.72792506,"('unsympathetic', 'sympathetic')",0.12297102,0.13572854,-0.2601674,-0.2960983,0.0359309
51,-0.63851714,-0.72145,"('uneducated', 'educated')",0.9224295,0.9741192,0.1419562,0.1263346,0.0156216
36,-0.6182042,-0.7288063,"('hostile', 'amicable')",-0.10927892,-0.39553937,-0.3637415,-0.5621728,0.1984313
6,-0.6173462,-0.43714002,"('distant', 'open')",0.27363372,0.083690494,-0.1718563,-0.1767248,0.0048685
49,-0.6150983,-0.64434665,"('unable', 'able')",-0.30665708,-0.1424551,-0.4608777,-0.3934009,-0.0674768
68,-0.5997165,-0.6271719,"('dependent', 'independent')",-0.1549319,-0.1493674,-0.3773242,-0.3882696,0.0109454
15,-0.5534354,-0.59296626,"('boring', 'funny')",0.16681047,0.22963254,-0.1933125,-0.1816669,-0.0116456
78,0.5306788,0.52440643,"('nonresilient', 'resilient')",0.547912,0.51327264,0.5392954,0.5188395,0.0204559
75,0.52855164,0.59371465,"('meek', 'impulsive')",-0.2615456,-0.2648217,0.133503,0.1644465,-0.0309435
46,0.52371776,0.3947245,"('uncompetitive', 'competitive')",-0.109359965,-0.1375296,0.2071789,0.1285974,0.0785815
42,-0.50052387,-0.592195,"('unreliable', 'reliable')",-3.2109926,-3.0096262,-1.8557582,-1.8009106,-0.0548476
50,0.4929016,0.58282506,"('clumsy', 'skillful')",0.28600717,0.38915873,0.3894544,0.4859919,-0.0965375
77,-0.4807877,-0.38721395,"('unmotivated', 'motivated')",-0.99297976,-0.858714,-0.7368838,-0.622964,-0.1139198
58,0.4763565,0.2691623,"('undiscriminating', 'discriminating')",0.28987324,0.1605041,0.3831149,0.2148332,0.1682817
67,0.47050396,0.6634043,"('doubtful', 'determined')",-0.8103302,-0.79460955,-0.1699131,-0.0656026,-0.1043105
1,0.45362246,0.43053502,"('unfriendly', 'friendly')",1.6155435,1.5810044,1.034583,1.0057697,0.0288133
31,-0.45283437,-0.49141014,"('evil', 'good')",-1.0072367,-1.1346108,-0.7300355,-0.8130105,0.082975
27,-0.4446636,-0.26405323,"('hardhearted', 'softhearted')",1.5121479,1.3850846,0.5337421,0.5605157,-0.0267736
60,-0.440854,-0.29780912,"('inefficient', 'efficient')",-0.092679024,0.1796497,-0.2667665,-0.0590797,-0.2076868
19,-0.43571922,-0.3376452,"('inhospitable', 'hospitable')",0.16234966,0.17838866,-0.1366848,-0.0796283,-0.0570565
0,-0.4214044,-0.7696706,"('unsociable', 'sociable')",-0.43295652,-0.6071688,-0.4271805,-0.6884197,0.2612392
29,0.41705203,0.2677222,"('unfair', 'fair')",-0.24456705,-0.3743741,0.0862425,-0.053326,0.1395685
61,0.41224787,0.05958374,"('illogical', 'logical')",0.4649448,0.27444562,0.4385963,0.1670147,0.2715816
76,-0.36494705,-0.26094273,"('anxious', 'daring')",0.33655176,0.6169796,-0.0141976,0.1780184,-0.192216
41,-0.3599669,-0.44461057,"('unforgiving', 'forgiving')",-0.4543613,-0.67145663,-0.4071641,-0.5580336,0.1508695
3,-0.35202882,-0.36991936,"('repellent', 'pleasant')",0.33026758,0.39997607,-0.0108806,0.0150284,-0.025909
23,0.34137118,0.43146473,"('insincere', 'sincere')",6.1408334,6.199883,3.2411022,3.3156738,-0.0745716
14,-0.32869005,-0.75639206,"('antisocial', 'social')",-0.6847692,-0.8459497,-0.5067296,-0.8011709,0.2944413
20,-0.32203445,-0.22712767,"('rough', 'thoughtful')",1.1788348,1.2318687,0.4284002,0.5023705,-0.0739703
22,0.31825817,0.17864037,"('untrustworthy', 'trustworthy')",-0.9809116,-0.9840297,-0.3313267,-0.4026947,0.071368
70,0.31722054,0.30034724,"('lethargic', 'energetic')",0.95852387,1.035071,0.6378722,0.6677091,-0.0298369
30,-0.31539482,-0.4247196,"('intolerant', 'tolerant')",0.60153997,0.5732951,0.1430726,0.0742878,0.0687848
81,-0.2986479,-0.38557792,"('submissive', 'aggressive')",-0.96489847,-0.7528495,-0.6317732,-0.5692137,-0.0625595
83,0.29567993,0.32698175,"('powerless', 'powerful')",-0.72098726,-0.63368326,-0.2126537,-0.1533508,-0.0593029
53,-0.28329295,-0.28956968,"('uncreative', 'creative')",0.69963574,0.65285,0.2081714,0.1816401,0.0265313
82,-0.27561873,-0.2634232,"('poor', 'rich')",6.1037564,6.137527,2.9140689,2.9370518,-0.0229829
28,-0.27537546,-0.61411774,"('disloyal', 'loyal')",0.941506,0.7860212,0.3330653,0.0859517,0.2471136
5,0.2720381,0.41650116,"('distant', 'outgoing')",-0.3742706,-0.46840352,-0.0511162,-0.0259512,-0.025165
56,0.26886994,0.24934414,"('impractical', 'practical')",-0.5414568,-0.43502355,-0.1362934,-0.0928397,-0.0434537
80,0.26805377,0.090141825,"('dominated', 'dominating')",-0.786466,-0.78673744,-0.2592061,-0.3482978,0.0890917
86,-0.23444958,-0.36791512,"('uninfluential', 'influential')",0.38119859,0.26215357,0.0733745,-0.0528808,0.1262553
4,0.23163575,0.02602332,"('disliked', 'liked')",-6.637222,-6.7120395,-3.2027931,-3.343008,0.1402149
62,0.21245897,0.25820163,"('incompetent', 'brilliant')",0.16354972,0.4413602,0.1880043,0.3497809,-0.1617766
21,-0.20761049,-0.18808371,"('immoral', 'moral')",-0.59779584,-0.5220298,-0.4027032,-0.3550568,-0.0476464
9,-0.19952661,-0.115660906,"('unaffectionate', 'caring')",1.0623717,1.0310597,0.4314226,0.4576994,-0.0262768
79,0.18264015,0.22386691,"('wavering', 'unwavering')",0.23089752,0.16398752,0.2067688,0.1939272,0.0128416
24,0.18066515,0.298546,"('dishonest', 'honest')",0.6797108,0.7118131,0.430188,0.5051795,-0.0749915
38,0.17721257,0.28167537,"('untruthful', 'truthful')",-0.059634484,-0.08577812,0.058789,0.0979486,-0.0391596
2,0.17595828,0.06904071,"('unlikable', 'likable')",-0.0085230395,-0.033031374,0.0837176,0.0180047,0.0657129
43,-0.1339575,-0.028438587,"('irresponsible', 'responsible')",0.6327669,0.5700689,0.2494047,0.2708152,-0.0214105
64,-0.12372643,-0.2763386,"('shy', 'confident')",-7.423321,-7.381855,-3.7735236,-3.8290968,0.0555732
25,-0.11522449,0.115780696,"('egoistic', 'altruistic')",1.3231212,1.437649,0.6039484,0.7767149,-0.1727665
40,0.113205895,-0.09058099,"('stingy', 'generous')",-1.3340946,-1.5073911,-0.6104444,-0.798986,0.1885416
88,-0.104979,-0.02491851,"('low', 'eminent')",0.073894426,0.2566562,-0.0155423,0.1158688,-0.1314111
54,0.097028345,0.32165122,"('incapable', 'capable')",1.0293376,1.2755847,0.563183,0.798618,-0.235435
32,0.0927428,0.12715173,"('unkind', 'kind')",0.8845712,0.8786976,0.488657,0.5029247,-0.0142677
47,-0.09196563,-0.06279447,"('stupid', 'smart')",5.2387495,5.164307,2.5733919,2.5507562,0.0226357
7,-0.0881463,-0.16420044,"('insensitive', 'sensitive')",1.1252244,1.0825449,0.518539,0.4591722,0.0593668
11,0.08501533,0.152643,"('unhelpful', 'helpful')",1.8350357,1.8816152,0.9600255,1.0171291,-0.0571036
35,-0.054423094,-0.08910545,"('corrupt', 'incorrupt')",-0.25739196,-0.46122524,-0.1559075,-0.2751653,0.1192578
34,0.043730646,0.10898292,"('mean', 'honorable')",6.2277994,6.1876416,3.1357651,3.1483123,-0.0125472
45,0.043549217,-0.31613863,"('incompetent', 'competent')",-0.011315972,-0.11196302,0.0161166,-0.2140508,0.2301674
44,0.03688986,0.12078302,"('prejudiced', 'unprejudiced')",-1.6815447,-1.6278237,-0.8223274,-0.7535204,-0.068807
13,-0.030898105,-0.15531611,"('impolite', 'polite')",-0.3482839,-0.3658335,-0.189591,-0.2605748,0.0709838
12,0.009877438,0.101028204,"('unsupportive', 'supportive')",-1.6897925,-1.6718953,-0.8399575,-0.7854335,-0.054524
66,0.0038976297,-0.06941978,"('inactive', 'active')",0.9892354,0.79334813,0.4965665,0.3619642,0.1346023
