,boeing_male,boeing_female,tuple,co_male,co_female,average_male,average_female,male-female
19,0.15294889,0.1332855,"('inhospitable', 'hospitable')",-0.33040726,-0.4609148,-0.0887292,-0.1638146,0.0750854
76,0.12533881,0.05154541,"('anxious', 'daring')",0.27782488,0.34976268,0.2015818,0.200654,0.0009278
10,0.11869295,0.090767264,"('unsympathetic', 'sympathetic')",-0.06363903,0.020453028,0.027527,0.0556101,-0.0280831
13,-0.10963582,-0.128724,"('impolite', 'polite')",-0.34221834,-0.313446,-0.2259271,-0.221085,-0.0048421
22,0.09969215,0.09211848,"('untrustworthy', 'trustworthy')",-0.7977364,-0.68251103,-0.3490221,-0.2951963,-0.0538258
59,-0.07460141,-0.20272398,"('foolish', 'wise')",-0.40208963,-0.39058626,-0.2383455,-0.2966551,0.0583096
80,0.06070076,0.17323975,"('dominated', 'dominating')",-0.6704999,-0.61915743,-0.3048996,-0.2229588,-0.0819408
82,0.05039203,-0.2747863,"('poor', 'rich')",5.9795084,5.9115477,3.0149503,2.8183806,0.1965697
78,-0.04994566,0.09002717,"('nonresilient', 'resilient')",-0.09325461,-0.14676745,-0.0716001,-0.0283701,-0.04323
81,0.0473801,0.01589492,"('submissive', 'aggressive')",-0.6827409,-0.5561696,-0.3176804,-0.2701374,-0.047543
43,-0.018985592,-0.08519082,"('irresponsible', 'responsible')",0.53894705,0.7077423,0.2599807,0.3112757,-0.051295
18,0.008920491,-0.31246096,"('disagreeable', 'welcoming')",-0.6992736,-0.7474552,-0.3451765,-0.5299581,0.1847816
52,-0.00681806,-0.004450172,"('irrational', 'rational')",-0.38467017,-0.45755595,-0.1957441,-0.2310031,0.035259
