,boeing_male,boeing_female,tuple,co_male,co_female,average_male,average_female,male-female
71,2.250861,2.0599241,"('diffident', 'self-confident')",0.4166389,0.36524758,1.3337499,1.2125858,0.1211641
39,2.015937,1.9156635,"('exploitative', 'cooperative')",0.720785,0.8012221,1.368361,1.3584428,0.0099182
26,1.8930799,1.9038444,"('hardhearted', 'benevolent')",1.4643652,1.4623233,1.6787226,1.6830838,-0.0043612
54,1.5431753,1.2845622,"('incapable', 'capable')",0.95606744,0.8204597,1.2496214,1.052511,0.1971104
33,1.5056367,1.4599668,"('wrong', 'right')",-0.6799063,-0.7339856,0.4128652,0.3629906,0.0498746
23,1.4928459,1.2995497,"('insincere', 'sincere')",5.9730353,6.0484476,3.7329407,3.6739986,0.0589421
74,1.3898093,1.3734993,"('undedicated', 'dedicated')",0.5209935,0.5453994,0.9554014,0.9594494,-0.004048
61,1.3618091,1.2311666,"('illogical', 'logical')",0.03782043,0.055232525,0.6998148,0.6431996,0.0566152
25,1.3431591,1.3108858,"('egoistic', 'altruistic')",1.0580624,1.0170388,1.2006108,1.1639624,0.0366484
56,1.3054776,1.1634214,"('impractical', 'practical')",0.021243136,-0.049606178,0.6633604,0.5569076,0.1064528
44,-1.3006899,-1.4438295,"('prejudiced', 'unprejudiced')",-1.2224588,-1.2202399,-1.2615744,-1.3320347,0.0704603
47,1.2270136,1.1554956,"('stupid', 'smart')",4.7450323,4.8981557,2.9860229,3.0268257,-0.0408028
62,1.1439701,1.0803056,"('incompetent', 'brilliant')",0.05548594,0.13305713,0.599728,0.6066813,-0.0069533
1,1.053884,1.0592628,"('unfriendly', 'friendly')",1.1291788,1.1381469,1.0915314,1.0987048,-0.0071734
87,1.0291965,0.78119737,"('unsuccessful', 'successful')",0.6669757,0.48337966,0.8480861,0.6322885,0.2157976
2,1.0241655,0.7557221,"('unlikable', 'likable')",1.016345,1.0035421,1.0202553,0.8796321,0.1406232
75,-1.0147241,-1.0692755,"('meek', 'impulsive')",-0.465756,-0.48315996,-0.7402401,-0.7762177,0.0359776
28,0.9929777,0.9273366,"('disloyal', 'loyal')",1.2292247,1.3116952,1.1111012,1.1195159,-0.0084147
9,0.99025255,0.8937931,"('unaffectionate', 'caring')",0.7547623,0.7424569,0.8725075,0.818125,0.0543825
85,0.9145249,0.627357,"('insignificant', 'prestigious')",-0.19715303,-0.42970282,0.3586859,0.0988271,0.2598588
84,0.8909434,1.025465,"('inferior', 'superior')",0.33121085,0.39419562,0.6110771,0.7098303,-0.0987532
72,0.863877,1.0151578,"('unambitious', 'ambitious')",-0.5600351,-0.40762717,0.1519209,0.3037653,-0.1518444
53,0.8595197,0.8119944,"('uncreative', 'creative')",0.79331523,0.6874283,0.8264174,0.7497113,0.0767061
7,0.85605395,0.63450074,"('insensitive', 'sensitive')",0.14552061,0.16927716,0.5007873,0.401889,0.0988983
83,0.84137404,0.947338,"('powerless', 'powerful')",-1.3404409,-1.2170175,-0.2495334,-0.1348398,-0.1146936
14,0.8397861,0.68536603,"('antisocial', 'social')",-0.12310815,-0.07963703,0.358339,0.3028645,0.0554745
63,0.83814687,0.77645427,"('unperceptive', 'insightful')",-0.08871649,-0.09766205,0.3747152,0.3393961,0.0353191
68,-0.83656085,-0.91153544,"('dependent', 'independent')",-1.5386283,-1.6124612,-1.1875947,-1.2619983,0.0744036
21,0.8269709,0.77913696,"('immoral', 'moral')",-0.9212753,-0.8552158,-0.0471522,-0.0380394,-0.0091128
29,-0.7926625,-0.7845135,"('unfair', 'fair')",-0.9904947,-0.98514044,-0.8915786,-0.884827,-0.0067516
40,-0.78210354,-0.5865502,"('stingy', 'generous')",-2.5893378,-2.3948684,-1.6857207,-1.4907093,-0.1950114
17,-0.7811773,-0.76253235,"('nasty', 'nice')",-0.27797782,-0.36579227,-0.5295776,-0.5641623,0.0345847
88,0.77305984,0.16997302,"('low', 'eminent')",0.48064026,0.17858323,0.6268501,0.1742781,0.452572
12,0.76685387,0.7335792,"('unsupportive', 'supportive')",-1.8718991,-1.8901308,-0.5525227,-0.5782758,0.0257531
3,-0.7598643,-0.6689998,"('repellent', 'pleasant')",0.7178465,0.7177675,-0.0210089,0.0243838,-0.0453927
30,0.75467265,0.55466104,"('intolerant', 'tolerant')",0.41750994,0.4323111,0.5860913,0.493486,0.0926053
79,-0.7209041,-0.76699317,"('wavering', 'unwavering')",-0.4626242,-0.65483004,-0.5917642,-0.7109116,0.1191474
32,0.7155156,0.41154283,"('unkind', 'kind')",1.1276056,1.1414862,0.9215606,0.7765145,0.1450461
60,0.7048212,0.67236173,"('inefficient', 'efficient')",-0.10512777,-0.0061805546,0.2998467,0.3330906,-0.0332439
24,0.62593615,0.5107337,"('dishonest', 'honest')",0.72351503,0.9660918,0.6747256,0.7384127,-0.0636871
86,0.6083647,0.71337616,"('uninfluential', 'influential')",-0.50057566,-0.44067928,0.0538945,0.1363484,-0.0824539
42,-0.59251493,-0.7373617,"('unreliable', 'reliable')",-2.855492,-2.8461807,-1.7240036,-1.7917712,0.0677676
66,-0.5840124,-0.64720833,"('inactive', 'active')",0.35123932,0.23504727,-0.1163865,-0.2060805,0.089694
20,0.57245326,0.53883827,"('rough', 'thoughtful')",0.5684983,0.6100803,0.5704758,0.5744593,-0.0039835
37,-0.57188904,-0.4880587,"('fake', 'genuine')",-0.32757056,-0.17617807,-0.4497298,-0.3321184,-0.1176114
69,0.55383253,0.40446252,"('lazy', 'industrious')",-0.96764934,-1.1629496,-0.2069084,-0.3792435,0.1723351
65,0.5389385,0.4872821,"('insecure', 'secure')",0.18301904,0.28687066,0.3609788,0.3870764,-0.0260976
57,-0.5350515,-0.52779734,"('unimaginative', 'imaginative')",-2.7531981,-2.9072633,-1.6441249,-1.7175303,0.0734054
50,-0.5258208,-0.6012595,"('clumsy', 'skillful')",-0.12527697,-0.200632,-0.3255489,-0.4009458,0.0753969
31,-0.5123122,-0.46350735,"('evil', 'good')",-1.4660828,-1.4848045,-0.9891975,-0.9741559,-0.0150416
51,0.51138276,0.50919884,"('uneducated', 'educated')",1.0748733,1.0799333,0.793128,0.794566,-0.001438
6,-0.5043306,-0.48409528,"('distant', 'open')",-0.9212482,-0.89708227,-0.7127894,-0.6905888,-0.0222006
27,-0.48966932,-0.6200305,"('hardhearted', 'softhearted')",0.3386885,0.3796596,-0.0754904,-0.1201855,0.0446951
45,-0.44865516,-0.47149682,"('incompetent', 'competent')",-0.38774338,-0.39089644,-0.4181993,-0.4311966,0.0129973
58,0.42505348,0.3511093,"('undiscriminating', 'discriminating')",0.3739338,0.23705935,0.3994936,0.2940843,0.1054093
8,0.41901454,0.4053994,"('unaffectionate', 'affectionate')",-0.012252286,0.0052325353,0.2033811,0.205316,-0.0019349
15,0.40476453,0.29024857,"('boring', 'funny')",0.5079719,0.34590223,0.4563682,0.3180754,0.1382928
49,0.35113,0.16392902,"('unable', 'able')",-0.52546483,-0.5475656,-0.0871674,-0.1918183,0.1046509
38,0.33473247,0.23992889,"('untruthful', 'truthful')",0.09380766,0.04066401,0.2142701,0.1402964,0.0739737
48,0.32391545,0.37498346,"('unintelligent', 'intelligent')",-0.25647312,-0.22754389,0.0337212,0.0737198,-0.0399986
73,0.3237779,0.3083737,"('helpless', 'self-reliant')",-3.6797314,-3.691289,-1.6779767,-1.6914576,0.0134809
16,-0.3082633,-0.4713338,"('unpopular', 'popular')",0.52516687,0.34519154,0.1084518,-0.0630711,0.1715229
35,-0.30686522,-0.3820358,"('corrupt', 'incorrupt')",-0.7435545,-0.85108334,-0.5252098,-0.6165596,0.0913498
36,-0.29079837,-0.37517756,"('hostile', 'amicable')",-0.12293856,-0.3238318,-0.2068685,-0.3495047,0.1426362
67,0.2819973,0.28505647,"('doubtful', 'determined')",-0.30562726,-0.2852309,-0.011815,-8.72e-05,-0.0117278
55,0.26121938,0.38855058,"('incompetent', 'clever')",0.3992437,0.49637666,0.3302315,0.4424636,-0.1122321
64,-0.25598252,-0.15588486,"('shy', 'confident')",-5.6287384,-5.587084,-2.9423604,-2.8714843,-0.0708761
11,0.24065942,0.06681402,"('unhelpful', 'helpful')",2.197437,2.1343641,1.2190483,1.100589,0.1184593
46,-0.19351584,-0.16365424,"('uncompetitive', 'competitive')",-0.6479194,-0.5483486,-0.4207176,-0.3560014,-0.0647162
5,-0.1910086,-0.21041928,"('distant', 'outgoing')",-1.2402724,-1.2402493,-0.7156405,-0.7253343,0.0096938
77,0.18440269,0.26547313,"('unmotivated', 'motivated')",-1.0379364,-1.013351,-0.4267669,-0.3739389,-0.052828
70,-0.18411067,-0.3131762,"('lethargic', 'energetic')",0.34389973,0.39849928,0.0798945,0.0426615,0.037233
34,0.18126607,0.06334374,"('mean', 'honorable')",4.8752766,4.9236803,2.5282712,2.4935119,0.0347593
0,0.1692431,0.0327674,"('unsociable', 'sociable')",-0.25331157,-0.25626683,-0.0420342,-0.1117497,0.0697155
41,0.16058154,0.087898135,"('unforgiving', 'forgiving')",0.592316,0.56931794,0.3764488,0.328608,0.0478408
4,-0.15881138,-0.28809512,"('disliked', 'liked')",-6.21096,-6.418251,-3.1848857,-3.353173,0.1682873
