,parker_male,parker_female,tuple,hannifin_male,hannifin_female,corp_male,corp_female,average_male,average_female,male-female
28,1.5679609,1.310303,"('disloyal', 'loyal')",-0.7069694,-0.7397122,0.9221175,1.0328363,0.5943696,0.5344757,0.0598939
1,-1.5539199,-1.1635103,"('unfriendly', 'friendly')",-2.2542698,-2.156029,0.70923525,0.7773426,-1.0329849,-0.8473989,-0.185586
43,1.5506316,1.4378256,"('irresponsible', 'responsible')",-0.65557134,-0.7621794,0.3506909,0.62400675,0.4152504,0.4332176,-0.0179672
63,1.5105423,1.0090247,"('unperceptive', 'insightful')",-1.6288722,-1.9094548,0.9049309,0.9717083,0.2622003,0.0237594,0.2384409
73,-1.4135996,-1.2355933,"('helpless', 'self-reliant')",0.8707208,0.69533145,-3.0078638,-2.9633768,-1.1835809,-1.1678796,-0.0157013
22,1.344275,0.98086256,"('untrustworthy', 'trustworthy')",0.17903937,0.08132516,-0.7029039,-0.61662066,0.2734701,0.1485223,0.1249478
25,-1.3394394,-1.185928,"('egoistic', 'altruistic')",-0.63141185,-0.67658126,0.5574976,0.52334374,-0.4711179,-0.4463885,-0.0247294
82,1.3349814,1.148529,"('poor', 'rich')",-0.06419796,-0.103267714,5.9012794,5.856986,2.3906876,2.3007491,0.0899385
77,1.30771,0.98152053,"('unmotivated', 'motivated')",-0.6484195,-0.92891204,-0.65661484,-0.86563146,0.0008919,-0.2710077,0.2718996
18,-1.297288,-1.1633265,"('disagreeable', 'welcoming')",0.030863639,-0.041007265,-0.68407404,-0.6854113,-0.6501661,-0.629915,-0.0202511
26,-1.2957143,-1.2066357,"('hardhearted', 'benevolent')",-0.44730923,-0.15091108,1.2570965,1.4470011,-0.1619757,0.0298181,-0.1917938
74,1.2934022,1.153892,"('undedicated', 'dedicated')",-0.8411696,-0.81232065,-0.719571,-0.29170147,-0.0891128,0.0166233,-0.1057361
78,1.2746314,0.86467063,"('nonresilient', 'resilient')",-0.9030993,-1.3085555,0.63661623,0.28800333,0.3360494,-0.0519605,0.3880099
29,-1.2501225,-1.1953382,"('unfair', 'fair')",-0.41371724,-0.5021718,-0.55529445,-0.48141333,-0.7397114,-0.7263078,-0.0134036
24,1.2428346,1.2689695,"('dishonest', 'honest')",-0.7236139,-0.5318427,0.5866311,0.93370163,0.3686173,0.5569428,-0.1883255
32,1.2418331,0.989173,"('unkind', 'kind')",-1.2087048,-1.1543148,0.7633232,0.9194824,0.2654838,0.2514469,0.0140369
72,1.2373906,1.2771624,"('unambitious', 'ambitious')",-0.57362825,-0.80785733,-0.20202014,-0.30421755,0.1539141,0.0550292,0.0988849
37,1.2106175,1.18402,"('fake', 'genuine')",0.34196037,0.30157816,0.1980438,0.39434454,0.5835406,0.6266476,-0.043107
57,1.1956174,0.6263444,"('unimaginative', 'imaginative')",-0.7777736,-0.7493255,-2.9305642,-2.7886395,-0.8375734,-0.9705402,0.1329668
39,1.174242,1.2234826,"('exploitative', 'cooperative')",0.6322217,0.734545,0.30124143,0.34229654,0.7025684,0.7667747,-0.0642063
12,1.104265,0.93284273,"('unsupportive', 'supportive')",-0.6751845,-0.76268804,-1.9066447,-1.6940241,-0.4925214,-0.5079565,0.0154351
87,1.0132056,0.64753264,"('unsuccessful', 'successful')",0.07766136,-0.062187903,0.95692694,0.708894,0.682598,0.4314129,0.2511851
50,-0.9788969,-1.0654788,"('clumsy', 'skillful')",0.43408585,0.13415077,0.42139477,0.30110958,-0.0411388,-0.2100728,0.168934
42,0.9704366,0.38552004,"('unreliable', 'reliable')",0.6636748,0.49165675,-2.9930806,-2.7438629,-0.4529897,-0.6222287,0.169239
71,-0.9584642,-0.8114728,"('diffident', 'self-confident')",-0.51798004,-0.45066854,0.16123751,0.05286963,-0.4384023,-0.4030906,-0.0353117
68,0.91250503,0.46304536,"('dependent', 'independent')",0.13583939,-0.114621565,-0.4878942,-0.57171464,0.1868167,-0.0744303,0.261247
27,-0.89765257,-0.8052697,"('hardhearted', 'softhearted')",-0.32230204,-0.43685597,0.8736121,0.7229805,-0.1154475,-0.1730484,0.0576009
49,0.8948094,0.621688,"('unable', 'able')",0.32465363,0.18956992,0.12582874,-0.1428915,0.4484306,0.2227888,0.2256418
84,0.8898585,0.8874835,"('inferior', 'superior')",0.25509575,0.14842337,1.2485087,1.2514261,0.797821,0.7624443,0.0353767
17,-0.8177106,-0.7782822,"('nasty', 'nice')",-0.10074188,0.110193714,-0.8497857,-0.9048991,-0.5894127,-0.5243292,-0.0650835
67,0.75743467,1.0077826,"('doubtful', 'determined')",0.12124667,0.1899214,-0.52471,-0.3910104,0.1179905,0.2688979,-0.1509074
15,-0.75388265,-0.46053186,"('boring', 'funny')",0.1502396,0.52917403,-0.5260991,-0.5137667,-0.3765807,-0.1483748,-0.2282059
9,-0.6274469,-0.12575833,"('unaffectionate', 'caring')",-2.0634818,-2.0846236,1.1240892,1.1805338,-0.5222798,-0.3432827,-0.1789971
38,-0.57002556,-0.20134608,"('untruthful', 'truthful')",-0.71098065,-0.78701746,0.082436696,0.023522753,-0.3995232,-0.3216136,-0.0779096
40,-0.5421839,-1.0830916,"('stingy', 'generous')",-0.3673621,-0.40981612,-2.138476,-1.9957612,-1.0160073,-1.1628896,0.1468823
20,0.535902,0.28767267,"('rough', 'thoughtful')",0.06501722,-0.0795349,1.0268929,0.9430634,0.542604,0.3837337,0.1588703
53,0.5018053,0.33346203,"('uncreative', 'creative')",-1.98193,-1.9963717,0.13449396,0.21230888,-0.4485436,-0.4835336,0.03499
2,0.47413132,0.8830118,"('unlikable', 'likable')",0.15147088,0.21699378,0.38149303,0.6756331,0.3356984,0.5918796,-0.2561812
83,0.4688007,0.15390304,"('powerless', 'powerful')",-0.33270416,-0.55929464,-0.816029,-0.80004674,-0.2266442,-0.4018128,0.1751686
34,0.42589116,0.057819635,"('mean', 'honorable')",0.053588722,-0.04887357,5.606004,5.370789,2.0284947,1.793245,0.2352497
88,0.37845933,0.21909994,"('low', 'eminent')",-0.9459677,-0.9716748,-0.2795688,-0.110364616,-0.282359,-0.2876465,0.0052875
58,-0.32506344,-0.1763897,"('undiscriminating', 'discriminating')",-1.1314188,-1.2613791,0.0721795,0.27764916,-0.4614343,-0.3867066,-0.0747277
41,0.22827336,0.5752493,"('unforgiving', 'forgiving')",-1.0218142,-0.9005929,-0.18940508,-0.09401391,-0.3276486,-0.1397858,-0.1878628
54,0.1683249,0.21041372,"('incapable', 'capable')",-0.06520108,-0.33817184,0.788909,0.5412856,0.2973443,0.1378425,0.1595018
64,-0.12568983,-0.4211712,"('shy', 'confident')",0.00040583592,-0.2176914,-5.7812314,-5.47892,-1.9688385,-2.0392609,0.0704224
61,-0.037371032,0.047633298,"('illogical', 'logical')",-1.2886512,-1.2604231,0.14347012,0.19483341,-0.394184,-0.3393188,-0.0548652
47,-0.01986808,-0.18805262,"('stupid', 'smart')",0.29856858,0.3968349,5.085906,5.0881457,1.7882021,1.7656426,0.0225595
