,westrock_male,westrock_female,tuple,co_male,co_female,average_male,average_female,male-female
21,-1.5135808,-1.3857701,"('immoral', 'moral')",-1.2286026,-1.1062303,-1.3710917,-1.2460002,-0.1250915
77,-1.3449601,-1.362818,"('unmotivated', 'motivated')",-1.6299617,-1.5597669,-1.4874609,-1.4612925,-0.0261684
18,-1.3029994,-1.0866724,"('disagreeable', 'welcoming')",-0.6392542,-0.5821955,-0.9711268,-0.834434,-0.1366928
48,-1.2811992,-1.3813664,"('unintelligent', 'intelligent')",-0.32679978,-0.1838321,-0.8039995,-0.7825992,-0.0214003
43,-1.2333428,-1.275084,"('irresponsible', 'responsible')",0.512761,0.6655559,-0.3602909,-0.3047641,-0.0555268
0,-1.2192632,-1.2820708,"('unsociable', 'sociable')",-0.22882308,-0.26433167,-0.7240431,-0.7732012,0.0491581
10,-1.1450179,-1.0570413,"('unsympathetic', 'sympathetic')",-0.20226115,0.0038499981,-0.6736395,-0.5265957,-0.1470438
86,-1.1395122,-0.9976161,"('uninfluential', 'influential')",-0.6301935,-0.5827226,-0.8848528,-0.7901694,-0.0946834
51,-1.1367948,-1.1500169,"('uneducated', 'educated')",-0.27447796,-0.2572017,-0.7056364,-0.7036093,-0.0020271
81,-1.1258807,-1.1203948,"('submissive', 'aggressive')",-1.0440446,-0.93382174,-1.0849626,-1.0271083,-0.0578543
27,-1.0525512,-1.1394144,"('hardhearted', 'softhearted')",1.0512179,1.0058614,-0.0006666,-0.0667765,0.0661099
85,1.0466281,1.0264603,"('insignificant', 'prestigious')",-0.35122517,-0.35400206,0.3477015,0.3362291,0.0114724
46,-1.0342561,-0.9261931,"('uncompetitive', 'competitive')",-1.2402726,-1.1072487,-1.1372644,-1.0167209,-0.1205435
12,-0.98725784,-0.72013104,"('unsupportive', 'supportive')",-2.0458386,-1.9246855,-1.5165482,-1.3224082,-0.19414
11,-0.96261066,-0.92794025,"('unhelpful', 'helpful')",1.7132618,1.8890759,0.3753256,0.4805678,-0.1052422
13,-0.9464203,-0.9264556,"('impolite', 'polite')",-0.44933948,-0.42720383,-0.6978799,-0.6768297,-0.0210502
60,-0.9348348,-1.07025,"('inefficient', 'efficient')",-0.37499684,-0.2262657,-0.6549158,-0.6482579,-0.0066579
32,-0.8657268,-0.75673985,"('unkind', 'kind')",1.0005373,1.1553341,0.0674052,0.1992971,-0.1318919
35,0.79624516,0.86816525,"('corrupt', 'incorrupt')",-0.2414109,-0.3528694,0.2774171,0.2576479,0.0197692
88,-0.77702516,-0.7410165,"('low', 'eminent')",-0.5649836,-0.47398517,-0.6710044,-0.6075009,-0.0635035
79,0.7692944,0.9104456,"('wavering', 'unwavering')",-0.1966344,-0.12585367,0.28633,0.392296,-0.105966
75,0.76828533,0.84134734,"('meek', 'impulsive')",-0.5116291,-0.46334475,0.1283281,0.1890013,-0.0606732
49,-0.7602403,-0.6841337,"('unable', 'able')",-0.64671934,-0.4893344,-0.7034798,-0.5867341,-0.1167457
42,0.7521081,0.8823379,"('unreliable', 'reliable')",-3.0209866,-2.8870928,-1.1344392,-1.0023775,-0.1320617
19,-0.7244692,-0.6597671,"('inhospitable', 'hospitable')",-0.41678303,-0.34224156,-0.5706261,-0.5010043,-0.0696218
65,-0.68006,-0.7409314,"('insecure', 'secure')",0.023377262,0.07106759,-0.3283414,-0.3349319,0.0065905
59,0.6586724,0.76847583,"('foolish', 'wise')",0.22551775,0.33087385,0.4420951,0.5496749,-0.1075798
63,-0.64869255,-0.38036963,"('unperceptive', 'insightful')",-0.37629056,-0.15252122,-0.5124916,-0.2664454,-0.2460462
68,-0.63529825,-0.5633188,"('dependent', 'independent')",-1.5647072,-1.6003647,-1.1000028,-1.0818417,-0.0181611
3,-0.63155866,-0.6579206,"('repellent', 'pleasant')",0.33197236,0.3149219,-0.1497931,-0.1714994,0.0217063
57,0.6007544,0.67655396,"('unimaginative', 'imaginative')",-3.2384725,-3.1656876,-1.3188591,-1.2445668,-0.0742923
36,0.5845883,0.6478555,"('hostile', 'amicable')",0.14209735,-0.07918891,0.3633428,0.2843333,0.0790095
55,-0.5619067,-0.6319958,"('incompetent', 'clever')",-0.06605122,-0.002407387,-0.313979,-0.3172016,0.0032226
66,0.5542496,0.57456136,"('inactive', 'active')",0.40522876,0.31703773,0.4797392,0.4457995,0.0339397
73,0.54106444,0.70199746,"('helpless', 'self-reliant')",-3.1868725,-3.2843752,-1.322904,-1.2911888,-0.0317152
6,-0.48013133,-0.30599302,"('distant', 'open')",0.25657803,0.23249088,-0.1117766,-0.0367511,-0.0750255
25,0.47283235,0.4786282,"('egoistic', 'altruistic')",1.3028948,1.2255545,0.8878636,0.8520913,0.0357723
44,0.4695545,0.261563,"('prejudiced', 'unprejudiced')",-1.1229243,-1.1935852,-0.3266849,-0.4660111,0.1393262
4,0.43943325,0.57325435,"('disliked', 'liked')",-7.4164047,-7.5155845,-3.4884858,-3.4711652,-0.0173206
69,0.40752596,0.36537898,"('lazy', 'industrious')",-0.9726718,-1.1066511,-0.2825729,-0.370636,0.0880631
15,0.39458585,0.44811195,"('boring', 'funny')",0.34993273,0.34466845,0.3722593,0.3963902,-0.0241309
28,-0.36822867,-0.16814728,"('disloyal', 'loyal')",1.0550685,1.211005,0.3434199,0.5214288,-0.1780089
33,0.36710086,0.44260886,"('wrong', 'right')",-0.5181415,-0.5683039,-0.0755203,-0.0628475,-0.0126728
70,-0.36256438,-0.22033769,"('lethargic', 'energetic')",0.4417868,0.5157888,0.0396112,0.1477256,-0.1081144
47,-0.35060915,-0.28237078,"('stupid', 'smart')",5.430272,5.6841583,2.5398314,2.7008939,-0.1610625
53,-0.34067315,-0.107183106,"('uncreative', 'creative')",0.43282202,0.55720913,0.0460744,0.225013,-0.1789386
5,-0.3277159,-0.14322652,"('distant', 'outgoing')",-0.13998118,-0.16810265,-0.2338485,-0.1556646,-0.0781839
14,-0.3068641,-0.4876784,"('antisocial', 'social')",-0.08110152,-0.104561284,-0.1939828,-0.2961198,0.102137
1,-0.3068104,-0.09232646,"('unfriendly', 'friendly')",1.8238174,1.8736728,0.7585035,0.8906732,-0.1321697
50,0.3063961,0.33899954,"('clumsy', 'skillful')",-0.5881634,-0.39689767,-0.1408836,-0.0289491,-0.1119345
8,-0.2947195,-0.20362347,"('unaffectionate', 'affectionate')",1.0080134,1.1908582,0.356647,0.4936174,-0.1369704
80,0.29095143,0.20485015,"('dominated', 'dominating')",-1.0953085,-1.0799711,-0.4021786,-0.4375605,0.0353819
37,0.28689766,0.26686165,"('fake', 'genuine')",0.30988428,0.38065746,0.298391,0.3237596,-0.0253686
38,0.27404422,0.39928955,"('untruthful', 'truthful')",-0.07741054,0.0680875,0.0983168,0.2336885,-0.1353717
