,disney_male,disney_female,tuple,walt_male,walt_female,co_male,co_female,average_male,average_female,male-female
31,-0.8961356,-0.7772908,"('evil', 'good')",0.17106226,0.38835713,-1.6924157,-1.2375839,-0.8058297,-0.5421725,-0.2636572
37,-0.8584199,-0.5362748,"('fake', 'genuine')",-1.967164,-1.712863,0.33570156,0.57846403,-0.8299608,-0.5568913,-0.2730695
56,0.8414208,1.0518806,"('impractical', 'practical')",-0.22904238,-0.14743246,-0.10202576,-0.14322686,0.1701176,0.2537404,-0.0836228
21,-0.83922464,-0.7799819,"('immoral', 'moral')",-1.2733141,-1.4520407,-0.9494307,-1.1582345,-1.0206565,-1.1300856,0.1094291
50,0.82312787,0.7170421,"('clumsy', 'skillful')",0.026885238,-0.18124,0.10082284,-0.13247925,0.3169453,0.1344409,0.1825044
66,-0.79391444,-0.6447052,"('inactive', 'active')",-0.25966305,-0.06693489,-0.17767769,-0.061781522,-0.4104184,-0.2578072,-0.1526112
69,-0.79329497,-0.80120724,"('lazy', 'industrious')",0.29354408,0.34020585,-1.688262,-1.7411392,-0.7293376,-0.7340469,0.0047093
16,0.78162366,0.39272717,"('unpopular', 'popular')",1.3912301,1.1106651,-0.12015693,-0.37426057,0.6842322,0.3763772,0.307855
13,-0.7767819,-0.69967514,"('impolite', 'polite')",-1.2450488,-1.3460898,-0.119833045,-0.21766123,-0.7138879,-0.7544754,0.0405875
5,0.75657284,0.8607814,"('distant', 'outgoing')",1.0868031,1.3060563,-1.5779523,-1.0802679,0.0884746,0.3621899,-0.2737153
41,-0.7375706,-0.62997866,"('unforgiving', 'forgiving')",-1.1154672,-1.082385,0.06662802,0.062694445,-0.59547,-0.5498897,-0.0455803
44,-0.72296506,-0.90553534,"('prejudiced', 'unprejudiced')",-1.2895578,-1.4901745,-1.0848955,-1.404987,-1.0324728,-1.2668989,0.2344261
82,0.6834285,0.72821736,"('poor', 'rich')",0.28254664,0.10536435,5.914648,6.0000267,2.2935411,2.2778695,0.0156716
70,-0.6791427,-0.50238603,"('lethargic', 'energetic')",-2.0920947,-2.052307,0.4367378,0.3949678,-0.7781665,-0.7199084,-0.0582581
12,0.67805916,0.9803148,"('unsupportive', 'supportive')",0.6412078,0.8251411,-1.7811344,-1.5400932,-0.1539558,0.0884542,-0.24241
46,-0.67794365,-0.649032,"('uncompetitive', 'competitive')",-1.7398767,-1.8297484,-0.2495912,-0.30560878,-0.8891372,-0.9281297,0.0389925
10,-0.6727489,-0.5042091,"('unsympathetic', 'sympathetic')",-1.6778007,-1.6945153,-0.16284685,-0.054632083,-0.8377988,-0.7511189,-0.0866799
72,0.6297969,0.8442101,"('unambitious', 'ambitious')",0.72377133,0.865642,-1.1874985,-0.9393543,0.0553566,0.2568326,-0.201476
80,-0.6186052,-0.7955134,"('dominated', 'dominating')",-1.7786304,-2.0232203,-0.3962179,-0.7006123,-0.9311512,-1.1731153,0.2419641
40,-0.584147,-0.44284967,"('stingy', 'generous')",-0.7061984,-0.5865859,-2.1292315,-1.9175951,-1.139859,-0.9823435,-0.1575155
75,-0.56238,-0.6009418,"('meek', 'impulsive')",-0.18868637,-0.08336698,-0.09541242,-0.07102685,-0.2821596,-0.2517785,-0.0303811
84,0.5500446,0.53955466,"('inferior', 'superior')",0.876815,0.8613759,0.4158128,0.52199954,0.6142241,0.6409767,-0.0267526
24,-0.54659903,-0.3526815,"('dishonest', 'honest')",-1.211376,-1.0458505,0.03447077,0.32308006,-0.5745014,-0.358484,-0.2160174
65,-0.5127415,-0.52039933,"('insecure', 'secure')",-0.9710703,-1.086881,0.029494867,-0.038311206,-0.4847723,-0.5485305,0.0637582
61,0.5058335,0.53078514,"('illogical', 'logical')",0.332105,0.28978086,-0.7626113,-0.6448858,0.0251091,0.0585601,-0.033451
74,0.5005067,0.74662226,"('undedicated', 'dedicated')",0.059022643,0.25468808,0.24076782,0.56080616,0.2667657,0.5207055,-0.2539398
2,-0.49131525,-0.71836954,"('unlikable', 'likable')",-0.46782115,-0.71252465,0.4433935,0.19088268,-0.1719143,-0.4133372,0.2414229
29,-0.4777127,-0.1805932,"('unfair', 'fair')",-1.0700215,-0.77434087,-1.2942309,-0.8956931,-0.9473217,-0.6168757,-0.330446
0,-0.4739784,-0.30066162,"('unsociable', 'sociable')",-0.844708,-0.78912455,-0.25138175,-0.11446978,-0.5233561,-0.4014186,-0.1219375
63,0.46720397,0.64942515,"('unperceptive', 'insightful')",-0.16235055,-0.14376265,0.7668677,0.93157923,0.3572404,0.4790806,-0.1218402
87,0.46412444,0.36031425,"('unsuccessful', 'successful')",0.432346,0.24650308,0.40687832,0.13495326,0.4344496,0.2472569,0.1871927
38,0.455651,0.52685004,"('untruthful', 'truthful')",-0.44476962,-0.32871124,0.049839325,0.13387221,0.0202402,0.1106703,-0.0904301
62,0.4549659,0.55683804,"('incompetent', 'brilliant')",-0.79941493,-0.833962,0.09723057,0.032675512,-0.0824062,-0.0814828,-0.0009234
48,0.40677866,0.44617704,"('unintelligent', 'intelligent')",-0.10770399,-0.23044595,-0.14467722,-0.12529223,0.0514658,0.0301463,0.0213195
54,0.39744782,0.38905185,"('incapable', 'capable')",0.86450905,0.7820263,0.7175103,0.621959,0.6598224,0.5976791,0.0621433
20,-0.39360398,-0.47231185,"('rough', 'thoughtful')",-0.43949303,-0.52732635,0.07574834,0.15333161,-0.2524496,-0.2821022,0.0296526
52,-0.38188183,-0.5397352,"('irrational', 'rational')",1.0127381,0.90873796,-0.56228423,-0.5903606,0.0228573,-0.0737859,0.0966432
33,0.362393,0.39569494,"('wrong', 'right')",0.93100053,1.0334038,-1.1883582,-1.0925567,0.0350118,0.1121807,-0.0771689
17,0.35825035,0.28684786,"('nasty', 'nice')",0.2114976,0.1203039,-0.09860322,-0.30953252,0.1570482,0.0325397,0.1245085
36,-0.32707646,-0.37784198,"('hostile', 'amicable')",0.89491415,0.93405247,-0.7123637,-0.6941617,-0.0481753,-0.0459837,-0.0021916
60,-0.31386527,-0.072190784,"('inefficient', 'efficient')",-1.559338,-1.4407105,-0.15504453,-0.004957255,-0.6760826,-0.5059528,-0.1701298
4,-0.31026846,-0.44226906,"('disliked', 'liked')",0.042727936,0.1237047,-6.3161945,-6.383197,-2.1945783,-2.2339204,0.0393421
25,0.30027714,0.29969966,"('egoistic', 'altruistic')",0.40318823,0.39987037,1.2116431,1.2784463,0.6383695,0.6593388,-0.0209693
51,0.28407377,0.22623481,"('uneducated', 'educated')",0.110600054,-0.024011895,1.7441007,1.529453,0.7129248,0.5772253,0.1356995
79,-0.27174675,0.004436933,"('wavering', 'unwavering')",0.15872522,0.37601778,-0.7492386,-0.53331697,-0.2874201,-0.0509541,-0.236466
67,-0.2705945,-0.06829971,"('doubtful', 'determined')",-0.52901614,-0.28182334,-0.28132245,-0.23661244,-0.360311,-0.1955785,-0.1647325
86,-0.24376526,-0.0087557845,"('uninfluential', 'influential')",-0.5998538,-0.49479336,-0.4424542,-0.32121617,-0.4286911,-0.2749218,-0.1537693
35,-0.24368273,-0.25537857,"('corrupt', 'incorrupt')",0.28759423,0.45540926,-1.3198447,-1.1470978,-0.4253111,-0.315689,-0.1096221
76,-0.2404762,-0.16088645,"('anxious', 'daring')",-1.5162379,-1.4811212,0.2678553,0.23615801,-0.4962863,-0.4686165,-0.0276698
34,-0.22792095,-0.27518237,"('mean', 'honorable')",0.17149033,0.07455007,5.12133,4.94215,1.6882997,1.580506,0.1077937
19,0.22269183,0.22692779,"('inhospitable', 'hospitable')",0.54461944,0.6579311,-0.15333948,0.025137484,0.2046573,0.3033321,-0.0986748
6,0.16322541,0.27169895,"('distant', 'open')",1.2172781,1.3952427,-1.4020746,-0.8487625,-0.0071903,0.2727264,-0.2799167
83,0.1512532,0.013658104,"('powerless', 'powerful')",0.09545391,0.032979347,-1.1474749,-1.2328904,-0.3002559,-0.3954177,0.0951618
58,-0.13759105,-0.0761873,"('undiscriminating', 'discriminating')",-0.30092463,-0.16189165,0.26468202,0.39497876,-0.0579445,0.0522999,-0.1102444
43,-0.1302776,0.12641466,"('irresponsible', 'responsible')",-1.4696999,-1.4443245,0.21405119,0.44117454,-0.4619754,-0.2922451,-0.1697303
18,-0.1212143,-0.12839423,"('disagreeable', 'welcoming')",0.45035672,0.3651721,-1.3400937,-1.1991025,-0.3369838,-0.3207749,-0.0162089
49,0.10888484,-0.04109993,"('unable', 'able')",-0.17195508,-0.2783218,-0.88878524,-0.85224617,-0.3172852,-0.390556,0.0732708
28,0.10212414,0.41462082,"('disloyal', 'loyal')",-0.4910528,-0.51380676,0.7336415,0.9052136,0.1149043,0.2686759,-0.1537716
30,0.0920256,-0.27413648,"('intolerant', 'tolerant')",-0.84609807,-1.043233,0.46559328,0.20304592,-0.0961597,-0.3714412,0.2752815
55,-0.08753223,-0.013709769,"('incompetent', 'clever')",-0.94945127,-1.091752,0.3996606,0.31736517,-0.212441,-0.2626989,0.0502579
42,0.07070788,-0.006500408,"('unreliable', 'reliable')",-0.4403168,-0.50863427,-2.6100597,-2.631883,-0.9932229,-1.0490058,0.0557829
39,-0.04603014,-0.2584849,"('exploitative', 'cooperative')",0.014443388,-0.15056029,0.43757015,0.15454799,0.1353278,-0.0848324,0.2201602
47,0.045035277,0.07716276,"('stupid', 'smart')",0.44918883,0.29505613,4.283804,4.1996045,1.592676,1.5239412,0.0687348
27,-0.039568484,0.028550098,"('hardhearted', 'softhearted')",-0.37654084,-0.38051003,0.34236428,0.5872201,-0.0245817,0.07842,-0.1030017
57,-0.03319232,0.18725443,"('unimaginative', 'imaginative')",-0.988181,-0.8785341,-2.482602,-2.433093,-1.1679917,-1.0414576,-0.1265341
73,0.023931906,-0.2621613,"('helpless', 'self-reliant')",0.06328237,0.04829584,-3.2672257,-3.3104122,-1.0600038,-1.1747592,0.1147554
7,0.017169693,0.19584966,"('insensitive', 'sensitive')",-0.7912058,-0.9012546,0.07775296,0.14359042,-0.2320944,-0.1872715,-0.0448229
78,0.011608437,0.25304854,"('nonresilient', 'resilient')",-0.39718992,-0.37574783,-0.08437201,0.102291554,-0.1566512,-0.0068026,-0.1498486
