,allergan_male,allergan_female,tuple,inc_male,inc_female,average_male,average_female,male-female
74,-0.7393708,-0.64372677,"('undedicated', 'dedicated')",-0.055926137,0.099096864,-0.3976485,-0.272315,-0.1253335
88,-0.73746324,-0.6281631,"('low', 'eminent')",0.2485552,0.21262679,-0.244454,-0.2077682,-0.0366858
29,-0.7231137,-0.69876605,"('unfair', 'fair')",-0.70302635,-0.62385416,-0.71307,-0.6613101,-0.0517599
45,-0.7122072,-0.74513453,"('incompetent', 'competent')",-0.10059527,0.014030721,-0.4064012,-0.3655519,-0.0408493
28,-0.68671554,-0.6881272,"('disloyal', 'loyal')",0.5849528,0.6277874,-0.0508814,-0.0301699,-0.0207115
51,-0.6672194,-0.69214135,"('uneducated', 'educated')",0.32595292,0.35885876,-0.1706332,-0.1666413,-0.0039919
12,-0.6603823,-0.48288006,"('unsupportive', 'supportive')",-1.5622917,-1.3848398,-1.1113369,-0.9338599,-0.177477
78,-0.6442994,-0.7915227,"('nonresilient', 'resilient')",0.56958646,0.4909442,-0.0373565,-0.1502892,0.1129327
7,-0.5915952,-0.57252395,"('insensitive', 'sensitive')",0.7076863,0.7282605,0.0580456,0.0778683,-0.0198227
52,-0.5846184,-0.45581326,"('irrational', 'rational')",-0.35547948,-0.32958713,-0.4700489,-0.3927002,-0.0773487
56,0.5623108,0.53860044,"('impractical', 'practical')",0.36092126,0.4552132,0.461616,0.4969068,-0.0352908
32,-0.5438096,-0.29664892,"('unkind', 'kind')",0.62728715,0.8150539,0.0417388,0.2592025,-0.2174637
39,0.53071237,0.65506494,"('exploitative', 'cooperative')",0.0981079,0.20293464,0.3144101,0.4289998,-0.1145897
62,0.51237965,0.47537705,"('incompetent', 'brilliant')",0.77261007,0.8442282,0.6424949,0.6598026,-0.0173077
4,-0.4676859,-0.1868114,"('disliked', 'liked')",-6.0706983,-5.9445763,-3.269192,-3.0656939,-0.2034981
46,-0.44456246,-0.6105274,"('uncompetitive', 'competitive')",-0.4141659,-0.43061784,-0.4293642,-0.5205726,0.0912084
41,-0.44245404,-0.3478295,"('unforgiving', 'forgiving')",-0.15649316,-0.10614473,-0.2994736,-0.2269871,-0.0724865
11,-0.42614213,-0.43468073,"('unhelpful', 'helpful')",1.7341244,1.8261278,0.6539912,0.6957235,-0.0417323
67,0.4179292,0.597756,"('doubtful', 'determined')",-0.41006774,-0.20826714,0.0039307,0.1947444,-0.1908137
22,-0.37351125,-0.26524413,"('untrustworthy', 'trustworthy')",-0.8786115,-0.7279568,-0.6260614,-0.4966004,-0.129461
18,-0.3625654,-0.12796623,"('disagreeable', 'welcoming')",-0.59786344,-0.37920374,-0.4802144,-0.253585,-0.2266294
2,0.36166608,0.4586453,"('unlikable', 'likable')",0.50876313,0.6700786,0.4352146,0.5643619,-0.1291473
13,-0.3585662,-0.24745648,"('impolite', 'polite')",-0.37231487,-0.2282784,-0.3654405,-0.2378674,-0.1275731
64,0.3573481,0.50967824,"('shy', 'confident')",-5.9678993,-5.79149,-2.8052757,-2.6409059,-0.1643698
87,-0.3520704,-0.37495738,"('unsuccessful', 'successful')",0.8099103,0.7900925,0.22892,0.2075676,0.0213524
15,-0.32638136,-0.17719622,"('boring', 'funny')",0.37119934,0.4160438,0.022409,0.1194238,-0.0970148
43,-0.31701726,-0.29741806,"('irresponsible', 'responsible')",0.779217,0.9673921,0.2310999,0.334987,-0.1038871
17,-0.312857,-0.21308528,"('nasty', 'nice')",-0.7410165,-0.6084141,-0.5269368,-0.4107497,-0.1161871
3,-0.30837,-0.44146046,"('repellent', 'pleasant')",0.11381987,0.096876055,-0.0972751,-0.1722922,0.0750171
76,0.2882702,0.18135998,"('anxious', 'daring')",0.5952933,0.6181204,0.4417818,0.3997402,0.0420416
50,0.286805,0.27742845,"('clumsy', 'skillful')",0.17328434,0.173962,0.2300447,0.2256952,0.0043495
84,0.28171566,0.31272024,"('inferior', 'superior')",1.0540602,1.0749449,0.6678879,0.6938325,-0.0259446
42,0.2808494,0.31134242,"('unreliable', 'reliable')",-2.6802335,-2.6023855,-1.199692,-1.1455215,-0.0541705
14,0.28081438,0.41962337,"('antisocial', 'social')",-0.15604748,-0.026308464,0.0623835,0.1966574,-0.1342739
72,-0.2669216,-0.26057315,"('unambitious', 'ambitious')",-0.6415412,-0.4666813,-0.4542314,-0.3636272,-0.0906042
48,-0.2632588,-0.59280807,"('unintelligent', 'intelligent')",1.109948,0.9610971,0.4233446,0.1841445,0.2392001
70,-0.25666276,-0.39913213,"('lethargic', 'energetic')",0.95175976,0.989511,0.3475485,0.2951894,0.0523591
20,-0.24607645,-0.5474571,"('rough', 'thoughtful')",1.5316896,1.3999859,0.6428066,0.4262644,0.2165422
34,-0.23115337,-0.33760315,"('mean', 'honorable')",5.673891,5.5132694,2.7213688,2.5878332,0.1335356
75,0.20339444,0.25186726,"('meek', 'impulsive')",-0.412386,-0.40562406,-0.1044958,-0.0768784,-0.0276174
33,-0.1901969,0.060108133,"('wrong', 'right')",-0.68760693,-0.5723797,-0.4389019,-0.2561358,-0.1827661
35,0.15103593,0.35371056,"('corrupt', 'incorrupt')",-0.53323525,-0.40607327,-0.1910997,-0.0261814,-0.1649183
65,-0.13954777,-0.2633556,"('insecure', 'secure')",-0.33256656,-0.30220413,-0.2360572,-0.2827799,0.0467227
40,0.12976128,0.08324892,"('stingy', 'generous')",-1.3455293,-1.2253281,-0.607884,-0.5710396,-0.0368444
55,-0.12676233,-0.26397038,"('incompetent', 'clever')",0.3616858,0.44231382,0.1174617,0.0891717,0.02829
21,-0.11706267,-0.24963182,"('immoral', 'moral')",-0.2575935,-0.31407577,-0.1873281,-0.2818538,0.0945257
83,0.112345465,0.15803131,"('powerless', 'powerful')",-0.71336097,-0.80828923,-0.3005078,-0.325129,0.0246212
47,0.04770117,0.04314353,"('stupid', 'smart')",4.8665724,4.9962163,2.4571369,2.51968,-0.0625431
49,-0.035891548,-0.067472145,"('unable', 'able')",-0.08035217,-0.09185232,-0.0581219,-0.0796622,0.0215403
25,-0.034635693,0.14393413,"('egoistic', 'altruistic')",1.1618631,1.2495265,0.5636137,0.6967303,-0.1331166
68,0.024981257,-0.18815312,"('dependent', 'independent')",-0.40729862,-0.43151125,-0.1911587,-0.3098322,0.1186735
59,0.009532105,0.28551027,"('foolish', 'wise')",-0.05118195,0.21754918,-0.0208249,0.2515297,-0.2723546
