,allergan_male,allergan_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.751314,-2.6117182,"('unfriendly', 'friendly')",1.2616422,1.3065412,-0.7448359,-0.6525885,-0.0922474
53,-2.3246896,-2.1397305,"('uncreative', 'creative')",0.4882555,0.6420454,-0.9182171,-0.7488425,-0.1693746
86,-2.0278032,-1.9321297,"('uninfluential', 'influential')",-0.24866512,-0.16656573,-1.1382341,-1.0493478,-0.0888863
44,1.6622384,1.5099728,"('prejudiced', 'unprejudiced')",-1.1944869,-1.2660353,0.2338758,0.1219687,0.1119071
36,-1.6196169,-1.4846863,"('hostile', 'amicable')",-0.4469967,-0.5067306,-1.0333068,-0.9957085,-0.0375983
19,-1.5774832,-1.3758672,"('inhospitable', 'hospitable')",-0.604429,-0.3397136,-1.0909561,-0.8577904,-0.2331657
57,-1.5022548,-1.445204,"('unimaginative', 'imaginative')",-2.1841142,-2.0845895,-1.8431845,-1.7648968,-0.0782877
31,-1.4837306,-1.1890123,"('evil', 'good')",-1.4634758,-1.2845206,-1.4736032,-1.2367665,-0.2368367
9,-1.3916849,-1.188784,"('unaffectionate', 'caring')",0.74990773,0.9469691,-0.3208886,-0.1209075,-0.1999811
10,-1.3845892,-1.6007276,"('unsympathetic', 'sympathetic')",-0.05903842,0.03862053,-0.7218138,-0.7810535,0.0592397
85,-1.3725297,-1.1528323,"('insignificant', 'prestigious')",0.07898044,0.1321005,-0.6467746,-0.5103659,-0.1364087
8,-1.2818599,-1.1374549,"('unaffectionate', 'affectionate')",0.46455505,0.70764697,-0.4086524,-0.214904,-0.1937484
54,-1.2506671,-1.0743153,"('incapable', 'capable')",0.9364431,1.1305559,-0.157112,0.0281203,-0.1852323
80,1.2483697,1.0025374,"('dominated', 'dominating')",-0.9393728,-1.0975296,0.1544985,-0.0474961,0.2019946
66,-1.2249324,-1.2517202,"('inactive', 'active')",0.3516144,0.37353858,-0.436659,-0.4390908,0.0024318
61,-1.2178564,-1.089921,"('illogical', 'logical')",-0.027293906,-0.017078307,-0.6225752,-0.5534996,-0.0690756
23,-1.1839104,-1.2162253,"('insincere', 'sincere')",5.205493,5.230919,2.0107913,2.0073469,0.0034444
6,-1.1451173,-0.81910676,"('distant', 'open')",-0.27366388,-0.02017153,-0.7093906,-0.4196391,-0.2897515
71,-1.1423013,-0.882921,"('diffident', 'self-confident')",0.25079206,0.27937332,-0.4457546,-0.3017738,-0.1439808
63,-1.1328415,-1.1958575,"('unperceptive', 'insightful')",1.2075855,1.1129327,0.037372,-0.0414624,0.0788344
24,-1.0544496,-0.9533448,"('dishonest', 'honest')",0.5051561,0.7464345,-0.2746467,-0.1034552,-0.1711915
58,-1.0442989,-1.2339371,"('undiscriminating', 'discriminating')",0.10343172,0.0061247125,-0.4704336,-0.6139062,0.1434726
5,-1.0308617,-0.67538404,"('distant', 'outgoing')",-0.5847713,-0.28787443,-0.8078165,-0.4816293,-0.3261872
0,-1.0226607,-1.037431,"('unsociable', 'sociable')",-0.30641264,-0.23204173,-0.6645367,-0.6347364,-0.0298003
73,0.9975421,0.9730089,"('helpless', 'self-reliant')",-2.4012256,-2.33603,-0.7018417,-0.6815106,-0.0203311
82,-0.90220994,-0.9329252,"('poor', 'rich')",5.460425,5.624539,2.2791076,2.3458068,-0.0666992
38,-0.89752513,-0.68350846,"('untruthful', 'truthful')",-0.16662572,0.13742684,-0.5320754,-0.2730408,-0.2590346
60,0.8961587,0.7936747,"('inefficient', 'efficient')",0.68660766,0.74883115,0.7913831,0.7712529,0.0201302
37,0.8549754,0.6324729,"('fake', 'genuine')",0.56049645,0.5451216,0.7077359,0.5887972,0.1189387
26,-0.8516699,-0.69682854,"('hardhearted', 'benevolent')",1.552442,1.7017331,0.350386,0.5024523,-0.1520663
81,0.8354874,0.63143754,"('submissive', 'aggressive')",-0.11089903,-0.092154235,0.3622942,0.2696416,0.0926526
69,0.82428783,0.9526863,"('lazy', 'industrious')",-0.2869461,-0.24246928,0.2686709,0.3551085,-0.0864376
79,-0.8209721,-0.5689106,"('wavering', 'unwavering')",-0.3794963,-0.3641155,-0.6002342,-0.466513,-0.1337212
30,0.79834914,0.84449136,"('intolerant', 'tolerant')",1.6109698,1.7992576,1.2046595,1.3218745,-0.117215
27,-0.7747438,-0.9258717,"('hardhearted', 'softhearted')",1.2667682,1.2033606,0.2460122,0.1387444,0.1072678
16,-0.77163607,-0.62609607,"('unpopular', 'popular')",0.19282025,0.2986542,-0.2894079,-0.1637209,-0.125687
77,-0.76696855,-0.8472164,"('unmotivated', 'motivated')",-0.74761677,-0.89386046,-0.7572926,-0.8705385,0.1132459
