,allegheny_male,allegheny_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
85,2.4676535,2.5489557,"('insignificant', 'prestigious')",0.19747123,0.24517886,0.5734896,0.70027405,1.0795381,1.1648029,-0.0852648
12,1.9582944,2.018919,"('unsupportive', 'supportive')",0.52305454,0.5967392,-1.7646378,-1.8004067,0.2389037,0.2717505,-0.0328468
9,1.926147,1.9015199,"('unaffectionate', 'caring')",0.12596108,0.058061793,0.8772557,0.930043,0.9764546,0.9632082,0.0132464
74,1.8851352,1.8052764,"('undedicated', 'dedicated')",-0.5588842,-0.47060513,-0.25997096,-0.20811272,0.3554267,0.3755195,-0.0200928
66,1.6066203,1.5432997,"('inactive', 'active')",-0.53910947,-0.6486629,1.2607126,1.3110405,0.7760745,0.7352258,0.0408487
29,-1.575109,-1.5943644,"('unfair', 'fair')",-0.48602667,-0.5843968,-0.4394695,-0.5467571,-0.8335351,-0.9085061,0.074971
44,-1.4641687,-1.2080495,"('prejudiced', 'unprejudiced')",-0.22085753,-0.14551228,-1.3163891,-1.1270564,-1.0004718,-0.8268727,-0.1735991
63,1.4334699,1.2900891,"('unperceptive', 'insightful')",0.48751995,0.4710788,0.98323333,0.80200124,0.9680744,0.8543897,0.1136847
53,1.4315405,1.3229741,"('uncreative', 'creative')",0.54391444,0.6207416,0.6904795,0.72097653,0.8886449,0.8882307,0.0004142
65,-1.4191488,-1.498838,"('insecure', 'secure')",0.20837137,0.06665215,-0.53552985,-0.75213385,-0.5821024,-0.7281065,0.1460041
16,-1.402845,-1.4941621,"('unpopular', 'popular')",-0.17278272,-0.25684953,0.36136967,0.3839009,-0.4047527,-0.4557036,0.0509509
71,1.3357702,1.4276673,"('diffident', 'self-confident')",1.2656417,1.1837738,0.53192043,0.6118574,1.0444441,1.0744328,-0.0299887
3,-1.328606,-1.2869651,"('repellent', 'pleasant')",-0.06857635,-0.011019539,-0.04819745,-0.09417995,-0.4817932,-0.4640549,-0.0177383
39,1.3150257,1.3914313,"('exploitative', 'cooperative')",-0.19988683,-0.11251845,-0.12867042,-0.0849425,0.3288228,0.3979901,-0.0691673
40,1.3028738,1.1887805,"('stingy', 'generous')",0.22075222,0.27873117,-1.6547401,-1.6642274,-0.0437047,-0.0655719,0.0218672
72,1.2624229,1.3371298,"('unambitious', 'ambitious')",0.7869929,0.7705842,-0.90175736,-0.88439196,0.3825528,0.4077741,-0.0252213
79,1.2106732,1.062332,"('wavering', 'unwavering')",-0.47859043,-0.56009454,0.51289886,0.44100627,0.4149939,0.3144146,0.1005793
45,-1.1818969,-1.3850998,"('incompetent', 'competent')",-0.92094254,-0.9192618,-0.48271105,-0.5419815,-0.8618502,-0.948781,0.0869308
55,-1.1348337,-1.2696226,"('incompetent', 'clever')",-0.5516169,-0.49425358,-0.36195827,-0.37931755,-0.682803,-0.7143979,0.0315949
59,1.1106619,1.1413399,"('foolish', 'wise')",0.59379196,0.5028975,0.4201842,0.37074387,0.7082127,0.6716604,0.0365523
0,-1.093519,-1.3084557,"('unsociable', 'sociable')",-0.61827165,-0.75993085,-0.70053077,-0.8964081,-0.8041071,-0.9882649,0.1841578
24,1.0599153,0.9425161,"('dishonest', 'honest')",0.3236171,0.39103457,0.5556399,0.55224353,0.6463908,0.6285981,0.0177927
8,1.0479789,1.1480732,"('unaffectionate', 'affectionate')",-1.0895767,-1.0143182,0.4202848,0.54170614,0.126229,0.2251537,-0.0989247
73,1.0248652,1.2897077,"('helpless', 'self-reliant')",1.3285952,1.5135332,-3.0879016,-2.9353473,-0.2448138,-0.0440355,-0.2007783
84,1.0121635,1.0127158,"('inferior', 'superior')",0.14143202,0.030339777,0.84018594,0.79186594,0.6645939,0.6116405,0.0529534
27,1.0117311,0.9235884,"('hardhearted', 'softhearted')",0.2994432,0.25830647,1.7690907,1.7788157,1.026755,0.9869035,0.0398515
22,-1.0052657,-1.0335131,"('untrustworthy', 'trustworthy')",-0.88453424,-0.9481871,-1.1128793,-1.2346852,-1.0008931,-1.0721285,0.0712354
80,0.98958665,0.99472797,"('dominated', 'dominating')",0.39436376,0.3364755,-0.8489689,-1.008579,0.1783272,0.1075415,0.0707857
68,-0.95593697,-1.0222507,"('dependent', 'independent')",-0.32063764,-0.42687792,-0.46471995,-0.6325757,-0.5804315,-0.6939015,0.11347
14,-0.9398017,-0.88211286,"('antisocial', 'social')",0.32574096,0.37257126,-0.9000737,-0.95698494,-0.5047115,-0.4888422,-0.0158693
26,0.91483516,0.84239286,"('hardhearted', 'benevolent')",0.3349016,0.32705998,1.2998265,1.3541188,0.8498545,0.8411906,0.0086639
6,0.9070852,1.0257026,"('distant', 'open')",-0.689458,-0.7210884,0.26892024,0.3607598,0.1621825,0.2217913,-0.0596088
5,0.8592715,1.0707698,"('distant', 'outgoing')",-0.15392081,-0.22126275,-0.19451,-0.13963819,0.1702802,0.2366229,-0.0663427
54,0.85262686,0.88856745,"('incapable', 'capable')",-0.325255,-0.35160026,1.0211278,1.0739138,0.5161666,0.5369603,-0.0207937
1,0.84374017,0.9187132,"('unfriendly', 'friendly')",0.21942979,0.2547598,1.519694,1.5952631,0.8609546,0.922912,-0.0619574
32,0.8203045,0.5756079,"('unkind', 'kind')",-0.09688479,-0.2937206,0.6046586,0.5043865,0.4426928,0.2620913,0.1806015
33,0.793633,0.85738033,"('wrong', 'right')",1.1391984,1.0949514,-0.4395616,-0.3779138,0.4977566,0.524806,-0.0270494
17,-0.78925204,-0.9197541,"('nasty', 'nice')",-0.9317695,-0.83961236,-0.41484746,-0.362934,-0.7119563,-0.7074335,-0.0045228
7,0.78347987,0.6971903,"('insensitive', 'sensitive')",0.65882194,0.65162617,0.80952895,0.6929719,0.7506102,0.6805961,0.0700141
82,-0.7644816,-0.9817544,"('poor', 'rich')",-0.38043275,-0.4745039,5.945374,5.8299637,1.6001533,1.4579018,0.1422515
37,0.6698562,0.75286806,"('fake', 'genuine')",0.026030026,0.03127242,0.435041,0.50143564,0.3769757,0.4285254,-0.0515497
50,0.65285033,0.668492,"('clumsy', 'skillful')",-0.28429043,-0.20552848,0.4483871,0.42717665,0.2723157,0.2967134,-0.0243977
49,-0.6395002,-0.60420096,"('unable', 'able')",-0.24087581,-0.2513405,-0.36150053,-0.23143056,-0.4139588,-0.362324,-0.0516348
81,-0.63063514,-0.75353545,"('submissive', 'aggressive')",1.345263,1.4135056,-0.6494972,-0.69172436,0.0217102,-0.0105848,0.032295
75,0.560449,0.75249916,"('meek', 'impulsive')",0.24531008,0.31699464,-0.062725045,0.054851722,0.247678,0.3747818,-0.1271038
51,0.50294435,0.26639697,"('uneducated', 'educated')",-0.15373762,-0.25908184,0.34324056,0.19846185,0.2308158,0.0685923,0.1622235
4,-0.49485868,-0.42194277,"('disliked', 'liked')",0.27955166,0.32701668,-6.4983172,-6.373396,-2.2378748,-2.1561073,-0.0817675
67,0.46862125,0.46928623,"('doubtful', 'determined')",-0.36199704,-0.31711847,-0.42831132,-0.37611306,-0.107229,-0.0746484,-0.0325806
25,0.45843878,0.55135584,"('egoistic', 'altruistic')",0.87267745,0.77519697,1.5036792,1.5450279,0.9449318,0.9571935,-0.0122617
70,0.44828957,0.2993731,"('lethargic', 'energetic')",0.2176167,0.22931744,0.71520954,0.58757794,0.460372,0.3720895,0.0882825
47,-0.4462196,-0.56439865,"('stupid', 'smart')",0.117904484,0.17942625,5.5080204,5.340317,1.7265684,1.6517814,0.074787
30,0.42166355,0.27345875,"('intolerant', 'tolerant')",0.7296228,0.8203197,1.0501313,1.0250778,0.7338059,0.7062855,0.0275204
78,0.40177196,0.2353007,"('nonresilient', 'resilient')",0.2787619,0.23439406,0.2257545,0.13392085,0.3020961,0.2012052,0.1008909
10,0.4003506,0.08590323,"('unsympathetic', 'sympathetic')",-0.7350138,-0.70505434,-0.2995116,-0.40686485,-0.2113916,-0.3420053,0.1306137
69,0.3949561,0.55745673,"('lazy', 'industrious')",0.78128254,0.6669474,-0.2696275,-0.0944335,0.3022037,0.3766569,-0.0744532
19,0.39186147,0.4698926,"('inhospitable', 'hospitable')",-0.8614867,-0.7239668,-0.02925271,0.11070086,-0.1662926,-0.0477911,-0.1185015
86,0.37762097,0.27237165,"('uninfluential', 'influential')",0.4213584,0.3739808,-0.35668015,-0.40918627,0.1474331,0.0790554,0.0683777
61,0.35610068,0.2371382,"('illogical', 'logical')",0.95237917,0.8809495,0.022857869,-0.04626248,0.4437792,0.357275,0.0865042
2,0.35566482,0.58326286,"('unlikable', 'likable')",0.91135824,0.9790893,0.40433747,0.5905411,0.5571202,0.7176311,-0.1605109
36,-0.3381996,-0.24116307,"('hostile', 'amicable')",-0.9408179,-0.8551499,0.1704307,0.10445838,-0.3695289,-0.3306182,-0.0389107
21,0.33329347,0.47202277,"('immoral', 'moral')",0.96426463,1.027682,-0.90208167,-0.9242592,0.1318255,0.1918152,-0.0599897
20,-0.3247837,-0.30030018,"('rough', 'thoughtful')",-0.23020238,-0.17622033,0.97152776,0.9948959,0.1388472,0.1727918,-0.0339446
77,0.32137161,0.4911795,"('unmotivated', 'motivated')",0.7591919,0.69710326,-1.06182,-1.1280066,0.0062478,0.0200921,-0.0138443
34,-0.3028465,-0.25639185,"('mean', 'honorable')",0.28629315,0.43218008,5.85876,5.873998,1.9474022,2.0165955,-0.0691933
38,0.29627788,0.24035506,"('untruthful', 'truthful')",0.30732992,0.29010195,-0.028742258,0.03223918,0.1916218,0.1875654,0.0040564
13,0.28296113,0.12482255,"('impolite', 'polite')",-0.052426197,-0.18813273,-0.20175666,-0.34066215,0.0095928,-0.1346574,0.1442502
64,-0.26178095,-0.118530974,"('shy', 'confident')",0.6693589,0.6408388,-6.906387,-6.8978653,-2.1662696,-2.1251858,-0.0410838
76,0.23793143,0.07340674,"('anxious', 'daring')",0.19142152,0.2708561,0.39923438,0.4442025,0.2761958,0.2628218,0.013374
88,0.22613211,0.024649639,"('low', 'eminent')",-0.28912243,-0.45007476,0.26421735,0.10091086,0.0670757,-0.1081714,0.1752471
52,-0.22543925,-0.17344896,"('irrational', 'rational')",-0.44390446,-0.48366004,-0.2791805,-0.2767039,-0.3161747,-0.311271,-0.0049037
48,-0.2166557,-0.3840841,"('unintelligent', 'intelligent')",1.2108296,1.1571379,0.33005536,0.22675978,0.4414097,0.3332712,0.1081385
58,-0.20971861,-0.37945718,"('undiscriminating', 'discriminating')",0.83339745,0.79851055,0.059865702,-0.035731524,0.2278482,0.127774,0.1000742
23,0.19009353,0.036049478,"('insincere', 'sincere')",0.0032120347,-0.09365567,5.774003,5.549567,1.9891028,1.8306537,0.1584491
60,-0.18948899,-0.3344975,"('inefficient', 'efficient')",1.7123127,1.7329162,-0.06439643,-0.046962775,0.4861424,0.4504853,0.0356571
62,-0.17387968,-0.21238157,"('incompetent', 'brilliant')",0.61137724,0.60168576,0.067202546,0.069756925,0.1682334,0.1530204,0.015213
15,0.14710286,-0.07939663,"('boring', 'funny')",-0.36052245,-0.51901406,0.22286431,0.3000824,0.0031482,-0.0994428,0.102591
83,0.13410921,0.04980278,"('powerless', 'powerful')",0.954171,1.0404048,-1.0820435,-1.1418065,0.0020789,-0.0171996,0.0192785
43,-0.13313593,-0.11844078,"('irresponsible', 'responsible')",0.560428,0.60670424,0.32663852,0.31565318,0.2513102,0.2679722,-0.016662
18,-0.12573297,0.1481114,"('disagreeable', 'welcoming')",-1.0620906,-0.87996674,-0.65190095,-0.530685,-0.6132415,-0.4208468,-0.1923947
56,0.12146774,0.00060652196,"('impractical', 'practical')",0.8981024,0.77476776,-0.39566988,-0.4497889,0.2079667,0.1085285,0.0994382
41,-0.11675313,-0.10513892,"('unforgiving', 'forgiving')",-1.0127233,-0.87904155,-0.40343714,-0.40885568,-0.5109712,-0.4643454,-0.0466258
31,-0.109141394,0.012976177,"('evil', 'good')",-1.2417818,-1.1707449,-1.1094762,-0.9671658,-0.8201331,-0.7083116,-0.1118215
87,0.07892364,0.09332354,"('unsuccessful', 'successful')",0.016300194,-0.12414676,0.5492458,0.5677374,0.2148232,0.1789714,0.0358518
42,0.07159505,0.042866416,"('unreliable', 'reliable')",-0.2855624,-0.16871677,-2.7889688,-2.7653403,-1.0009787,-0.9637303,-0.0372484
11,-0.062735185,-0.2050726,"('unhelpful', 'helpful')",0.36899674,0.35568285,1.803863,1.7897568,0.7033749,0.646789,0.0565859
35,-0.045528926,0.034999326,"('corrupt', 'incorrupt')",-0.6477528,-0.6854532,-0.003476737,0.04854269,-0.2322528,-0.2006371,-0.0316157
46,-0.043781202,-0.1432104,"('uncompetitive', 'competitive')",-0.08962265,0.060238212,-0.9925171,-1.1388059,-0.375307,-0.4072593,0.0319523
57,-0.034454703,-0.26932988,"('unimaginative', 'imaginative')",0.4088674,0.49514586,-2.6890373,-2.666821,-0.7715415,-0.8136683,0.0421268
