,applied_male,applied_female,tuple,materials_male,materials_female,inc_male,inc_female,average_male,average_female,male-female
82,-2.1084082,-2.2512162,"('poor', 'rich')",-0.37545604,-0.41560718,6.2457123,5.6941004,1.2539493,1.0090923,0.244857
69,1.8152635,1.84765,"('lazy', 'industrious')",0.9815439,0.9438224,-0.16954757,0.07187887,0.8757532,0.9544504,-0.0786972
32,-1.6960526,-1.7287757,"('unkind', 'kind')",0.079573035,0.2239214,0.5737949,0.42389733,-0.3475615,-0.360319,0.0127575
19,-1.6747557,-1.3870479,"('inhospitable', 'hospitable')",-1.8228937,-1.6082593,-0.105482236,0.077551864,-1.2010439,-0.9725851,-0.2284588
31,-1.6297004,-1.5433997,"('evil', 'good')",-0.9733278,-0.87030333,-0.29906058,-0.16722327,-0.967363,-0.8603087,-0.1070543
29,-1.5939994,-1.6185448,"('unfair', 'fair')",-0.9917773,-1.0850154,-0.56792724,-0.6162689,-1.0512347,-1.1066097,0.055375
73,1.5646931,1.4550303,"('helpless', 'self-reliant')",0.03043595,-0.110598564,-2.9120777,-2.8745213,-0.4389829,-0.5100298,0.0710469
67,1.5264449,1.5660691,"('doubtful', 'determined')",1.0538828,0.9460649,-0.60749614,-0.5677919,0.6576105,0.648114,0.0094965
22,-1.5255401,-1.7585813,"('untrustworthy', 'trustworthy')",-0.30012867,-0.5302302,-0.9892118,-1.019444,-0.9382935,-1.1027518,0.1644583
65,-1.3710538,-1.503149,"('insecure', 'secure')",0.04476133,-0.014612254,-0.8330279,-0.74524033,-0.7197735,-0.7543338,0.0345603
68,-1.3276796,-1.0432842,"('dependent', 'independent')",-0.98814946,-0.93201745,-0.6842068,-0.46994096,-1.0000119,-0.8150809,-0.184931
16,-1.1608275,-1.1881366,"('unpopular', 'popular')",-0.93723595,-1.0422784,0.32305086,0.36821216,-0.5916709,-0.6207342,0.0290633
70,1.0767798,0.70524323,"('lethargic', 'energetic')",0.64161676,0.4923362,0.33422258,0.21406943,0.6842064,0.4705496,0.2136568
51,-1.0124121,-0.9016022,"('uneducated', 'educated')",-0.77605087,-0.6824115,-0.22564855,-0.09406239,-0.6713705,-0.5593587,-0.1120118
39,0.9584734,0.99333894,"('exploitative', 'cooperative')",0.46057436,0.5168015,0.29053062,0.27529302,0.5698594,0.5951445,-0.0252851
18,-0.9187608,-0.91044384,"('disagreeable', 'welcoming')",-0.5043067,-0.46338597,-0.32651252,-0.26562333,-0.5831933,-0.5464844,-0.0367089
84,0.90428364,1.0258226,"('inferior', 'superior')",0.30445102,0.311129,0.9976375,1.1896349,0.7354574,0.8421955,-0.1067381
40,0.9004582,0.72142595,"('stingy', 'generous')",1.2418292,1.1773071,-1.2699236,-1.0104197,0.2907879,0.2961045,-0.0053166
72,0.89943093,0.6891992,"('unambitious', 'ambitious')",0.11291839,0.04478463,-0.7059042,-0.83674,0.1021484,-0.0342521,0.1364005
0,-0.8595031,-0.9738808,"('unsociable', 'sociable')",0.3070006,0.25296563,-0.659373,-0.5952525,-0.4039585,-0.4387226,0.0347641
54,-0.85292774,-0.9870326,"('incapable', 'capable')",-1.047158,-0.9558509,1.0780613,1.008378,-0.2740081,-0.3115018,0.0374937
87,0.83770394,0.62062293,"('unsuccessful', 'successful')",0.73971605,0.4871417,0.7542785,0.88065255,0.7772328,0.6628057,0.1144271
64,-0.8055317,-0.76495415,"('shy', 'confident')",-0.036395296,-0.021706209,-7.283164,-6.832171,-2.7083635,-2.5396104,-0.1687531
1,-0.7937544,-0.61941874,"('unfriendly', 'friendly')",0.24027328,0.44004247,1.9999893,2.0291576,0.4821694,0.6165938,-0.1344244
5,-0.77633804,-0.7117163,"('distant', 'outgoing')",-1.258694,-1.1808767,-0.08453259,-0.08984654,-0.7065215,-0.6608132,-0.0457083
6,-0.7661193,-0.661457,"('distant', 'open')",-1.4765352,-1.3286922,0.59978914,0.49015012,-0.5476218,-0.4999997,-0.0476221
49,-0.75163543,-0.8432378,"('unable', 'able')",-0.7978008,-0.8520211,-0.19047949,-0.30616406,-0.5799719,-0.667141,0.0871691
55,-0.74019784,-0.90866953,"('incompetent', 'clever')",0.22607505,0.1626393,-0.17433883,-0.06442359,-0.2294872,-0.2701513,0.0406641
3,-0.71473396,-0.6923796,"('repellent', 'pleasant')",0.17316966,0.14431089,0.1908241,0.115292445,-0.1169134,-0.1442588,0.0273454
53,-0.709726,-0.59419,"('uncreative', 'creative')",0.18052922,0.31812826,0.8166326,0.8644841,0.095812,0.1961408,-0.1003288
12,0.6924449,0.6205087,"('unsupportive', 'supportive')",0.6111831,0.72121704,-1.9916992,-1.733506,-0.2293571,-0.1305934,-0.0987637
10,-0.6858921,-0.6936647,"('unsympathetic', 'sympathetic')",0.26714677,0.3587101,-0.5788357,-0.38592398,-0.332527,-0.2402929,-0.0922341
38,-0.6736401,-0.6296965,"('untruthful', 'truthful')",-0.13128851,-0.11259636,-0.2827511,-0.1510296,-0.3625599,-0.2977742,-0.0647857
85,0.64118135,0.7344884,"('insignificant', 'prestigious')",-0.3109864,-0.28659812,0.98154896,1.191865,0.437248,0.5465851,-0.1093371
27,-0.5983134,-0.5680326,"('hardhearted', 'softhearted')",-0.08157555,0.050996173,1.6023724,1.675734,0.3074945,0.3862325,-0.078738
44,-0.5980713,-0.73025715,"('prejudiced', 'unprejudiced')",-0.23858449,-0.4081399,-1.1009746,-1.2491302,-0.6458768,-0.7958425,0.1499657
71,0.5922711,0.38364854,"('diffident', 'self-confident')",1.0469546,0.9669087,0.5139564,0.4166976,0.7177273,0.5890849,0.1286424
78,-0.5792661,-0.68069214,"('nonresilient', 'resilient')",0.1856091,0.19361484,-0.052768625,0.22006224,-0.1488085,-0.089005,-0.0598035
74,0.55442125,0.35525,"('undedicated', 'dedicated')",0.30323952,0.1847547,0.13700685,0.098298796,0.3315559,0.2127678,0.1187881
7,0.5491768,0.5469126,"('insensitive', 'sensitive')",0.22737236,0.29693788,0.46625897,0.5921406,0.4142694,0.4786637,-0.0643943
15,0.5303017,0.5599742,"('boring', 'funny')",-0.61714864,-0.625369,0.28975174,0.2601809,0.0676349,0.0649287,0.0027062
33,0.5302199,0.6761456,"('wrong', 'right')",0.94457144,1.0138278,-0.46525696,-0.3408424,0.3365115,0.4497103,-0.1131988
