,firstenergy_male,firstenergy_female,tuple,corp_male,corp_female,average_male,average_female,male-female
86,-1.0133748,-1.0657284,"('uninfluential', 'influential')",-0.35106015,-0.62963635,-0.6822175,-0.8476824,0.1654649
85,0.9694487,1.0806793,"('insignificant', 'prestigious')",0.31377473,-0.067622304,0.6416117,0.5065285,0.1350832
32,0.94870913,1.0750471,"('unkind', 'kind')",0.9823095,1.0899051,0.9655093,1.0824761,-0.1169668
72,-0.947581,-0.8712366,"('unambitious', 'ambitious')",-0.8127504,-0.66966885,-0.8801657,-0.7704527,-0.109713
51,-0.9150507,-1.0325068,"('uneducated', 'educated')",0.5606084,0.42700842,-0.1772211,-0.3027492,0.1255281
6,0.89607656,1.0317638,"('distant', 'open')",-0.3084023,-0.5101407,0.2938371,0.2608115,0.0330256
25,0.8848823,0.96313757,"('egoistic', 'altruistic')",1.5440915,1.4298537,1.2144868,1.1964957,0.0179911
39,0.8317041,0.6549897,"('exploitative', 'cooperative')",0.15724343,0.25903505,0.4944738,0.4570124,0.0374614
68,-0.82013285,-0.98832846,"('dependent', 'independent')",-0.7432183,-0.7506071,-0.7816756,-0.8694677,0.0877921
15,0.8029658,0.8668581,"('boring', 'funny')",-0.0057072733,-0.08618657,0.3986293,0.3903358,0.0082935
59,0.7902915,0.88829994,"('foolish', 'wise')",0.20201197,0.20158795,0.4961517,0.5449439,-0.0487922
27,0.7314822,0.7854155,"('hardhearted', 'softhearted')",1.8212514,1.4204034,1.2763668,1.1029094,0.1734574
13,-0.6786134,-0.7463535,"('impolite', 'polite')",-0.7098648,-0.72471637,-0.6942391,-0.7355349,0.0412958
48,-0.6460596,-0.66924644,"('unintelligent', 'intelligent')",0.78782195,0.8061156,0.0708812,0.0684346,0.0024466
34,0.64048725,0.59340507,"('mean', 'honorable')",5.668699,5.6905303,3.154593,3.1419678,0.0126252
67,0.6342669,0.47081372,"('doubtful', 'determined')",-0.60896605,-0.6097649,0.0126504,-0.0694756,0.082126
50,0.62337804,0.6743885,"('clumsy', 'skillful')",0.20943904,0.25488937,0.4164085,0.4646389,-0.0482304
2,0.6197543,0.78576607,"('unlikable', 'likable')",0.7856666,0.90676785,0.7027104,0.846267,-0.1435566
44,0.60030055,0.61336213,"('prejudiced', 'unprejudiced')",-1.3424546,-1.2173046,-0.371077,-0.3019712,-0.0691058
3,-0.57599527,-0.7229116,"('repellent', 'pleasant')",0.8416166,1.0221202,0.1328107,0.1496043,-0.0167936
28,-0.51036084,-0.47021464,"('disloyal', 'loyal')",0.9799766,0.97887725,0.2348079,0.2543313,-0.0195234
64,-0.50665605,-0.5108511,"('shy', 'confident')",-6.6158156,-6.2806773,-3.5612359,-3.3957641,-0.1654718
42,0.49996406,0.5331297,"('unreliable', 'reliable')",-3.0287242,-3.119156,-1.2643801,-1.2930131,0.028633
70,-0.493652,-0.6252463,"('lethargic', 'energetic')",0.18475077,0.24548766,-0.1544506,-0.1898793,0.0354287
12,0.490687,0.691188,"('unsupportive', 'supportive')",-1.8338258,-1.8362241,-0.6715694,-0.5725181,-0.0990513
62,-0.44683638,-0.37649608,"('incompetent', 'brilliant')",0.07080326,0.2428036,-0.1880166,-0.0668462,-0.1211704
16,-0.44630322,-0.2652199,"('unpopular', 'popular')",0.25273502,0.20796125,-0.0967841,-0.0286293,-0.0681548
1,-0.44078922,-0.31715885,"('unfriendly', 'friendly')",1.5894576,1.2696935,0.5743342,0.4762673,0.0980669
56,0.41664755,0.46266666,"('impractical', 'practical')",-0.9739205,-0.6671774,-0.2786365,-0.1022554,-0.1763811
76,-0.41259396,-0.6625686,"('anxious', 'daring')",-0.43294784,-0.45230055,-0.4227709,-0.5574346,0.1346637
8,-0.3986283,-0.2297992,"('unaffectionate', 'affectionate')",0.69563615,0.28855824,0.1485039,0.0293795,0.1191244
81,-0.3939083,-0.6226631,"('submissive', 'aggressive')",-0.8263012,-0.60546386,-0.6101047,-0.6140635,0.0039588
36,-0.37301677,-0.3165786,"('hostile', 'amicable')",-0.13042177,-0.2877258,-0.2517193,-0.3021522,0.0504329
79,0.3706399,0.5972565,"('wavering', 'unwavering')",-0.44579846,-0.36935118,-0.0375793,0.1139527,-0.151532
19,0.3664901,0.3218488,"('inhospitable', 'hospitable')",0.091593534,-0.17928284,0.2290418,0.071283,0.1577588
24,-0.35615182,-0.39630654,"('dishonest', 'honest')",0.58334446,0.60321796,0.1135963,0.1034557,0.0101406
4,0.31646088,0.45480865,"('disliked', 'liked')",-6.8292184,-6.9697824,-3.2563787,-3.2574868,0.0011081
30,-0.30063343,-0.45945823,"('intolerant', 'tolerant')",0.66090643,0.654117,0.1801365,0.0973294,0.0828071
21,-0.29318702,-0.37506905,"('immoral', 'moral')",-0.56056523,-0.38129124,-0.4268761,-0.3781801,-0.048696
20,-0.26543567,-0.40251493,"('rough', 'thoughtful')",0.7785478,0.84916264,0.2565561,0.2233239,0.0332322
83,0.23163721,0.20799546,"('powerless', 'powerful')",-1.4295716,-1.4297986,-0.5989672,-0.6109016,0.0119344
75,0.20106329,0.29808477,"('meek', 'impulsive')",-0.87757826,-0.8047854,-0.3382575,-0.2533503,-0.0849072
9,0.19592683,0.31173283,"('unaffectionate', 'caring')",1.388353,1.0909939,0.7921399,0.7013633,0.0907766
78,0.19368893,0.3585102,"('nonresilient', 'resilient')",0.39758244,0.3507945,0.2956357,0.3546523,-0.0590166
61,-0.17966273,-0.36751845,"('illogical', 'logical')",0.5398876,0.4629399,0.1801124,0.0477107,0.1324017
52,-0.1782465,-0.04991827,"('irrational', 'rational')",0.10906471,-0.027250819,-0.0345909,-0.0385845,0.0039936
38,0.17147473,0.23781347,"('untruthful', 'truthful')",-0.1744967,-0.07905159,-0.001511,0.0793809,-0.0808919
41,-0.15730849,0.05798374,"('unforgiving', 'forgiving')",0.044615872,-0.14788732,-0.0563463,-0.0449518,-0.0113945
80,0.15551427,-0.0005546808,"('dominated', 'dominating')",-0.6391611,-0.6296625,-0.2418234,-0.3151086,0.0732852
49,0.14377126,0.37016222,"('unable', 'able')",-0.23152563,-0.051833488,-0.0438772,0.1591644,-0.2030416
43,-0.13644621,-0.085734375,"('irresponsible', 'responsible')",0.20990151,0.4836632,0.0367277,0.1989644,-0.1622367
37,0.13618559,0.06023091,"('fake', 'genuine')",-0.0966147,-0.106550604,0.0197854,-0.0231598,0.0429452
31,0.13599665,0.32226938,"('evil', 'good')",-0.6447633,-0.8788339,-0.2543833,-0.2782823,0.023899
53,-0.13475215,-0.3179608,"('uncreative', 'creative')",0.50422925,0.36893892,0.1847385,0.0254891,0.1592494
29,-0.12661237,-0.11466995,"('unfair', 'fair')",-0.35850734,-0.4236053,-0.2425599,-0.2691376,0.0265777
54,0.12173973,0.11505601,"('incapable', 'capable')",0.8344331,0.8415712,0.4780864,0.4783136,-0.0002272
88,-0.11821261,-0.21551037,"('low', 'eminent')",-0.2649495,-0.24885862,-0.1915811,-0.2321845,0.0406034
84,-0.09955618,-0.06059078,"('inferior', 'superior')",0.6825594,0.80598545,0.2915016,0.3726973,-0.0811957
23,0.098894835,0.020359669,"('insincere', 'sincere')",5.9095354,6.0731683,3.0042152,3.0467639,-0.0425487
40,0.0967377,0.21548463,"('stingy', 'generous')",-1.7472963,-2.061702,-0.8252793,-0.9231087,0.0978294
66,-0.091724016,-0.13336682,"('inactive', 'active')",0.79710233,0.6279397,0.3526891,0.2472864,0.1054027
47,0.08474647,0.22146976,"('stupid', 'smart')",5.42235,5.584015,2.7535481,2.9027424,-0.1491943
11,0.070593745,-0.06584699,"('unhelpful', 'helpful')",1.7518452,1.9375563,0.9112195,0.9358546,-0.0246351
77,0.070524365,-0.0749527,"('unmotivated', 'motivated')",-1.224105,-1.1406751,-0.5767903,-0.6078139,0.0310236
26,-0.068120465,0.006560473,"('hardhearted', 'benevolent')",1.9017941,1.7771796,0.9168368,0.89187,0.0249668
74,-0.059173223,0.107252344,"('undedicated', 'dedicated')",-0.29147768,-0.32270777,-0.1753255,-0.1077277,-0.0675978
87,0.049828786,0.12362607,"('unsuccessful', 'successful')",0.80694807,0.7987588,0.4283884,0.4611924,-0.032804
7,-0.0490574,-0.26187328,"('insensitive', 'sensitive')",0.6074304,0.59297836,0.2791865,0.1655525,0.113634
18,-0.024912395,0.030433238,"('disagreeable', 'welcoming')",-0.20301484,-0.38275564,-0.1139636,-0.1761612,0.0621976
60,-0.02064586,-0.097305655,"('inefficient', 'efficient')",-0.12934043,0.16677305,-0.0749931,0.0347337,-0.1097268
35,0.010122787,0.19947436,"('corrupt', 'incorrupt')",-0.37484145,-0.37654066,-0.1823593,-0.0885331,-0.0938262
17,-0.00904415,-0.047298275,"('nasty', 'nice')",-0.32291594,-0.51179594,-0.16598,-0.2795471,0.1135671
63,0.0084802285,-0.124092296,"('unperceptive', 'insightful')",0.5172416,0.42213058,0.2628609,0.1490192,0.1138417
