,viacom_male,viacom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
8,-1.4162205,-1.7657179,"('unaffectionate', 'affectionate')",0.044116944,0.0037079118,-0.6860518,-0.881005,0.1949532
39,1.1863081,1.1133114,"('exploitative', 'cooperative')",-0.032143317,0.031145763,0.5770824,0.5722286,0.0048538
73,1.146123,1.0062022,"('helpless', 'self-reliant')",-2.8380277,-3.0957634,-0.8459523,-1.0447806,0.1988283
60,1.0725253,1.2960045,"('inefficient', 'efficient')",0.73593575,0.9844616,0.9042305,1.140233,-0.2360025
36,-1.0591495,-1.3548142,"('hostile', 'amicable')",-0.34789884,-0.6328695,-0.7035242,-0.9938418,0.2903176
9,-0.9707773,-1.2150538,"('unaffectionate', 'caring')",0.79704416,0.841105,-0.0868666,-0.1869744,0.1001078
0,-0.9666323,-0.85136855,"('unsociable', 'sociable')",-0.21125954,-0.20353985,-0.5889459,-0.5274542,-0.0614917
48,0.96151656,1.2128574,"('unintelligent', 'intelligent')",0.98066837,1.0686016,0.9710925,1.1407294,-0.1696369
19,-0.9481812,-1.0019177,"('inhospitable', 'hospitable')",-0.24684975,-0.24393035,-0.5975155,-0.622924,0.0254085
18,-0.92195857,-1.1380041,"('disagreeable', 'welcoming')",-0.6002886,-0.6238389,-0.7611236,-0.8809215,0.1197979
6,-0.9065181,-1.1141107,"('distant', 'open')",-0.08334203,-0.09091877,-0.4949301,-0.6025147,0.1075846
10,-0.9049296,-0.73834884,"('unsympathetic', 'sympathetic')",0.25260532,0.3527418,-0.3261621,-0.1928035,-0.1333586
53,-0.87055874,-0.79473007,"('uncreative', 'creative')",1.0487806,0.92814004,0.0891109,0.066705,0.0224059
1,-0.8218679,-0.9019479,"('unfriendly', 'friendly')",1.3596903,1.2088821,0.2689112,0.1534671,0.1154441
5,-0.7884961,-0.9903201,"('distant', 'outgoing')",-0.6378391,-0.58165026,-0.7131675,-0.7859852,0.0728177
4,-0.72815317,-0.8374291,"('disliked', 'liked')",-5.6736746,-6.1704683,-3.2009139,-3.5039487,0.3030348
41,-0.7038245,-0.7421376,"('unforgiving', 'forgiving')",0.20794162,0.12178609,-0.2479414,-0.3101758,0.0622344
17,-0.69774,-0.6387173,"('nasty', 'nice')",-0.66922736,-0.5037076,-0.6834837,-0.5712124,-0.1122713
38,-0.68372416,-0.5933958,"('untruthful', 'truthful')",-0.010603365,0.25982285,-0.3471638,-0.1667865,-0.1803773
83,0.67150885,0.779263,"('powerless', 'powerful')",-0.5898607,-0.56853116,0.0408241,0.1053659,-0.0645418
56,0.6703757,0.94146425,"('impractical', 'practical')",0.78319705,0.8797248,0.7267864,0.9105945,-0.1838081
62,0.66679764,1.0409745,"('incompetent', 'brilliant')",0.79093874,1.088394,0.7288682,1.0646843,-0.3358161
33,0.6551969,0.54674214,"('wrong', 'right')",-0.8556406,-0.852851,-0.1002218,-0.1530544,0.0528326
54,-0.64044595,-0.7488429,"('incapable', 'capable')",1.173119,1.3133074,0.2663365,0.2822323,-0.0158958
80,0.62641907,0.9378164,"('dominated', 'dominating')",-0.7764839,-0.8229308,-0.0750324,0.0574428,-0.1324752
15,-0.6205625,-0.6761879,"('boring', 'funny')",0.27142614,0.28511894,-0.1745682,-0.1955345,0.0209663
35,-0.60615754,-0.69949144,"('corrupt', 'incorrupt')",-0.77455163,-0.86260974,-0.6903546,-0.7810506,0.090696
28,-0.59400034,-0.36014038,"('disloyal', 'loyal')",1.0061578,1.0583595,0.2060787,0.3491096,-0.1430309
66,-0.58908737,-0.7683334,"('inactive', 'active')",0.7664955,0.50390047,0.0887041,-0.1322165,0.2209206
45,-0.58629686,-0.44565296,"('incompetent', 'competent')",0.059714306,-0.018538363,-0.2632913,-0.2320957,-0.0311956
13,-0.58172697,-0.37191042,"('impolite', 'polite')",0.056699388,0.23949313,-0.2625138,-0.0662086,-0.1963052
61,0.5667746,0.72733337,"('illogical', 'logical')",0.17091705,0.1862987,0.3688458,0.456816,-0.0879702
3,-0.52854884,-0.52441573,"('repellent', 'pleasant')",0.13118167,0.097203374,-0.1986836,-0.2136062,0.0149226
16,-0.51764524,-0.5079574,"('unpopular', 'popular')",0.20295551,0.09651315,-0.1573449,-0.2057221,0.0483772
43,-0.4805463,-0.48295638,"('irresponsible', 'responsible')",0.8895527,0.8732101,0.2045032,0.1951268,0.0093764
20,0.44704488,0.5345743,"('rough', 'thoughtful')",1.1688688,1.0300261,0.8079568,0.7823002,0.0256566
31,-0.4293884,-0.67437047,"('evil', 'good')",-1.7334881,-1.8091072,-1.0814383,-1.2417388,0.1603005
7,-0.4191981,-0.23228593,"('insensitive', 'sensitive')",0.88306016,0.91729134,0.231931,0.3425027,-0.1105717
49,-0.41711062,-0.21353306,"('unable', 'able')",0.031373844,0.13036376,-0.1928684,-0.0415846,-0.1512838
57,-0.41326404,-0.3576023,"('unimaginative', 'imaginative')",-1.8449945,-2.2580814,-1.1291293,-1.3078419,0.1787126
32,-0.40231818,-0.41875488,"('unkind', 'kind')",0.99072176,0.96313596,0.2942018,0.2721905,0.0220113
23,-0.40169114,-0.31540638,"('insincere', 'sincere')",5.6833005,6.159406,2.6408048,2.9219999,-0.2811951
40,0.40057355,0.37142804,"('stingy', 'generous')",-1.0483247,-1.341913,-0.3238756,-0.4852425,0.1613669
84,0.38592702,0.49403256,"('inferior', 'superior')",0.971101,0.94184744,0.678514,0.71794,-0.039426
81,0.38436297,0.6925203,"('submissive', 'aggressive')",0.14949396,0.3076059,0.2669285,0.5000631,-0.2331346
58,0.38287202,0.48094347,"('undiscriminating', 'discriminating')",0.24590328,0.1271264,0.3143876,0.3040349,0.0103527
63,-0.37849715,-0.15775906,"('unperceptive', 'insightful')",1.6855407,1.7241299,0.6535218,0.7831854,-0.1296636
52,-0.36643592,-0.6854658,"('irrational', 'rational')",-0.49321577,-0.73195314,-0.4298258,-0.7087095,0.2788837
79,-0.35809445,-0.38558987,"('wavering', 'unwavering')",-0.17070343,-0.11762882,-0.2643989,-0.2516094,-0.0127895
76,0.3554144,0.589102,"('anxious', 'daring')",0.6874676,0.80064845,0.521441,0.6948752,-0.1734342
69,0.35472474,0.12649134,"('lazy', 'industrious')",-0.81381947,-1.0371795,-0.2295474,-0.4553441,0.2257967
25,-0.3517016,-0.46379203,"('egoistic', 'altruistic')",1.1117747,1.0201703,0.3800365,0.2781892,0.1018473
29,-0.31738356,-0.20103294,"('unfair', 'fair')",-0.6454037,-0.70983803,-0.4813936,-0.4554355,-0.0259581
44,0.3095329,0.06165973,"('prejudiced', 'unprejudiced')",-1.3288077,-1.5548464,-0.5096374,-0.7465934,0.236956
68,-0.302168,-0.14519331,"('dependent', 'independent')",-0.15162106,-0.07186963,-0.2268945,-0.1085315,-0.118363
34,0.29683468,0.32845154,"('mean', 'honorable')",6.2122784,6.4067187,3.2545564,3.3675852,-0.1130288
27,-0.289353,-0.4165426,"('hardhearted', 'softhearted')",1.2609329,1.1566315,0.48579,0.3700444,0.1157456
14,0.2778449,0.42825806,"('antisocial', 'social')",-0.61313576,-0.62013894,-0.1676454,-0.0959404,-0.071705
87,0.27387455,0.41290522,"('unsuccessful', 'successful')",0.9790807,0.8398642,0.6264776,0.6263847,9.29e-05
85,0.27294207,-0.07700356,"('insignificant', 'prestigious')",-0.091184735,-0.4062997,0.0908787,-0.2416516,0.3325303
70,-0.2514366,-0.19719678,"('lethargic', 'energetic')",1.4175966,1.4293292,0.58308,0.6160662,-0.0329862
65,0.24638271,0.383499,"('insecure', 'secure')",0.20231596,0.25396132,0.2243493,0.3187302,-0.0943809
46,-0.2376309,0.015416078,"('uncompetitive', 'competitive')",0.16013046,-0.021320075,-0.0387502,-0.002952,-0.0357982
72,-0.2328657,-0.23785594,"('unambitious', 'ambitious')",-0.720312,-0.49643445,-0.4765888,-0.3671452,-0.1094436
78,0.23157981,0.5256921,"('nonresilient', 'resilient')",0.40187418,0.31227896,0.316727,0.4189855,-0.1022585
26,0.22075912,-0.070571,"('hardhearted', 'benevolent')",1.334843,1.0467045,0.7778011,0.4880668,0.2897343
88,-0.2111289,-0.11574968,"('low', 'eminent')",0.086543284,0.11230074,-0.0622928,-0.0017245,-0.0605683
2,0.20605303,-0.0641799,"('unlikable', 'likable')",0.7402877,0.4974201,0.4731704,0.2166201,0.2565503
12,-0.20263366,-0.09893744,"('unsupportive', 'supportive')",-1.3520418,-1.4714606,-0.7773377,-0.785199,0.0078613
47,0.18797356,0.19373704,"('stupid', 'smart')",5.336733,5.676143,2.7623532,2.9349401,-0.1725869
11,0.15694419,0.29035673,"('unhelpful', 'helpful')",1.9918381,2.165884,1.0743911,1.2281203,-0.1537292
51,-0.13244213,0.13292728,"('uneducated', 'educated')",1.1620269,1.2741599,0.5147924,0.7035436,-0.1887512
42,-0.12328001,-0.02515398,"('unreliable', 'reliable')",-2.255351,-2.4346855,-1.1893156,-1.2299197,0.0406041
37,-0.12001136,-0.1401575,"('fake', 'genuine')",0.511416,0.50572354,0.1957023,0.182783,0.0129193
64,-0.116335705,-0.2087781,"('shy', 'confident')",-5.4087806,-5.691646,-2.7625582,-2.950212,0.1876538
24,-0.11570659,-0.05651449,"('dishonest', 'honest')",1.0249102,1.2135994,0.4546018,0.5785425,-0.1239407
67,-0.09406111,-0.060507298,"('doubtful', 'determined')",-0.70932084,-0.47165313,-0.401691,-0.2660802,-0.1356108
86,-0.09299274,0.110403165,"('uninfluential', 'influential')",0.3735987,0.30716503,0.140303,0.2087841,-0.0684811
22,-0.087789804,-0.083512284,"('untrustworthy', 'trustworthy')",-0.58067507,-0.6314901,-0.3342324,-0.3575012,0.0232688
71,0.0725995,0.008756738,"('diffident', 'self-confident')",0.56560224,0.45129693,0.3191009,0.2300268,0.0890741
30,0.066275656,0.22994646,"('intolerant', 'tolerant')",1.205838,1.3304328,0.6360568,0.7801896,-0.1441328
50,-0.045419473,-0.04298281,"('clumsy', 'skillful')",0.09802643,0.027180806,0.0263035,-0.007901,0.0342045
82,0.042216785,0.19822472,"('poor', 'rich')",6.242674,6.508315,3.1424453,3.3532698,-0.2108245
75,-0.039885595,-0.12739027,"('meek', 'impulsive')",-0.27724302,-0.3543734,-0.1585643,-0.2408818,0.0823175
21,-0.030852925,0.19785412,"('immoral', 'moral')",-0.43332046,-0.41397598,-0.2320867,-0.1080609,-0.1240258
74,-0.030773439,-0.004972294,"('undedicated', 'dedicated')",0.5970301,0.31716445,0.2831283,0.1560961,0.1270322
59,0.029088775,-0.16785833,"('foolish', 'wise')",0.19569595,0.16601674,0.1123924,-0.0009208,0.1133132
55,-0.013520122,0.28727272,"('incompetent', 'clever')",0.26557422,0.3071297,0.126027,0.2972012,-0.1711742
77,-0.0038851872,0.13292947,"('unmotivated', 'motivated')",-0.69656193,-0.59207165,-0.3502236,-0.2295711,-0.1206525
