,constellation_male,constellation_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
39,3.987609,3.9775386,"('exploitative', 'cooperative')",1.6292964,1.4834137,0.13131121,0.12728146,1.9160722,1.8627446,0.0533276
60,2.6045723,2.6846647,"('inefficient', 'efficient')",2.1948004,2.1907854,0.026068376,0.43122256,1.6084803,1.7688909,-0.1604106
4,-2.255874,-1.9142947,"('disliked', 'liked')",-0.5800487,-0.47335482,-5.849594,-5.61065,-2.8951721,-2.6660999,-0.2290722
6,-2.1487973,-1.9081894,"('distant', 'open')",-0.8134385,-0.6691374,0.430416,0.3161028,-0.8439399,-0.7537413,-0.0901986
16,-2.075024,-1.7652892,"('unpopular', 'popular')",-0.6079456,-0.40041643,0.5083207,0.33452252,-0.7248829,-0.6103944,-0.1144885
23,2.0528061,2.2280211,"('insincere', 'sincere')",1.2887411,1.3263352,5.0418468,5.0719366,2.7944647,2.8754311,-0.0809664
5,-1.8201402,-1.4210235,"('distant', 'outgoing')",-0.48820204,-0.25064993,0.0065916628,0.034844168,-0.7672502,-0.5456098,-0.2216404
31,-1.7858117,-1.7115426,"('evil', 'good')",-2.0457766,-2.0523827,-0.9414283,-1.355525,-1.5910055,-1.7064835,0.115478
76,1.7224216,1.4783804,"('anxious', 'daring')",1.4613748,1.4173995,0.41652247,0.61361814,1.2001063,1.1697994,0.0303069
65,1.7093418,1.5760504,"('insecure', 'secure')",0.80343825,0.6005621,-0.3186912,-0.077779524,0.7313629,0.6996109,0.031752
20,1.6945758,1.5288635,"('rough', 'thoughtful')",0.652454,0.606866,0.98509055,0.68335867,1.1107067,0.9396961,0.1710106
36,-1.6879826,-1.7370856,"('hostile', 'amicable')",-2.1768618,-2.1559114,0.19274786,-0.23096535,-1.2240322,-1.3746541,0.1506219
56,1.6682309,1.9199278,"('impractical', 'practical')",1.8734252,1.9436598,-0.03294818,0.40305346,1.1695693,1.4222137,-0.2526444
52,-1.574034,-1.5527201,"('irrational', 'rational')",-1.0742395,-1.0813375,-0.3390774,-0.6551981,-0.9957836,-1.0964185,0.1006349
69,-1.393472,-1.6371005,"('lazy', 'industrious')",0.036941145,0.0043730373,-0.20844093,-0.4048311,-0.5216572,-0.6791862,0.157529
29,-1.371411,-1.3253177,"('unfair', 'fair')",-1.1913267,-1.179014,-0.57211226,-0.8210945,-1.04495,-1.1084754,0.0635254
72,1.3351134,1.2872199,"('unambitious', 'ambitious')",-0.6601722,-0.63989013,-1.3263922,-1.2109163,-0.2171503,-0.1878622,-0.0292881
71,1.3185639,1.386563,"('diffident', 'self-confident')",2.4879737,2.437171,0.77812344,0.7104761,1.5282203,1.5114032,0.0168171
62,1.2468112,1.6765422,"('incompetent', 'brilliant')",1.3429871,1.6127113,-0.16588336,0.3681568,0.8079716,1.2191367,-0.4111651
35,-1.2242266,-1.2478029,"('corrupt', 'incorrupt')",-2.6340532,-2.5909033,-0.37960592,-0.6272186,-1.4126285,-1.4886416,0.0760131
66,-1.2098106,-1.3624012,"('inactive', 'active')",-0.5842251,-0.64095163,0.87611496,0.3966018,-0.3059736,-0.5355837,0.2296101
