,mcdonalds_male,mcdonalds_female,tuple,corp_male,corp_female,average_male,average_female,male-female
51,-1.3296853,-1.162484,"('uneducated', 'educated')",0.008642413,0.008255042,-0.6605214,-0.5771145,-0.0834069
65,-1.2673075,-1.0801038,"('insecure', 'secure')",-0.18506205,-0.19541545,-0.7261848,-0.6377596,-0.0884252
58,-1.26246,-1.2217519,"('undiscriminating', 'discriminating')",-0.494811,-0.56736124,-0.8786355,-0.8945566,0.0159211
15,1.2561357,1.4235293,"('boring', 'funny')",-0.08084445,0.13434815,0.5876456,0.7789387,-0.1912931
85,1.2265347,1.0844744,"('insignificant', 'prestigious')",-0.59893304,-0.40448743,0.3138008,0.3399935,-0.0261927
5,1.2215705,1.0739251,"('distant', 'outgoing')",-0.25255263,-0.22182801,0.4845089,0.4260486,0.0584603
25,1.1811887,1.0063261,"('egoistic', 'altruistic')",0.96038544,1.0261339,1.0707871,1.01623,0.0545571
56,1.1513908,1.4331118,"('impractical', 'practical')",-0.17007619,-0.033648223,0.4906573,0.6997318,-0.2090745
33,1.1096027,0.841401,"('wrong', 'right')",-0.6770423,-0.76274884,0.2162802,0.0393261,0.1769541
57,-1.094073,-0.95384264,"('unimaginative', 'imaginative')",-3.561028,-3.4523902,-2.3275504,-2.2031164,-0.124434
6,1.0910251,0.9030655,"('distant', 'open')",-0.2276911,-0.27714878,0.431667,0.3129584,0.1187086
3,-1.0675832,-1.0037682,"('repellent', 'pleasant')",0.74477595,0.6187885,-0.1614036,-0.1924899,0.0310863
11,-1.064893,-0.83964515,"('unhelpful', 'helpful')",2.2205968,2.207043,0.5778519,0.6836989,-0.105847
72,-1.0542145,-1.0941133,"('unambitious', 'ambitious')",-0.21553722,-0.494768,-0.6348758,-0.7944407,0.1595649
10,-1.0034373,-0.70903695,"('unsympathetic', 'sympathetic')",-0.2918992,-0.37358543,-0.6476682,-0.5413112,-0.106357
71,0.97018576,1.2222904,"('diffident', 'self-confident')",0.22875994,0.32743666,0.5994729,0.7748635,-0.1753906
14,-0.93811375,-0.52735794,"('antisocial', 'social')",-0.7339843,-0.50612307,-0.836049,-0.5167405,-0.3193085
64,-0.90366626,-0.81408465,"('shy', 'confident')",-6.9862924,-6.9583926,-3.9449792,-3.8862386,-0.0587406
70,-0.8859174,-0.51921314,"('lethargic', 'energetic')",0.2570683,0.24696684,-0.3144246,-0.1361232,-0.1783014
18,-0.86995125,-0.72597986,"('disagreeable', 'welcoming')",-0.84221315,-0.8496189,-0.8560822,-0.7877994,-0.0682828
50,-0.83309084,-0.74460894,"('clumsy', 'skillful')",-0.16023478,-0.24127424,-0.4966628,-0.4929416,-0.0037212
30,-0.81059974,-0.5796193,"('intolerant', 'tolerant')",0.6245866,0.70010835,-0.0930066,0.0602445,-0.1532511
55,-0.80912995,-0.5636725,"('incompetent', 'clever')",0.045707725,-0.04602317,-0.3817111,-0.3048478,-0.0768633
46,-0.79004014,-0.6178038,"('uncompetitive', 'competitive')",-1.2987531,-1.3391436,-1.0443966,-0.9784737,-0.0659229
19,0.7880837,0.78424525,"('inhospitable', 'hospitable')",-0.5262996,-0.39481622,0.130892,0.1947145,-0.0638225
86,-0.7853936,-0.67398703,"('uninfluential', 'influential')",-0.5228236,-0.6313236,-0.6541086,-0.6526553,-0.0014533
7,-0.7840503,-0.4897327,"('insensitive', 'sensitive')",0.23958087,0.31092888,-0.2722347,-0.0894019,-0.1828328
4,0.77155185,0.72063047,"('disliked', 'liked')",-7.6264277,-7.329753,-3.4274378,-3.3045611,-0.1228767
68,-0.744346,-0.8646092,"('dependent', 'independent')",-0.9007025,-0.97980404,-0.8225242,-0.9222066,0.0996824
22,-0.7217158,-0.627915,"('untrustworthy', 'trustworthy')",-1.2484076,-1.3642641,-0.9850617,-0.9960896,0.0110279
9,0.7021279,0.6953416,"('unaffectionate', 'caring')",1.3133149,1.158089,1.0077214,0.9267153,0.0810061
44,-0.67841953,-0.6901844,"('prejudiced', 'unprejudiced')",-1.2612942,-1.1961832,-0.9698569,-0.9431838,-0.0266731
1,0.6574974,0.6301628,"('unfriendly', 'friendly')",1.2844944,1.2621983,0.9709959,0.9461806,0.0248153
69,0.6572688,0.6078712,"('lazy', 'industrious')",-0.9626036,-0.74303603,-0.1526674,-0.0675824,-0.085085
88,-0.6548601,-0.30477953,"('low', 'eminent')",-0.49512005,-0.34748286,-0.57499,-0.3261312,-0.2488588
82,-0.64938277,-0.34665325,"('poor', 'rich')",6.63299,6.6717744,2.9918036,3.1625605,-0.1707569
79,0.6473167,0.6835551,"('wavering', 'unwavering')",-0.4390275,-0.33059704,0.1041446,0.176479,-0.0723344
73,0.636744,0.4794462,"('helpless', 'self-reliant')",-3.6916142,-3.702925,-1.5274351,-1.6117394,0.0843043
54,0.6216323,0.7430274,"('incapable', 'capable')",0.6687414,0.71907717,0.6451868,0.7310523,-0.0858655
40,-0.5644777,-0.6378023,"('stingy', 'generous')",-2.3961973,-2.4552083,-1.4803375,-1.5465053,0.0661678
83,-0.5635265,-0.5537167,"('powerless', 'powerful')",-1.2968669,-1.3497065,-0.9301967,-0.9517117,0.021515
74,0.558973,0.70213753,"('undedicated', 'dedicated')",-0.7036093,-0.5279883,-0.0723181,0.0870746,-0.1593927
39,0.55771136,0.63313705,"('exploitative', 'cooperative')",0.32264695,0.25307697,0.4401792,0.443107,-0.0029278
53,-0.5334836,-0.550847,"('uncreative', 'creative')",0.2555897,0.18833554,-0.138947,-0.1812557,0.0423087
76,-0.5182312,-0.30011714,"('anxious', 'daring')",-0.28796792,-0.35119727,-0.4030996,-0.3256572,-0.0774424
2,0.51208705,0.7407671,"('unlikable', 'likable')",0.31169346,0.48154578,0.4118903,0.6111565,-0.1992662
84,0.4909403,0.3549522,"('inferior', 'superior')",0.7924371,0.81990844,0.6416887,0.5874303,0.0542584
38,0.4735369,0.54795146,"('untruthful', 'truthful')",0.10100712,0.19087741,0.287272,0.3694144,-0.0821424
31,-0.47194982,-0.51638895,"('evil', 'good')",-1.1155838,-1.0440774,-0.7937668,-0.7802331,-0.0135337
45,-0.4692744,-0.1576375,"('incompetent', 'competent')",-0.20417163,-0.09743242,-0.336723,-0.127535,-0.209188
0,0.4460219,0.56317997,"('unsociable', 'sociable')",-0.41666463,-0.42174333,0.0146786,0.0707183,-0.0560397
81,-0.43978262,-0.2649041,"('submissive', 'aggressive')",-0.66530424,-0.58957344,-0.5525434,-0.4272388,-0.1253046
47,-0.41655177,-0.2292583,"('stupid', 'smart')",5.5225983,5.4553943,2.5530233,2.6130681,-0.0600448
41,0.40271232,0.53601223,"('unforgiving', 'forgiving')",-0.44502747,-0.4225191,-0.0211576,0.0567466,-0.0779042
87,-0.38351727,-0.011990234,"('unsuccessful', 'successful')",0.3934282,0.6215195,0.0049555,0.3047646,-0.2998091
35,0.3749313,0.20425716,"('corrupt', 'incorrupt')",-0.5300888,-0.36469617,-0.0775787,-0.0802195,0.0026408
13,0.35573372,0.5416331,"('impolite', 'polite')",-0.6534666,-0.7609358,-0.1488664,-0.1096513,-0.0392151
32,-0.34247473,-0.06916895,"('unkind', 'kind')",0.7287043,0.73024786,0.1931148,0.3305395,-0.1374247
