,mcdonalds_male,mcdonalds_female,tuple,corp_male,corp_female,average_male,average_female,male-female
21,0.2857818,0.47316504,"('immoral', 'moral')",-0.8869283,-0.84115285,-0.3005733,-0.1839939,-0.1165794
27,-0.27248228,-0.41029984,"('hardhearted', 'softhearted')",1.1233504,0.9758056,0.4254341,0.2827529,0.1426812
67,0.26265982,0.18692717,"('doubtful', 'determined')",-0.35679168,-0.20562539,-0.0470659,-0.0093491,-0.0377168
20,0.26125222,0.31174234,"('rough', 'thoughtful')",0.90735036,0.8373969,0.5843013,0.5745696,0.0097317
29,-0.25668648,-0.38436556,"('unfair', 'fair')",-0.32269403,-0.43189847,-0.2896903,-0.408132,0.1184417
77,-0.224323,-0.16550964,"('unmotivated', 'motivated')",-1.170172,-1.1290689,-0.6972475,-0.6472893,-0.0499582
80,-0.22290483,-0.022523716,"('dominated', 'dominating')",-0.60540754,-0.5938545,-0.4141562,-0.3081891,-0.1059671
60,-0.19480485,0.089966565,"('inefficient', 'efficient')",0.3034691,0.30311108,0.0543321,0.1965388,-0.1422067
78,0.19365601,0.17666936,"('nonresilient', 'resilient')",-0.21815208,-0.22286576,-0.012248,-0.0230982,0.0108502
36,-0.18514514,-0.30205908,"('hostile', 'amicable')",-0.80936754,-0.7289913,-0.4972563,-0.5155252,0.0182689
23,-0.15935385,0.14987393,"('insincere', 'sincere')",6.41028,6.3144646,3.1254632,3.2321692,-0.106706
48,0.15886325,0.06355758,"('unintelligent', 'intelligent')",0.8295932,0.59152067,0.4942282,0.3275391,0.1666891
62,-0.14741105,0.1296776,"('incompetent', 'brilliant')",0.6728641,0.62001663,0.2627265,0.3748471,-0.1121206
34,0.14707844,0.2575715,"('mean', 'honorable')",5.7125406,5.77987,2.9298096,3.0187209,-0.0889113
52,-0.11669199,-0.2409456,"('irrational', 'rational')",-0.13461944,-0.11302958,-0.1256557,-0.1769876,0.0513319
75,-0.11543509,-0.1745877,"('meek', 'impulsive')",-0.73247606,-0.6907172,-0.4239556,-0.4326525,0.0086969
43,-0.11541468,0.09282367,"('irresponsible', 'responsible')",0.48150998,0.4442404,0.1830477,0.268532,-0.0854843
26,0.096119806,0.16027,"('hardhearted', 'benevolent')",1.2655609,1.3842214,0.6808403,0.7722457,-0.0914054
8,0.09174301,0.05867935,"('unaffectionate', 'affectionate')",0.43301332,0.29392377,0.2623782,0.1763016,0.0860766
24,-0.0902635,0.012747596,"('dishonest', 'honest')",0.9906831,0.86180913,0.4502098,0.4372784,0.0129314
66,-0.08973643,-0.066579856,"('inactive', 'active')",0.14789668,0.10423188,0.0290801,0.018826,0.0102541
17,-0.08205672,0.0014685616,"('nasty', 'nice')",-0.48077726,-0.41969547,-0.281417,-0.2091134,-0.0723036
28,0.07018296,0.14009237,"('disloyal', 'loyal')",1.1266956,1.154768,0.5984393,0.6474302,-0.0489909
42,-0.068390965,0.07806945,"('unreliable', 'reliable')",-3.3991,-3.2905297,-1.7337456,-1.6062301,-0.1275155
37,-0.04994627,0.07970099,"('fake', 'genuine')",0.19645166,0.17852794,0.0732527,0.1291145,-0.0558618
59,0.03336919,-0.074644074,"('foolish', 'wise')",0.22243625,0.1802774,0.1279027,0.0528167,0.075086
63,-0.033294518,0.15883999,"('unperceptive', 'insightful')",0.3952525,0.35606152,0.180979,0.2574508,-0.0764718
16,-0.026509099,-0.0062284283,"('unpopular', 'popular')",0.14879975,0.19273356,0.0611453,0.0932526,-0.0321073
12,-0.018166706,0.06647089,"('unsupportive', 'supportive')",-2.2604558,-2.3439584,-1.1393113,-1.1387438,-0.0005675
49,0.017692216,0.067156725,"('unable', 'able')",-0.2794969,-0.25780058,-0.1309023,-0.0953219,-0.0355804
61,-0.012634084,0.083944544,"('illogical', 'logical')",0.4892302,0.52446944,0.2382981,0.304207,-0.0659089
