,monsanto_male,monsanto_female,tuple,co_male,co_female,average_male,average_female,male-female
77,-0.9125317,-1.0520828,"('unmotivated', 'motivated')",-0.8781914,-0.98188907,-0.8953615,-1.0169859,0.1216244
27,-0.8633696,-0.97150177,"('hardhearted', 'softhearted')",0.9344094,0.7128549,0.0355199,-0.1293234,0.1648433
8,-0.8464538,-0.9507732,"('unaffectionate', 'affectionate')",0.010517716,0.04714156,-0.417968,-0.4518158,0.0338478
61,-0.81128263,-0.7963177,"('illogical', 'logical')",-0.029722095,-0.1819617,-0.4205024,-0.4891397,0.0686373
84,0.77699846,0.7300913,"('inferior', 'superior')",0.759828,0.6961981,0.7684132,0.7131447,0.0552685
1,-0.76895374,-1.0638891,"('unfriendly', 'friendly')",1.0778345,0.90974534,0.1544404,-0.0770719,0.2315123
21,-0.76042527,-0.7367814,"('immoral', 'moral')",-0.40679172,-0.4592316,-0.5836085,-0.5980065,0.014398
54,-0.7453885,-0.60008675,"('incapable', 'capable')",0.7276676,0.7144383,-0.0088604,0.0571758,-0.0660362
63,-0.72521526,-0.8413753,"('unperceptive', 'insightful')",0.4129422,0.23627603,-0.1561365,-0.3025496,0.1464131
9,-0.72367084,-0.86440367,"('unaffectionate', 'caring')",0.75545335,0.62999034,0.0158913,-0.1172067,0.133098
36,-0.7131152,-0.64378655,"('hostile', 'amicable')",-0.6898117,-0.6274757,-0.7014635,-0.6356311,-0.0658324
11,-0.6805294,-0.6295051,"('unhelpful', 'helpful')",2.4196992,2.3218398,0.8695849,0.8461673,0.0234176
37,-0.6763144,-0.7652856,"('fake', 'genuine')",0.20229776,-0.08292846,-0.2370083,-0.424107,0.1870987
33,0.6299561,0.47478363,"('wrong', 'right')",-0.9078195,-0.9882471,-0.1389317,-0.2567317,0.1178
12,-0.6167579,-0.7419458,"('unsupportive', 'supportive')",-1.9813129,-2.0525577,-1.2990354,-1.3972517,0.0982163
75,0.6034228,0.74691695,"('meek', 'impulsive')",-0.6286498,-0.48890796,-0.0126135,0.1290045,-0.141618
76,-0.5972961,-0.26985687,"('anxious', 'daring')",0.36298758,0.36061868,-0.1171543,0.0453809,-0.1625352
68,-0.5971062,-0.7016342,"('dependent', 'independent')",-1.1160073,-1.2194601,-0.8565568,-0.9605472,0.1039904
17,-0.51033056,-0.46078017,"('nasty', 'nice')",-0.33294773,-0.263714,-0.4216391,-0.3622471,-0.059392
82,-0.50480235,-0.38092148,"('poor', 'rich')",6.4493566,6.253925,2.9722772,2.9365017,0.0357755
41,-0.4935038,-0.6087729,"('unforgiving', 'forgiving')",-0.17235471,0.07179172,-0.3329293,-0.2684906,-0.0644387
2,-0.48834363,-0.2885464,"('unlikable', 'likable')",0.72357774,1.0322403,0.1176171,0.3718469,-0.2542298
73,0.48665634,0.89341545,"('helpless', 'self-reliant')",-3.8645833,-3.8179302,-1.6889634,-1.4622574,-0.226706
59,0.48490894,0.55284154,"('foolish', 'wise')",-0.35931954,-0.2221427,0.0627947,0.1653494,-0.1025547
79,0.48328814,0.57579255,"('wavering', 'unwavering')",-0.684391,-0.47209427,-0.1005514,0.0518491,-0.1524005
38,-0.4646409,-0.43686253,"('untruthful', 'truthful')",-0.12493591,0.14846206,-0.2947884,-0.1442002,-0.1505882
29,-0.4460607,-0.30561107,"('unfair', 'fair')",-0.6445819,-0.5889561,-0.5453213,-0.4472836,-0.0980377
44,0.4425235,0.7021626,"('prejudiced', 'unprejudiced')",-1.4230735,-1.2273843,-0.490275,-0.2626109,-0.2276641
81,-0.4384167,-0.5093871,"('submissive', 'aggressive')",-0.09635906,-0.027300239,-0.2673879,-0.2683437,0.0009558
78,0.43363795,0.047812387,"('nonresilient', 'resilient')",0.26359358,0.09683372,0.3486158,0.0723231,0.2762927
32,-0.4288161,-0.5195699,"('unkind', 'kind')",0.92313325,0.8495053,0.2471586,0.1649677,0.0821909
56,-0.42075887,-0.25668213,"('impractical', 'practical')",-0.093487635,0.13458478,-0.2571233,-0.0610487,-0.1960746
72,-0.4137706,-0.40927258,"('unambitious', 'ambitious')",-0.55177045,-0.38516346,-0.4827705,-0.397218,-0.0855525
74,-0.38685745,-0.2823417,"('undedicated', 'dedicated')",-0.1203446,-0.1584637,-0.253601,-0.2204027,-0.0331983
35,0.3827537,0.39621282,"('corrupt', 'incorrupt')",-1.1935331,-1.029614,-0.4053897,-0.3167006,-0.0886891
62,-0.36358166,-0.30386555,"('incompetent', 'brilliant')",0.3319767,0.40125495,-0.0158025,0.0486947,-0.0644972
47,-0.35980898,-0.30270123,"('stupid', 'smart')",5.7828317,5.6131635,2.7115114,2.655231,0.0562804
39,-0.35548353,-0.3388982,"('exploitative', 'cooperative')",0.18800673,0.29646403,-0.0837384,-0.0212171,-0.0625213
34,-0.333313,-0.20441857,"('mean', 'honorable')",5.6910973,5.554271,2.6788921,2.6749263,0.0039658
80,0.32714504,0.24183398,"('dominated', 'dominating')",-0.4277177,-0.5824152,-0.0502863,-0.1702906,0.1200043
26,0.32652137,0.07106625,"('hardhearted', 'benevolent')",0.89840716,0.8241833,0.6124642,0.4476248,0.1648394
64,-0.31840926,-0.22203301,"('shy', 'confident')",-6.1248746,-5.983884,-3.221642,-3.1029584,-0.1186836
31,-0.30800667,-0.50236255,"('evil', 'good')",-1.3209443,-1.4863935,-0.8144755,-0.994378,0.1799025
40,-0.29989243,-0.37128913,"('stingy', 'generous')",-2.5380514,-2.7975423,-1.4189719,-1.5844157,0.1654438
48,0.28804237,-0.0843932,"('unintelligent', 'intelligent')",0.40009782,0.30024832,0.3440701,0.1079276,0.2361425
49,-0.2683329,-0.28098023,"('unable', 'able')",-0.5338281,-0.5275245,-0.4010805,-0.4042524,0.0031719
20,0.252585,0.13325132,"('rough', 'thoughtful')",0.561664,0.4906256,0.4071245,0.3119385,0.095186
52,-0.24086115,-0.3487942,"('irrational', 'rational')",-0.59349906,-0.63328445,-0.4171801,-0.4910393,0.0738592
4,-0.23675926,-0.008548325,"('disliked', 'liked')",-7.592098,-7.3907633,-3.9144287,-3.6996558,-0.2147729
6,-0.22453351,-0.14758945,"('distant', 'open')",-0.71239084,-0.6594071,-0.4684622,-0.4034983,-0.0649639
87,0.19901748,0.3809717,"('unsuccessful', 'successful')",0.4227613,0.20867608,0.3108894,0.2948239,0.0160655
50,-0.18287033,-0.1483917,"('clumsy', 'skillful')",-0.15091522,-0.29568315,-0.1668928,-0.2220374,0.0551446
42,-0.17419502,0.07235385,"('unreliable', 'reliable')",-2.847166,-2.99297,-1.5106806,-1.4603081,-0.0503725
83,0.1446318,0.23834684,"('powerless', 'powerful')",-1.3617226,-1.170961,-0.6085454,-0.4663071,-0.1422383
5,0.12773587,0.27019545,"('distant', 'outgoing')",-0.8140611,-0.6894223,-0.3431626,-0.2096134,-0.1335492
16,-0.114945434,0.03564228,"('unpopular', 'popular')",0.24581867,0.2515462,0.0654366,0.1435942,-0.0781576
67,0.11469201,0.4846206,"('doubtful', 'determined')",-0.27339643,0.09434976,-0.0793522,0.2894852,-0.3688374
51,-0.094435,-0.26009452,"('uneducated', 'educated')",0.88171023,0.7657128,0.3936376,0.2528091,0.1408285
71,0.07899693,0.036236167,"('diffident', 'self-confident')",0.06603739,-0.027288213,0.0725172,0.004474,0.0680432
25,0.07378657,-0.16708623,"('egoistic', 'altruistic')",0.88459533,0.7294189,0.4791909,0.2811663,0.1980246
66,-0.07333501,0.14194874,"('inactive', 'active')",0.44750696,0.4655431,0.187086,0.3037459,-0.1166599
15,-0.028716777,-0.17479825,"('boring', 'funny')",0.57596046,0.62805647,0.2736218,0.2266291,0.0469927
88,0.012060061,-0.12290143,"('low', 'eminent')",-0.4217241,-0.335375,-0.204832,-0.2291382,0.0243062
