,avery_male,avery_female,tuple,dennison_male,dennison_female,corp_male,corp_female,average_male,average_female,male-female
31,-2.429148,-2.4333162,"('evil', 'good')",-0.81117475,-0.83153784,-0.78562206,-1.042338,-1.3419816,-1.4357306,0.093749
55,2.14132,2.2975752,"('incompetent', 'clever')",-0.06404597,-0.11035867,-0.13526794,0.030393342,0.6473354,0.7392033,-0.0918679
60,1.983535,2.548549,"('inefficient', 'efficient')",-0.1317565,0.104088075,-0.5455176,-0.16854791,0.4354203,0.8280297,-0.3926094
16,-1.8086956,-1.9018788,"('unpopular', 'popular')",-0.85974556,-0.9034119,0.024094287,-0.09637508,-0.8814489,-0.9672219,0.085773
13,1.7608284,2.045259,"('impolite', 'polite')",0.14976785,0.29554737,-0.7909121,-0.7161845,0.3732281,0.5415407,-0.1683126
39,1.666751,1.7733207,"('exploitative', 'cooperative')",0.56977344,0.7394575,0.4862145,0.5991157,0.9075797,1.037298,-0.1297183
62,1.6302401,1.7932985,"('incompetent', 'brilliant')",-0.053745724,0.016976774,0.010025474,0.11320575,0.5288399,0.6411604,-0.1123205
52,-1.5878224,-1.5008357,"('irrational', 'rational')",-1.0639895,-1.2755449,0.3546285,0.27085376,-0.7657278,-0.8351756,0.0694478
75,-1.581924,-1.7928925,"('meek', 'impulsive')",1.3204857,1.1645288,-0.7070278,-0.92216897,-0.322822,-0.5168442,0.1940222
35,-1.5477613,-1.9583325,"('corrupt', 'incorrupt')",1.0222727,0.7652096,-0.39290226,-0.50647086,-0.3061303,-0.5665313,0.260401
87,1.4529324,1.3243648,"('unsuccessful', 'successful')",0.78776956,0.6629909,1.1061027,1.0868427,1.1156015,1.0247327,0.0908688
85,-1.3044854,-1.4595016,"('insignificant', 'prestigious')",-0.049154438,-0.22872761,0.41848505,0.15097935,-0.3117183,-0.5124166,0.2006983
29,-1.3014437,-1.3667835,"('unfair', 'fair')",-0.12492769,-0.32459578,-0.2891377,-0.4814474,-0.5718364,-0.7242756,0.1524392
80,1.2597446,1.1418321,"('dominated', 'dominating')",0.3492309,0.26792338,-0.9204941,-0.8683133,0.2294938,0.1804807,0.0490131
79,-1.2319503,-1.6615869,"('wavering', 'unwavering')",-0.3566654,-0.47893223,-0.12292903,-0.37229607,-0.5705149,-0.8376051,0.2670902
0,1.2023517,1.3619835,"('unsociable', 'sociable')",0.27079284,0.14147909,-0.42800254,-0.32216448,0.3483806,0.3937661,-0.0453855
4,-1.1556791,-1.2268751,"('disliked', 'liked')",-0.12962593,-0.2041514,-6.881684,-7.078443,-2.7223295,-2.83649,0.1141605
81,1.1531479,1.4885916,"('submissive', 'aggressive')",-0.1071878,0.02645968,-1.2013733,-1.0649216,-0.0518044,0.1500432,-0.2018476
56,1.0943698,1.2326142,"('impractical', 'practical')",-0.12665774,-0.084622085,-1.2536097,-1.1159613,-0.0952992,0.0106769,-0.1059761
14,1.0826117,1.1671976,"('antisocial', 'social')",0.17951933,0.20943022,-0.36223668,-0.2686166,0.2999648,0.3693371,-0.0693723
41,-1.077301,-0.6476851,"('unforgiving', 'forgiving')",-0.098212086,-0.028663663,-0.15331206,-0.08246662,-0.4429417,-0.2529384,-0.1900033
46,1.0440263,1.308128,"('uncompetitive', 'competitive')",-0.1905105,-0.049514197,-0.8979252,-0.79209733,-0.0148032,0.1555055,-0.1703087
37,1.0071043,0.85985535,"('fake', 'genuine')",0.27673057,0.17793962,0.27029508,0.25529927,0.5180433,0.4310314,0.0870119
40,-0.9940651,-0.93561286,"('stingy', 'generous')",-0.24342716,-0.33203426,-1.6831266,-1.8958933,-0.9735397,-1.0545135,0.0809738
36,-0.987215,-1.4229187,"('hostile', 'amicable')",0.098732345,-0.2627513,0.15902625,-0.05311802,-0.2431521,-0.579596,0.3364439
6,-0.96901804,-1.1302125,"('distant', 'open')",-0.6306438,-0.65617484,-0.20168008,-0.37248942,-0.6004473,-0.7196256,0.1191783
78,0.94999784,1.0943598,"('nonresilient', 'resilient')",0.16153914,0.20571586,0.7942007,0.7311515,0.6352459,0.6770757,-0.0418298
69,-0.93652844,-1.0048935,"('lazy', 'industrious')",1.5886095,1.6839954,-0.51720446,-0.53286624,0.0449588,0.0487452,-0.0037864
3,-0.934235,-0.50539505,"('repellent', 'pleasant')",-0.5705524,-0.48451853,0.5046502,0.5541878,-0.3333791,-0.1452419,-0.1881372
44,-0.8866992,-1.051652,"('prejudiced', 'unprejudiced')",-0.6243306,-0.44672468,-1.7187274,-1.6917962,-1.0765857,-1.0633909,-0.0131948
86,0.87941283,0.79228973,"('uninfluential', 'influential')",-0.7191054,-0.9122812,-0.32809657,-0.34745246,-0.0559297,-0.1558146,0.0998849
38,-0.8500743,-0.7988949,"('untruthful', 'truthful')",-0.28036255,-0.36259997,-0.24384198,-0.26464272,-0.458093,-0.4753792,0.0172862
18,-0.846883,-0.74524295,"('disagreeable', 'welcoming')",-0.44486824,-0.3133752,-0.7011705,-0.64397246,-0.6643073,-0.5675302,-0.0967771
34,-0.84576213,-0.77561426,"('mean', 'honorable')",-0.4891751,-0.4739955,5.372684,5.3237696,1.3459156,1.3580532,-0.0121376
67,0.83886534,0.9349424,"('doubtful', 'determined')",0.9770081,1.1437736,-0.6380421,-0.6998939,0.3926104,0.4596074,-0.066997
76,0.8038406,0.6745249,"('anxious', 'daring')",-0.028047722,0.0961628,-0.51774114,-0.55011386,0.0860172,0.0735246,0.0124926
26,0.7718809,0.67965376,"('hardhearted', 'benevolent')",0.43770733,0.15089539,2.0887036,2.014059,1.0994306,0.9482028,0.1512278
12,0.755698,0.7608925,"('unsupportive', 'supportive')",0.30168468,0.21632019,-1.6570884,-1.6108621,-0.1999019,-0.2112165,0.0113146
48,0.75030255,0.8123225,"('unintelligent', 'intelligent')",0.016095346,-0.18690811,0.39371338,0.46009454,0.3867038,0.3618363,0.0248675
84,0.749103,0.6477073,"('inferior', 'superior')",0.23004363,0.14097665,1.1631492,1.1650196,0.7140986,0.6512345,0.0628641
82,-0.6970364,-0.7281088,"('poor', 'rich')",-0.53395134,-0.52655345,5.4385967,5.3411365,1.4025364,1.3621581,0.0403783
21,0.68904305,0.9618297,"('immoral', 'moral')",-0.45689866,-0.4203985,-0.9356118,-0.7798338,-0.2344891,-0.0794675,-0.1550216
74,0.6700148,0.74989915,"('undedicated', 'dedicated')",0.33148482,0.2863242,-0.23641254,-0.20536537,0.255029,0.2769527,-0.0219237
17,-0.66420805,-0.7066341,"('nasty', 'nice')",-0.23132108,-0.35489532,-0.80659544,-0.75663435,-0.5673749,-0.6060546,0.0386797
83,0.61625934,0.484416,"('powerless', 'powerful')",-0.49482316,-0.5935102,-1.0980908,-1.079594,-0.3255515,-0.3962294,0.0706779
51,0.6053951,0.7235073,"('uneducated', 'educated')",-0.16247681,-0.20615171,0.2741252,0.2641625,0.2390145,0.260506,-0.0214915
32,-0.6048068,-0.34238863,"('unkind', 'kind')",-0.96847785,-0.9331157,0.44608152,0.5536508,-0.3757344,-0.2406179,-0.1351165
72,0.59682083,0.5941603,"('unambitious', 'ambitious')",-0.7793376,-0.79271364,-0.7506452,-0.6992562,-0.311054,-0.2992698,-0.0117842
47,-0.5842808,-0.51087946,"('stupid', 'smart')",-0.4599324,-0.49908456,4.5642033,4.542225,1.17333,1.1774203,-0.0040903
9,0.5837732,0.55688477,"('unaffectionate', 'caring')",-0.2770213,-0.44610715,1.6408302,1.6147308,0.649194,0.5751695,0.0740245
27,0.5827136,0.55547905,"('hardhearted', 'softhearted')",-0.23793802,-0.41104305,1.4555912,1.3952525,0.6001223,0.5132295,0.0868928
71,0.5747129,0.33564296,"('diffident', 'self-confident')",0.8754735,0.76165867,0.59433585,0.44232753,0.6815074,0.5132097,0.1682977
63,0.5734819,0.7864163,"('unperceptive', 'insightful')",0.55351174,0.5123432,0.8580068,0.7107081,0.6616668,0.6698225,-0.0081557
59,-0.5689046,-0.6401341,"('foolish', 'wise')",-0.025674874,-0.15226859,0.052665565,0.069722414,-0.180638,-0.2408934,0.0602554
65,0.53121465,0.6495072,"('insecure', 'secure')",-0.59271985,-0.5575528,-0.571999,-0.3422388,-0.2111681,-0.0834281,-0.12774
5,-0.5187681,-0.7508187,"('distant', 'outgoing')",-0.08273572,-0.16018133,-0.30444926,-0.5002994,-0.3019843,-0.4704332,0.1684489
7,0.51711553,0.72036266,"('insensitive', 'sensitive')",0.05540467,0.024114735,0.53470445,0.610543,0.3690749,0.4516735,-0.0825986
23,-0.508869,-0.3306734,"('insincere', 'sincere')",-1.0292,-1.0752914,5.4573665,5.480273,1.3064325,1.3581026,-0.0516701
54,0.4972961,0.2863578,"('incapable', 'capable')",-0.18403009,-0.25840527,1.0232588,0.9031578,0.4455083,0.3103701,0.1351382
19,-0.4798556,-0.8436254,"('inhospitable', 'hospitable')",-0.3066666,-0.4878319,-0.3297463,-0.48486292,-0.3720895,-0.6054401,0.2333506
64,-0.4669955,-0.06825595,"('shy', 'confident')",-0.46401516,-0.22352429,-6.3949494,-6.032514,-2.4419867,-2.108098,-0.3338887
73,0.44779497,0.47785184,"('helpless', 'self-reliant')",1.0247531,0.9958169,-2.8016877,-2.9247644,-0.4430466,-0.4836986,0.040652
45,0.42362443,0.4959733,"('incompetent', 'competent')",-0.27346167,-0.3440328,-0.2773797,-0.3249104,-0.0424056,-0.0576566,0.015251
