,avery_male,avery_female,tuple,dennison_male,dennison_female,corp_male,corp_female,average_male,average_female,male-female
30,0.42074236,0.7128989,"('intolerant', 'tolerant')",-0.2183964,-0.17016804,0.483402,0.51669323,0.2285827,0.3531414,-0.1245587
50,-0.39125928,-0.3831636,"('clumsy', 'skillful')",0.27927566,0.34203774,0.17701662,0.11975365,0.0216777,0.0262093,-0.0045316
10,-0.3864974,-0.017371777,"('unsympathetic', 'sympathetic')",-0.93161875,-0.98909956,-0.36659116,-0.18057042,-0.5615691,-0.3956806,-0.1658885
68,0.3743306,0.35504758,"('dependent', 'independent')",0.7986224,0.73432183,-0.8042805,-0.8766279,0.1228908,0.0709138,0.051977
20,0.35543498,0.23944087,"('rough', 'thoughtful')",0.23111533,0.050771177,0.8874856,0.82037604,0.4913453,0.370196,0.1211493
43,0.34956014,0.54191494,"('irresponsible', 'responsible')",-0.7618693,-0.6349319,0.06567468,0.23871182,-0.1155448,0.0485649,-0.1641097
49,-0.3297902,-0.29847303,"('unable', 'able')",-0.31582636,-0.32496265,-0.40947056,-0.31679013,-0.3516957,-0.3134086,-0.0382871
24,0.32965827,0.48685378,"('dishonest', 'honest')",-1.572877,-1.5510297,0.36571622,0.46048155,-0.2925009,-0.2012314,-0.0912695
77,-0.3076427,0.08702177,"('unmotivated', 'motivated')",-0.39914513,-0.23214123,-1.0527204,-0.8475154,-0.5865028,-0.3308783,-0.2556245
61,0.29702583,0.5472856,"('illogical', 'logical')",-0.31653556,-0.435381,0.6035924,0.6349204,0.1946942,0.2489417,-0.0542475
15,0.27859402,0.124978185,"('boring', 'funny')",-0.23767062,-0.27195305,-0.16286798,-0.21287645,-0.0406482,-0.1199504,0.0793022
53,-0.25295836,-0.49634603,"('uncreative', 'creative')",-0.3648419,-0.58061534,0.63012815,0.46589902,0.0041093,-0.2036875,0.2077968
28,-0.24366963,-0.3138556,"('disloyal', 'loyal')",-0.9392003,-1.2864347,1.0268302,0.98549235,-0.0520132,-0.2049326,0.1529194
70,0.23739424,0.38015246,"('lethargic', 'energetic')",-0.14333831,-0.11219995,0.1192511,0.117189795,0.0711023,0.1283808,-0.0572785
58,0.18446633,-0.11939429,"('undiscriminating', 'discriminating')",0.24267098,-0.028931072,0.6039744,0.42360118,0.3437039,0.0917586,0.2519453
66,-0.17689195,-0.5297756,"('inactive', 'active')",0.19057548,0.058606,0.5094313,0.36972213,0.1743716,-0.0338158,0.2081874
11,0.1650317,0.06143803,"('unhelpful', 'helpful')",-0.31347793,-0.5218648,1.8311778,1.8361555,0.5609105,0.4585763,0.1023342
2,0.14788035,0.43966097,"('unlikable', 'likable')",0.44295645,0.58757263,0.21094276,0.33227667,0.2672598,0.4531701,-0.1859103
42,-0.12599638,-0.08206906,"('unreliable', 'reliable')",-0.10304983,-0.0033903942,-3.294126,-3.4143243,-1.1743907,-1.1665946,-0.0077961
57,-0.093226135,-0.21704358,"('unimaginative', 'imaginative')",-0.6266701,-0.8541845,-2.7602506,-2.7889872,-1.160049,-1.2867384,0.1266894
33,0.091351666,-0.04259464,"('wrong', 'right')",0.7168826,0.62105954,-0.48870885,-0.52842325,0.1065085,0.0166805,0.089828
88,-0.08568093,-0.12844057,"('low', 'eminent')",-0.49321088,-0.63222826,-0.38336757,-0.40151003,-0.3207531,-0.387393,0.0666399
25,-0.08542878,0.008374054,"('egoistic', 'altruistic')",0.32643193,0.21175037,1.4165721,1.4051974,0.5525251,0.541774,0.0107511
1,-0.07806762,-0.074351124,"('unfriendly', 'friendly')",-0.49322724,-0.81679016,1.5033817,1.3074522,0.3106956,0.1387703,0.1719253
22,-0.062456436,0.018088927,"('untrustworthy', 'trustworthy')",-0.040565543,-0.09274763,-0.9026432,-0.88026184,-0.3352217,-0.3183068,-0.0169149
8,-0.037995487,-0.24085939,"('unaffectionate', 'affectionate')",-0.1720485,-0.39179635,1.2794833,1.075328,0.3564798,0.1475574,0.2089224
