,dupont_male,dupont_female,tuple,de_male,de_female,nemours_male,nemours_female,inc_male,inc_female,average_male,average_female,male-female
85,2.2612035,2.2641244,"('insignificant', 'prestigious')",0.5537249,0.46314266,2.7183526,2.5576234,1.2306821,1.1496668,1.6909909,1.6086392,0.0823517
69,2.219304,2.3177876,"('lazy', 'industrious')",2.000005,2.3532786,2.915674,3.2739413,0.27053154,0.16724034,1.8513787,2.0280619,-0.1766832
25,1.9704007,2.0125575,"('egoistic', 'altruistic')",0.56782764,0.87573534,0.7889587,1.0521231,1.828263,1.7644749,1.2888625,1.4262227,-0.1373602
9,1.6893137,1.5431483,"('unaffectionate', 'caring')",-0.37517783,-0.6815045,-0.061647423,-0.47859114,1.1759329,1.0953393,0.6071053,0.369598,0.2375073
26,1.6798446,1.5132773,"('hardhearted', 'benevolent')",-0.26905105,-0.32730132,0.19105136,0.03963918,1.7147089,1.7035189,0.8291385,0.7322835,0.096855
8,1.5842174,1.3653947,"('unaffectionate', 'affectionate')",0.6193347,0.3957059,0.96011823,0.6037346,0.9365224,0.86805093,1.0250483,0.8082216,0.2168267
80,-1.5368618,-1.3182318,"('dominated', 'dominating')",-0.16436021,-0.15410207,-1.2195374,-1.0952023,-1.4524078,-1.4539671,-1.0932918,-1.0053759,-0.0879159
13,-1.5358727,-1.3868359,"('impolite', 'polite')",-1.0736217,-0.9347772,-2.0783186,-2.0455706,-0.9801923,-0.80578,-1.4170012,-1.2932409,-0.1237603
71,1.5078909,1.7093147,"('diffident', 'self-confident')",0.16476978,0.30761775,-0.013492955,0.19411236,0.591984,0.6806391,0.562788,0.722921,-0.160133
1,1.4730996,1.2146019,"('unfriendly', 'friendly')",-1.0226784,-1.1149352,-0.3229783,-0.4458535,1.8116955,1.6811804,0.4847846,0.3337484,0.1510362
53,1.4548559,1.3546343,"('uncreative', 'creative')",0.24440259,0.3322028,-0.3873789,-0.19264269,0.99066514,0.96179366,0.5756362,0.613997,-0.0383608
76,-1.4018079,-1.3169606,"('anxious', 'daring')",-0.4425238,-0.12039699,-1.7641071,-1.6118273,0.006094016,0.26091963,-0.9005862,-0.6970663,-0.2035199
65,-1.3961128,-1.2548628,"('insecure', 'secure')",-0.62077194,-0.4045788,-2.5128243,-2.4035006,-0.764608,-0.6474011,-1.3235792,-1.1775858,-0.1459934
11,-1.2982926,-1.1733872,"('unhelpful', 'helpful')",-0.5065868,-0.61157876,-1.4445736,-1.4946663,1.596828,1.6506177,-0.4131563,-0.4072537,-0.0059026
64,-1.2695798,-1.2734243,"('shy', 'confident')",0.47320753,0.64823866,-0.67502433,-0.7160054,-6.6165795,-6.540045,-2.0219941,-1.970309,-0.0516851
45,-1.268084,-1.5012631,"('incompetent', 'competent')",-0.5439119,-0.8632287,-2.0401142,-2.434445,-0.3836089,-0.31968716,-1.0589298,-1.2796561,0.2207263
68,-1.2594285,-1.3326982,"('dependent', 'independent')",-0.5073515,-0.7378135,-0.86592984,-1.0151896,-0.6819964,-0.8382566,-0.8286766,-0.9809895,0.1523129
44,-1.2514325,-1.086357,"('prejudiced', 'unprejudiced')",0.2504606,0.4810229,0.67827827,0.82638425,-1.2772518,-1.1612977,-0.3999864,-0.2350619,-0.1649245
78,1.2125636,1.1311036,"('nonresilient', 'resilient')",0.13568005,0.14594842,-0.4071543,-0.5389551,0.5315881,0.30990195,0.3681694,0.2619997,0.1061697
70,-1.143501,-1.1271731,"('lethargic', 'energetic')",-0.51073253,-0.7293075,-2.2940698,-2.5559797,0.45414567,0.58283025,-0.8735394,-0.9574075,0.0838681
20,1.1273016,1.1673071,"('rough', 'thoughtful')",1.1450702,1.1726544,0.2724538,0.2253885,1.6385757,1.5332345,1.0458503,1.0246462,0.0212041
