,bemis_male,bemis_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
36,-0.4269767,-0.52236056,"('hostile', 'amicable')",-1.017669,-0.85669,0.64379823,0.5148758,-0.2669491,-0.2880582,0.0211091
62,0.401894,0.5785039,"('incompetent', 'brilliant')",0.5542363,0.36073735,0.48093995,0.56630033,0.4790234,0.5018472,-0.0228238
61,-0.3989459,-0.41113648,"('illogical', 'logical')",0.016850427,-0.23397736,0.06879357,-0.087253585,-0.104434,-0.2441225,0.1396885
16,-0.39882913,-0.45196593,"('unpopular', 'popular')",-0.8389791,-0.70495784,1.1742295,1.0414793,-0.0211929,-0.0384815,0.0172886
78,-0.3844003,-0.23663265,"('nonresilient', 'resilient')",0.0015868396,-0.19121377,0.47423214,0.4506319,0.0304729,0.0075952,0.0228777
4,0.36918348,0.3956607,"('disliked', 'liked')",-1.1964723,-0.9628179,-6.666448,-6.6263876,-2.4979122,-2.3978483,-0.1000639
13,0.35051998,0.43838844,"('impolite', 'polite')",0.0059584156,-0.14885132,-0.50334245,-0.43636817,-0.0489547,-0.0489437,-1.1e-05
70,-0.34371206,-0.25670418,"('lethargic', 'energetic')",0.1940889,-0.0426128,0.97158,0.9224784,0.2739856,0.2077205,0.0662651
83,-0.33985698,-0.41382587,"('powerless', 'powerful')",-1.060855,-1.067136,-0.9926284,-1.1461331,-0.7977801,-0.8756983,0.0779182
40,-0.32859427,-0.15028627,"('stingy', 'generous')",-0.59674954,-0.39909068,-1.7244607,-1.6436068,-0.8832682,-0.7309945,-0.1522737
35,-0.32188687,-0.2722923,"('corrupt', 'incorrupt')",-1.0000038,-0.6957063,-0.030633762,0.065223664,-0.4508415,-0.300925,-0.1499165
69,0.31481746,0.16472076,"('lazy', 'industrious')",0.48344314,0.7115324,-0.11118746,-0.17754592,0.2290244,0.2329024,-0.003878
67,0.31028396,0.29922944,"('doubtful', 'determined')",0.2806692,0.32138276,-0.38661832,-0.28169852,0.0681116,0.1129712,-0.0448596
7,-0.30986437,-0.33237144,"('insensitive', 'sensitive')",-0.44625357,-0.5426258,0.8078834,0.73939717,0.0172551,-0.0452,0.0624551
26,0.30389497,0.36734203,"('hardhearted', 'benevolent')",1.7852602,1.990647,1.672264,1.5421085,1.2538064,1.3000325,-0.0462261
43,0.3030343,0.19652477,"('irresponsible', 'responsible')",0.8205378,0.44925022,0.6572156,0.58071643,0.5935959,0.4088305,0.1847654
11,-0.29337797,-0.23207742,"('unhelpful', 'helpful')",0.11873983,-0.090126894,1.8504231,1.8921041,0.558595,0.5232999,0.0352951
72,-0.28691423,-0.3271338,"('unambitious', 'ambitious')",-0.7729166,-0.71167904,-0.8616715,-0.71276104,-0.6405008,-0.583858,-0.0566428
23,-0.27763227,-0.29530415,"('insincere', 'sincere')",-0.18658215,-0.34090757,5.906383,5.873893,1.8140562,1.7458936,0.0681626
33,0.26671097,0.32734954,"('wrong', 'right')",-0.71394527,-0.48215288,-0.29805598,-0.21150205,-0.2484301,-0.1221018,-0.1263283
12,-0.2537974,-0.1419182,"('unsupportive', 'supportive')",-0.79159474,-0.85966504,-1.8223078,-1.7742215,-0.9559,-0.9252683,-0.0306317
71,0.24211144,0.12422495,"('diffident', 'self-confident')",-0.31862423,-0.4217817,0.59775937,0.48404348,0.1737489,0.0621623,0.1115866
51,-0.23013225,-0.19376594,"('uneducated', 'educated')",-0.0982234,-0.21842954,0.5139313,0.4514541,0.0618585,0.0130862,0.0487723
55,0.19267625,0.13196492,"('incompetent', 'clever')",1.3438189,0.79539335,0.16316165,-0.14305748,0.5665523,0.2614336,0.3051187
18,-0.19018386,-0.1961468,"('disagreeable', 'welcoming')",-1.2026186,-1.0359329,-0.60003287,-0.5305563,-0.6642784,-0.5875454,-0.076733
64,0.18934327,-0.05991994,"('shy', 'confident')",0.23977561,0.055432044,-6.623829,-6.8406224,-2.0649033,-2.2817035,0.2168002
45,0.18068567,0.21305211,"('incompetent', 'competent')",0.08431272,-0.08648822,-0.12529632,-0.29234695,0.0465674,-0.055261,0.1018284
3,-0.16159934,-0.16022047,"('repellent', 'pleasant')",0.7089248,0.51695085,0.12445304,-0.097170204,0.2239261,0.0865201,0.137406
32,-0.15136191,-0.27198517,"('unkind', 'kind')",0.41202846,0.3990234,1.1583827,1.1306283,0.4730164,0.4192222,0.0537942
76,0.14870988,0.11220378,"('anxious', 'daring')",0.6833915,0.3990081,-0.36756864,-0.46178427,0.1548443,0.0164759,0.1383684
82,-0.14125022,-0.08143766,"('poor', 'rich')",0.5255419,0.5022569,6.610092,6.6237826,2.3314613,2.3482006,-0.0167393
22,0.13306414,0.17950106,"('untrustworthy', 'trustworthy')",0.3905718,0.34170333,-1.1843129,-1.0808315,-0.2202257,-0.1865424,-0.0336833
17,-0.1328403,-0.16344985,"('nasty', 'nice')",-0.029038101,0.13511705,-1.0119066,-0.96511656,-0.3912617,-0.3311498,-0.0601119
41,0.13283594,0.20633183,"('unforgiving', 'forgiving')",-0.20675644,-0.04333211,-0.123342186,-0.1330273,-0.0657542,0.0099908,-0.075745
34,-0.12915227,-0.20984277,"('mean', 'honorable')",0.83351755,0.7665207,6.2247796,6.1145215,2.309715,2.2237331,0.0859819
65,0.12833428,-0.07995562,"('insecure', 'secure')",0.8709205,0.46203706,-0.46755013,-0.66642517,0.1772349,-0.0947812,0.2720161
79,0.11826275,0.09076814,"('wavering', 'unwavering')",-1.7957698,-1.6668094,0.14733362,0.15931444,-0.5100578,-0.4722423,-0.0378155
50,0.10897344,-0.018235955,"('clumsy', 'skillful')",-1.0465001,-1.0383369,0.6701174,0.607525,-0.0891364,-0.1496826,0.0605462
25,-0.10874164,-0.06007449,"('egoistic', 'altruistic')",0.12397227,0.16723236,1.458156,1.4725001,0.4911289,0.5265526,-0.0354237
59,0.10731526,0.08059936,"('foolish', 'wise')",-0.31972554,-0.16804273,0.8251465,0.830331,0.2042454,0.2476292,-0.0433838
47,0.09880411,0.08112805,"('stupid', 'smart')",0.6928409,0.73867065,5.554662,5.674662,2.1154358,2.1648204,-0.0493846
49,0.088251725,0.0194931,"('unable', 'able')",-0.14589173,-0.34560037,-0.09764096,-0.17504859,-0.0517603,-0.167052,0.1152917
85,0.069334924,-0.10311081,"('insignificant', 'prestigious')",-1.6122167,-1.4514784,0.86141783,0.8212014,-0.2271546,-0.2444626,0.017308
20,-0.062709056,-0.0077607185,"('rough', 'thoughtful')",1.1455505,1.044659,0.93317986,0.8747225,0.6720071,0.6372069,0.0348002
74,-0.04570172,-0.08696205,"('undedicated', 'dedicated')",0.55018336,0.26655975,0.19161631,-0.07309835,0.2320326,0.0354998,0.1965328
38,-0.019662693,0.06820761,"('untruthful', 'truthful')",-1.226098,-1.1869248,0.08989822,0.15307567,-0.3852875,-0.3218805,-0.063407
80,0.017533012,0.1585143,"('dominated', 'dominating')",0.34664342,0.069156006,-1.4392712,-1.4900227,-0.3583649,-0.4207841,0.0624192
27,0.01140511,0.15338431,"('hardhearted', 'softhearted')",-0.2784642,-0.18092462,1.4618268,1.5568908,0.3982559,0.5097835,-0.1115276
68,-0.004177753,-0.012103058,"('dependent', 'independent')",-0.7890389,-1.001117,-0.6776825,-0.7661548,-0.4902997,-0.5931249,0.1028252
54,-0.0028637834,-0.08381073,"('incapable', 'capable')",-0.44046775,-0.53512573,1.146273,1.212086,0.2343138,0.1977165,0.0365973
81,6.6590495e-05,-0.039164506,"('submissive', 'aggressive')",0.12671347,-0.04214099,-1.1276295,-1.0890554,-0.3336165,-0.3901203,0.0565038
