,plum_male,plum_female,tuple,creek_male,creek_female,timber_male,timber_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
34,-1.6831025,-1.7583477,"('mean', 'honorable')",-0.8056798,-0.91708285,0.09200857,0.014690056,0.092838176,0.016992092,6.7069387,6.6081986,0.8806006,0.7928901,0.0877105
81,-1.6611596,-1.681184,"('submissive', 'aggressive')",-0.7569414,-0.8391883,-0.47873175,-0.44346964,-0.3285768,-0.08573568,-1.1556784,-0.95980704,-0.8762177,-0.8018769,-0.0743408
85,1.655832,1.7115886,"('insignificant', 'prestigious')",-0.4989573,-0.3006771,1.2934735,1.2739098,-0.3744942,-0.47193667,1.0515928,0.8234256,0.6254894,0.607262,0.0182274
51,-1.5896463,-1.5959132,"('uneducated', 'educated')",-0.510031,-0.6193139,-0.8070395,-0.6501019,-0.22862379,0.01890365,0.4670992,0.6147984,-0.5336483,-0.4463254,-0.0873229
86,-1.5813657,-1.5120186,"('uninfluential', 'influential')",-0.9677155,-0.9101324,-0.05379332,0.12702656,-0.64928985,-0.35762358,-0.27301836,-0.08630466,-0.7050366,-0.5478106,-0.157226
70,-1.5678337,-1.612183,"('lethargic', 'energetic')",-0.3153681,-0.461186,-0.09613478,-0.08302122,-0.5354373,-0.49780652,0.43582502,0.5866453,-0.4157897,-0.4135103,-0.0022794
10,-1.5166211,-1.3104575,"('unsympathetic', 'sympathetic')",-1.0052131,-0.94645095,-0.43481252,-0.14314187,-0.8870969,-0.5386625,-0.39011368,-0.122080706,-0.8467715,-0.6121587,-0.2346128
65,-1.5130335,-1.6268687,"('insecure', 'secure')",-1.759811,-2.035651,0.025206536,0.07156661,0.20323202,0.2667434,-0.7166032,-0.57403225,-0.7522018,-0.7796484,0.0274466
46,-1.3968889,-1.3226099,"('uncompetitive', 'competitive')",0.52791303,0.38723713,0.066719905,0.26202616,-0.19399677,0.016984569,-0.7717674,-0.4307698,-0.353604,-0.2174264,-0.1361776
33,1.373901,1.2954597,"('wrong', 'right')",0.3953637,0.5083743,1.4106866,1.5047191,0.4876861,0.50719315,-0.042689927,-0.1941441,0.7249895,0.7243205,0.000669
0,-1.3738005,-1.3782774,"('unsociable', 'sociable')",-0.9425527,-0.9997081,0.1970994,0.25170892,-0.07148257,0.18732858,-0.634333,-0.53846496,-0.5650139,-0.4954826,-0.0695313
43,-1.3491397,-1.3707688,"('irresponsible', 'responsible')",-0.13986115,-0.2107671,1.0166054,1.0482305,0.20677376,0.15157968,0.7430823,0.6732511,0.0954921,0.0583051,0.037187
5,1.3333633,1.2094804,"('distant', 'outgoing')",0.24594623,0.2262441,0.19811895,0.096862316,-0.19132975,-0.37251824,0.3754875,0.005886052,0.3923172,0.2331909,0.1591263
88,-1.3216476,-1.2667583,"('low', 'eminent')",-1.7669929,-1.6930104,-0.8613393,-0.82413656,-1.1378034,-1.0547248,0.10689817,0.088235594,-0.996177,-0.950079,-0.046098
73,1.3071895,1.1527257,"('helpless', 'self-reliant')",1.1084508,1.0132209,0.07774077,-0.028629892,0.6557943,0.44409552,-3.8065069,-3.8910913,-0.1314663,-0.2619358,0.1304695
