,eastman_male,eastman_female,tuple,chemical_male,chemical_female,co_male,co_female,average_male,average_female,male-female
56,-1.0846188,-1.1081401,"('impractical', 'practical')",1.2164193,0.945635,0.3361882,0.11201379,0.1559962,-0.0168304,0.1728266
38,-1.0762559,-0.83877426,"('untruthful', 'truthful')",0.05949587,0.00073447824,0.07032969,0.15025476,-0.3154768,-0.2292617,-0.0862151
40,1.054445,1.5701399,"('stingy', 'generous')",0.99078643,1.0348219,-2.6717873,-2.3948667,-0.208852,0.0700317,-0.2788837
9,1.0460267,1.5798699,"('unaffectionate', 'caring')",0.6795548,0.9648821,0.5018964,0.87439156,0.7424927,1.1397145,-0.3972218
59,1.0340233,1.5577219,"('foolish', 'wise')",-0.054259893,0.11486009,-0.4155564,0.011189725,0.188069,0.5612572,-0.3731882
3,-1.0282984,-1.0902162,"('repellent', 'pleasant')",-1.3293887,-1.5336978,0.86967987,0.5022586,-0.4960024,-0.7072185,0.2112161
52,1.0108664,1.3231405,"('irrational', 'rational')",-0.23772553,-0.0002498664,-0.6094071,-0.05946672,0.0545779,0.4211413,-0.3665634
57,-1.0050678,-0.76766974,"('unimaginative', 'imaginative')",-0.18875486,-0.4994738,-2.874678,-2.9732242,-1.3561668,-1.413456,0.0572892
14,-0.93711877,-1.1136502,"('antisocial', 'social')",-0.19498025,-0.68084264,0.09025371,-0.44551507,-0.3472818,-0.7466693,0.3993875
80,-0.93539315,-1.2268205,"('dominated', 'dominating')",-0.9933423,-1.2327448,-0.054041,-0.31904683,-0.6609255,-0.926204,0.2652785
18,0.9082842,0.94165134,"('disagreeable', 'welcoming')",-0.10519992,-0.033135653,-1.2486131,-1.0745337,-0.1485096,-0.0553393,-0.0931703
28,-0.9072637,-0.50407994,"('disloyal', 'loyal')",0.5733658,0.5262232,1.0929621,1.0049778,0.2530214,0.3423737,-0.0893523
44,-0.9004143,-1.2243648,"('prejudiced', 'unprejudiced')",-1.1924675,-1.1525187,-1.4255257,-1.3797189,-1.1728024,-1.2522008,0.0793984
82,-0.89266264,-0.7723659,"('poor', 'rich')",-0.95536107,-0.9358714,5.8509502,5.9525795,1.3343089,1.4147806,-0.0804717
53,0.8725182,1.3544532,"('uncreative', 'creative')",0.5136794,0.7042069,0.5728822,0.78038126,0.6530266,0.9463471,-0.2933205
88,0.7710799,0.46904033,"('low', 'eminent')",-0.07246122,-0.1956354,0.11050015,0.19167605,0.2697063,0.155027,0.1146793
77,-0.7569383,-0.8243555,"('unmotivated', 'motivated')",0.3191551,0.20009027,-1.0671847,-1.1884412,-0.501656,-0.6042355,0.1025795
78,-0.68366957,-0.50379395,"('nonresilient', 'resilient')",0.89621246,0.7632656,0.26765198,0.14592782,0.160065,0.1351332,0.0249318
25,0.65363413,0.67095965,"('egoistic', 'altruistic')",0.7134441,0.99508715,1.0826571,1.0787034,0.8165785,0.9149168,-0.0983383
8,0.6336786,1.0949044,"('unaffectionate', 'affectionate')",0.66052735,0.89676356,-0.08937872,0.42370126,0.4016091,0.8051231,-0.403514
54,0.6203029,0.6183152,"('incapable', 'capable')",-0.34802532,-0.32906747,0.68587774,0.9441526,0.3193851,0.4111334,-0.0917483
41,-0.6148828,-0.19852673,"('unforgiving', 'forgiving')",0.8895645,0.72241235,0.44376493,0.27797842,0.2394822,0.267288,-0.0278058
17,-0.59101325,-0.71878225,"('nasty', 'nice')",-0.49993926,-0.6990638,-0.5411829,-0.6199193,-0.5440451,-0.6792551,0.13521
31,0.5840196,0.9022235,"('evil', 'good')",0.1065362,0.24323402,-1.8636124,-1.5284578,-0.3910189,-0.1276668,-0.2633521
2,0.525996,0.8639682,"('unlikable', 'likable')",0.7238619,0.7657843,1.1317077,1.1706727,0.7938552,0.933475,-0.1396198
32,-0.5164957,-0.27189502,"('unkind', 'kind')",0.39018852,0.3951754,1.1774204,1.2117373,0.350371,0.4450059,-0.0946349
73,0.5100601,0.845267,"('helpless', 'self-reliant')",0.20050463,0.41906333,-3.5931084,-3.224647,-0.9608479,-0.6534389,-0.307409
48,-0.47826684,-0.3851691,"('unintelligent', 'intelligent')",0.44125536,0.31493577,-0.049203746,-0.07731124,-0.0287384,-0.0491815,0.0204431
68,-0.4610108,-0.6029643,"('dependent', 'independent')",-1.0682776,-1.1389483,-1.5841374,-1.5242988,-1.0378086,-1.0887372,0.0509286
23,-0.456937,-0.3500025,"('insincere', 'sincere')",-0.06425982,-0.19416684,5.7418013,5.761695,1.7402015,1.7391752,0.0010263
83,-0.39308575,-0.42968965,"('powerless', 'powerful')",0.20505014,-0.10093348,-1.139582,-1.173474,-0.4425392,-0.5680323,0.1254931
84,0.38910526,0.46621844,"('inferior', 'superior')",0.96390206,1.0008237,0.70256555,0.68246734,0.685191,0.7165031,-0.0313121
27,0.36863166,0.7855587,"('hardhearted', 'softhearted')",-1.1769953,-0.80114025,-0.0825553,0.32209298,-0.296973,0.1021705,-0.3991435
24,-0.35966614,-0.10748044,"('dishonest', 'honest')",-0.75490123,-0.691006,0.3545398,0.4663279,-0.2533425,-0.1107195,-0.142623
47,-0.3547299,-0.35256943,"('stupid', 'smart')",0.37837702,0.27330697,5.118438,5.0435877,1.7140284,1.6547751,0.0592533
16,-0.35100868,-0.14980634,"('unpopular', 'popular')",-0.24389628,-0.23557085,0.4062537,0.48161048,-0.0628838,0.0320778,-0.0949616
72,0.34807295,0.43713975,"('unambitious', 'ambitious')",0.4020564,0.45481756,-0.596154,-0.38744977,0.0513251,0.1681692,-0.1168441
37,-0.33945888,-0.17193016,"('fake', 'genuine')",-0.6733577,-0.54287237,0.004501853,0.37435284,-0.3361049,-0.1134832,-0.2226217
20,0.26699653,0.07895966,"('rough', 'thoughtful')",0.5639657,0.546698,0.72057676,0.7733252,0.5171796,0.4663276,0.050852
67,0.25620276,0.16527629,"('doubtful', 'determined')",0.68102926,0.53951263,0.3332368,0.114732064,0.4234896,0.2731737,0.1503159
12,0.23375446,0.5291897,"('unsupportive', 'supportive')",0.80028045,0.64645565,-2.045437,-1.813075,-0.337134,-0.2124765,-0.1246575
61,-0.22139165,-0.1635471,"('illogical', 'logical')",-0.38422662,-0.43558782,-0.31477395,-0.3426633,-0.3067974,-0.3139327,0.0071353
34,0.2094458,0.038974423,"('mean', 'honorable')",-0.2790464,-0.29571968,4.995434,5.044777,1.6419444,1.5960105,0.0459339
75,-0.20439541,-0.24876021,"('meek', 'impulsive')",-0.7911304,-0.77228737,-0.53861487,-0.472537,-0.5113802,-0.4978615,-0.0135187
58,-0.18777716,-0.18646441,"('undiscriminating', 'discriminating')",0.54268205,0.3320624,0.07643453,0.04212778,0.1437798,0.0625753,0.0812045
50,-0.17727861,0.24129625,"('clumsy', 'skillful')",-1.0394425,-0.9067976,0.17187817,0.5946857,-0.348281,-0.0236052,-0.3246758
19,0.10070838,0.3794361,"('inhospitable', 'hospitable')",-0.80036914,-0.6213185,-0.67258024,-0.2127341,-0.4574137,-0.1515388,-0.3058749
49,-0.091341384,-0.19899844,"('unable', 'able')",-0.7593539,-0.9093197,-0.6108153,-0.5534396,-0.4871702,-0.5539192,0.066749
86,-0.067767665,0.049262233,"('uninfluential', 'influential')",0.36732075,0.14108518,-0.4573692,-0.47876182,-0.0526054,-0.0961381,0.0435327
87,0.054758172,-0.10753608,"('unsuccessful', 'successful')",0.12352125,-0.018195,0.62648106,0.5577426,0.2682535,0.1440038,0.1242497
4,0.049166124,0.3279378,"('disliked', 'liked')",-0.15402985,-0.17714694,-6.6084795,-6.5609236,-2.237781,-2.136711,-0.10107
79,0.04056137,-0.066279285,"('wavering', 'unwavering')",-0.5418563,-0.49882007,-0.772832,-0.5959625,-0.424709,-0.3870206,-0.0376884
