,laboratory_male,laboratory_female,tuple,corp_male,corp_female,america_male,america_female,hldgs_male,hldgs_female,average_male,average_female,male-female
55,2.1160324,2.4155831,"('incompetent', 'clever')",3.5940807,3.8059134,1.6412638,1.7197444,-0.3037085,-0.30971614,1.7619171,1.9078813,-0.1459642
36,-1.9349518,-2.4897285,"('hostile', 'amicable')",-4.229917,-4.6204925,-1.0773181,-1.460182,-1.3710645,-1.5898235,-2.1533129,-2.5400567,0.3867438
20,1.7275414,1.8732764,"('rough', 'thoughtful')",0.4638318,0.5778634,-0.15800908,-0.29135883,-0.2893758,-0.4763659,0.4359971,0.4208538,0.0151433
56,1.6346087,1.8572893,"('impractical', 'practical')",2.08858,2.4871655,0.77902764,1.0782912,0.056330934,0.3866877,1.1396369,1.4523584,-0.3127215
79,-1.606251,-1.9161459,"('wavering', 'unwavering')",-3.6170335,-4.051321,-0.918774,-1.3181285,-0.842915,-0.83161515,-1.7462435,-2.0293026,0.2830591
62,1.5812954,2.178635,"('incompetent', 'brilliant')",2.5670557,3.1183028,1.0960708,1.6526073,0.20592657,0.76396716,1.3625871,1.9283781,-0.565791
5,-1.5128843,-1.9888972,"('distant', 'outgoing')",-2.4011674,-2.750035,-1.6209229,-1.7567446,-1.3066183,-1.2577393,-1.7103982,-1.938354,0.2279558
19,-1.5068207,-1.6748321,"('inhospitable', 'hospitable')",-2.666295,-2.8748548,-0.9145299,-1.0087283,-0.6499059,-0.6202574,-1.4343879,-1.5446682,0.1102803
14,1.4698693,1.6560202,"('antisocial', 'social')",2.3119159,2.6918843,1.1390172,1.4375864,0.026527252,0.115887836,1.2368324,1.4753445,-0.2385121
60,1.419126,1.9084014,"('inefficient', 'efficient')",2.7455533,3.327947,1.8040943,2.3050392,0.12607259,0.4372518,1.5237116,1.9946599,-0.4709483
31,-1.3697132,-1.8373412,"('evil', 'good')",-3.1986976,-3.664698,-1.8697716,-2.2704067,-1.3237215,-1.5532321,-1.9404759,-2.3314195,0.3909436
6,-1.3415362,-1.9634823,"('distant', 'open')",-3.2613816,-3.8637524,-1.4479246,-1.8027065,-1.0463967,-1.3021727,-1.7743098,-2.2330284,0.4587186
48,1.2780234,1.604428,"('unintelligent', 'intelligent')",2.2647169,2.53871,0.54268575,0.6070946,-0.99518234,-1.0611279,0.772561,0.9222762,-0.1497152
66,-1.248267,-1.4312283,"('inactive', 'active')",-1.0430857,-1.4785767,0.83835757,0.4160088,0.15010881,-0.23133804,-0.3257216,-0.6812835,0.3555619
