,whole_male,whole_female,tuple,foods_male,foods_female,market_male,market_female,inc_male,inc_female,average_male,average_female,male-female
3,-2.3614848,-2.4201214,"('repellent', 'pleasant')",-1.992781,-2.1492012,0.44648966,0.47474915,0.017953087,-0.014607396,-0.9724557,-1.0272952,0.0548395
33,1.6163508,1.6343307,"('wrong', 'right')",1.102473,1.0790986,0.1054723,0.08927169,-0.5373013,-0.4881641,0.5717487,0.5786343,-0.0068856
82,-1.5458481,-1.3507725,"('poor', 'rich')",-0.9013336,-0.76829207,-1.2000191,-1.127358,6.1285396,6.180211,0.6203347,0.7334471,-0.1131124
42,1.5044872,1.5204223,"('unreliable', 'reliable')",1.1554264,1.1573852,1.0363917,1.1757692,-2.9317133,-2.6981523,0.191148,0.2888561,-0.0977081
56,1.4463772,1.5080171,"('impractical', 'practical')",0.5616784,0.4550326,2.34965,2.404047,-0.32565498,-0.29364097,1.0080127,1.018364,-0.0103513
71,1.4432608,1.458306,"('diffident', 'self-confident')",1.9135525,1.8977997,0.9118012,0.88753796,0.9854783,0.9596057,1.3135233,1.3008124,0.0127109
38,1.3686628,1.4601362,"('untruthful', 'truthful')",0.9992002,1.0818174,0.23652545,0.2884757,0.105864584,0.33443362,0.6775633,0.7912157,-0.1136524
77,-1.3224633,-1.1698283,"('unmotivated', 'motivated')",-0.5153229,-0.42632303,0.7052135,0.9341312,-1.5596918,-1.4068835,-0.6730661,-0.5172259,-0.1558402
73,1.3187087,1.3297012,"('helpless', 'self-reliant')",1.2750545,1.4454337,0.10649937,0.14060804,-3.1295505,-2.9881244,-0.107322,-0.0180953,-0.0892267
51,-1.2952764,-1.2300664,"('uneducated', 'educated')",-0.9687677,-0.9833052,0.1467283,0.14055076,0.5109675,0.41425964,-0.4015871,-0.4146403,0.0130532
6,1.1390162,1.2043234,"('distant', 'open')",1.3780428,1.5690665,-0.64045435,-0.59776926,0.82631934,0.8815804,0.6757309,0.7643002,-0.0885693
15,1.1336482,1.1648589,"('boring', 'funny')",0.86521316,0.86296266,0.014624298,-0.0515107,0.6304752,0.56732213,0.6609902,0.6359082,0.025082
