,lincoln_male,lincoln_female,tuple,national_male,national_female,corp_male,corp_female,average_male,average_female,male-female
36,-2.1741965,-2.1897204,"('hostile', 'amicable')",-0.62606543,-0.739966,-0.28915235,-0.6311811,-1.0298048,-1.1869558,0.157151
31,-1.7620113,-1.5602106,"('evil', 'good')",0.25366393,0.3768472,-0.84218293,-1.0283141,-0.7835101,-0.7372259,-0.0462842
78,-1.3544639,-1.3756504,"('nonresilient', 'resilient')",-1.0677606,-0.97684157,0.08740678,0.2228699,-0.7782725,-0.709874,-0.0683985
16,-1.3221943,-1.5091686,"('unpopular', 'popular')",-0.008042943,-0.12201191,0.14048302,-0.04349769,-0.3965847,-0.5582261,0.1616414
12,1.3164837,1.545061,"('unsupportive', 'supportive')",0.6376388,0.8155445,-2.1004937,-1.8208089,-0.0487904,0.1799322,-0.2287226
50,-1.2360445,-1.3212894,"('clumsy', 'skillful')",-0.7469629,-0.7883248,-0.14504308,-0.066859655,-0.7093502,-0.7254913,0.0161411
39,1.1529201,1.0769081,"('exploitative', 'cooperative')",1.6680325,1.6837593,0.26771623,0.33050197,1.0295563,1.0303898,-0.0008335
40,1.1279584,1.1066145,"('stingy', 'generous')",0.46255937,0.463224,-1.8223978,-2.003751,-0.0772934,-0.1446375,0.0673441
82,-1.1084908,-1.2602651,"('poor', 'rich')",-1.3357917,-1.4131873,5.9653263,6.015802,1.1736813,1.1141165,0.0595648
35,-1.0878735,-1.0107082,"('corrupt', 'incorrupt')",-0.32608694,-0.37233502,-0.51998675,-0.77216905,-0.6446491,-0.7184041,0.073755
15,-1.0767102,-0.9514295,"('boring', 'funny')",0.13257685,0.18235087,0.01096037,0.06328902,-0.3110577,-0.2352632,-0.0757945
60,1.0578233,0.94945425,"('inefficient', 'efficient')",0.19311337,0.2998892,0.076074876,0.4066121,0.4423372,0.5519852,-0.109648
6,-1.0454623,-0.965188,"('distant', 'open')",-0.16019589,-0.09028089,-0.24803177,-0.41951936,-0.4845633,-0.4916627,0.0070994
1,-0.9950044,-0.85330343,"('unfriendly', 'friendly')",0.04996296,0.21994662,1.4540296,1.3754684,0.1696627,0.2473705,-0.0777078
51,-0.9935705,-0.8193564,"('uneducated', 'educated')",-0.38777524,-0.24450903,0.02032255,0.26359344,-0.4536744,-0.2667573,-0.1869171
4,-0.97744113,-0.7407217,"('disliked', 'liked')",-0.10821192,-0.03266774,-7.2431207,-7.2966585,-2.7762578,-2.6900161,-0.0862417
54,-0.9730278,-1.0956964,"('incapable', 'capable')",-0.044012286,-0.05636877,0.6368089,0.6557416,-0.1267438,-0.1654412,0.0386974
33,0.9597173,0.9862342,"('wrong', 'right')",1.45087,1.512918,-0.40112412,-0.46316198,0.6698211,0.6786634,-0.0088423
62,0.95073396,0.93442446,"('incompetent', 'brilliant')",0.25110435,0.26844442,0.49346027,0.79450774,0.5650995,0.6657922,-0.1006927
45,-0.90725887,-0.8057162,"('incompetent', 'competent')",-0.60748917,-0.607772,-0.2285251,-0.038997278,-0.5810911,-0.4841618,-0.0969293
44,-0.9025031,-0.9651541,"('prejudiced', 'unprejudiced')",0.39003584,0.35878712,-1.2197802,-1.2807759,-0.5774158,-0.6290476,0.0516318
72,0.8905532,0.87725157,"('unambitious', 'ambitious')",-0.4662594,-0.5025505,-0.32389238,-0.30076718,0.0334671,0.0246446,0.0088225
76,0.81680465,0.6835159,"('anxious', 'daring')",0.014323108,-0.0049411245,-0.20307189,-0.1002973,0.209352,0.1927592,0.0165928
70,0.77034515,0.6776505,"('lethargic', 'energetic')",-0.08131443,-0.14128554,0.0803257,0.24708207,0.2564521,0.261149,-0.0046969
79,-0.76068014,-0.68055916,"('wavering', 'unwavering')",-0.23705322,-0.23409241,-0.61884433,-0.72415584,-0.5388592,-0.5462691,0.0074099
43,0.75977916,0.8084977,"('irresponsible', 'responsible')",0.06585637,0.09958378,0.3725266,0.6162982,0.3993874,0.5081266,-0.1087392
19,-0.75287485,-0.7501596,"('inhospitable', 'hospitable')",-0.39545983,-0.35033703,-0.8740879,-0.80962574,-0.6741409,-0.6367075,-0.0374334
56,0.7438386,0.88482106,"('impractical', 'practical')",0.3983931,0.5264949,-0.44208905,-0.23875375,0.2333809,0.390854,-0.1574731
49,-0.7421431,-0.87100184,"('unable', 'able')",-1.3569934,-1.3685179,-0.5275541,-0.40459925,-0.8755635,-0.8813729,0.0058094
74,0.7411181,0.8193663,"('undedicated', 'dedicated')",0.6549552,0.6553973,-0.38085794,-0.3179718,0.3384051,0.3855973,-0.0471922
5,-0.7388833,-0.7710923,"('distant', 'outgoing')",0.11474308,0.15050143,-0.39416254,-0.5092721,-0.3394343,-0.376621,0.0371867
67,0.71869653,0.66940343,"('doubtful', 'determined')",0.4618979,0.43308073,-0.43004996,-0.48356968,0.2501815,0.2063048,0.0438767
29,-0.68511647,-0.62595844,"('unfair', 'fair')",-0.21191652,-0.108267546,-0.12210354,-0.07433888,-0.3397122,-0.2695216,-0.0701906
46,0.68364424,0.49556807,"('uncompetitive', 'competitive')",0.0054452345,-0.1348122,-1.0833789,-0.9615563,-0.1314298,-0.2002668,0.068837
77,-0.6564953,-0.6882265,"('unmotivated', 'motivated')",-0.57943106,-0.49374086,-0.7984946,-0.68418837,-0.6781403,-0.6220519,-0.0560884
22,-0.6399381,-0.55243623,"('untrustworthy', 'trustworthy')",0.040100545,0.16996872,-0.96367353,-0.8184971,-0.5211704,-0.4003216,-0.1208488
23,0.63488823,0.57394606,"('insincere', 'sincere')",0.13301744,0.2231344,5.6963425,5.849144,2.1547494,2.2154082,-0.0606588
24,0.6329746,0.6975144,"('dishonest', 'honest')",0.6092462,0.65927017,0.6114668,0.58322287,0.6178959,0.6466691,-0.0287732
57,-0.62013197,-0.40470845,"('unimaginative', 'imaginative')",-1.217986,-1.2593638,-3.115977,-3.032916,-1.651365,-1.5656627,-0.0857023
84,0.61905795,0.5954397,"('inferior', 'superior')",0.44323993,0.41849056,0.6669785,0.7277565,0.5764254,0.5805622,-0.0041368
9,0.59849775,0.6191045,"('unaffectionate', 'caring')",-0.021439355,0.05110427,1.109693,1.1445805,0.5622505,0.6049298,-0.0426793
73,0.5917605,0.67137456,"('helpless', 'self-reliant')",0.6116603,0.53399205,-3.4106746,-3.5725226,-0.7357512,-0.789052,0.0533008
41,-0.54676557,-0.35097846,"('unforgiving', 'forgiving')",0.48658258,0.6251965,-0.24091269,-0.21360415,-0.1003652,0.0202046,-0.1205698
3,0.5411183,0.3648016,"('repellent', 'pleasant')",-0.38972056,-0.49708378,0.69288015,0.6003455,0.281426,0.1560211,0.1254049
87,-0.52991456,-0.6918387,"('unsuccessful', 'successful')",1.0013762,0.8053903,0.79554766,0.7561656,0.4223364,0.2899057,0.1324307
48,0.52095747,0.56422174,"('unintelligent', 'intelligent')",-0.030131832,-0.06642866,0.8385051,0.98399526,0.4431102,0.4939295,-0.0508193
10,0.51805764,0.44920135,"('unsympathetic', 'sympathetic')",-0.96655786,-1.0065513,-0.4987636,-0.34808862,-0.3157546,-0.3018128,-0.0139418
66,-0.4878322,-0.5278096,"('inactive', 'active')",0.13416418,0.043703675,0.49179035,0.39708874,0.0460408,-0.0290057,0.0750465
