,lincoln_male,lincoln_female,tuple,national_male,national_female,corp_male,corp_female,average_male,average_female,male-female
86,-0.47229102,-0.35916632,"('uninfluential', 'influential')",-0.6630158,-0.61763275,-0.5761418,-0.4406072,-0.5704829,-0.4724688,-0.0980141
53,-0.4710675,-0.39544043,"('uncreative', 'creative')",-0.9982137,-0.92144746,0.52415985,0.5112882,-0.3150404,-0.2685332,-0.0465072
26,-0.4507431,-0.20501246,"('hardhearted', 'benevolent')",1.5383431,1.638662,1.6481022,1.6188862,0.9119007,1.0175119,-0.1056112
34,-0.4270944,-0.50477797,"('mean', 'honorable')",-0.14129046,-0.0705663,5.1948085,5.2028737,1.5421413,1.5425099,-0.0003686
27,-0.3807216,-0.43634406,"('hardhearted', 'softhearted')",-1.0974914,-0.9799412,1.0828348,1.1282852,-0.1317927,-0.096,-0.0357927
75,-0.3743766,-0.3424581,"('meek', 'impulsive')",-0.6294613,-0.70626247,-0.89071745,-0.93319726,-0.6315184,-0.6606393,0.0291209
21,-0.37333965,-0.38742468,"('immoral', 'moral')",0.32747155,0.42804104,-0.6523104,-0.55844486,-0.2327262,-0.1726095,-0.0601167
52,0.36029714,0.27471203,"('irrational', 'rational')",-0.31457758,-0.46428075,0.02016752,-0.12518358,0.0219624,-0.1049174,0.1268798
71,-0.358973,-0.22366944,"('diffident', 'self-confident')",1.6344086,1.7125776,0.28026664,0.38334385,0.5185674,0.624084,-0.1055166
55,0.3414644,0.32956138,"('incompetent', 'clever')",-1.0446582,-1.0397233,0.206824,0.3745932,-0.1654566,-0.1118562,-0.0536004
42,-0.31635892,-0.23114346,"('unreliable', 'reliable')",-0.05840091,0.060298443,-3.0803177,-2.9420903,-1.1516925,-1.0376451,-0.1140474
80,0.31214133,0.3268662,"('dominated', 'dominating')",-0.114362456,-0.12411683,-0.69346434,-0.5063635,-0.1652285,-0.1012047,-0.0640238
8,-0.31152394,-0.26676112,"('unaffectionate', 'affectionate')",-0.50168455,-0.52630156,0.57306117,0.49882686,-0.0800491,-0.0980786,0.0180295
20,-0.30824944,-0.36092916,"('rough', 'thoughtful')",0.18294764,0.27025294,0.9364349,0.97200584,0.2703777,0.2937766,-0.0233989
65,0.30266047,0.12064988,"('insecure', 'secure')",0.011487175,-0.02125018,-0.26685414,-0.098549455,0.0157645,0.0002834,0.0154811
47,-0.29809934,-0.25519636,"('stupid', 'smart')",-0.1706306,-0.11391276,5.370049,5.4783254,1.633773,1.7030721,-0.0692991
13,0.28604499,0.3123684,"('impolite', 'polite')",0.23882431,0.39240658,-0.75186574,-0.47597945,-0.0756655,0.0762652,-0.1519307
30,0.28362486,0.24751976,"('intolerant', 'tolerant')",-0.016126018,0.009556964,0.6566698,0.6899991,0.3080562,0.3156919,-0.0076357
14,-0.25603548,-0.25755954,"('antisocial', 'social')",0.770282,0.8193659,-0.11443516,0.024037968,0.1332704,0.1952814,-0.062011
28,-0.24268326,-0.078158736,"('disloyal', 'loyal')",0.2644716,0.36949363,1.0565889,1.0434325,0.3594591,0.4449224,-0.0854633
32,-0.23160338,-0.09833623,"('unkind', 'kind')",0.2807115,0.5053077,0.48132238,0.6712783,0.1768102,0.3594166,-0.1826064
17,0.2219703,0.17998675,"('nasty', 'nice')",-0.17769247,-0.17831826,-0.6989215,-0.8179349,-0.2182146,-0.2720888,0.0538742
85,0.2185605,0.072441414,"('insignificant', 'prestigious')",-0.1554866,-0.20828639,-0.5072686,-0.81063557,-0.1480649,-0.3154935,0.1674286
7,0.2142587,0.23480025,"('insensitive', 'sensitive')",-0.29219347,-0.25590718,0.42005742,0.5685009,0.1140409,0.1824646,-0.0684237
58,-0.20883615,-0.3623097,"('undiscriminating', 'discriminating')",-0.2744683,-0.4189134,0.0513449,-0.073900506,-0.1439865,-0.2850412,0.1410547
68,-0.19935106,-0.31121728,"('dependent', 'independent')",-1.0183192,-1.1591663,-1.0816158,-1.1395773,-0.7664287,-0.869987,0.1035583
11,0.18844716,0.32230067,"('unhelpful', 'helpful')",0.38213792,0.4509502,1.6131271,1.8906709,0.7279041,0.8879739,-0.1600698
88,-0.18330953,-0.19873203,"('low', 'eminent')",-0.0021204166,-0.07668157,-0.5796378,-0.5945112,-0.2550226,-0.2899749,0.0349523
69,-0.17639147,-0.22631969,"('lazy', 'industrious')",1.2762098,1.2473596,-0.2470097,-0.36356756,0.2842696,0.2191575,0.0651121
83,-0.16681421,-0.007248003,"('powerless', 'powerful')",-0.0073250607,0.16724974,-0.95740074,-0.8534112,-0.37718,-0.2311365,-0.1460435
37,-0.15881942,-0.13758862,"('fake', 'genuine')",-0.24862425,-0.21849069,-0.0361221,0.03381298,-0.1478553,-0.1074221,-0.0404332
59,-0.15022385,-0.13484988,"('foolish', 'wise')",0.379757,0.28738996,0.22151889,0.17024441,0.1503507,0.1075948,0.0427559
61,-0.14229286,-0.1780104,"('illogical', 'logical')",-0.048412137,0.0050332528,0.5570028,0.65756476,0.1220993,0.1615292,-0.0394299
81,0.12331264,0.19910479,"('submissive', 'aggressive')",0.5317593,0.47280365,-0.5784893,-0.43300396,0.0255276,0.0796348,-0.0541072
0,0.119825654,-0.02979774,"('unsociable', 'sociable')",-0.11677687,-0.1126014,-0.19947419,-0.12267898,-0.0654751,-0.0883594,0.0228843
25,0.11631395,0.07354666,"('egoistic', 'altruistic')",-0.08282638,0.0048150867,1.436243,1.2715865,0.4899102,0.4499828,0.0399274
64,0.10859622,0.15702066,"('shy', 'confident')",-0.19908834,-0.17294854,-6.227969,-6.142536,-2.1061538,-2.0528213,-0.0533325
38,-0.099356934,0.12715682,"('untruthful', 'truthful')",0.425019,0.58901787,-0.24575335,-0.086463526,0.0266362,0.2099037,-0.1832675
18,-0.09499537,-0.22036937,"('disagreeable', 'welcoming')",0.8722326,0.9998968,-0.54122996,-0.61038357,0.0786691,0.0563813,0.0222878
63,-0.039129876,0.13850193,"('unperceptive', 'insightful')",-0.07298505,-0.019292792,0.2586325,0.51103175,0.0488392,0.2100803,-0.1612411
2,-0.01275154,-0.17238304,"('unlikable', 'likable')",0.81171393,0.7161034,0.7801323,0.7623619,0.5263649,0.4353607,0.0910042
