,medtronic_male,medtronic_female,tuple,plc_male,plc_female,average_male,average_female,male-female
45,-0.6060832,-0.90761197,"('incompetent', 'competent')",1.2178853,0.6844288,0.305901,-0.1115916,0.4174926
1,-0.5942771,-1.1566741,"('unfriendly', 'friendly')",2.4061549,1.8080783,0.9059389,0.3257021,0.5802368
57,-0.58457446,-0.90367633,"('unimaginative', 'imaginative')",-0.46899453,-1.3316218,-0.5267845,-1.1176491,0.5908646
22,-0.5615433,-0.81922907,"('untrustworthy', 'trustworthy')",-0.35036573,-0.79378736,-0.4559545,-0.8065082,0.3505537
78,0.5560684,0.4585579,"('nonresilient', 'resilient')",0.7149084,0.3408817,0.6354884,0.3997198,0.2357686
34,-0.54001045,-0.49326774,"('mean', 'honorable')",2.9149528,3.2762792,1.1874712,1.3915057,-0.2040345
62,-0.5110793,-0.5033035,"('incompetent', 'brilliant')",0.08067035,0.0918467,-0.2152045,-0.2057284,-0.0094761
72,-0.49673262,-0.48453113,"('unambitious', 'ambitious')",0.84825116,0.7478555,0.1757593,0.1316622,0.0440971
33,0.49210146,0.2877435,"('wrong', 'right')",0.60252297,0.30684426,0.5473122,0.2972939,0.2500183
66,-0.48806864,-0.77651054,"('inactive', 'active')",1.2380842,0.79604965,0.3750078,0.0097696,0.3652382
88,-0.48605502,-0.6056182,"('low', 'eminent')",0.22761893,0.16750509,-0.129218,-0.2190565,0.0898385
6,-0.48407695,-0.85170585,"('distant', 'open')",1.0878345,0.58477765,0.3018788,-0.1334641,0.4353429
4,0.4382986,0.323199,"('disliked', 'liked')",-2.8213203,-3.6547241,-1.1915108,-1.6657625,0.4742517
30,-0.4351053,-0.4155755,"('intolerant', 'tolerant')",0.12304268,0.13966681,-0.1560313,-0.1379544,-0.0180769
26,0.43084192,-0.038477357,"('hardhearted', 'benevolent')",3.0300763,2.7204084,1.7304591,1.3409655,0.3894936
41,-0.42791986,-0.6601324,"('unforgiving', 'forgiving')",0.487362,0.021179147,0.0297211,-0.3194766,0.3491977
35,0.41564626,0.4150225,"('corrupt', 'incorrupt')",0.3330176,0.3036913,0.3743319,0.3593569,0.014975
38,-0.4010894,-0.56682676,"('untruthful', 'truthful')",0.17265812,-0.09544913,-0.1142156,-0.331138,0.2169224
9,-0.37308538,-0.7545315,"('unaffectionate', 'caring')",1.504053,1.1507528,0.5654838,0.1981106,0.3673732
27,-0.3533774,-0.6524364,"('hardhearted', 'softhearted')",0.5292847,0.38663563,0.0879537,-0.1329004,0.2208541
42,0.33737174,0.31134817,"('unreliable', 'reliable')",-1.5406129,-2.010968,-0.6016206,-0.8498099,0.2481893
11,-0.3200629,-0.2776723,"('unhelpful', 'helpful')",0.38462827,0.4319378,0.0322827,0.0771328,-0.0448501
14,-0.3125621,-0.47731727,"('antisocial', 'social')",0.25405523,0.08171274,-0.0292534,-0.1978023,0.1685489
13,-0.29453552,-0.25231805,"('impolite', 'polite')",-1.1018513,-0.87220395,-0.6981934,-0.562261,-0.1359324
12,0.28949133,0.019117748,"('unsupportive', 'supportive')",-0.7092848,-1.1690485,-0.2098967,-0.5749654,0.3650687
32,0.27375066,0.20800704,"('unkind', 'kind')",0.14093019,0.13376868,0.2073404,0.1708879,0.0364525
83,-0.26887614,-0.42072225,"('powerless', 'powerful')",-0.75603724,-0.8823108,-0.5124567,-0.6515166,0.1390599
61,-0.26486772,-0.530536,"('illogical', 'logical')",0.758888,0.48102444,0.2470101,-0.0247558,0.2717659
60,0.2648397,0.3126415,"('inefficient', 'efficient')",-0.8452942,-0.61008734,-0.2902272,-0.1487229,-0.1415043
0,-0.2625495,-0.5993964,"('unsociable', 'sociable')",-0.7815084,-1.0414164,-0.5220289,-0.8204064,0.2983775
31,0.24915633,-0.09741842,"('evil', 'good')",0.72881466,0.084248714,0.4889855,-0.0065849,0.4955704
59,0.24587458,0.32987052,"('foolish', 'wise')",0.52029574,0.45477158,0.3830852,0.3923211,-0.0092359
65,-0.22398502,-0.14895633,"('insecure', 'secure')",-0.31248328,-0.19576067,-0.2682341,-0.1723585,-0.0958756
40,0.2122809,-0.048849575,"('stingy', 'generous')",-1.074784,-1.7956271,-0.4312516,-0.9222383,0.4909867
16,0.2067793,0.25138086,"('unpopular', 'popular')",0.20267576,-0.00984282,0.2047275,0.120769,0.0839585
18,-0.20483677,-0.39662215,"('disagreeable', 'welcoming')",-0.77756536,-1.0302472,-0.4912011,-0.7134347,0.2222336
47,-0.19323432,-0.21649766,"('stupid', 'smart')",4.0114045,4.3939223,1.909085,2.0887122,-0.1796272
67,0.18955195,0.35683423,"('doubtful', 'determined')",-0.89775664,-0.690403,-0.3541023,-0.1667844,-0.1873179
44,0.18510523,0.43989047,"('prejudiced', 'unprejudiced')",-1.4102752,-1.2229223,-0.612585,-0.3915159,-0.2210691
20,-0.17097536,-0.25123137,"('rough', 'thoughtful')",1.2390084,1.1441209,0.5340165,0.4464448,0.0875717
77,-0.16910084,-0.18075906,"('unmotivated', 'motivated')",-1.1114725,-1.2778919,-0.6402867,-0.7293255,0.0890388
25,-0.16409951,-0.31844062,"('egoistic', 'altruistic')",1.3859291,1.3249514,0.6109148,0.5032554,0.1076594
56,0.16296852,0.16480117,"('impractical', 'practical')",0.29036587,0.37763518,0.2266672,0.2712182,-0.044551
85,0.15448435,-0.2026847,"('insignificant', 'prestigious')",0.98785424,0.45681366,0.5711693,0.1270645,0.4441048
17,-0.1479312,-0.28263575,"('nasty', 'nice')",-0.84247524,-0.9194233,-0.4952032,-0.6010295,0.1058263
52,-0.14179325,-0.43840173,"('irrational', 'rational')",0.211972,-0.16034633,0.0350894,-0.299374,0.3344634
79,-0.13175933,-0.34109542,"('wavering', 'unwavering')",0.25871757,-0.07029359,0.0634791,-0.2056945,0.2691736
49,-0.12636216,-0.07429973,"('unable', 'able')",-0.4280355,-0.35620257,-0.2771988,-0.2152511,-0.0619477
64,0.11532109,0.04537745,"('shy', 'confident')",-4.0841265,-4.6061573,-1.9844027,-2.28039,0.2959873
2,0.09331633,-0.039066106,"('unlikable', 'likable')",0.3895766,0.33489352,0.2414465,0.1479137,0.0935328
75,0.07941009,0.17991321,"('meek', 'impulsive')",-0.37772346,-0.5960235,-0.1491567,-0.2080551,0.0588984
74,0.07216361,-0.19015391,"('undedicated', 'dedicated')",1.1359789,0.71024376,0.6040713,0.2600449,0.3440264
80,-0.060627997,0.01649807,"('dominated', 'dominating')",0.2598853,0.18837406,0.0996287,0.1024361,-0.0028074
36,-0.05844386,-0.3156368,"('hostile', 'amicable')",1.6227196,1.1519526,0.7821379,0.4181579,0.36398
48,0.053070884,0.07146233,"('unintelligent', 'intelligent')",-0.2207398,-0.2350055,-0.0838345,-0.0817716,-0.0020629
5,-0.020049054,-0.3281615,"('distant', 'outgoing')",1.1705121,0.7768437,0.5752315,0.2243411,0.3508904
29,0.008042596,-0.07665459,"('unfair', 'fair')",-0.089319445,-0.43456426,-0.0406384,-0.2556094,0.214971
