,southwest_male,southwest_female,tuple,airlines_male,airlines_female,co_male,co_female,average_male,average_female,male-female
14,-0.5890298,-0.36192915,"('antisocial', 'social')",-0.4554048,-0.2689339,-0.49076536,-0.4102078,-0.5117333,-0.3470236,-0.1647097
86,-0.5874594,-0.82052654,"('uninfluential', 'influential')",0.026713785,-0.03938135,-0.5648221,-0.6465143,-0.3751892,-0.5021407,0.1269515
37,0.58208585,0.6814661,"('fake', 'genuine')",-0.32412142,-0.33634943,0.061629705,-0.0037317108,0.1065314,0.113795,-0.0072636
23,0.5805272,0.54075897,"('insincere', 'sincere')",-0.06806753,-0.12643307,5.8606143,5.7901983,2.124358,2.0681747,0.0561833
19,0.5680665,0.6868013,"('inhospitable', 'hospitable')",-0.15982199,-0.091350354,-0.4604171,-0.41838005,-0.0173909,0.0590236,-0.0764145
3,-0.566922,-0.56495696,"('repellent', 'pleasant')",-0.4034658,-0.47568637,0.5453424,0.62244886,-0.1416818,-0.1393982,-0.0022836
43,-0.5445694,-0.58906335,"('irresponsible', 'responsible')",-0.100605674,-0.012504324,0.29442275,0.36979938,-0.1169174,-0.0772561,-0.0396613
18,0.5431994,0.48838493,"('disagreeable', 'welcoming')",0.35611647,0.43342057,-0.47792205,-0.47617054,0.1404646,0.148545,-0.0080804
79,0.54269564,0.5177361,"('wavering', 'unwavering')",-0.9955488,-0.7389181,-0.553854,-0.5203353,-0.3355691,-0.2471725,-0.0883966
17,-0.52773017,-0.46179888,"('nasty', 'nice')",0.049606547,0.019505005,-0.34137213,-0.3510102,-0.2731652,-0.2644347,-0.0087305
4,-0.5260031,-0.80273473,"('disliked', 'liked')",0.3628399,0.26922014,-7.225109,-7.3374367,-2.4627574,-2.6236504,0.160893
74,0.51693225,0.48821113,"('undedicated', 'dedicated')",0.8283525,0.8147639,-0.09351602,-0.08360111,0.4172562,0.406458,0.0107982
71,0.508455,0.7187207,"('diffident', 'self-confident')",1.6127658,1.6099184,0.552891,0.57587403,0.8913706,0.968171,-0.0768004
35,-0.4429288,-0.15868159,"('corrupt', 'incorrupt')",-0.13105088,0.05371521,-0.41503328,-0.3756249,-0.329671,-0.1601971,-0.1694739
32,0.43696952,0.65347564,"('unkind', 'kind')",0.005221147,-0.03190438,0.9161203,0.8776453,0.4527703,0.4997389,-0.0469686
75,-0.4158406,-0.5644058,"('meek', 'impulsive')",0.08998541,0.15293914,-0.44829467,-0.4197083,-0.25805,-0.2770583,0.0190083
66,0.41306043,0.48419648,"('inactive', 'active')",-0.08540356,-0.07521264,0.6053656,0.48886442,0.3110075,0.2992827,0.0117248
68,-0.41229016,-0.40562585,"('dependent', 'independent')",-1.0510467,-1.0268569,-1.5250533,-1.5841033,-0.9961301,-1.0055287,0.0093986
54,0.4029263,0.19866851,"('incapable', 'capable')",-0.024178702,-0.1760928,0.7542969,0.8054362,0.3776815,0.276004,0.1016775
55,-0.357956,-0.42025304,"('incompetent', 'clever')",-1.2036964,-1.1237607,-0.15137063,-0.025744893,-0.5710077,-0.5232529,-0.0477548
20,0.34691635,0.26789287,"('rough', 'thoughtful')",-0.36114737,-0.30912253,0.45386723,0.61086875,0.1465454,0.1898797,-0.0433343
53,-0.33941168,-0.4318605,"('uncreative', 'creative')",0.6454279,0.6161448,0.37322685,0.33842432,0.2264144,0.1742362,0.0521782
38,0.33475995,0.1344033,"('untruthful', 'truthful')",-0.104009144,-0.005229315,-0.17842951,-0.12767331,0.0174404,0.0005002,0.0169402
36,-0.3332477,-0.31493798,"('hostile', 'amicable')",0.3972182,0.41790938,0.38434678,0.29543984,0.1494391,0.1328037,0.0166354
46,-0.31090546,-0.52883613,"('uncompetitive', 'competitive')",-0.09107755,-0.13550663,-1.3657632,-1.368268,-0.5892487,-0.677537,0.0882883
8,0.2997284,0.27833828,"('unaffectionate', 'affectionate')",0.20728987,0.18382347,0.6164495,0.66791797,0.3744892,0.3766932,-0.002204
52,-0.29804748,-0.2584414,"('irrational', 'rational')",0.5875602,0.50735164,0.16136338,0.17451787,0.150292,0.1411427,0.0091493
28,0.296585,0.36606896,"('disloyal', 'loyal')",-0.38540426,-0.30379027,0.70065606,0.74518406,0.2039456,0.2691543,-0.0652087
56,0.27737242,0.52046144,"('impractical', 'practical')",0.45548555,0.7036463,-0.6324508,-0.5476132,0.033469,0.2254982,-0.1920292
61,-0.24932009,-0.21071933,"('illogical', 'logical')",-0.120204926,-0.07464318,-0.02574038,-0.037580125,-0.1317551,-0.1076475,-0.0241076
78,-0.24290316,-0.57023096,"('nonresilient', 'resilient')",-0.223408,-0.36358547,-0.66277593,-0.66761136,-0.3763624,-0.5338093,0.1574469
62,0.23921211,0.15612835,"('incompetent', 'brilliant')",-0.19261277,-0.081565656,-0.4333012,-0.15210429,-0.1289006,-0.0258472,-0.1030534
58,0.23493023,0.269999,"('undiscriminating', 'discriminating')",-0.0031883866,0.06307921,-0.29056665,-0.29612887,-0.0196083,0.0123164,-0.0319247
31,-0.21915986,-0.18923385,"('evil', 'good')",-0.04441776,0.09338921,-0.66441286,-0.6461006,-0.3093301,-0.2473151,-0.062015
21,-0.18479477,0.019405335,"('immoral', 'moral')",-0.26358178,-0.19586629,-1.066413,-1.0026684,-0.5049299,-0.3930431,-0.1118868
51,-0.17500044,-0.4097675,"('uneducated', 'educated')",-0.0946269,-0.08001373,0.12575796,0.0068761483,-0.0479565,-0.1609684,0.1130119
50,0.16185108,-0.0069635287,"('clumsy', 'skillful')",-0.46020156,-0.5725645,-0.37326634,-0.18757388,-0.2238723,-0.2557006,0.0318283
83,-0.14295322,-0.12033209,"('powerless', 'powerful')",0.10270394,0.27810726,-1.2807949,-1.1406165,-0.440348,-0.3276138,-0.1127342
1,0.14074636,0.21557948,"('unfriendly', 'friendly')",1.2495843,1.2860217,1.6361488,1.7745045,1.0088265,1.0920353,-0.0832088
59,-0.10893522,-0.20244183,"('foolish', 'wise')",0.2551819,0.21168453,0.2282571,0.32729465,0.1248346,0.1121791,0.0126555
30,-0.10500299,-0.06256891,"('intolerant', 'tolerant')",-0.071280584,-0.081221774,0.48579377,0.5336669,0.1031701,0.1299587,-0.0267886
84,0.09699464,0.087973446,"('inferior', 'superior')",-0.22825173,-0.04049412,0.41136852,0.5098686,0.0933705,0.1857827,-0.0924122
5,-0.08697079,0.022215847,"('distant', 'outgoing')",0.48146215,0.5720638,-0.47312635,-0.29268366,-0.0262117,0.100532,-0.1267437
15,-0.08689601,0.021135697,"('boring', 'funny')",-0.052798543,0.034405474,-0.019642748,-0.020741343,-0.0531124,0.0115999,-0.0647123
6,0.07379178,0.2077962,"('distant', 'open')",0.26259062,0.40817925,0.15570012,0.33795014,0.1640275,0.3179752,-0.1539477
48,-0.06909293,-0.12166998,"('unintelligent', 'intelligent')",-0.43315327,-0.34767506,-0.5474024,-0.34896448,-0.3498828,-0.2727698,-0.077113
76,-0.054731432,0.08751662,"('anxious', 'daring')",-0.9890473,-0.87494344,-0.26801068,-0.26072454,-0.4372632,-0.3493838,-0.0878794
11,-0.044002794,-0.25438225,"('unhelpful', 'helpful')",0.05969511,-0.04160986,1.5566564,1.4505744,0.5241162,0.3848608,0.1392554
88,0.04291276,0.061721455,"('low', 'eminent')",-0.23107946,-0.18714713,-0.33466452,-0.29838496,-0.1742771,-0.1412702,-0.0330069
34,-0.03717885,0.084734365,"('mean', 'honorable')",0.7422237,0.74506766,5.174332,5.1492233,1.9597923,1.9930085,-0.0332162
60,0.015924077,0.060419053,"('inefficient', 'efficient')",0.10921993,0.1385035,-0.20140845,-0.04942718,-0.0254215,0.0498318,-0.0752533
41,0.0038776174,0.05976182,"('unforgiving', 'forgiving')",0.15424414,0.34415212,0.23009577,0.07568759,0.1294058,0.1598672,-0.0304614
77,0.003162831,-0.057981245,"('unmotivated', 'motivated')",-0.06529741,0.053686544,-1.4990443,-1.3588835,-0.520393,-0.4543928,-0.0660002
10,0.0012808181,0.09951416,"('unsympathetic', 'sympathetic')",-0.9984188,-0.94385827,-0.29145554,-0.26667178,-0.4295312,-0.3703386,-0.0591926
