,southwest_male,southwest_female,tuple,airlines_male,airlines_female,co_male,co_female,average_male,average_female,male-female
0,-1.3985511,-1.3528422,"('unsociable', 'sociable')",-0.3667122,-0.32037255,-0.3621607,-0.2646227,-0.7091413,-0.6459458,-0.0631955
39,1.2603747,1.6000524,"('exploitative', 'cooperative')",1.6696048,1.6059486,0.7118033,0.68430954,1.2139276,1.2967701,-0.0828425
33,1.22839,1.3781171,"('wrong', 'right')",1.2164866,1.1844065,-0.37018254,-0.38111544,0.6915647,0.7271361,-0.0355714
73,1.0748496,1.0387632,"('helpless', 'self-reliant')",0.68558323,0.64146674,-3.242881,-3.1203115,-0.4941494,-0.4800272,-0.0141222
27,1.0601925,0.9565538,"('hardhearted', 'softhearted')",0.0462786,-0.11204303,1.2302397,1.1009469,0.7789036,0.6484859,0.1304177
26,1.0001642,1.2720942,"('hardhearted', 'benevolent')",1.7928486,1.7832209,1.3411442,1.3775029,1.3780522,1.477606,-0.0995538
42,0.988088,0.79634446,"('unreliable', 'reliable')",-0.25004515,-0.3074069,-2.799694,-2.7381387,-0.6872171,-0.7497337,0.0625166
63,0.974248,0.82382077,"('unperceptive', 'insightful')",0.43592304,0.38151523,-0.40300205,-0.31561694,0.335723,0.296573,0.03915
85,0.9547973,0.9880061,"('insignificant', 'prestigious')",0.62483543,0.49024498,-0.28098813,-0.21669886,0.4328816,0.4205174,0.0123642
69,0.9325142,0.96525127,"('lazy', 'industrious')",0.6813234,0.5915021,-0.94506913,-0.95099944,0.2229228,0.201918,0.0210048
9,0.9298828,1.0219142,"('unaffectionate', 'caring')",0.41119328,0.36269373,1.114681,1.1378348,0.8185857,0.8408143,-0.0222286
16,-0.9166951,-0.96980506,"('unpopular', 'popular')",-0.056963205,-0.07598439,0.06953691,0.014970429,-0.3013738,-0.3436064,0.0422326
47,-0.91216063,-0.68917775,"('stupid', 'smart')",0.5886289,0.5296639,5.3697567,5.4911833,1.682075,1.7772231,-0.0951481
81,-0.8823072,-1.1493249,"('submissive', 'aggressive')",-0.98807776,-1.0548497,-0.9681091,-1.0018914,-0.9461647,-1.0686886,0.1225239
7,0.8568365,0.7745861,"('insensitive', 'sensitive')",0.64504105,0.59681994,0.119490676,0.08693274,0.5404561,0.486113,0.0543431
64,-0.79918915,-0.84600586,"('shy', 'confident')",-0.5036941,-0.37881103,-6.1200404,-5.9954977,-2.4743079,-2.4067715,-0.0675364
25,0.7918819,0.8049731,"('egoistic', 'altruistic')",1.1836255,1.0954969,1.4199514,1.57601,1.1318196,1.1588267,-0.0270071
13,-0.7835866,-0.56369984,"('impolite', 'polite')",0.12339355,0.25034657,-0.27534226,-0.3044576,-0.3118451,-0.2059369,-0.1059082
2,0.7774797,0.8612648,"('unlikable', 'likable')",0.4691131,0.4735241,0.70560384,0.87999344,0.6507322,0.7382607,-0.0875285
87,-0.7658355,-0.7478701,"('unsuccessful', 'successful')",0.13836563,0.015754193,-0.30525622,-0.25655913,-0.3109087,-0.3295583,0.0186496
49,-0.7563859,-0.7733713,"('unable', 'able')",-0.7101155,-0.5569913,-0.71392643,-0.65440935,-0.7268093,-0.6615907,-0.0652186
72,0.7515353,0.7238457,"('unambitious', 'ambitious')",0.38457498,0.4519745,-0.23718418,0.018341884,0.299642,0.398054,-0.098412
67,0.7462586,0.83171606,"('doubtful', 'determined')",-0.47640336,-0.4921182,-0.43250212,-0.3926597,-0.0542156,-0.0176873,-0.0365283
45,-0.7444882,-0.84948444,"('incompetent', 'competent')",-1.0702817,-1.0212,-0.6764662,-0.6425917,-0.8304121,-0.8377587,0.0073466
57,-0.73979926,-1.04142,"('unimaginative', 'imaginative')",-0.62186944,-0.6336372,-3.5837252,-3.5386312,-1.6484647,-1.7378961,0.0894314
65,-0.7298997,-0.5780392,"('insecure', 'secure')",-0.08329472,-0.11139713,0.08453495,0.2361829,-0.2428865,-0.1510845,-0.091802
82,-0.6891583,-0.8826867,"('poor', 'rich')",-0.11244803,-0.1407545,6.0490165,5.998662,1.7491368,1.6584069,0.0907299
40,0.6791439,0.43295285,"('stingy', 'generous')",-0.03310031,0.044997986,-2.2465165,-2.1494927,-0.533491,-0.5571806,0.0236896
22,-0.6737277,-0.7001365,"('untrustworthy', 'trustworthy')",-0.31536472,-0.25099382,-0.65945995,-0.65660095,-0.5495175,-0.5359104,-0.0136071
44,-0.6567705,-0.7903808,"('prejudiced', 'unprejudiced')",-0.4909751,-0.5536764,-0.6168207,-0.65788573,-0.5881888,-0.6673143,0.0791255
29,-0.6506354,-0.5568276,"('unfair', 'fair')",-0.4242543,-0.1387195,-0.6663751,-0.6817842,-0.5804216,-0.4591104,-0.1213112
12,0.647188,0.4176163,"('unsupportive', 'supportive')",-0.009137835,0.05010639,-2.1502872,-2.1130152,-0.504079,-0.5484308,0.0443518
80,-0.62434286,-0.9394554,"('dominated', 'dominating')",-0.18039124,-0.33306754,-0.88796306,-1.0500921,-0.5642324,-0.774205,0.2099726
24,0.60735595,0.960014,"('dishonest', 'honest')",-0.06472148,0.08143465,0.85052216,0.86971503,0.4643855,0.6370545,-0.172669
70,-0.60089815,-0.81976753,"('lethargic', 'energetic')",-0.45228824,-0.4716254,0.26797828,0.2299511,-0.261736,-0.3538139,0.0920779
