,celgene_male,celgene_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-2.158612,-2.2113712,"('unsympathetic', 'sympathetic')",0.20124291,-0.14137517,-0.9786845,-1.1763731,0.1976886
69,2.0193455,1.8261673,"('lazy', 'industrious')",-1.3816707,-1.4399036,0.3188374,0.1931319,0.1257055
86,-1.7064291,-1.722884,"('uninfluential', 'influential')",0.24559614,0.09829423,-0.7304165,-0.8122949,0.0818784
13,-1.6433467,-1.5776526,"('impolite', 'polite')",-0.56672895,-0.6083947,-1.1050378,-1.0930237,-0.0120141
28,-1.5934471,-1.5878325,"('disloyal', 'loyal')",0.97069985,0.9606911,-0.3113736,-0.3135707,0.0021971
43,-1.574986,-1.4795581,"('irresponsible', 'responsible')",0.4467019,0.41046995,-0.564142,-0.5345441,-0.0295979
11,-1.5459418,-1.232651,"('unhelpful', 'helpful')",1.3333527,1.6206672,-0.1062946,0.1940081,-0.3003027
60,-1.5098084,-1.2225407,"('inefficient', 'efficient')",0.12192055,0.33057222,-0.6939439,-0.4459842,-0.2479597
25,1.4915955,1.3534665,"('egoistic', 'altruistic')",1.4457479,1.3485587,1.4686717,1.3510126,0.1176591
85,1.4194643,1.1827921,"('insignificant', 'prestigious')",-0.88738704,-0.87568057,0.2660387,0.1535558,0.1124829
23,-1.4068885,-1.235002,"('insincere', 'sincere')",6.116337,5.919669,2.3547242,2.3423336,0.0123906
35,1.4054106,1.2003579,"('corrupt', 'incorrupt')",-0.90538657,-1.1069711,0.250012,0.0466934,0.2033186
81,-1.3900472,-1.1842077,"('submissive', 'aggressive')",-0.45671004,-0.18678324,-0.9233786,-0.6854954,-0.2378832
45,-1.3100909,-1.3876984,"('incompetent', 'competent')",0.14389682,0.19385873,-0.583097,-0.5969198,0.0138228
30,-1.271176,-1.2416905,"('intolerant', 'tolerant')",0.29325297,0.42692935,-0.4889615,-0.4073806,-0.0815809
0,-1.2594193,-1.4260569,"('unsociable', 'sociable')",0.0692146,-0.09742519,-0.5951024,-0.761741,0.1666386
73,1.1911201,1.249803,"('helpless', 'self-reliant')",-3.2662158,-2.8387778,-1.0375478,-0.7944874,-0.2430604
84,1.1674249,1.2168872,"('inferior', 'superior')",0.7884365,0.9807972,0.9779307,1.0988421,-0.1209114
57,-1.127046,-1.471444,"('unimaginative', 'imaginative')",-2.8503063,-2.9757516,-1.9886761,-2.2235978,0.2349217
55,-1.1100028,-1.0984669,"('incompetent', 'clever')",0.9189027,0.9459664,-0.09555,-0.0762502,-0.0192998
21,-1.1095396,-1.0265303,"('immoral', 'moral')",0.09318291,0.0070580356,-0.5081784,-0.5097361,0.0015577
24,-1.0745399,-1.1142261,"('dishonest', 'honest')",0.3931861,0.46097302,-0.3406769,-0.3266265,-0.0140504
56,-1.0606322,-0.6989056,"('impractical', 'practical')",-0.7230477,-0.41578603,-0.89184,-0.5573458,-0.3344942
36,1.0258695,0.65600145,"('hostile', 'amicable')",-0.6249634,-0.90218455,0.200453,-0.1230915,0.3235445
62,-0.9980327,-0.8161703,"('incompetent', 'brilliant')",0.6825616,0.9503095,-0.1577356,0.0670696,-0.2248052
72,-0.9960567,-0.91841847,"('unambitious', 'ambitious')",0.04825138,0.053394623,-0.4739026,-0.4325119,-0.0413907
