,celgene_male,celgene_female,tuple,corp_male,corp_female,average_male,average_female,male-female
46,-0.9529521,-1.0617951,"('uncompetitive', 'competitive')",-0.50505245,-0.49150926,-0.7290022,-0.7766522,0.04765
22,-0.9235636,-1.005785,"('untrustworthy', 'trustworthy')",-0.53936076,-0.61669874,-0.7314622,-0.8112419,0.0797797
40,0.9130287,0.74007225,"('stingy', 'generous')",-1.8751776,-1.8510534,-0.4810745,-0.5554906,0.0744161
33,0.8857742,0.7912279,"('wrong', 'right')",-0.73085815,-0.7213456,0.077458,0.0349411,0.0425169
70,-0.8776987,-0.8186961,"('lethargic', 'energetic')",0.8322465,0.71283543,-0.0227261,-0.0529303,0.0302042
47,-0.8668529,-0.8153133,"('stupid', 'smart')",5.1294765,4.8652763,2.1313119,2.0249815,0.1063304
18,-0.8649073,-0.981649,"('disagreeable', 'welcoming')",-0.5685663,-0.7348136,-0.7167368,-0.8582313,0.1414945
51,-0.8401675,-0.61041445,"('uneducated', 'educated')",0.6821852,0.8070066,-0.0789912,0.0982961,-0.1772873
38,-0.80193317,-0.6623647,"('untruthful', 'truthful')",-0.9711313,-0.72336847,-0.8865322,-0.6928666,-0.1936656
44,0.8002549,0.7353085,"('prejudiced', 'unprejudiced')",-1.4176649,-1.5031506,-0.308705,-0.383921,0.075216
34,-0.77517563,-0.5441491,"('mean', 'honorable')",5.34287,5.279458,2.2838473,2.3676546,-0.0838073
9,-0.7634091,-0.7837207,"('unaffectionate', 'caring')",1.1453041,1.1356167,0.1909475,0.175948,0.0149995
74,-0.7414747,-0.6884083,"('undedicated', 'dedicated')",-0.21499856,-0.2643644,-0.4782366,-0.4763864,-0.0018502
87,0.74020463,0.6655919,"('unsuccessful', 'successful')",1.4806703,1.4629775,1.1104375,1.0642847,0.0461528
77,-0.70838946,-0.58565533,"('unmotivated', 'motivated')",-0.92637825,-0.89230394,-0.8173839,-0.7389796,-0.0784043
4,0.6999163,0.5605888,"('disliked', 'liked')",-7.780134,-7.171518,-3.5401089,-3.3054645,-0.2346444
41,-0.67558753,-0.8617164,"('unforgiving', 'forgiving')",-0.15032539,-0.24848548,-0.4129565,-0.5551009,0.1421444
32,-0.67275023,-0.6441615,"('unkind', 'kind')",0.68765765,0.57231545,0.0074537,-0.035923,0.0433767
53,-0.66739464,-0.69797117,"('uncreative', 'creative')",0.28849706,0.18995751,-0.1894488,-0.2540068,0.064558
65,-0.6392395,-0.6525869,"('insecure', 'secure')",0.2041842,0.18246785,-0.2175276,-0.2350595,0.0175319
16,0.63097036,0.6119454,"('unpopular', 'popular')",0.11127773,-0.09579409,0.371124,0.2580757,0.1130483
29,0.6272643,0.5228062,"('unfair', 'fair')",-0.14922154,-0.26191652,0.2390214,0.1304449,0.1085765
31,0.60700846,0.37135422,"('evil', 'good')",-1.1901942,-1.3004332,-0.2915929,-0.4645395,0.1729466
68,-0.59761447,-0.49607375,"('dependent', 'independent')",-0.6479366,-0.70665205,-0.6227756,-0.6013629,-0.0214127
50,0.5771507,0.7455268,"('clumsy', 'skillful')",0.10397952,0.08843255,0.3405651,0.4169797,-0.0764146
15,0.54427236,0.5038272,"('boring', 'funny')",0.1527494,0.07065366,0.3485109,0.2872404,0.0612705
49,-0.51183206,-0.45797056,"('unable', 'able')",-0.20897329,-0.29593587,-0.3604027,-0.3769532,0.0165505
1,-0.5082724,-0.6822481,"('unfriendly', 'friendly')",0.8976642,0.9690207,0.1946959,0.1433863,0.0513096
3,-0.5022575,-0.6116383,"('repellent', 'pleasant')",1.3315521,1.0791994,0.4146473,0.2337806,0.1808667
39,0.48171782,0.35066605,"('exploitative', 'cooperative')",0.45217812,0.39208815,0.466948,0.3713771,0.0955709
12,-0.46525812,-0.46642238,"('unsupportive', 'supportive')",-1.8647385,-1.8309427,-1.1649983,-1.1486826,-0.0163157
82,-0.4628342,-0.25106257,"('poor', 'rich')",6.7038383,6.5333357,3.120502,3.1411366,-0.0206346
14,-0.4470434,-0.62160957,"('antisocial', 'social')",0.28058097,0.15202565,-0.0832312,-0.234792,0.1515608
8,-0.43503544,-0.59980905,"('unaffectionate', 'affectionate')",0.5492175,0.5398123,0.057091,-0.0299984,0.0870894
48,0.41506714,0.501829,"('unintelligent', 'intelligent')",0.9471199,1.0411483,0.6810935,0.7714887,-0.0903952
37,0.41133595,0.33621317,"('fake', 'genuine')",0.3465508,0.28206658,0.3789434,0.3091399,0.0698035
2,0.40496385,0.39356777,"('unlikable', 'likable')",0.46132296,0.5139611,0.4331434,0.4537644,-0.020621
63,-0.4038191,-0.20619452,"('unperceptive', 'insightful')",0.7121127,0.9163561,0.1541468,0.3550808,-0.200934
58,0.39781454,0.2273176,"('undiscriminating', 'discriminating')",0.22114049,0.3177211,0.3094775,0.2725194,0.0369581
19,-0.3809399,-0.47375798,"('inhospitable', 'hospitable')",-0.45295858,-0.4979617,-0.4169492,-0.4858598,0.0689106
27,-0.37296712,-0.43472537,"('hardhearted', 'softhearted')",1.4420518,1.1898065,0.5345423,0.3775405,0.1570018
71,0.34843308,0.44771194,"('diffident', 'self-confident')",0.46731448,0.4023095,0.4078738,0.4250107,-0.0171369
66,0.33799985,0.1568597,"('inactive', 'active')",0.5375487,0.12555441,0.4377743,0.1412071,0.2965672
54,-0.30049145,-0.34247798,"('incapable', 'capable')",1.0156842,0.84414685,0.3575964,0.2508344,0.106762
20,0.2985304,0.27847284,"('rough', 'thoughtful')",0.83776957,0.790059,0.56815,0.5342659,0.0338841
76,-0.29124126,-0.18601078,"('anxious', 'daring')",0.16748653,0.134626,-0.0618774,-0.0256924,-0.036185
59,0.26705033,0.1874817,"('foolish', 'wise')",-0.42976514,-0.47081283,-0.0813574,-0.1416656,0.0603082
42,0.2652806,0.5450407,"('unreliable', 'reliable')",-2.9011989,-2.7368822,-1.3179591,-1.0959208,-0.2220383
88,-0.26457036,-0.31428215,"('low', 'eminent')",-0.39045936,-0.3982579,-0.3275149,-0.35627,0.0287551
7,-0.2338732,-0.17150319,"('insensitive', 'sensitive')",1.0253357,0.9094486,0.3957312,0.3689727,0.0267585
78,0.21517992,0.32769728,"('nonresilient', 'resilient')",0.53719956,0.44909826,0.3761897,0.3883978,-0.0122081
52,0.21165085,-0.029641807,"('irrational', 'rational')",-0.35713214,-0.5089161,-0.0727406,-0.2692789,0.1965383
64,0.20047626,0.033220366,"('shy', 'confident')",-6.50027,-6.2453485,-3.1498969,-3.1060641,-0.0438328
26,0.18410099,-0.15686285,"('hardhearted', 'benevolent')",1.5184488,1.4454082,0.8512749,0.6442727,0.2070022
5,-0.16737004,-0.28295663,"('distant', 'outgoing')",-0.98272985,-0.9018674,-0.5750499,-0.592412,0.0173621
75,0.1596118,0.2103242,"('meek', 'impulsive')",-1.045841,-0.90355474,-0.4431146,-0.3466153,-0.0964993
61,0.14047629,0.014353222,"('illogical', 'logical')",0.9748882,0.7710062,0.5576823,0.3926797,0.1650026
17,-0.101145856,-0.36647883,"('nasty', 'nice')",-0.5907612,-0.8339997,-0.3459535,-0.6002393,0.2542858
6,-0.0836156,-0.18641746,"('distant', 'open')",-0.8820973,-1.0157577,-0.4828565,-0.6010876,0.1182311
79,0.060686957,0.059770644,"('wavering', 'unwavering')",-0.5295558,-0.6742377,-0.2344344,-0.3072335,0.0727991
83,0.05187226,0.09826886,"('powerless', 'powerful')",-0.9140001,-0.82037187,-0.4310639,-0.3610515,-0.0700124
67,-0.047372147,0.033928946,"('doubtful', 'determined')",-0.9167688,-0.86709005,-0.4820705,-0.4165806,-0.0654899
80,0.032559104,-0.045632675,"('dominated', 'dominating')",-0.13762581,-0.17587537,-0.0525334,-0.110754,0.0582206
