,medtronic_male,medtronic_female,tuple,plc_male,plc_female,average_male,average_female,male-female
10,-1.8064135,-1.8483078,"('unsympathetic', 'sympathetic')",-1.0927163,-1.0875225,-1.4495649,-1.4679152,0.0183503
53,-1.614665,-1.5338231,"('uncreative', 'creative')",0.63976014,0.51714313,-0.4874524,-0.50834,0.0208876
69,1.5786856,1.6401116,"('lazy', 'industrious')",0.3906614,0.3989194,0.9846735,1.0195155,-0.034842
71,1.2832001,1.3340609,"('diffident', 'self-confident')",0.48713362,0.4989703,0.8851669,0.9165156,-0.0313487
86,-1.2300942,-1.056461,"('uninfluential', 'influential')",-0.082745545,0.07835711,-0.6564199,-0.4890519,-0.167368
70,-1.198902,-1.2798516,"('lethargic', 'energetic')",-0.24956617,-0.34777573,-0.7242341,-0.8138136,0.0895795
3,-1.1947726,-1.1481143,"('repellent', 'pleasant')",-0.305432,-0.19040215,-0.7501023,-0.6692582,-0.0808441
46,-1.19336,-1.2098991,"('uncompetitive', 'competitive')",-1.1489697,-1.1779736,-1.1711648,-1.1939363,0.0227715
7,-1.1707183,-1.2569246,"('insensitive', 'sensitive')",-0.12064728,-0.077021256,-0.6456828,-0.6669729,0.0212901
82,-1.1365352,-1.1421251,"('poor', 'rich')",4.8899136,4.6260095,1.8766892,1.7419422,0.134747
63,-1.1017158,-1.1091518,"('unperceptive', 'insightful')",0.4834998,0.3236201,-0.309108,-0.3927659,0.0836579
58,-1.0589764,-0.9741254,"('undiscriminating', 'discriminating')",0.39809433,0.3548463,-0.3304411,-0.3096395,-0.0208016
23,-1.0243126,-1.044822,"('insincere', 'sincere')",3.8678982,3.7154875,1.4217927,1.3353328,0.0864599
54,-0.99766237,-1.0007049,"('incapable', 'capable')",0.7310332,0.6338859,-0.1333146,-0.1834095,0.0500949
1,-0.9480261,-0.84547067,"('unfriendly', 'friendly')",1.7647794,1.76732,0.4083767,0.4609247,-0.052548
55,-0.9445546,-0.93284845,"('incompetent', 'clever')",-0.3822254,-0.33407742,-0.66339,-0.6334629,-0.0299271
24,-0.8833541,-0.9100857,"('dishonest', 'honest')",0.53036934,0.58239007,-0.1764924,-0.1638478,-0.0126446
37,-0.8772678,-0.9009653,"('fake', 'genuine')",0.22927757,0.26721153,-0.3239951,-0.3168769,-0.0071182
57,-0.853135,-0.80282325,"('unimaginative', 'imaginative')",-1.497059,-1.5247934,-1.175097,-1.1638083,-0.0112887
73,0.81584525,0.7934894,"('helpless', 'self-reliant')",-1.9534359,-1.9868039,-0.5687953,-0.5966573,0.027862
39,0.80729806,0.68454826,"('exploitative', 'cooperative')",0.44502234,0.44260755,0.6261602,0.5635779,0.0625823
28,-0.791005,-0.8319122,"('disloyal', 'loyal')",0.529722,0.359498,-0.1306415,-0.2362071,0.1055656
15,0.7683189,0.7372215,"('boring', 'funny')",0.10965975,0.07421256,0.4389893,0.405717,0.0332723
8,-0.7568898,-0.7557638,"('unaffectionate', 'affectionate')",0.84907997,0.81922066,0.0460951,0.0317284,0.0143667
45,-0.7566561,-0.72644913,"('incompetent', 'competent')",0.63140297,0.59483576,-0.0626266,-0.0658067,0.0031801
50,0.7441051,0.7689191,"('clumsy', 'skillful')",-0.59533936,-0.60629416,0.0743829,0.0813125,-0.0069296
68,-0.7398762,-0.6843175,"('dependent', 'independent')",-0.9753153,-0.8853173,-0.8575957,-0.7848175,-0.0727782
66,-0.73338246,-0.75326765,"('inactive', 'active')",0.75149864,0.6158041,0.0090581,-0.0687318,0.0777899
19,-0.7046881,-0.692588,"('inhospitable', 'hospitable')",-0.3034237,-0.26805374,-0.5040559,-0.4803209,-0.023735
