,medtronic_male,medtronic_female,tuple,plc_male,plc_female,average_male,average_female,male-female
51,-0.66649795,-0.60302293,"('uneducated', 'educated')",-0.19026098,-0.12427774,-0.4283795,-0.3636503,-0.0647292
22,-0.65015763,-0.69740826,"('untrustworthy', 'trustworthy')",-0.61950976,-0.6120633,-0.6348337,-0.6547358,0.0199021
84,0.6145513,0.69350624,"('inferior', 'superior')",0.62646455,0.73835963,0.620508,0.715933,-0.095425
88,-0.5901894,-0.5052822,"('low', 'eminent')",0.022521654,0.16387697,-0.2838339,-0.1707026,-0.1131313
43,-0.57945204,-0.6265405,"('irresponsible', 'responsible')",0.7509849,0.673896,0.0857664,0.0236778,0.0620886
6,-0.575153,-0.5054676,"('distant', 'open')",0.5109239,0.421582,-0.0321145,-0.0419428,0.0098283
87,0.5729951,0.537488,"('unsuccessful', 'successful')",1.3051372,1.2615911,0.9390662,0.8995395,0.0395267
21,-0.5677359,-0.6097293,"('immoral', 'moral')",-1.4911089,-1.4572114,-1.0294224,-1.0334704,0.004048
34,-0.5248005,-0.5459114,"('mean', 'honorable')",3.7377784,3.571044,1.6064889,1.5125663,0.0939226
81,-0.49680653,-0.52596354,"('submissive', 'aggressive')",-1.12141,-1.0572724,-0.8091083,-0.791618,-0.0174903
72,-0.48101714,-0.47960204,"('unambitious', 'ambitious')",0.7557872,0.7778947,0.137385,0.1491463,-0.0117613
76,-0.47655994,-0.670604,"('anxious', 'daring')",-0.49492943,-0.6772813,-0.4857447,-0.6739427,0.188198
44,0.47057948,0.34154224,"('prejudiced', 'unprejudiced')",-1.1104223,-1.1901722,-0.3199214,-0.424315,0.1043936
33,0.46852222,0.47918093,"('wrong', 'right')",0.3781944,0.46993345,0.4233583,0.4745572,-0.0511989
4,0.4643712,0.48888457,"('disliked', 'liked')",-4.36411,-4.2363763,-1.9498694,-1.8737459,-0.0761235
27,-0.44468465,-0.50873333,"('hardhearted', 'softhearted')",0.3648953,0.40307006,-0.0398947,-0.0528316,0.0129369
41,-0.42981294,-0.35291404,"('unforgiving', 'forgiving')",0.22428605,0.22578318,-0.1027634,-0.0635654,-0.039198
60,0.41867095,0.40507162,"('inefficient', 'efficient')",-0.23555507,-0.20875338,0.0915579,0.0981591,-0.0066012
61,-0.39893058,-0.41935655,"('illogical', 'logical')",0.47322574,0.43876493,0.0371476,0.0097042,0.0274434
78,0.37626004,0.4068652,"('nonresilient', 'resilient')",0.08367672,0.12971905,0.2299684,0.2682921,-0.0383237
67,0.36979783,0.40656364,"('doubtful', 'determined')",-0.54150176,-0.538204,-0.085852,-0.0658202,-0.0200318
35,0.3606927,0.40236732,"('corrupt', 'incorrupt')",0.026992116,0.09604806,0.1938424,0.2492077,-0.0553653
38,-0.34366834,-0.3217251,"('untruthful', 'truthful')",0.10982091,-0.023952436,-0.1169237,-0.1728388,0.0559151
79,-0.34212124,-0.30579337,"('wavering', 'unwavering')",-0.28604305,-0.3436328,-0.3140821,-0.3247131,0.010631
36,-0.32245734,-0.23978521,"('hostile', 'amicable')",0.85852975,0.90146863,0.2680362,0.3308417,-0.0628055
32,0.3184797,0.22424346,"('unkind', 'kind')",0.4347485,0.32214698,0.3766141,0.2731952,0.1034189
65,-0.31769827,-0.3817156,"('insecure', 'secure')",-0.12186563,-0.11083469,-0.219782,-0.2462751,0.0264931
59,0.3153872,0.38304994,"('foolish', 'wise')",0.4039916,0.30815685,0.3596894,0.3456034,0.014086
9,-0.31401405,-0.3692489,"('unaffectionate', 'caring')",1.3459408,1.2533379,0.5159634,0.4420445,0.0739189
62,-0.31285363,-0.3848294,"('incompetent', 'brilliant')",0.41451272,0.33937177,0.0508295,-0.0227288,0.0735583
56,0.30006453,0.27639806,"('impractical', 'practical')",0.60092443,0.5242864,0.4504945,0.4003422,0.0501523
0,-0.29976577,-0.27790904,"('unsociable', 'sociable')",-0.6131033,-0.6436285,-0.4564345,-0.4607688,0.0043343
12,0.28254485,0.2734674,"('unsupportive', 'supportive')",-1.4490576,-1.4605663,-0.5832564,-0.5935494,0.010293
14,-0.27877018,-0.24573421,"('antisocial', 'social')",0.12919956,0.2999626,-0.0747853,0.0271142,-0.1018995
25,-0.23251112,-0.18045703,"('egoistic', 'altruistic')",1.1333892,1.2263881,0.4504391,0.5229656,-0.0725265
83,-0.22180414,-0.15428244,"('powerless', 'powerful')",-0.68175256,-0.70723593,-0.4517784,-0.4307592,-0.0210192
20,-0.22090392,-0.11429185,"('rough', 'thoughtful')",1.0834024,1.2859732,0.4312492,0.5858407,-0.1545915
13,-0.21427646,-0.261687,"('impolite', 'polite')",-0.5492968,-0.71698475,-0.3817866,-0.4893359,0.1075493
30,-0.20451899,-0.33097655,"('intolerant', 'tolerant')",0.52411485,0.41125736,0.1597979,0.0401404,0.1196575
40,0.19654022,0.19731769,"('stingy', 'generous')",-1.82394,-1.8127375,-0.8136999,-0.8077099,-0.00599
77,-0.19313473,-0.15458086,"('unmotivated', 'motivated')",-1.0993657,-1.0913512,-0.6462502,-0.622966,-0.0232842
11,-0.18468632,-0.25093675,"('unhelpful', 'helpful')",0.7847006,0.6973844,0.3000071,0.2232238,0.0767833
48,0.17025828,0.1045039,"('unintelligent', 'intelligent')",-0.13252527,-0.06602903,0.0188665,0.0192374,-0.0003709
16,0.16613355,0.22877175,"('unpopular', 'popular')",-0.044169366,-0.015344713,0.0609821,0.1067135,-0.0457314
42,0.16552407,0.11531587,"('unreliable', 'reliable')",-2.4226153,-2.4432595,-1.1285456,-1.1639718,0.0354262
52,-0.15319663,-0.1596145,"('irrational', 'rational')",-0.057121236,-0.16579354,-0.1051589,-0.162704,0.0575451
26,0.13981774,0.18258442,"('hardhearted', 'benevolent')",2.260196,2.4600017,1.2000068,1.3212931,-0.1212863
17,-0.11868768,-0.10480343,"('nasty', 'nice')",-0.92836124,-0.7707494,-0.5235245,-0.4377764,-0.0857481
5,-0.09884315,-0.03647991,"('distant', 'outgoing')",0.6979187,0.6384593,0.2995378,0.3009897,-0.0014519
74,-0.09772021,-0.024963286,"('undedicated', 'dedicated')",0.36033693,0.44094428,0.1313084,0.2079905,-0.0766821
29,-0.085600995,-0.037707463,"('unfair', 'fair')",-0.44795603,-0.3584962,-0.2667785,-0.1981018,-0.0686767
47,-0.075245984,-0.05506592,"('stupid', 'smart')",5.1088457,5.0269957,2.5167999,2.4859648,0.0308351
85,-0.075184144,0.051749222,"('insignificant', 'prestigious')",-0.068123296,0.02213805,-0.0716537,0.0369436,-0.1085973
49,0.07084571,0.03413954,"('unable', 'able')",-0.11978628,-0.27182204,-0.0244703,-0.1188412,0.0943709
64,0.064918675,0.18105268,"('shy', 'confident')",-4.9389124,-4.881784,-2.4369969,-2.3503656,-0.0866313
75,-0.05618652,0.013198189,"('meek', 'impulsive')",-0.6138303,-0.6322377,-0.3350084,-0.3095197,-0.0254887
31,-0.05158971,0.0942742,"('evil', 'good')",-0.27216518,-0.16127633,-0.1618774,-0.0335011,-0.1283763
18,-0.04960876,-0.044417553,"('disagreeable', 'welcoming')",-0.84548193,-0.7951597,-0.4475453,-0.4197886,-0.0277567
2,0.04372394,0.10011912,"('unlikable', 'likable')",0.4963697,0.48488688,0.2700468,0.292503,-0.0224562
80,-0.017158829,-0.09293455,"('dominated', 'dominating')",0.16060618,0.19247892,0.0717237,0.0497722,0.0219515
