,kb_male,kb_female,tuple,home_male,home_female,average_male,average_female,male-female
85,-6.950698,-6.8092995,"('insignificant', 'prestigious')",-0.6160057,-0.24751006,-3.7833519,-3.5284047,-0.2549472
36,-6.9171195,-6.8979263,"('hostile', 'amicable')",-1.0428987,-0.7081968,-3.9800091,-3.8030615,-0.1769476
60,6.79181,6.7762885,"('inefficient', 'efficient')",0.26028344,0.11118701,3.5260468,3.4437377,0.0823091
55,6.764293,6.7008233,"('incompetent', 'clever')",0.62937254,0.45266894,3.6968329,3.5767462,0.1200867
31,-6.157219,-6.053152,"('evil', 'good')",-0.56882674,-0.48124582,-3.3630228,-3.267199,-0.0958238
35,-6.006218,-5.9871564,"('corrupt', 'incorrupt')",-0.823327,-0.87537795,-3.4147725,-3.4312673,0.0164948
14,5.6401653,5.780784,"('antisocial', 'social')",0.8231216,0.76254267,3.2316434,3.2716634,-0.04002
6,-5.473906,-5.4265633,"('distant', 'open')",-0.34730232,-0.18190432,-2.9106042,-2.8042338,-0.1063704
10,5.4473724,5.444533,"('unsympathetic', 'sympathetic')",0.29080698,0.412921,2.8690896,2.9287269,-0.0596373
81,5.4298882,5.366551,"('submissive', 'aggressive')",-0.1250931,-0.337401,2.6523976,2.514575,0.1378226
62,5.3563075,5.1986933,"('incompetent', 'brilliant')",0.62087226,0.42104435,2.9885898,2.8098688,0.178721
70,5.3282123,5.408095,"('lethargic', 'energetic')",0.51878107,0.40381515,2.9234967,2.9059551,0.0175416
79,-5.1251206,-4.9163527,"('wavering', 'unwavering')",-0.38198593,-0.16672422,-2.7535534,-2.5415385,-0.2120149
80,5.1022615,4.944319,"('dominated', 'dominating')",-0.5106635,-0.6914116,2.295799,2.1264536,0.1693454
46,5.1011615,4.84688,"('uncompetitive', 'competitive')",-0.3833534,-0.58344924,2.3589041,2.1317153,0.2271888
5,-4.6734853,-4.7263446,"('distant', 'outgoing')",-0.80004126,-0.6704072,-2.7367632,-2.6983759,-0.0383873
69,-4.4584336,-4.281285,"('lazy', 'industrious')",-1.5714855,-1.454557,-3.0149596,-2.8679209,-0.1470387
56,4.358797,4.271435,"('impractical', 'practical')",0.17208575,0.1268509,2.2654414,2.1991429,0.0662985
7,4.2516804,4.3022194,"('insensitive', 'sensitive')",1.8937118,1.9506894,3.0726962,3.1264544,-0.0537582
45,4.220091,3.8922539,"('incompetent', 'competent')",0.849894,0.64269036,2.5349925,2.267472,0.2675205
52,-4.198436,-4.402841,"('irrational', 'rational')",-0.0007542176,0.08953735,-2.0995951,-2.156652,0.0570569
0,4.149656,3.8591344,"('unsociable', 'sociable')",0.8692997,0.80629903,2.5094779,2.3327167,0.1767612
21,4.1412435,4.2911196,"('immoral', 'moral')",0.2629776,0.37481195,2.2021105,2.3329659,-0.1308554
51,3.8502843,3.9675758,"('uneducated', 'educated')",0.07574907,0.1551686,1.9630167,2.0613723,-0.0983556
23,3.8256564,3.589105,"('insincere', 'sincere')",5.80383,5.661709,4.814743,4.6254067,0.1893363
13,3.7507749,3.8214378,"('impolite', 'polite')",0.031780608,0.09914851,1.8912778,1.9602932,-0.0690154
86,3.680243,3.4837956,"('uninfluential', 'influential')",0.39679837,0.36787164,2.0385208,1.9258337,0.1126871
43,3.5694668,3.5893745,"('irresponsible', 'responsible')",1.4896877,1.4745587,2.5295773,2.5319667,-0.0023894
65,3.4972014,3.520836,"('insecure', 'secure')",0.0056400746,-0.034131322,1.7514207,1.7433524,0.0080683
76,3.4828467,3.5630093,"('anxious', 'daring')",0.12161723,-0.014539503,1.802232,1.7742349,0.0279971
75,-3.4117644,-3.3002326,"('meek', 'impulsive')",-1.4489945,-1.6390859,-2.4303794,-2.4696593,0.0392799
19,-3.3808446,-3.3026738,"('inhospitable', 'hospitable')",-0.84851444,-0.5308072,-2.1146796,-1.9167405,-0.1979391
63,3.1361556,2.830051,"('unperceptive', 'insightful')",0.665198,0.6989401,1.9006768,1.7644955,0.1361813
59,-3.1145318,-3.0879104,"('foolish', 'wise')",0.36505276,0.627406,-1.3747395,-1.2302523,-0.1444872
12,3.0041912,3.0735056,"('unsupportive', 'supportive')",-0.6931882,-0.33531183,1.1555015,1.3690969,-0.2135954
22,2.988281,2.910535,"('untrustworthy', 'trustworthy')",-0.293649,-0.2863984,1.347316,1.3120683,0.0352477
11,2.967032,2.8599374,"('unhelpful', 'helpful')",1.5375642,1.504743,2.2522981,2.1823401,0.069958
1,-2.8848283,-3.290815,"('unfriendly', 'friendly')",1.5213588,1.548393,-0.6817347,-0.8712111,0.1894764
72,2.8543537,2.9496002,"('unambitious', 'ambitious')",0.34546068,0.42045715,1.5999072,1.6850287,-0.0851215
32,2.7384617,2.6465719,"('unkind', 'kind')",1.2379578,1.4645196,1.9882097,2.0555458,-0.0673361
57,2.615603,2.475075,"('unimaginative', 'imaginative')",-2.2870038,-2.3334775,0.1642996,0.0707988,0.0935008
3,2.5895045,2.8430955,"('repellent', 'pleasant')",-0.16227776,-0.16282728,1.2136134,1.3401341,-0.1265207
25,-2.5629923,-2.6070547,"('egoistic', 'altruistic')",1.1305177,1.1622648,-0.7162373,-0.7223949,0.0061576
48,2.556243,2.5223458,"('unintelligent', 'intelligent')",0.43626198,0.4605693,1.4962524,1.4914576,0.0047948
4,-2.5384128,-2.4993215,"('disliked', 'liked')",-6.496459,-6.3671594,-4.517436,-4.4332404,-0.0841956
16,-2.4890246,-2.4845884,"('unpopular', 'popular')",-0.2513954,-0.120860666,-1.3702101,-1.3027245,-0.0674856
30,2.4173484,2.4755893,"('intolerant', 'tolerant')",1.1008083,1.1065356,1.7590783,1.7910624,-0.0319841
50,-2.1675854,-2.3155754,"('clumsy', 'skillful')",-0.63644683,-0.59786385,-1.4020162,-1.4567196,0.0547034
66,-2.073511,-1.782065,"('inactive', 'active')",0.013647355,0.124088764,-1.0299318,-0.8289881,-0.2009437
8,-2.067834,-2.1408246,"('unaffectionate', 'affectionate')",1.074854,1.2690396,-0.4964899,-0.4358925,-0.0605974
87,2.0122428,1.7245928,"('unsuccessful', 'successful')",0.71499336,0.5607114,1.3636181,1.142652,0.2209661
77,1.8847101,1.8834989,"('unmotivated', 'motivated')",-1.0191324,-1.0382396,0.4327888,0.4226297,0.0101591
47,1.8268374,1.8405567,"('stupid', 'smart')",4.8533463,5.0134554,3.3400919,3.427006,-0.0869141
