,leggett_male,leggett_female,tuple,&_male,&_female,platt_male,platt_female,inc_male,inc_female,average_male,average_female,male-female
23,-2.8972497,-2.9382954,"('insincere', 'sincere')",-1.1955839,-0.9312819,-0.2907,-0.02963518,4.4801536,4.7136636,0.024155,0.2036127,-0.1794577
86,-2.6882155,-2.9708505,"('uninfluential', 'influential')",0.057377435,0.08908933,-0.60161185,-0.6802734,-0.16475272,-0.26743734,-0.8493007,-0.957368,0.1080673
35,2.388273,2.2922258,"('corrupt', 'incorrupt')",-0.42734495,-0.60737723,0.30790016,0.17001553,0.3413833,0.077452585,0.6525528,0.4830792,0.1694736
10,-2.3643808,-2.4611044,"('unsympathetic', 'sympathetic')",0.033658393,0.22688213,-0.6217539,-0.5247463,-0.077785365,-0.0063596815,-0.7575654,-0.691332,-0.0662334
43,-2.2992558,-2.0745106,"('irresponsible', 'responsible')",-0.39988634,-0.01750074,0.06551436,0.30882865,0.3409307,0.59606326,-0.5731743,-0.2967798,-0.2763945
1,-2.1963437,-2.4363809,"('unfriendly', 'friendly')",-0.766355,-0.7541463,-1.0120834,-1.079703,1.7885032,1.8002964,-0.5465697,-0.6174835,0.0709138
48,-2.1412122,-2.3007267,"('unintelligent', 'intelligent')",-0.41808736,-0.3700446,-0.6623442,-0.748922,0.23270938,0.28873062,-0.7472336,-0.7827406,0.035507
46,-2.1273882,-2.039805,"('uncompetitive', 'competitive')",1.3618052,1.6068169,-1.1804658,-0.97405165,-0.66771233,-0.54806477,-0.6534403,-0.4887761,-0.1646642
60,-2.0513434,-1.9445146,"('inefficient', 'efficient')",0.2847678,0.5794001,-0.2155844,0.057002526,-0.45016438,-0.19266784,-0.6080811,-0.3751949,-0.2328862
11,-2.0006843,-1.9977742,"('unhelpful', 'helpful')",-1.1284075,-0.92222166,-1.026535,-0.8453948,1.4591161,1.6423192,-0.6741277,-0.5307679,-0.1433598
73,1.9638731,2.0181699,"('helpless', 'self-reliant')",0.5546562,0.46964917,0.595206,0.62590706,-2.5664294,-2.4725513,0.1368265,0.1602937,-0.0234672
63,-1.9239292,-1.9572369,"('unperceptive', 'insightful')",0.73262995,0.96574026,-0.8209902,-0.70781654,1.3315009,1.4393154,-0.1701972,-0.0649994,-0.1051978
32,-1.8892709,-1.9152397,"('unkind', 'kind')",-0.37812915,-0.20326784,-2.324486,-2.2452493,0.40299112,0.4928299,-1.0472237,-0.9677318,-0.0794919
69,1.8431945,1.7332447,"('lazy', 'industrious')",0.9292512,0.6661769,0.9647994,0.7740277,0.2997837,0.16551855,1.0092572,0.834742,0.1745152
28,-1.7988411,-2.096368,"('disloyal', 'loyal')",-0.39187473,-0.28178415,-0.55357736,-0.57868725,0.32350892,0.3801133,-0.6051961,-0.6441815,0.0389854
57,-1.7959969,-1.9223477,"('unimaginative', 'imaginative')",-0.15192765,-0.096564546,-0.44814348,-0.5406244,-2.2712312,-2.217606,-1.1668248,-1.1942856,0.0274608
0,-1.7042706,-1.9229811,"('unsociable', 'sociable')",0.16207692,0.13367154,-0.0068074334,0.06821452,-0.7309153,-0.66781765,-0.5699791,-0.5972282,0.0272491
