,cisco_male,cisco_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
85,3.0705352,3.745948,"('insignificant', 'prestigious')",1.1176261,1.540691,0.3327466,0.6639615,1.5069693,1.9835335,-0.4765642
1,2.6698756,3.0225272,"('unfriendly', 'friendly')",0.40620604,0.53799826,1.0579885,1.5072141,1.3780235,1.6892465,-0.311223
71,2.5807948,2.9309878,"('diffident', 'self-confident')",0.497093,0.69780546,0.45684046,0.94449276,1.1782428,1.5244287,-0.3461859
70,-2.4165113,-2.4680045,"('lethargic', 'energetic')",-1.7506382,-1.8410494,0.5410502,0.43474185,-1.2086998,-1.2914373,0.0827375
6,2.3578613,2.9209874,"('distant', 'open')",-0.13535328,0.23152494,-0.0044449903,0.18575528,0.7393543,1.1127559,-0.3734016
36,2.1687899,2.4455438,"('hostile', 'amicable')",-0.016619027,0.25921214,0.3697859,0.29081035,0.8406523,0.998522,-0.1578697
33,2.1187744,2.5614278,"('wrong', 'right')",0.6957184,1.1290336,-0.63449824,-0.29229608,0.7266649,1.1327217,-0.4060568
3,-2.069782,-2.168842,"('repellent', 'pleasant')",0.46227452,0.22516888,0.26747644,0.07715721,-0.446677,-0.622172,0.175495
64,-2.0224905,-2.3384342,"('shy', 'confident')",-0.7245406,-0.8746948,-6.272579,-6.4652996,-3.0065368,-3.2261429,0.2196061
5,1.9702941,2.312062,"('distant', 'outgoing')",-0.27370456,-0.0040412396,-0.6499258,-0.55668765,0.3488879,0.5837777,-0.2348898
10,-1.9530845,-2.3469388,"('unsympathetic', 'sympathetic')",-1.1414369,-1.4526453,-0.12668169,-0.124137595,-1.0737344,-1.3079073,0.2341729
80,-1.9241859,-1.9357097,"('dominated', 'dominating')",-0.1513744,-0.36067355,-0.9804698,-0.7218106,-1.0186768,-1.0060647,-0.0126121
26,1.9206,2.0938725,"('hardhearted', 'benevolent')",-0.5992462,-0.5049787,1.048516,1.3299142,0.7899566,0.972936,-0.1829794
59,1.8893445,2.4014006,"('foolish', 'wise')",-0.16209692,0.12675834,-0.17173819,-0.09095738,0.5185031,0.8124005,-0.2938974
81,-1.8877667,-2.6054115,"('submissive', 'aggressive')",-1.0749713,-1.4693596,-0.40044105,-0.6041527,-1.1210597,-1.5596412,0.4385815
45,-1.8469098,-2.1190333,"('incompetent', 'competent')",-1.2302032,-1.5439364,-0.45256054,-0.41538733,-1.1765579,-1.3594522,0.1828943
