,cisco_male,cisco_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
57,-1.8341367,-1.7983003,"('unimaginative', 'imaginative')",-1.5008894,-1.5478507,-2.7235897,-2.5622122,-2.0195386,-1.9694544,-0.0500842
52,1.8281727,2.058655,"('irrational', 'rational')",0.3357175,0.54043454,-0.6339097,-0.46428332,0.5099935,0.7116021,-0.2016086
42,-1.7654927,-1.8905004,"('unreliable', 'reliable')",-1.7163526,-1.916343,-3.183633,-3.012309,-2.2218262,-2.2730508,0.0512246
84,1.7526796,1.6349947,"('inferior', 'superior')",-0.28136334,-0.062805325,0.9253722,0.8346801,0.7988962,0.8022898,-0.0033936
46,-1.644141,-1.825501,"('uncompetitive', 'competitive')",0.85214883,0.49207234,-0.08913182,-0.44389838,-0.293708,-0.5924424,0.2987344
69,1.5891923,1.9961107,"('lazy', 'industrious')",0.8731843,1.2094413,-0.5929712,-0.5188461,0.6231351,0.8955687,-0.2724336
9,1.5458915,1.8979406,"('unaffectionate', 'caring')",-0.07793234,0.24318092,0.6114761,1.1009225,0.6931451,1.0806813,-0.3875362
39,1.5422863,1.5559322,"('exploitative', 'cooperative')",1.5408614,1.3722044,0.26339993,0.39339206,1.1155158,1.1071762,0.0083396
44,-1.5253971,-1.4120548,"('prejudiced', 'unprejudiced')",-0.6553751,-0.6413096,-1.020144,-1.1895312,-1.0669721,-1.0809652,0.0139931
25,1.487409,1.683941,"('egoistic', 'altruistic')",0.7608432,0.9295213,1.371658,1.4457699,1.2066367,1.3530774,-0.1464407
22,-1.380621,-1.2200372,"('untrustworthy', 'trustworthy')",-0.5020069,-0.75046796,-1.0670528,-0.94164664,-0.9832269,-0.9707173,-0.0125096
61,1.3794599,1.1823009,"('illogical', 'logical')",1.1151607,0.89243,0.27705842,0.36778635,0.923893,0.8141724,0.1097206
76,-1.3634771,-2.1135252,"('anxious', 'daring')",-1.1745038,-1.7810693,0.8082661,0.37947148,-0.5765716,-1.1717076,0.595136
21,-1.3567085,-1.6689922,"('immoral', 'moral')",-0.1433755,-0.486335,-0.65977055,-0.73791075,-0.7199516,-0.9644126,0.244461
55,-1.3023859,-1.7312235,"('incompetent', 'clever')",-0.755412,-1.188923,0.233592,0.29118654,-0.6080686,-0.87632,0.2682514
53,1.2957183,1.3040671,"('uncreative', 'creative')",0.6915295,0.65300745,0.73954827,0.8167737,0.9089321,0.9246161,-0.015684
41,-1.2168692,-1.4248067,"('unforgiving', 'forgiving')",-1.3201392,-1.3164263,-0.15738696,-0.1192476,-0.8981318,-0.9534935,0.0553617
43,-1.2123827,-1.511309,"('irresponsible', 'responsible')",-1.9599229,-1.9680862,-0.087460816,-0.13317299,-1.0865888,-1.2041895,0.1176007
37,-1.1436357,-0.86614454,"('fake', 'genuine')",-0.86053866,-0.74411136,0.06911341,0.43666255,-0.6450204,-0.3911978,-0.2538226
60,-1.0959196,-1.8376416,"('inefficient', 'efficient')",0.47130403,0.021635858,0.37102762,0.048767366,-0.0845293,-0.5890795,0.5045502
79,1.0730151,1.219898,"('wavering', 'unwavering')",0.039806433,0.13195515,-0.10784125,-0.18410775,0.3349934,0.3892485,-0.0542551
72,-1.0719995,-1.2083312,"('unambitious', 'ambitious')",-2.0745378,-1.9917599,-1.5095881,-1.223644,-1.5520418,-1.4745784,-0.0774634
31,1.0702244,1.8240502,"('evil', 'good')",-0.12952112,0.24486496,-1.3076241,-0.9758033,-0.1223069,0.3643706,-0.4866775
15,1.0620211,1.0160798,"('boring', 'funny')",-1.331979,-1.296015,0.20026682,0.191053,-0.0232304,-0.0296274,0.006397
77,-1.0502307,-0.9708117,"('unmotivated', 'motivated')",0.1804477,0.05559553,-0.8607203,-1.0106127,-0.5768344,-0.641943,0.0651086
73,1.0417233,1.1673878,"('helpless', 'self-reliant')",-0.28349045,-0.020027531,-3.316259,-3.1364117,-0.8526754,-0.6630171,-0.1896583
19,1.0158994,1.273193,"('inhospitable', 'hospitable')",-0.38843268,-0.13522208,-0.25335538,-0.12373798,0.1247038,0.3380777,-0.2133739
54,1.0105742,1.3434658,"('incapable', 'capable')",-0.20816866,0.013489816,1.0116863,1.1241293,0.6046973,0.8270283,-0.222331
0,-0.982437,-1.5303036,"('unsociable', 'sociable')",-0.57068396,-0.9372309,-0.24021876,-0.36064243,-0.5977799,-0.9427257,0.3449458
75,-0.9629539,-0.7416231,"('meek', 'impulsive')",-0.33517802,-0.11660184,-0.3146484,-0.38735524,-0.5375934,-0.4151934,-0.1224
88,0.9258291,0.5442009,"('low', 'eminent')",-0.37992615,-0.59130013,0.03499163,-0.042192012,0.1936315,-0.0297637,0.2233952
51,-0.9133617,-1.2236338,"('uneducated', 'educated')",-0.72559506,-0.82626307,0.6459028,0.67499,-0.331018,-0.4583023,0.1272843
13,-0.8960861,-1.5098811,"('impolite', 'polite')",-0.3050151,-0.80135673,0.30242112,-0.12192146,-0.29956,-0.8110531,0.5114931
14,-0.89196247,-1.5216246,"('antisocial', 'social')",-0.9305048,-1.3159368,-0.5764321,-0.86983454,-0.7996332,-1.2357987,0.4361655
8,0.8826684,1.2566476,"('unaffectionate', 'affectionate')",-0.8791365,-0.5278256,-0.22990727,0.2738091,-0.0754585,0.3342104,-0.4096689
65,-0.79963815,-1.5378011,"('insecure', 'secure')",0.10709079,-0.5318965,-0.14001927,-0.3450039,-0.2775222,-0.8049005,0.5273783
35,0.77877,1.1410811,"('corrupt', 'incorrupt')",0.10544568,0.32689288,-0.12933353,-0.14437743,0.2516274,0.4411988,-0.1895714
62,-0.76984817,-1.1482025,"('incompetent', 'brilliant')",0.3152551,-0.13677257,0.123662665,-0.04634701,-0.1103101,-0.443774,0.3334639
47,0.73223096,0.47467712,"('stupid', 'smart')",0.38536933,0.18147577,5.361713,5.1744537,2.1597711,1.9435355,0.2162356
17,-0.7282838,-0.6783693,"('nasty', 'nice')",-0.44839534,-0.43101344,-0.3510681,-0.5319611,-0.5092491,-0.5471146,0.0378655
56,-0.7259633,-1.4979912,"('impractical', 'practical')",-0.870236,-1.191269,-0.0037509967,-0.3373204,-0.5333168,-1.0088602,0.4755434
12,0.7030955,0.7263165,"('unsupportive', 'supportive')",-0.07671509,-0.0051526837,-2.134627,-1.6936438,-0.5027489,-0.32416,-0.1785889
82,-0.61955786,-1.2318206,"('poor', 'rich')",-0.41653734,-0.9112927,6.1290436,5.5677786,1.6976495,1.1415552,0.5560943
29,-0.5719146,-0.54139036,"('unfair', 'fair')",-0.3256234,-0.10247032,-1.0238339,-0.8299242,-0.6404573,-0.4912616,-0.1491957
68,-0.55960864,-0.68855226,"('dependent', 'independent')",0.15539783,0.040333368,-0.11995468,-0.16160972,-0.1747218,-0.2699429,0.0952211
27,-0.52530736,-0.036253463,"('hardhearted', 'softhearted')",-0.56581193,-0.4647294,0.6942409,1.370881,-0.1322928,0.289966,-0.4222588
20,0.48374245,0.58291507,"('rough', 'thoughtful')",0.08805711,0.19683346,1.091048,1.3516829,0.5542825,0.7104772,-0.1561947
49,-0.4695851,-0.5341549,"('unable', 'able')",0.10536502,0.07016105,-0.35203823,-0.375665,-0.2387528,-0.2798863,0.0411335
74,0.42857453,0.40073854,"('undedicated', 'dedicated')",-0.22707634,-0.40043405,0.11871311,0.36200598,0.1067371,0.1207702,-0.0140331
2,0.42018995,0.25353298,"('unlikable', 'likable')",0.64322865,0.5286932,0.44039634,0.3816396,0.5012716,0.3879553,0.1133163
34,0.39311185,0.296725,"('mean', 'honorable')",0.31541285,0.4068324,5.9408507,5.856326,2.2164585,2.1866279,0.0298306
16,0.37567133,0.5753958,"('unpopular', 'popular')",1.0209227,1.0306836,1.1187365,0.9071467,0.8384435,0.837742,0.0007015
40,-0.37332025,-0.14040652,"('stingy', 'generous')",0.12154732,0.29443282,-1.7963927,-1.457153,-0.6827219,-0.4343756,-0.2483463
7,-0.35408,-0.6766756,"('insensitive', 'sensitive')",-0.65167874,-0.89446473,0.2663586,0.4825806,-0.2464667,-0.3628532,0.1163865
63,-0.2936267,-0.23172192,"('unperceptive', 'insightful')",-0.0901944,0.036083736,0.8335774,0.90440077,0.1499188,0.2362542,-0.0863354
67,0.29194954,-0.0031979978,"('doubtful', 'determined')",-0.6128797,-0.47933426,-0.5448113,-0.8088126,-0.2885805,-0.4304483,0.1418678
83,0.2832937,0.41176188,"('powerless', 'powerful')",0.25256118,0.6082739,-0.5735016,-0.40201977,-0.0125489,0.2060053,-0.2185542
4,-0.24254219,-0.13304485,"('disliked', 'liked')",-1.3089617,-0.97218186,-6.220614,-6.2900605,-2.5907059,-2.4650958,-0.1256101
11,-0.23733361,-0.238819,"('unhelpful', 'helpful')",0.72307134,0.7258141,1.8963664,1.9246854,0.7940347,0.8038935,-0.0098588
18,0.21597555,0.15803371,"('disagreeable', 'welcoming')",-0.059464067,-0.094111726,-0.78852797,-0.75281626,-0.2106722,-0.2296314,0.0189592
24,-0.21555015,-0.28295505,"('dishonest', 'honest')",-1.8795985,-1.8942392,0.5118918,0.7488148,-0.5277522,-0.4761264,-0.0516258
30,-0.1565472,-0.7036565,"('intolerant', 'tolerant')",-0.15339378,-0.42226958,0.81633544,0.46335495,0.1687981,-0.220857,0.3896551
86,-0.15506461,-0.00052047893,"('uninfluential', 'influential')",-0.8579186,-0.7250984,-0.3196967,0.18042997,-0.4442266,-0.1817296,-0.262497
38,-0.15044923,-0.018559657,"('untruthful', 'truthful')",-0.09090102,0.13505179,-0.026248612,-0.000518403,-0.0891996,0.0386579,-0.1278575
32,0.1231612,-0.21546167,"('unkind', 'kind')",-0.5695554,-0.7448966,0.68138593,0.79133093,0.0783306,-0.0563424,0.134673
66,0.108648166,0.28216606,"('inactive', 'active')",-0.5172713,-0.4805471,0.98004586,1.3831956,0.1904743,0.3949382,-0.2044639
48,0.09158619,-0.021040425,"('unintelligent', 'intelligent')",-0.31688967,-0.28929675,0.22377217,0.438435,-0.0005104,0.0426993,-0.0432097
50,0.0736531,0.39929515,"('clumsy', 'skillful')",0.79269284,0.8535334,0.05463916,0.109587505,0.306995,0.4541387,-0.1471437
23,-0.07012734,-0.3651349,"('insincere', 'sincere')",0.44070423,0.12553139,5.4547577,5.327924,1.9417782,1.6961068,0.2456714
58,0.047007952,0.25932539,"('undiscriminating', 'discriminating')",0.031049252,0.14038567,-0.23549473,0.09340548,-0.0524792,0.1643722,-0.2168514
87,0.041393876,-0.037086714,"('unsuccessful', 'successful')",1.1651456,1.0109179,0.7861636,0.83941627,0.6642344,0.6044158,0.0598186
28,0.025852956,-0.09604619,"('disloyal', 'loyal')",-0.6928657,-0.9367349,0.5819952,0.71172917,-0.0283392,-0.1070173,0.0786781
78,0.0040464364,0.27194354,"('nonresilient', 'resilient')",1.8334208,1.7410446,0.44136336,0.43922856,0.7596102,0.8174055,-0.0577953
