,waste_male,waste_female,tuple,management_male,management_female,inc_male,inc_female,del_male,del_female,average_male,average_female,male-female
65,-2.4992402,-2.5421166,"('insecure', 'secure')",0.37092322,0.38710865,-0.755086,-0.6423995,-1.3779217,-1.0092707,-1.0653311,-0.9516696,-0.1136615
55,-2.448392,-2.5151417,"('incompetent', 'clever')",0.3234179,0.29246068,-0.24727517,-0.1637592,-0.98167753,-0.6207733,-0.8384817,-0.7518034,-0.0866783
51,-2.1901643,-2.1875699,"('uneducated', 'educated')",-0.64927685,-0.7749357,0.544614,0.45496532,-0.1654163,0.055460967,-0.6150609,-0.6130198,-0.0020411
49,-2.0597823,-2.054768,"('unable', 'able')",-0.72193366,-0.7123224,-0.29963452,-0.24751809,-0.30808988,-0.21767592,-0.8473601,-0.8080711,-0.039289
33,2.0527153,1.9841056,"('wrong', 'right')",0.49963665,0.5594648,0.9706905,0.8308417,0.4097624,0.10748265,0.9832012,0.8704737,0.1127275
50,-1.9376988,-2.0942366,"('clumsy', 'skillful')",0.31771705,0.26723415,-0.119363405,-0.2491157,0.5248288,0.5600306,-0.3036291,-0.3790219,0.0753928
26,1.8614302,1.8640903,"('hardhearted', 'benevolent')",1.0990815,1.0225146,1.8537903,1.7584362,1.460158,1.3532095,1.568615,1.4995626,0.0690524
85,1.8468515,1.7631876,"('insignificant', 'prestigious')",-0.8552171,-1.0229274,0.57159656,0.2072058,1.4957227,1.0790124,0.7647384,0.5066196,0.2581188
68,-1.8438257,-1.8831984,"('dependent', 'independent')",0.5879986,0.6577251,0.26493242,0.36139777,-0.6744131,-0.6707501,-0.4163269,-0.3837064,-0.0326205
22,-1.696261,-1.7658854,"('untrustworthy', 'trustworthy')",0.6527918,0.673469,0.372791,0.4010446,-1.4629236,-1.1789227,-0.5334005,-0.4675736,-0.0658269
18,-1.67333,-1.6769148,"('disagreeable', 'welcoming')",-0.78385043,-0.8699769,0.39321098,0.3292141,-0.16073309,-0.29156566,-0.5561756,-0.6273108,0.0711352
19,-1.6706482,-1.6764718,"('inhospitable', 'hospitable')",-1.5093267,-1.5230641,0.3436298,0.2938113,0.48319227,0.2522564,-0.5882882,-0.663367,0.0750788
76,-1.6565127,-1.6198064,"('anxious', 'daring')",0.73844254,0.84938824,-0.60531306,-0.38441008,-0.96563303,-0.67364115,-0.6222541,-0.4571174,-0.1651367
82,-1.6075579,-1.575191,"('poor', 'rich')",-0.3951293,-0.39624363,0.11475966,0.112348534,6.9894805,7.100728,1.2753882,1.3104105,-0.0350223
3,-1.524139,-1.4706916,"('repellent', 'pleasant')",0.113794096,0.13316122,-0.23208487,-0.26125604,0.89049035,1.1469191,-0.1879849,-0.1129668,-0.0750181
62,-1.4621842,-1.345912,"('incompetent', 'brilliant')",-0.04419949,0.040974274,-0.4707765,-0.19717517,-1.3652428,-0.92021537,-0.8356007,-0.6055821,-0.2300186
44,-1.4452127,-1.4862667,"('prejudiced', 'unprejudiced')",-0.060068835,0.013563093,-0.28766388,-0.27469116,-1.1446744,-1.0877744,-0.7344049,-0.7087923,-0.0256126
45,-1.4385012,-1.3891636,"('incompetent', 'competent')",0.2724416,0.20675546,-0.17762426,-0.18686862,-1.4158349,-1.188002,-0.6898797,-0.6393197,-0.05056
17,-1.2996639,-1.2245343,"('nasty', 'nice')",-0.9493614,-0.853846,-0.77254766,-0.74696034,-1.3559744,-1.3767883,-1.0943868,-1.0505322,-0.0438546
16,-1.2761748,-1.3310568,"('unpopular', 'popular')",-0.95179546,-1.0276488,-0.21468502,-0.5214984,1.3026825,1.054178,-0.2849931,-0.4565065,0.1715134
46,-1.2311512,-1.379623,"('uncompetitive', 'competitive')",1.4131404,1.3689953,-0.7447452,-0.67398155,-1.8858815,-1.5416236,-0.6121594,-0.5565583,-0.0556011
70,-1.2227135,-1.2553034,"('lethargic', 'energetic')",0.55280393,0.55053836,0.12823658,0.20050326,0.2185002,0.5550403,-0.0807932,0.0126946,-0.0934878
54,-1.2214037,-1.2739732,"('incapable', 'capable')",-0.9829736,-1.1385694,0.113095894,-0.029795684,1.1871417,1.0569518,-0.2260349,-0.3463466,0.1203117
88,-1.2205548,-1.2097068,"('low', 'eminent')",-1.3077897,-1.4407384,-0.07834456,-0.17569639,-0.089523904,0.24240541,-0.6740533,-0.645934,-0.0281193
1,1.1835241,1.2389541,"('unfriendly', 'friendly')",-0.58954984,-0.65590316,0.58457965,0.50026107,2.546073,2.2758055,0.9311568,0.8397794,0.0913774
64,-1.1787608,-1.2940361,"('shy', 'confident')",0.65801626,0.6405604,-0.2168865,-0.16847906,-7.1417313,-6.7257075,-1.9698405,-1.8869156,-0.0829249
73,1.153955,1.1472235,"('helpless', 'self-reliant')",0.78418356,0.88916326,1.5429264,1.5420399,-2.9440491,-2.9671977,0.1342539,0.1528072,-0.0185533
15,-1.1321186,-1.116075,"('boring', 'funny')",-1.035655,-0.98551106,0.29150635,0.32083863,0.014692817,-0.025557317,-0.4653937,-0.4515762,-0.0138175
58,1.1242384,1.161817,"('undiscriminating', 'discriminating')",1.3825418,1.378968,0.02229234,0.073705986,-0.2299521,-0.28134435,0.5747801,0.5832866,-0.0085065
29,-1.0485559,-0.9538162,"('unfair', 'fair')",-0.45576862,-0.39428687,-0.21775061,-0.2990411,-0.48357165,-0.6778174,-0.5514116,-0.5812404,0.0298288
71,1.0432473,1.0684003,"('diffident', 'self-confident')",0.56686,0.64687365,0.7114873,0.656053,1.1695216,1.1592811,0.8727791,0.882652,-0.0098729
11,-1.0312684,-1.0990843,"('unhelpful', 'helpful')",0.9586192,0.9096028,0.02944199,0.21117057,-0.1646779,-0.029011331,-0.0519713,-0.0018305,-0.0501408
75,-1.0146661,-1.0490966,"('meek', 'impulsive')",-0.7072374,-0.6986724,0.08455039,0.108065784,0.20670193,0.08305804,-0.3576628,-0.3891613,0.0314985
9,1.0135785,1.0474806,"('unaffectionate', 'caring')",0.30153745,0.28816506,0.04141946,0.012809016,1.4557251,1.3975312,0.7030652,0.6864965,0.0165687
31,-1.003144,-0.8383592,"('evil', 'good')",-2.3106291,-2.3633976,0.44776982,0.3204832,0.45315397,0.10830663,-0.6032124,-0.6932417,0.0900293
10,-0.9891104,-1.0772414,"('unsympathetic', 'sympathetic')",0.6698543,0.6499289,-1.1034188,-1.0161734,-1.1955907,-0.7522572,-0.6545664,-0.5489358,-0.1056306
80,-0.9612459,-1.0713611,"('dominated', 'dominating')",1.3144982,1.2468002,-0.91142726,-0.92767745,-1.4885969,-1.412632,-0.511693,-0.5412176,0.0295246
25,0.92449397,0.9518627,"('egoistic', 'altruistic')",-0.38297075,-0.4031965,1.0378407,0.9437145,1.5490272,1.3692405,0.7820978,0.7154053,0.0666925
