,baxter_male,baxter_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
44,-1.9468416,-1.9608971,"('prejudiced', 'unprejudiced')",0.15889513,0.2552501,-1.1931953,-1.276227,-0.9937139,-0.993958,0.0002441
39,1.9108092,1.4798561,"('exploitative', 'cooperative')",0.7340898,0.59131795,-0.01624453,-0.1717311,0.8762182,0.6331477,0.2430705
71,1.8726692,1.8677348,"('diffident', 'self-confident')",0.7915402,0.8057307,0.4835676,0.46132013,1.049259,1.0449286,0.0043304
75,-1.6982971,-1.5314072,"('meek', 'impulsive')",-0.072897166,-0.006853286,-0.44105065,-0.3634825,-0.737415,-0.6339144,-0.1035006
16,-1.6847627,-1.5907073,"('unpopular', 'popular')",0.11656043,-0.05947954,0.63068366,0.3682874,-0.3125062,-0.4272998,0.1147936
61,1.510911,1.3261906,"('illogical', 'logical')",-0.44612294,-0.43826503,0.07268446,0.052941322,0.3791575,0.3136223,0.0655352
48,1.4493586,1.1968391,"('unintelligent', 'intelligent')",0.44867826,0.49642769,0.65980744,0.6440438,0.8526147,0.7791035,0.0735112
56,1.4233769,1.3792626,"('impractical', 'practical')",1.4370784,1.5151999,0.3786072,0.4895172,1.0796875,1.1279933,-0.0483058
9,1.4089783,1.7020495,"('unaffectionate', 'caring')",0.1205226,0.12894894,0.78789526,0.8737345,0.7724654,0.9015776,-0.1291122
6,-1.3909268,-0.5749129,"('distant', 'open')",-0.55122685,-0.39383847,0.12889108,0.32249308,-0.6044209,-0.2154194,-0.3890015
4,-1.3195964,-0.7451414,"('disliked', 'liked')",-0.26476654,-0.25281063,-6.2244997,-6.1299024,-2.6029542,-2.3759514,-0.2270028
66,-1.3062133,-1.0189148,"('inactive', 'active')",0.75664026,0.8497385,0.6547642,0.80710286,0.0350637,0.2126422,-0.1775785
50,-1.2430639,-0.8879005,"('clumsy', 'skillful')",-0.33502573,-0.31929815,0.09521985,0.22362605,-0.49429,-0.3278575,-0.1664325
3,-1.199834,-1.2797279,"('repellent', 'pleasant')",-0.5227203,-0.46257448,0.062412255,-0.05841904,-0.5533806,-0.6002405,0.0468599
57,-1.1894991,-1.278977,"('unimaginative', 'imaginative')",-0.39462942,-0.40366277,-2.3057406,-2.1431153,-1.2966231,-1.2752517,-0.0213714
64,-1.1816678,-1.0112538,"('shy', 'confident')",0.2460809,0.32571578,-5.9011226,-5.741963,-2.2789032,-2.1425002,-0.136403
40,-1.1560438,-0.7708342,"('stingy', 'generous')",0.099698395,0.10144718,-1.4521452,-1.4808825,-0.8361635,-0.7167565,-0.119407
74,1.0569884,1.336897,"('undedicated', 'dedicated')",0.4071434,0.55945027,0.12329254,0.4276937,0.5291415,0.7746803,-0.2455388
