,goodyear_male,goodyear_female,tuple,tire_male,tire_female,&_male,&_female,rubber_male,rubber_female,co_male,co_female,average_male,average_female,male-female
10,-2.4879775,-2.5649056,"('unsympathetic', 'sympathetic')",-1.9627231,-1.9458055,-1.5341264,-1.823247,-1.7455021,-1.6903614,-0.14715317,-0.31092784,-1.5754965,-1.6670494,0.0915529
0,-2.290419,-2.3980281,"('unsociable', 'sociable')",-0.64378405,-0.60948807,-0.050726555,-0.08879543,-0.55089164,-0.5210206,0.041896854,-0.015310415,-0.6987849,-0.7265285,0.0277436
35,2.2777817,1.9207635,"('corrupt', 'incorrupt')",1.571462,1.3030206,0.7370328,0.7261713,1.1050038,0.9053605,-0.16440056,-0.33334526,1.105376,0.9043941,0.2009819
48,-2.192329,-2.1103642,"('unintelligent', 'intelligent')",-1.3491161,-1.3157588,-1.4519175,-1.5004971,-2.0585754,-2.051079,-0.4918961,-0.46503326,-1.5087668,-1.4885465,-0.0202203
57,-2.0476944,-2.3696527,"('unimaginative', 'imaginative')",-1.2368771,-1.2754592,-1.5489342,-1.7440352,-1.0194168,-1.1193086,-3.307133,-3.6617515,-1.832011,-2.0340414,0.2020304
60,-2.0348878,-1.7431146,"('inefficient', 'efficient')",-1.5928365,-1.385007,-0.23515381,-0.31356785,-1.8291055,-1.545879,-0.26976463,-0.022681389,-1.1923496,-1.0020499,-0.1902997
65,-1.9938929,-1.7823362,"('insecure', 'secure')",-2.1821997,-2.040767,-0.078609996,-0.07845672,-2.0669029,-1.8402225,0.03630054,0.03919257,-1.257061,-1.1405179,-0.1165431
69,1.9692427,1.8884999,"('lazy', 'industrious')",1.5494623,1.5231068,1.3597684,1.2138226,1.9248773,1.8582308,-0.37115866,-0.61576,1.2864384,1.17358,0.1128584
14,-1.7929438,-1.5953617,"('antisocial', 'social')",-1.227133,-1.1654521,0.59175515,0.5863852,-0.608552,-0.48386937,-0.3338806,-0.21189602,-0.6741508,-0.5740387,-0.1001121
86,-1.757133,-2.149314,"('uninfluential', 'influential')",0.0021146676,-0.23198867,-0.87773937,-1.2102127,-0.8412902,-1.1850702,-0.24890265,-0.41033015,-0.7445901,-1.0373832,0.2927931
41,-1.7095155,-1.5824472,"('unforgiving', 'forgiving')",-1.4989058,-1.5410749,-0.49165198,-0.435897,-1.4088844,-1.4193354,-0.043914743,0.07542225,-1.0305745,-0.9806664,-0.0499081
46,-1.638623,-1.7390585,"('uncompetitive', 'competitive')",-1.0831475,-1.0444021,-0.66746175,-0.9658574,-1.5198247,-1.4966191,-0.5154484,-0.7092802,-1.084901,-1.1910435,0.1061425
55,-1.6385055,-1.8371333,"('incompetent', 'clever')",-2.2986574,-2.2582042,-0.14759964,-0.314004,-2.9411285,-2.8577688,-0.05358327,-0.10185187,-1.4158949,-1.4737924,0.0578975
73,1.5682107,1.563678,"('helpless', 'self-reliant')",2.0312495,2.0245528,0.6200628,0.5270715,1.3697922,1.2378777,-3.302851,-3.461474,0.4572929,0.3783412,0.0789517
45,-1.5293027,-1.7317739,"('incompetent', 'competent')",-1.9694396,-1.9408369,-0.06782769,-0.20059718,-1.6755,-1.6164657,-0.47940937,-0.5945518,-1.1442959,-1.2168451,0.0725492
79,1.5255123,1.1755466,"('wavering', 'unwavering')",1.1468396,0.9152935,0.3232512,0.34837404,1.1903801,0.78241307,-0.1857452,-0.23757792,0.8000476,0.5968099,0.2032377
82,-1.4618864,-0.93677354,"('poor', 'rich')",-1.1419908,-1.0457507,0.32529595,0.67493415,-1.7009943,-1.4138464,6.038516,6.569582,0.4117881,0.7696291,-0.357841
21,-1.4517375,-1.2244884,"('immoral', 'moral')",-0.4348132,-0.3164239,-0.22034974,-0.22405753,-0.75962675,-0.64207923,-0.5163008,-0.35277748,-0.6765656,-0.5519653,-0.1246003
3,-1.4275,-1.4670607,"('repellent', 'pleasant')",-1.1168739,-1.0656908,-0.60071284,-0.61847043,-0.7888509,-0.61498314,0.43514577,0.4593876,-0.6997583,-0.6613635,-0.0383948
61,-1.4173963,-1.6408764,"('illogical', 'logical')",0.6306397,0.5035363,0.5162896,0.35032275,0.039008856,-0.07582234,-0.06706592,-0.07968171,-0.0597048,-0.1885043,0.1287995
43,-1.3709627,-1.281509,"('irresponsible', 'responsible')",-0.7794185,-0.84437996,-0.8269079,-0.78065664,-1.4087305,-1.2755096,0.14237465,0.31021088,-0.848729,-0.7743689,-0.0743601
53,-1.3672574,-1.7316413,"('uncreative', 'creative')",0.6256232,0.3906612,0.13084303,-0.0817769,-0.099273846,-0.3122321,0.8891079,0.5941885,0.0358086,-0.2281601,0.2639687
75,1.3367602,1.3144083,"('meek', 'impulsive')",-0.34657076,-0.40059176,-0.32925886,-0.2302693,0.23882914,0.20846115,-0.39950642,-0.34469286,0.1000507,0.1094631,-0.0094124
58,-1.3243308,-1.6282864,"('undiscriminating', 'discriminating')",0.55597854,0.43782824,-0.75765926,-1.0748073,0.4292544,0.08479807,0.0066353707,-0.122784816,-0.2180243,-0.4606504,0.2426261
81,-1.3180915,-0.8519382,"('submissive', 'aggressive')",-1.5605804,-1.2240026,-0.8756942,-0.6421837,-1.4440815,-1.0547439,-1.0885701,-0.84162885,-1.2574036,-0.9228995,-0.3345041
1,-1.3156258,-1.6956803,"('unfriendly', 'friendly')",1.5042522,1.1641973,-0.08429456,-0.32303792,0.9051995,0.55146664,1.5939618,1.3902217,0.5206986,0.2174335,0.3032651
7,-1.3136071,-1.4032425,"('insensitive', 'sensitive')",-0.6633576,-0.6022739,0.4358904,0.30998582,-1.0104395,-0.909426,0.04314996,0.019489601,-0.5016727,-0.5170934,0.0154207
27,-1.261846,-1.546637,"('hardhearted', 'softhearted')",-0.49910083,-0.6435036,-0.96200013,-1.1059098,-0.7392116,-0.7382436,0.6671078,0.61261934,-0.5590101,-0.6843349,0.1253248
85,1.2363311,1.0607392,"('insignificant', 'prestigious')",2.0585976,1.878707,0.2642551,0.17715457,2.8450758,2.4929352,-0.23260032,-0.23257974,1.2343319,1.0753913,0.1589406
78,-1.2244585,-1.2057636,"('nonresilient', 'resilient')",0.6887205,0.7072722,-0.35683775,-0.41604993,0.86618316,0.936053,0.49743247,0.38959855,0.094208,0.082222,0.011986
70,-1.2240292,-1.0862366,"('lethargic', 'energetic')",-1.3286204,-1.2534437,-0.58073694,-0.60966367,-1.7363509,-1.7155589,0.20992053,0.40145707,-0.9319633,-0.8526892,-0.0792741
30,-1.2025907,-0.93031657,"('intolerant', 'tolerant')",-1.1061304,-1.0882096,-0.8977851,-0.7658673,-0.7606615,-0.656939,-0.052230515,0.29178813,-0.8038796,-0.6299088,-0.1739708
51,-1.1824948,-0.9741723,"('uneducated', 'educated')",-1.5559733,-1.4751416,0.71240234,0.73006546,-1.4036397,-1.4726402,0.2158879,0.2810785,-0.6427635,-0.582162,-0.0606015
22,-1.1141312,-1.0922307,"('untrustworthy', 'trustworthy')",-2.238511,-2.267457,0.8954354,0.915443,-2.3749223,-2.4196281,-0.6152611,-0.61234236,-1.0894781,-1.0952431,0.005765
63,-1.0511174,-0.77399826,"('unperceptive', 'insightful')",0.39650777,0.46370313,0.78092355,0.7175419,-0.120863244,-0.14714283,0.44608316,0.49349454,0.0903068,0.1507197,-0.0604129
49,-1.0356275,-0.85339963,"('unable', 'able')",-1.3503553,-1.2158247,-0.9944816,-0.8884425,-1.128166,-0.9057965,-0.67261523,-0.40402353,-1.0362491,-0.8534974,-0.1827517
59,1.0086905,1.2429377,"('foolish', 'wise')",1.6126678,1.5983853,1.350563,1.4701642,1.4524693,1.3457648,0.09714662,0.11547722,1.1043075,1.1545458,-0.0502383
62,-1.0010738,-0.8698311,"('incompetent', 'brilliant')",-1.6548746,-1.4630278,-1.1602622,-1.0866945,-2.155419,-1.8799589,-0.5342017,-0.25434947,-1.3011663,-1.1107723,-0.190394
33,0.9880776,0.6947737,"('wrong', 'right')",1.4500992,1.2249308,0.64076364,0.39662686,1.4804276,1.3040375,-0.51406765,-0.6916926,0.8090601,0.5857353,0.2233248
8,-0.9818717,-1.3164469,"('unaffectionate', 'affectionate')",0.64481884,0.36506817,-0.9403105,-0.99210536,0.9395536,0.7317803,0.35969156,0.3579942,0.0043764,-0.1707419,0.1751183
5,0.9576459,0.5313842,"('distant', 'outgoing')",2.5567188,2.281253,0.5229182,0.33685055,1.7918402,1.5190814,-0.12216498,-0.048960995,1.1413916,0.9239217,0.2174699
77,-0.91139084,-1.0627409,"('unmotivated', 'motivated')",-1.2918751,-1.3537456,-0.57647365,-0.87700677,-0.8839962,-0.9109513,-0.80285484,-0.93377966,-0.8933182,-1.0276448,0.1343266
11,-0.8827144,-0.5386495,"('unhelpful', 'helpful')",0.12320155,0.30063114,-0.5977542,-0.48453432,0.70655566,0.9402753,2.054345,2.3115454,0.2807267,0.5058536,-0.2251269
66,0.87363267,0.6286068,"('inactive', 'active')",0.35672903,0.30330694,1.234017,1.1575063,0.90665716,0.8269148,1.1237328,0.8954753,0.8989538,0.7623621,0.1365917
12,-0.87060493,-0.8667894,"('unsupportive', 'supportive')",0.35859096,0.39026922,0.26448894,0.16380821,0.93365324,0.86317563,-1.8647132,-1.9672441,-0.235717,-0.2833561,0.0476391
23,-0.84458977,-0.7435911,"('insincere', 'sincere')",-0.4775008,-0.4240588,-1.0432177,-0.93243957,-0.544064,-0.2745001,5.2657228,5.6764593,0.4712701,0.6603739,-0.1891038
20,-0.84431547,-0.7724147,"('rough', 'thoughtful')",-1.7963889,-1.6865623,-0.19169961,-0.21759719,-1.7127099,-1.5681719,0.42728096,0.38786516,-0.8235665,-0.7713762,-0.0521903
67,0.8347337,1.0887842,"('doubtful', 'determined')",0.9319169,1.1190933,0.12671974,0.31495067,0.9775189,1.1651692,-0.2670787,-0.020029169,0.5207621,0.7335937,-0.2128316
76,-0.8055783,-0.6235754,"('anxious', 'daring')",-1.9138018,-1.8258264,0.30260068,0.42104846,-1.5011294,-1.3117816,0.032656647,0.21935599,-0.7770504,-0.6241558,-0.1528946
32,-0.78210205,-0.5507762,"('unkind', 'kind')",-0.1731767,-0.12272904,0.36244702,0.38390353,-1.0549914,-0.85084486,0.81863946,1.0453022,-0.1658367,-0.0190289,-0.1468078
28,-0.76308644,-1.1737335,"('disloyal', 'loyal')",0.24444027,-0.02799821,0.18044782,-0.0630874,-0.40524793,-0.8308135,0.9337395,0.7745741,0.0380586,-0.2642117,0.3022703
72,-0.7566881,-0.6904898,"('unambitious', 'ambitious')",-0.9163214,-0.8375186,-0.69022775,-0.7302435,-0.85578185,-0.8289544,-0.7336874,-0.62126124,-0.7905413,-0.7416935,-0.0488478
13,-0.73977494,-0.707559,"('impolite', 'polite')",-1.3998369,-1.3001113,-0.5963398,-0.6210006,-1.2011055,-0.9085508,-0.13560562,-0.0038517378,-0.8145326,-0.7082147,-0.1063179
47,-0.73255503,-0.20482159,"('stupid', 'smart')",0.19276054,0.31153893,0.6599735,0.8854067,-0.0648566,0.2310117,5.103134,5.5754313,1.0316913,1.3597134,-0.3280221
84,0.6497546,0.47718194,"('inferior', 'superior')",0.8703163,0.8654197,0.6208426,0.53089184,0.7210729,0.62656087,0.8973266,0.7689485,0.7518626,0.6538006,0.098062
