,hasbro_male,hasbro_female,tuple,inc_male,inc_female,average_male,average_female,male-female
57,-1.500809,-1.7973129,"('unimaginative', 'imaginative')",-2.233785,-2.669534,-1.8672969,-2.2334235,0.3661266
22,-1.3261055,-1.5483471,"('untrustworthy', 'trustworthy')",-1.0243332,-1.5395402,-1.1752193,-1.5439436,0.3687243
68,-1.1519186,-1.0532538,"('dependent', 'independent')",-0.36376455,-0.48198313,-0.7578416,-0.7676184,0.0097768
10,-1.1348197,-1.4260074,"('unsympathetic', 'sympathetic')",0.02679368,-0.72966504,-0.554013,-1.0778363,0.5238233
86,-1.0948387,-1.3193142,"('uninfluential', 'influential')",-0.013628155,-0.24838069,-0.5542334,-0.7838475,0.2296141
18,-1.0848291,-1.0802004,"('disagreeable', 'welcoming')",-0.6708767,-0.58667165,-0.8778529,-0.833436,-0.0444169
53,-1.0639217,-1.2308434,"('uncreative', 'creative')",0.8791628,1.0130018,-0.0923795,-0.1089208,0.0165413
0,-1.0378118,-1.0707872,"('unsociable', 'sociable')",-0.2098399,-0.5880054,-0.6238258,-0.8293963,0.2055705
51,-0.99809104,-1.1349949,"('uneducated', 'educated')",0.5879727,0.3901259,-0.2050592,-0.3724345,0.1673753
87,0.9513183,0.7728382,"('unsuccessful', 'successful')",1.122099,0.65429515,1.0367087,0.7135667,0.323142
20,-0.85183495,-0.8696244,"('rough', 'thoughtful')",1.364137,1.1416775,0.2561511,0.1360266,0.1201245
72,-0.77414185,-0.99736005,"('unambitious', 'ambitious')",-0.5640642,-0.8593736,-0.669103,-0.9283668,0.2592638
73,0.75317293,0.6925861,"('helpless', 'self-reliant')",-2.9954803,-3.0893035,-1.1211537,-1.1983587,0.077205
45,-0.7520067,-0.97919554,"('incompetent', 'competent')",0.07387054,-0.6463773,-0.3390681,-0.8127865,0.4737184
63,-0.7191587,-0.90524685,"('unperceptive', 'insightful')",1.2962701,0.6895613,0.2885557,-0.1078428,0.3963985
38,-0.7186462,-0.8493476,"('untruthful', 'truthful')",-0.08237479,-0.15994209,-0.4005105,-0.5046449,0.1041344
39,0.7068506,0.72369725,"('exploitative', 'cooperative')",0.13429655,-0.04166911,0.4205736,0.3410141,0.0795595
28,-0.66500837,-0.81605715,"('disloyal', 'loyal')",0.6994258,0.7919822,0.0172087,-0.0120375,0.0292462
77,-0.62069845,-0.34390953,"('unmotivated', 'motivated')",-1.0285621,-1.282371,-0.8246303,-0.8131403,-0.01149
55,-0.5898593,-0.5833538,"('incompetent', 'clever')",0.2526375,-0.2646476,-0.1686109,-0.4240007,0.2553898
31,-0.58227134,-0.85172826,"('evil', 'good')",-0.9710257,-0.83977544,-0.7766485,-0.8457519,0.0691034
69,0.56549805,0.5783549,"('lazy', 'industrious')",-0.46627295,-0.34898958,0.0496126,0.1146827,-0.0650701
58,-0.5434261,-0.8480303,"('undiscriminating', 'discriminating')",0.11581495,0.16679336,-0.2138056,-0.3406185,0.1268129
13,-0.5292025,-0.74770015,"('impolite', 'polite')",-0.31047133,-0.833501,-0.4198369,-0.7906005,0.3707636
71,0.5032327,0.57870436,"('diffident', 'self-confident')",0.7821172,0.6721891,0.6426749,0.6254467,0.0172282
74,-0.49872342,-0.621958,"('undedicated', 'dedicated')",0.20367433,0.076373205,-0.1475245,-0.2727924,0.1252679
19,-0.49760586,-0.51570016,"('inhospitable', 'hospitable')",-0.011295611,0.19865072,-0.2544507,-0.1585247,-0.095926
82,-0.49492118,-0.17633896,"('poor', 'rich')",6.0808353,6.1452312,2.7929571,2.984446,-0.1914889
70,-0.4910088,-0.59774125,"('lethargic', 'energetic')",0.7881976,0.35676295,0.1485944,-0.1204892,0.2690836
88,-0.47649425,-0.3168782,"('low', 'eminent')",0.30179083,0.33041084,-0.0873517,0.0067663,-0.094118
14,-0.4755266,-0.48073888,"('antisocial', 'social')",-0.54305005,-0.85747457,-0.5092883,-0.6691067,0.1598184
67,0.47268063,0.70721734,"('doubtful', 'determined')",-0.34383565,-0.31485742,0.0644225,0.19618,-0.1317575
9,0.47026643,0.02249904,"('unaffectionate', 'caring')",1.2375885,1.1257344,0.8539275,0.5741168,0.2798107
3,-0.4450989,-0.3265168,"('repellent', 'pleasant')",0.18719976,0.07471934,-0.1289496,-0.1258987,-0.0030509
7,-0.4233378,-0.57556224,"('insensitive', 'sensitive')",1.0408059,0.55589086,0.3087341,-0.0098357,0.3185698
2,0.41819742,0.42695776,"('unlikable', 'likable')",0.23260638,0.30590364,0.3254019,0.3664307,-0.0410288
21,-0.41559967,-0.17159623,"('immoral', 'moral')",-0.7704054,-1.0219406,-0.5930026,-0.5967684,0.0037658
15,0.4114919,0.2810574,"('boring', 'funny')",0.51003534,0.5523629,0.4607636,0.4167101,0.0440535
27,0.4112979,0.19022448,"('hardhearted', 'softhearted')",1.5511681,1.3955504,0.981233,0.7928874,0.1883456
79,-0.3915311,-0.5133306,"('wavering', 'unwavering')",-0.09768939,0.056046292,-0.2446102,-0.2286421,-0.0159681
33,0.39095113,0.24293536,"('wrong', 'right')",-0.39177495,-0.41576976,-0.0004119,-0.0864172,0.0860053
75,0.38289282,0.42009848,"('meek', 'impulsive')",-0.38000992,-0.25113925,0.0014414,0.0844796,-0.0830382
78,-0.38135886,-0.42755032,"('nonresilient', 'resilient')",0.46079627,0.22772431,0.0397187,-0.099913,0.1396317
52,0.37574697,0.22399284,"('irrational', 'rational')",0.06823151,0.22103141,0.2219892,0.2225121,-0.0005229
59,0.37574536,0.39942694,"('foolish', 'wise')",0.45881757,0.4305984,0.4172814,0.4150127,0.0022687
32,-0.36364102,-0.4102443,"('unkind', 'kind')",0.79733384,0.55376524,0.2168464,0.0717605,0.1450859
42,-0.36295122,-0.3619921,"('unreliable', 'reliable')",-2.8682847,-3.3819282,-1.615618,-1.8719602,0.2563422
46,-0.34928042,-0.4163477,"('uncompetitive', 'competitive')",-0.51240885,-0.9520297,-0.4308446,-0.6841887,0.2533441
44,0.3467915,0.6295383,"('prejudiced', 'unprejudiced')",-1.5459669,-1.4895793,-0.5995877,-0.4300205,-0.1695672
41,-0.34549773,-0.66523015,"('unforgiving', 'forgiving')",-0.08772744,-0.21560964,-0.2166126,-0.4404199,0.2238073
23,-0.341455,-0.44796616,"('insincere', 'sincere')",5.816018,5.57664,2.7372816,2.564337,0.1729446
1,-0.32171273,-0.73698586,"('unfriendly', 'friendly')",1.9729732,2.1571212,0.8256302,0.7100676,0.1155626
35,0.31871548,0.40427667,"('corrupt', 'incorrupt')",-0.12299338,0.3060057,0.0978611,0.3551412,-0.2572801
29,-0.31127965,-0.43122646,"('unfair', 'fair')",-0.40479138,-0.48249668,-0.3580355,-0.4568616,0.0988261
65,-0.30645368,-0.31385836,"('insecure', 'secure')",-0.48884222,-1.1435976,-0.3976479,-0.728728,0.3310801
25,0.29578587,0.3490069,"('egoistic', 'altruistic')",1.3092147,1.5982631,0.8025003,0.973635,-0.1711347
85,0.28429717,0.3378895,"('insignificant', 'prestigious')",0.52613723,0.998192,0.4052172,0.6680408,-0.2628236
83,0.25985748,0.15961556,"('powerless', 'powerful')",-0.9899645,-0.9419018,-0.3650535,-0.3911431,0.0260896
47,-0.25865963,-0.23799886,"('stupid', 'smart')",5.1506243,5.1365547,2.4459822,2.4492779,-0.0032957
6,-0.25115132,-0.43133754,"('distant', 'open')",0.21347979,0.41716403,-0.0188358,-0.0070868,-0.011749
56,-0.23306021,-0.08866866,"('impractical', 'practical')",-0.10024832,-0.33067435,-0.1666543,-0.2096715,0.0430172
26,0.2158401,-0.002691513,"('hardhearted', 'benevolent')",1.8016667,1.8580831,1.0087534,0.9276958,0.0810576
80,-0.21308783,-0.37659526,"('dominated', 'dominating')",-1.2343013,-1.6742423,-0.7236946,-1.0254188,0.3017242
62,0.20986,-0.020166634,"('incompetent', 'brilliant')",0.5435504,-0.1909335,0.3767052,-0.1055501,0.4822553
49,-0.19869685,-0.13016164,"('unable', 'able')",-0.39021397,-0.54068077,-0.2944554,-0.3354212,0.0409658
11,-0.19444245,-0.15975294,"('unhelpful', 'helpful')",1.689594,1.3955799,0.7475758,0.6179135,0.1296623
50,0.18831497,0.088518575,"('clumsy', 'skillful')",0.47693175,0.14731054,0.3326234,0.1179146,0.2147088
66,0.18267098,-0.16482016,"('inactive', 'active')",0.9606893,0.98882705,0.5716801,0.4120035,0.1596766
24,0.1738282,-0.1952537,"('dishonest', 'honest')",0.86438465,0.6318607,0.5191064,0.2183035,0.3008029
40,-0.1639131,-0.50075483,"('stingy', 'generous')",-1.221975,-1.6037983,-0.692944,-1.0522766,0.3593326
17,-0.15586793,-0.16621017,"('nasty', 'nice')",-0.4938111,-0.43256095,-0.3248395,-0.2993855,-0.025454
61,-0.15015796,-0.35048085,"('illogical', 'logical')",0.31175086,0.25628304,0.0807965,-0.0470989,0.1278954
8,0.14214195,-0.18668984,"('unaffectionate', 'affectionate')",0.8345525,0.8125373,0.4883472,0.3129237,0.1754235
43,-0.13772848,-0.2299338,"('irresponsible', 'responsible')",0.8426612,0.3988923,0.3524663,0.0844793,0.267987
