,state_male,state_female,tuple,street_male,street_female,corp_male,corp_female,average_male,average_female,male-female
46,-1.500138,-0.8479178,"('uncompetitive', 'competitive')",1.1305759,1.6414728,-0.25647616,-0.261086,-0.2086794,0.1774897,-0.3861691
73,1.480634,1.7829376,"('helpless', 'self-reliant')",0.27009404,0.16889085,-3.444594,-3.4041817,-0.564622,-0.4841177,-0.0805043
53,-1.3094525,-1.6077625,"('uncreative', 'creative')",-0.9535117,-1.0584238,0.34508067,0.16098861,-0.6392945,-0.8350659,0.1957714
33,1.2540301,1.3313382,"('wrong', 'right')",-0.7310752,-0.7096774,-0.6769107,-0.76762,-0.0513186,-0.0486531,-0.0026655
50,-1.0321184,-0.95387477,"('clumsy', 'skillful')",-0.96976966,-0.73241687,0.07913647,0.18077753,-0.6409172,-0.501838,-0.1390792
86,-0.9925315,-0.8680845,"('uninfluential', 'influential')",0.35809827,0.6073468,0.30230743,0.31412184,-0.1107086,0.0177947,-0.1285033
20,-0.98842865,-1.1110361,"('rough', 'thoughtful')",-0.06511359,0.0905412,0.12293464,0.07469807,-0.3102025,-0.3152656,0.0050631
10,-0.9349821,-0.8965664,"('unsympathetic', 'sympathetic')",0.5415224,0.93947005,0.867648,0.9168494,0.1580628,0.3199177,-0.1618549
78,-0.9051901,-0.6913483,"('nonresilient', 'resilient')",-0.21300527,-0.007948302,0.08054853,0.19939813,-0.3458823,-0.1666328,-0.1792495
85,0.8340342,0.56483746,"('insignificant', 'prestigious')",-2.4213376,-2.39902,-1.6450082,-1.7369407,-1.0774372,-1.1903744,0.1129372
55,-0.82991266,-0.8268669,"('incompetent', 'clever')",1.5548443,1.8800342,1.4622773,1.4405534,0.7290696,0.8312403,-0.1021707
84,0.8105741,0.8907081,"('inferior', 'superior')",-0.4849123,-0.6265217,0.0033744052,-0.12976836,0.1096787,0.044806,0.0648727
57,-0.78555214,-0.68156034,"('unimaginative', 'imaginative')",-0.46731848,-0.18310985,-2.9006212,-2.86478,-1.3844973,-1.2431501,-0.1413472
17,0.7850013,0.6727963,"('nasty', 'nice')",-0.43440336,-0.3669778,-0.42375213,-0.4294659,-0.0243847,-0.0412158,0.0168311
77,-0.7754644,-0.5793563,"('unmotivated', 'motivated')",-0.12323674,-0.16442177,-1.1101013,-1.1467675,-0.6696008,-0.6301819,-0.0394189
56,0.75241,0.90543556,"('impractical', 'practical')",2.24984,2.4279783,0.62323016,0.6030487,1.2084934,1.3121541,-0.1036607
