,state_male,state_female,tuple,street_male,street_female,corp_male,corp_female,average_male,average_female,male-female
21,0.7492646,0.9854645,"('immoral', 'moral')",1.1861715,1.5995383,0.35653418,0.66416556,0.7639901,1.0830561,-0.319066
52,-0.739438,-0.9944669,"('irrational', 'rational')",-1.8955843,-2.1850874,-0.51491266,-0.6672432,-1.0499783,-1.2822659,0.2322876
36,-0.7358342,-1.1603981,"('hostile', 'amicable')",-2.2459464,-2.4360206,-1.752344,-1.9242741,-1.5780416,-1.8402309,0.2621893
24,0.73326457,0.40378967,"('dishonest', 'honest')",0.31455666,0.16889736,1.8900248,1.5457929,0.9792821,0.70616,0.2731221
39,0.71125364,0.87756723,"('exploitative', 'cooperative')",1.3305945,1.2052579,0.48818398,0.59587896,0.8433441,0.8929014,-0.0495573
30,0.6826975,0.9099625,"('intolerant', 'tolerant')",1.1820557,1.2305807,0.9924705,0.994768,0.9524079,1.0451037,-0.0926958
14,0.6604052,0.6699267,"('antisocial', 'social')",1.4442879,1.8479649,0.26344067,0.40244147,0.7893779,0.9734444,-0.1840665
81,-0.6369598,-0.30749023,"('submissive', 'aggressive')",1.0596113,1.386948,0.06545162,0.28652042,0.1627011,0.4553261,-0.292625
66,-0.6355172,-0.8208646,"('inactive', 'active')",-0.83210564,-1.1471251,-0.4274482,-0.5738371,-0.6316903,-0.8472756,0.2155853
26,0.63369286,0.32036468,"('hardhearted', 'benevolent')",0.11627193,0.28558132,0.6284518,0.7146443,0.4594722,0.4401968,0.0192754
6,0.61122453,0.4378873,"('distant', 'open')",-0.8036638,-1.2636755,-0.6064777,-0.90427697,-0.2663056,-0.5766884,0.3103828
75,-0.60547,-0.5494233,"('meek', 'impulsive')",-1.576811,-1.5427543,-1.5792464,-1.4997191,-1.2538425,-1.1972989,-0.0565436
64,-0.57184494,-0.16722302,"('shy', 'confident')",-0.5768427,-0.5491735,-6.5615115,-6.277242,-2.5700665,-2.3312128,-0.2388537
72,-0.56217736,-0.7279758,"('unambitious', 'ambitious')",-0.024443157,-0.12980318,0.5862353,0.3524973,-0.0001284,-0.1684272,0.1682988
7,0.55971533,0.6361323,"('insensitive', 'sensitive')",1.3588405,1.2477568,1.8358341,1.7207377,1.2514633,1.2015423,0.049921
35,-0.5550704,-0.9826663,"('corrupt', 'incorrupt')",-1.8131422,-2.2421637,-1.3839132,-1.5653496,-1.2507086,-1.5967264,0.3460178
79,0.5544047,0.36625785,"('wavering', 'unwavering')",-1.2213161,-1.3049755,-0.67722,-0.7518615,-0.4480438,-0.5635264,0.1154826
16,-0.54910636,-0.5422525,"('unpopular', 'popular')",-1.5587682,-1.3454732,-0.47189438,-0.2846613,-0.8599229,-0.724129,-0.1357939
15,0.54161924,0.2556941,"('boring', 'funny')",0.6760272,0.55985975,-0.10872778,-0.06523468,0.3696395,0.2501064,0.1195331
70,-0.530517,0.06856816,"('lethargic', 'energetic')",1.3688424,1.8863732,1.1579621,1.3955353,0.6654292,1.1168256,-0.4513964
58,-0.5289657,-0.3980105,"('undiscriminating', 'discriminating')",-0.1204887,0.14783174,-0.086488366,-0.1577721,-0.2453143,-0.1359836,-0.1093307
42,0.52379626,0.8069894,"('unreliable', 'reliable')",0.2712962,0.49601823,-2.4929142,-2.3366902,-0.5659406,-0.3445609,-0.2213797
12,0.52244353,0.75443864,"('unsupportive', 'supportive')",0.570517,0.87638426,-1.2383147,-1.2025243,-0.0484514,0.1427662,-0.1912176
59,0.47914279,0.85352576,"('foolish', 'wise')",-0.69167197,-0.88201714,-0.07357942,-0.115542576,-0.0953695,-0.0480113,-0.0473582
83,-0.4752993,-0.3650409,"('powerless', 'powerful')",-0.2634364,-0.2060099,-0.7613338,-0.8785301,-0.5000232,-0.4831936,-0.0168296
9,0.4549107,0.06773766,"('unaffectionate', 'caring')",-0.40485382,-0.66764,1.7001795,1.554111,0.5834121,0.3180696,0.2653425
87,0.45278507,0.66621935,"('unsuccessful', 'successful')",0.6529703,0.59166855,0.9489754,1.0184914,0.6849102,0.758793,-0.0738828
28,0.449049,-0.008271504,"('disloyal', 'loyal')",-0.4230565,-0.59365916,1.8445196,1.4616379,0.623504,0.2865691,0.3369349
68,-0.4354283,-0.23911732,"('dependent', 'independent')",0.11408194,0.09704608,-0.46412703,-0.61382127,-0.2618244,-0.2519642,-0.0098602
38,0.4278878,0.29376224,"('untruthful', 'truthful')",0.06603958,0.070595086,0.2855743,0.12018714,0.2598339,0.1615148,0.0983191
61,0.41975483,0.36097202,"('illogical', 'logical')",0.09579243,0.20024692,0.99150467,0.9552901,0.5023506,0.505503,-0.0031524
82,-0.41468385,-0.574942,"('poor', 'rich')",-0.015096076,0.026871547,6.8877673,6.605107,2.1526624,2.0190121,0.1336503
25,0.41275984,-0.21295848,"('egoistic', 'altruistic')",-0.48468012,-0.8536579,0.6948743,0.70382166,0.2076513,-0.1209316,0.3285829
34,-0.3886771,-0.26589066,"('mean', 'honorable')",0.969413,1.0992581,5.8159413,5.670143,2.1322257,2.1678368,-0.0356111
67,0.36970475,0.9328475,"('doubtful', 'determined')",0.15854228,0.3382227,-0.7279077,-0.5058085,-0.0665536,0.2550873,-0.3216409
49,-0.36350465,0.115206994,"('unable', 'able')",-0.8178665,-0.5549365,0.46586245,0.6102981,-0.2385029,0.0568562,-0.2953591
45,-0.34941465,-0.03374248,"('incompetent', 'competent')",0.55891275,1.0126797,0.5608067,0.5326328,0.2567683,0.5038567,-0.2470884
2,0.3478163,0.19883516,"('unlikable', 'likable')",0.1577915,0.22355914,0.14731957,0.23336032,0.2176424,0.2185849,-0.0009425
76,-0.33792648,-0.24955335,"('anxious', 'daring')",0.71690583,0.93163294,0.6772646,0.78370064,0.3520813,0.4885934,-0.1365121
31,-0.33047706,-0.67839897,"('evil', 'good')",-1.9375981,-2.0652175,-1.5753543,-1.7761106,-1.2811432,-1.5065757,0.2254325
3,0.33043927,0.29781002,"('repellent', 'pleasant')",0.8633047,0.9161391,1.0573354,0.9342917,0.7503598,0.7160803,0.0342795
71,0.3211952,0.46249136,"('diffident', 'self-confident')",1.3029007,1.2436559,0.55925524,0.5497674,0.7277837,0.7519716,-0.0241879
60,-0.31574258,-0.11346921,"('inefficient', 'efficient')",2.4710164,2.730633,1.2606446,1.374841,1.1386395,1.3306683,-0.1920288
0,-0.27422157,-0.14425008,"('unsociable', 'sociable')",0.96516037,1.277523,0.5299713,0.627625,0.40697,0.586966,-0.179996
41,-0.2630549,0.029952215,"('unforgiving', 'forgiving')",0.201737,0.9247915,-0.3865153,-0.29395178,-0.1492777,0.220264,-0.3695417
47,-0.2627556,-0.015093774,"('stupid', 'smart')",0.34441173,0.66249126,5.3512287,5.389451,1.8109616,2.0122828,-0.2013212
19,-0.26228514,-0.02548409,"('inhospitable', 'hospitable')",-0.5953331,-0.67332715,-0.537572,-0.6726988,-0.4650634,-0.45717,-0.0078934
13,0.25729865,0.8347821,"('impolite', 'polite')",0.70114183,1.2180856,0.38683861,0.4616305,0.4484264,0.8381662,-0.3897398
80,-0.2567017,0.16316502,"('dominated', 'dominating')",0.80324244,0.92287093,0.091104746,0.30411828,0.2125485,0.4633847,-0.2508362
65,-0.2460114,-0.19008568,"('insecure', 'secure')",1.0275339,1.1547396,0.85578847,0.96660507,0.5457703,0.643753,-0.0979827
23,0.23031186,0.16173276,"('insincere', 'sincere')",1.4950947,1.6641538,7.664237,7.34198,3.1298812,3.0559556,0.0739256
63,-0.19556507,0.49972096,"('unperceptive', 'insightful')",1.2274576,1.8697037,1.0534166,1.0983274,0.695103,1.1559173,-0.4608143
8,-0.19399352,-0.74698126,"('unaffectionate', 'affectionate')",-0.82670826,-1.162419,0.7957027,0.55472493,-0.0749997,-0.4515584,0.3765587
88,-0.18864566,-0.3692565,"('low', 'eminent')",-1.3784583,-1.3893393,0.1370692,-0.08152974,-0.4766782,-0.6133752,0.136697
1,0.18840438,-0.3796388,"('unfriendly', 'friendly')",-0.79615486,-0.9591863,1.5587596,1.2225233,0.317003,-0.0387673,0.3557703
27,-0.17592062,-0.37389663,"('hardhearted', 'softhearted')",0.21820861,0.09060711,1.4623433,1.3091646,0.5015438,0.3419584,0.1595854
40,0.15292983,-0.051531635,"('stingy', 'generous')",0.041306,-0.0023549441,-1.7564075,-1.9709426,-0.5207239,-0.674943,0.1542191
32,0.13997418,0.1875819,"('unkind', 'kind')",0.45940104,0.6997167,1.4885443,1.6480364,0.6959732,0.8451117,-0.1491385
11,0.13656354,0.3758523,"('unhelpful', 'helpful')",0.4602267,0.83417493,2.7838516,2.8844779,1.1268806,1.3648351,-0.2379545
22,-0.1342034,0.25013828,"('untrustworthy', 'trustworthy')",0.46438318,0.88861907,-0.26256675,-0.11198145,0.0225377,0.3422586,-0.3197209
29,0.13156477,0.06421062,"('unfair', 'fair')",0.33490553,0.14349619,-0.21031362,-0.20833875,0.0853856,-0.0002106,0.0855962
18,0.124391876,0.34718046,"('disagreeable', 'welcoming')",-0.79902613,-0.57500124,-0.013238223,-0.09603115,-0.2292908,-0.1079506,-0.1213402
74,-0.10121915,-0.008230902,"('undedicated', 'dedicated')",0.80610555,1.0036106,-0.03139401,-0.11644543,0.2244975,0.2929781,-0.0684806
51,-0.09990651,0.1172979,"('uneducated', 'educated')",0.48959553,0.64575356,1.1215298,1.0311564,0.5037396,0.5980693,-0.0943297
5,0.08285574,0.28828183,"('distant', 'outgoing')",-0.8376609,-1.1720173,-0.89622384,-1.0895398,-0.550343,-0.6577584,0.1074154
48,0.06922305,-0.19244896,"('unintelligent', 'intelligent')",-0.0046770573,0.064206354,1.1440898,1.1627806,0.4028786,0.344846,0.0580326
37,0.0603462,-0.3056085,"('fake', 'genuine')",0.43839768,0.22815576,0.74416363,0.6585388,0.4143025,0.1936953,0.2206072
44,-0.05830733,0.15850438,"('prejudiced', 'unprejudiced')",-0.7873585,-0.73808676,-1.7874513,-1.373488,-0.8777057,-0.6510235,-0.2266822
69,-0.050552763,-0.11224941,"('lazy', 'industrious')",-0.40992796,-0.6992229,-2.356975,-2.1770043,-0.9391519,-0.9961589,0.057007
43,0.040512335,0.45467415,"('irresponsible', 'responsible')",0.9763491,1.4236406,1.2090495,1.2666463,0.7419703,1.0483203,-0.30635
62,0.03683544,0.5040408,"('incompetent', 'brilliant')",1.3610218,1.6557739,1.8156095,1.7565936,1.0711555,1.3054694,-0.2343139
54,0.029607676,0.003412731,"('incapable', 'capable')",-0.45030943,-0.67108405,1.2908189,1.051167,0.2900391,0.1278319,0.1622072
4,0.023865577,0.47889486,"('disliked', 'liked')",-0.64078575,-0.32446522,-8.261566,-7.8458347,-2.9594955,-2.5638018,-0.3956937
