,cardinal_male,cardinal_female,tuple,health_male,health_female,inc_male,inc_female,average_male,average_female,male-female
5,-0.8025061,-0.7752438,"('distant', 'outgoing')",-0.15662329,-0.056208633,-0.43522948,-0.44784743,-0.4647863,-0.4264333,-0.038353
59,0.7998357,0.75249964,"('foolish', 'wise')",1.3393481,1.325829,0.8057327,0.6258862,0.9816388,0.9014049,0.0802339
3,-0.78037477,-0.686881,"('repellent', 'pleasant')",-0.9143227,-0.87148124,0.013082694,0.043065783,-0.5605382,-0.5050988,-0.0554394
10,0.76891154,0.77117264,"('unsympathetic', 'sympathetic')",0.4031733,0.34334046,-0.16307864,0.021244168,0.3363354,0.3785858,-0.0422504
17,-0.74238056,-0.8851064,"('nasty', 'nice')",-0.25149506,-0.17217365,-0.22607931,-0.26703948,-0.4066517,-0.4414399,0.0347882
47,-0.6954586,-0.67639035,"('stupid', 'smart')",1.2622637,1.3025087,5.060923,5.326294,1.8759093,1.9841374,-0.1082281
22,0.64429057,0.48303628,"('untrustworthy', 'trustworthy')",0.58040214,0.49323502,-0.73622066,-0.68040967,0.162824,0.0986205,0.0642035
27,0.6370655,0.29563528,"('hardhearted', 'softhearted')",0.9196207,0.8624412,1.8809555,1.4629831,1.1458805,0.8736866,0.2721939
42,0.62986535,0.59513026,"('unreliable', 'reliable')",1.6239423,1.5913311,-2.2893548,-2.151266,-0.0118491,0.0117318,-0.0235809
8,-0.6190795,-0.7761633,"('unaffectionate', 'affectionate')",-0.4308768,-0.496642,0.35142753,0.3323728,-0.2328429,-0.3134775,0.0806346
40,0.6136497,0.43952408,"('stingy', 'generous')",0.677459,0.49958465,-1.3180759,-1.4564079,-0.0089891,-0.1724331,0.163444
61,-0.59176636,-0.52679586,"('illogical', 'logical')",-0.3078829,-0.25309363,0.028885625,0.06624542,-0.2902546,-0.2378813,-0.0523733
37,0.5502526,0.37513292,"('fake', 'genuine')",0.4796854,0.34735733,0.5407639,0.56479657,0.5235673,0.4290956,0.0944717
82,-0.51044446,-0.29059327,"('poor', 'rich')",-0.21135955,0.008281469,5.531353,6.072105,1.603183,1.929931,-0.326748
11,0.48704645,0.6640987,"('unhelpful', 'helpful')",0.2871415,0.501159,1.809998,2.0684042,0.8613954,1.0778873,-0.2164919
68,-0.48704022,-0.58527774,"('dependent', 'independent')",-0.8453774,-0.8627789,-0.53620356,-0.69265884,-0.6228737,-0.7135719,0.0906982
86,0.4660312,0.38677037,"('uninfluential', 'influential')",0.38985407,0.30100143,-0.10744402,-0.0333666,0.2494804,0.2181351,0.0313453
25,-0.46125692,-0.6209091,"('egoistic', 'altruistic')",-0.0021972656,-0.0628262,1.7177519,1.4610301,0.4180992,0.2590983,0.1590009
83,0.44912413,0.35350424,"('powerless', 'powerful')",0.45820206,0.45333627,-0.99622416,-0.97968113,-0.0296326,-0.0576135,0.0279809
87,-0.447222,-0.28364483,"('unsuccessful', 'successful')",0.10337912,0.21229649,0.5217408,0.65091723,0.0592993,0.1931896,-0.1338903
85,0.4446487,0.21635136,"('insignificant', 'prestigious')",0.61556727,0.40566877,0.89497405,0.62868065,0.65173,0.4169002,0.2348298
45,-0.43810347,-0.32254726,"('incompetent', 'competent')",0.47821748,0.5413748,-0.6957788,-0.3880685,-0.2185549,-0.0564137,-0.1621412
53,-0.43699813,-0.5573026,"('uncreative', 'creative')",-0.88622713,-0.9374298,0.37413064,0.33141395,-0.3163649,-0.3877728,0.0714079
44,-0.4121946,-0.5190381,"('prejudiced', 'unprejudiced')",-0.5055575,-0.46552798,-0.9727673,-1.1262915,-0.6301731,-0.7036192,0.0734461
35,-0.33141565,-0.34214747,"('corrupt', 'incorrupt')",-1.3206952,-1.2544382,-0.09058499,-0.29819536,-0.5808986,-0.6315937,0.0506951
20,0.31371236,0.1785235,"('rough', 'thoughtful')",-0.20481247,-0.26987365,1.0990442,0.8493132,0.4026481,0.2526544,0.1499937
33,0.3070917,0.17463931,"('wrong', 'right')",0.66400397,0.52193636,-0.71271783,-0.8301712,0.086126,-0.0445319,0.1306579
54,0.29764438,0.19024053,"('incapable', 'capable')",0.42163113,0.3643985,1.2745893,1.2844259,0.6646216,0.6130216,0.0516
9,0.29386777,0.18237662,"('unaffectionate', 'caring')",0.87675047,0.87631583,1.1061764,1.1917034,0.7589316,0.7501319,0.0087997
28,0.28755197,0.29303893,"('disloyal', 'loyal')",-0.15035348,-0.14643937,0.8516545,0.9436111,0.3296177,0.3634036,-0.0337859
57,0.27730876,0.1093236,"('unimaginative', 'imaginative')",0.11448826,-0.054750785,-2.5135314,-2.5359387,-0.7072448,-0.827122,0.1198772
30,0.27200913,0.31368038,"('intolerant', 'tolerant')",0.9675252,0.90330464,1.2148559,1.4509653,0.8181301,0.8893167,-0.0711866
38,-0.25871086,-0.14353135,"('untruthful', 'truthful')",0.80241776,0.90039563,-0.11751543,0.17462696,0.1420638,0.3104971,-0.1684333
50,-0.25020087,-0.05408626,"('clumsy', 'skillful')",0.6719339,0.61010253,0.4397689,0.47252744,0.2871673,0.3428479,-0.0556806
88,0.24708697,0.15811424,"('low', 'eminent')",-0.027695628,-0.11446829,0.5826222,0.6962502,0.2673378,0.2466321,0.0207057
72,0.24303153,0.09590021,"('unambitious', 'ambitious')",0.27293596,0.15546516,-1.110661,-1.0884126,-0.1982312,-0.2790158,0.0807846
77,0.23152983,0.23328634,"('unmotivated', 'motivated')",0.33303744,0.2578314,-1.105541,-1.1016659,-0.1803246,-0.203516,0.0231914
55,-0.22693434,-0.24005325,"('incompetent', 'clever')",-0.30079117,-0.32006478,-0.098321386,-0.021496754,-0.2086823,-0.1938716,-0.0148107
63,0.225003,0.4278923,"('unperceptive', 'insightful')",0.9262956,1.011903,1.0361321,1.2447947,0.7291435,0.8948634,-0.1657199
75,-0.21980223,-0.1412322,"('meek', 'impulsive')",0.045207594,0.016597308,-0.58841395,-0.59118927,-0.2543362,-0.2386081,-0.0157281
51,-0.19574621,-0.10502617,"('uneducated', 'educated')",0.3019151,0.3334523,0.64482194,0.7429013,0.2503303,0.3237758,-0.0734455
80,0.17484677,0.29120108,"('dominated', 'dominating')",0.098499365,0.15585218,-0.91073215,-0.9231532,-0.212462,-0.1587,-0.053762
19,-0.16195032,-0.21569781,"('inhospitable', 'hospitable')",0.41563174,0.4258547,0.11793981,0.1808367,0.1238737,0.1303312,-0.0064575
15,-0.14875609,-0.18723813,"('boring', 'funny')",0.23903686,0.17124948,0.37616608,0.49967822,0.1554823,0.1612299,-0.0057476
71,0.14552072,0.18427764,"('diffident', 'self-confident')",2.2209866,2.1877255,0.74010426,0.80706364,1.0355372,1.0596889,-0.0241517
46,0.14335355,0.2529189,"('uncompetitive', 'competitive')",1.02637,0.97459257,-0.5749251,-0.5257835,0.1982662,0.2339093,-0.0356431
1,-0.13744812,-0.37985647,"('unfriendly', 'friendly')",0.9903372,0.79566216,1.6855451,1.6443093,0.8461447,0.686705,0.1594397
14,-0.116092876,0.050539847,"('antisocial', 'social')",0.016363671,0.23591101,-0.77570665,-0.38582832,-0.2918119,-0.0331258,-0.2586861
29,0.10482359,-0.018731264,"('unfair', 'fair')",-0.068358794,-0.06592711,-0.3553294,-0.62887335,-0.1062882,-0.2378439,0.1315557
49,0.10463089,0.07050916,"('unable', 'able')",0.61441123,0.7261847,0.12710646,0.30014575,0.2820495,0.3656132,-0.0835637
58,-0.10177568,-0.2884378,"('undiscriminating', 'discriminating')",-0.9726031,-1.1405015,-0.25796813,-0.32930386,-0.4441156,-0.5860811,0.1419655
13,0.09921037,0.23992546,"('impolite', 'polite')",0.6969242,0.80746645,-0.5304827,-0.1852964,0.0885506,0.2873652,-0.1988146
66,-0.08097937,-0.16120248,"('inactive', 'active')",-0.7370888,-0.67622954,1.0788167,0.90948147,0.0869162,0.0240165,0.0628997
64,-0.0720723,-0.13718344,"('shy', 'confident')",0.27606285,0.23514754,-6.0360894,-6.0789323,-1.944033,-1.993656,0.049623
73,0.06404309,0.23455073,"('helpless', 'self-reliant')",0.20651694,0.2525188,-3.107364,-3.063375,-0.9456013,-0.8587685,-0.0868328
0,0.025968034,0.07321064,"('unsociable', 'sociable')",0.45726776,0.41583985,-0.4542025,-0.30489284,0.0096778,0.0613859,-0.0517081
78,-0.018519334,0.02791048,"('nonresilient', 'resilient')",1.7478822,1.7103605,0.7193479,0.6895439,0.816237,0.8092717,0.0069653
67,-0.012781091,0.16216367,"('doubtful', 'determined')",-0.24825044,-0.15135695,-0.86102235,-0.5405167,-0.374018,-0.17657,-0.197448
81,0.006607387,0.18328391,"('submissive', 'aggressive')",0.7655449,0.79981244,-0.614091,-0.35160488,0.0526871,0.2104972,-0.1578101
