,ppl_male,ppl_female,tuple,corp_male,corp_female,average_male,average_female,male-female
13,0.29117915,0.60296106,"('impolite', 'polite')",-0.6954884,-0.33276933,-0.2021546,0.1350959,-0.3372505
17,-0.29050386,-0.063889235,"('nasty', 'nice')",-1.077155,-0.9377905,-0.6838294,-0.5008399,-0.1829895
11,0.28890073,0.34180233,"('unhelpful', 'helpful')",1.2775326,1.6116785,0.7832167,0.9767404,-0.1935237
72,0.2871999,0.17681253,"('unambitious', 'ambitious')",-0.41904497,-0.5027803,-0.0659225,-0.1629839,0.0970614
29,0.2516912,0.1297479,"('unfair', 'fair')",-0.39695615,-0.7616576,-0.0726325,-0.3159549,0.2433224
57,-0.21271305,-0.051067725,"('unimaginative', 'imaginative')",-3.2332275,-3.0393646,-1.7229702,-1.5452162,-0.177754
34,-0.20135766,-0.22342837,"('mean', 'honorable')",5.5346804,5.630841,2.6666613,2.7037063,-0.037045
7,0.18478963,0.41688788,"('insensitive', 'sensitive')",0.27834404,0.58437765,0.2315668,0.5006328,-0.269066
40,0.17383145,0.20059167,"('stingy', 'generous')",-1.9560874,-2.1931932,-0.8911279,-0.9963008,0.1051729
24,0.17211384,0.19935745,"('dishonest', 'honest')",0.5816558,0.5753789,0.3768848,0.3873682,-0.0104834
58,-0.1719853,-0.29965493,"('undiscriminating', 'discriminating')",0.30172664,0.09515574,0.0648707,-0.1022496,0.1671203
50,-0.16916998,-0.29687464,"('clumsy', 'skillful')",-0.044819888,-0.31527925,-0.1069949,-0.3060769,0.199082
33,-0.14448668,-0.14378476,"('wrong', 'right')",-1.1318159,-1.0465889,-0.6381513,-0.5951868,-0.0429645
51,0.115866266,0.13275722,"('uneducated', 'educated')",0.37222168,0.32053593,0.244044,0.2266466,0.0173974
82,0.11286494,0.041274495,"('poor', 'rich')",6.433047,6.394354,3.2729559,3.2178142,0.0551417
48,-0.0991935,-0.15328097,"('unintelligent', 'intelligent')",0.8382378,0.68382895,0.3695222,0.265274,0.1042482
49,0.06654757,0.022906061,"('unable', 'able')",-0.34747902,-0.365076,-0.1404657,-0.171085,0.0306193
83,-0.06596035,-0.14180227,"('powerless', 'powerful')",-0.95311487,-0.9554667,-0.5095376,-0.5486345,0.0390969
69,-0.059168506,-0.12781903,"('lazy', 'industrious')",-0.91826355,-0.88938427,-0.488716,-0.5086017,0.0198857
25,-0.033749193,0.07475949,"('egoistic', 'altruistic')",1.3055785,1.1328323,0.6359146,0.6037959,0.0321187
12,0.02637049,0.23734756,"('unsupportive', 'supportive')",-2.2943974,-2.0991287,-1.1340134,-0.9308906,-0.2031228
10,-0.01041993,0.16981182,"('unsympathetic', 'sympathetic')",-0.27963012,-0.07316874,-0.145025,0.0483215,-0.1933465
