,windstream_male,windstream_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
6,-3.1895473,-2.8366647,"('distant', 'open')",-1.5888702,-1.4312345,0.383012,0.24825759,-1.4651353,-1.3398805,-0.1252548
5,-2.4529567,-2.121922,"('distant', 'outgoing')",-1.3452076,-1.0176935,-0.516731,-0.43946925,-1.4382985,-1.1930283,-0.2452702
1,-2.4430568,-2.440062,"('unfriendly', 'friendly')",-0.5586175,-0.89697367,1.5607883,1.1768343,-0.4802953,-0.7200671,0.2397718
31,-2.2640834,-2.0779626,"('evil', 'good')",-2.0174348,-2.077989,-1.0033433,-1.2646605,-1.7616205,-1.8068706,0.0452501
8,-2.2416956,-1.72335,"('unaffectionate', 'affectionate')",-1.4280535,-1.1510072,0.71481425,0.48304322,-0.9849784,-0.7971047,-0.1878737
60,1.99461,1.6647371,"('inefficient', 'efficient')",1.3379688,1.0643936,-0.12848695,0.08530292,1.0680306,0.9381445,0.1298861
19,-1.9879869,-1.864368,"('inhospitable', 'hospitable')",-1.2032107,-1.3392708,-0.26648208,-0.49986088,-1.1525599,-1.2344999,0.08194
36,-1.9212091,-1.580833,"('hostile', 'amicable')",-1.7755277,-1.648027,0.59807855,0.3575189,-1.0328861,-0.9571137,-0.0757724
76,1.8440186,1.8615918,"('anxious', 'daring')",1.4522372,1.5576015,0.29039958,0.5954436,1.1955518,1.3382123,-0.1426605
52,-1.8229233,-1.7449167,"('irrational', 'rational')",-1.5436704,-1.3929298,-0.11659795,-0.21910264,-1.1610639,-1.118983,-0.0420809
80,1.7907236,1.2290539,"('dominated', 'dominating')",1.5386709,1.2053951,-1.1971747,-1.1432533,0.7107399,0.4303985,0.2803414
38,-1.6616764,-1.4954045,"('untruthful', 'truthful')",-1.1044589,-1.0734046,-0.4503056,-0.42175305,-1.072147,-0.996854,-0.075293
85,-1.6354051,-1.2920457,"('insignificant', 'prestigious')",-0.3792151,-0.30977052,0.64089954,0.5244594,-0.4579068,-0.3591189,-0.0987879
30,1.562181,1.3958433,"('intolerant', 'tolerant')",1.4657038,1.4745932,0.9525371,1.1893977,1.3268073,1.353278,-0.0264707
9,-1.551279,-1.3630725,"('unaffectionate', 'caring')",-0.28218213,-0.44814783,1.2171818,0.91115385,-0.2054264,-0.3000222,0.0945958
56,1.5374796,1.2403525,"('impractical', 'practical')",0.6959175,0.7154346,-0.43530813,-0.18332386,0.599363,0.5908211,0.0085419
65,1.4264418,1.3919319,"('insecure', 'secure')",1.11398,0.91255057,-0.1716059,0.12705995,0.7896054,0.8105141,-0.0209087
41,-1.3998333,-1.0359453,"('unforgiving', 'forgiving')",-0.2582052,0.005959466,0.24492532,0.21048893,-0.4710377,-0.2731656,-0.1978721
46,1.3285074,0.8830715,"('uncompetitive', 'competitive')",2.545936,2.0403426,-0.18099873,-0.11022222,1.2311482,0.9377306,0.2934176
79,-1.2934784,-1.0939672,"('wavering', 'unwavering')",-1.7191683,-1.4661851,-0.14869982,-0.13778895,-1.0537821,-0.8993138,-0.1544683
28,-1.2794183,-1.280971,"('disloyal', 'loyal')",-0.07680984,-0.3999205,0.9360234,0.70954996,-0.1400683,-0.3237805,0.1837122
39,1.2050283,1.3140069,"('exploitative', 'cooperative')",0.09436196,0.104725346,0.0005781064,-0.0010568006,0.4333228,0.4725585,-0.0392357
7,1.1419464,0.97697115,"('insensitive', 'sensitive')",1.0632198,0.78594685,0.98197013,0.6801644,1.0623788,0.8143608,0.248018
18,-1.0892061,-0.55189687,"('disagreeable', 'welcoming')",-0.53886867,-0.22919373,-0.38692743,-0.31528336,-0.6716674,-0.365458,-0.3062094
26,-1.0725603,-0.93534976,"('hardhearted', 'benevolent')",1.2563154,1.4485619,1.6904433,1.7572782,0.6247328,0.7568301,-0.1320973
54,-1.0358273,-0.75260633,"('incapable', 'capable')",-0.27601334,0.0326121,0.93206805,1.092945,-0.1265909,0.1243169,-0.2509078
4,-1.0277108,-1.0119905,"('disliked', 'liked')",-0.35949895,-0.2817678,-6.6025147,-6.372734,-2.6632415,-2.5554975,-0.107744
2,-1.0256288,-0.6085464,"('unlikable', 'likable')",1.2193432,1.5720801,0.48711362,0.7771712,0.2269427,0.580235,-0.3532923
16,-1.0037317,-0.70152766,"('unpopular', 'popular')",-1.1552213,-0.67936987,0.2120672,0.38808212,-0.648962,-0.3309385,-0.3180235
35,-0.95307976,-0.41367605,"('corrupt', 'incorrupt')",-1.822275,-1.4859409,-0.15907134,-0.24220426,-0.9781421,-0.7139404,-0.2642017
42,0.93669844,0.9730239,"('unreliable', 'reliable')",1.7586596,1.8224089,-2.6004987,-2.3450334,0.0316198,0.1501331,-0.1185133
81,0.8954577,0.59431386,"('submissive', 'aggressive')",1.3593729,1.4665585,-0.7722086,-0.44101068,0.4942073,0.5399539,-0.0457466
88,-0.89280653,-0.8848075,"('low', 'eminent')",-0.118059956,-0.021559916,0.0883137,0.188174,-0.3075176,-0.2393978,-0.0681198
0,-0.83541423,-1.2413715,"('unsociable', 'sociable')",0.33530056,0.15015364,-0.18039185,-0.22391391,-0.2268352,-0.4383773,0.2115421
17,-0.8173079,-0.8478764,"('nasty', 'nice')",-1.2707558,-1.4767966,-0.5776129,-0.7328774,-0.8885589,-1.0191835,0.1306246
25,-0.79079974,-0.7595515,"('egoistic', 'altruistic')",0.35637605,0.4859378,1.5308192,1.4286028,0.3654652,0.3849964,-0.0195312
24,-0.77274245,-0.90855294,"('dishonest', 'honest')",-1.355408,-1.574796,0.21111652,0.004434496,-0.6390113,-0.8263048,0.1872935
37,0.7674029,0.6458488,"('fake', 'genuine')",0.4728428,0.07154521,0.6162961,0.3552705,0.6188473,0.3575548,0.2612925
51,-0.7601305,-0.92621046,"('uneducated', 'educated')",0.8530271,0.6718681,0.24471535,0.10899377,0.1125373,-0.0484495,0.1609868
