,windstream_male,windstream_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
66,-0.74548596,-0.6545301,"('inactive', 'active')",0.8651417,0.8911112,1.3831851,1.2228068,0.500947,0.4864626,0.0144844
21,0.7114674,0.393192,"('immoral', 'moral')",0.91330034,0.68019795,-0.6019103,-0.5631833,0.3409525,0.1700689,0.1708836
50,0.6901075,0.7784827,"('clumsy', 'skillful')",0.16207178,0.23079848,0.13783701,0.1293186,0.3300054,0.3795333,-0.0495279
72,-0.68721133,-0.47592038,"('unambitious', 'ambitious')",-0.18887526,-0.004672123,-1.1384722,-0.9928384,-0.6715196,-0.4911436,-0.180376
47,0.6541748,0.5791283,"('stupid', 'smart')",0.7668076,0.96335393,5.723955,5.7367377,2.3816458,2.4264067,-0.0447609
87,0.6313277,0.46561337,"('unsuccessful', 'successful')",0.9493831,1.1076069,0.623886,0.79241383,0.7348656,0.7885447,-0.0536791
67,0.6187831,0.66700673,"('doubtful', 'determined')",0.52149713,0.66488814,-0.9200422,-0.50121105,0.0734127,0.2768946,-0.2034819
70,0.6001858,0.44839856,"('lethargic', 'energetic')",1.7596385,1.5528482,0.94381356,1.0080338,1.1012127,1.0030935,0.0981192
59,-0.5947362,-0.29665974,"('foolish', 'wise')",-0.6329853,-0.52765954,0.08545616,0.22851107,-0.3807551,-0.1986027,-0.1821524
32,-0.5887042,-0.59154034,"('unkind', 'kind')",0.35821813,0.19647285,0.7401132,0.6333579,0.1698757,0.0794301,0.0904456
64,0.53183484,0.4356076,"('shy', 'confident')",1.2177606,1.2983987,-6.6275864,-6.0289974,-1.6259969,-1.4316637,-0.1943332
73,0.5109551,0.81223583,"('helpless', 'self-reliant')",0.032253228,0.27729186,-3.3460143,-3.0962286,-0.9342686,-0.6689003,-0.2653683
84,0.4902447,0.5282704,"('inferior', 'superior')",0.23776391,0.43525487,0.93769884,1.0485084,0.5552358,0.6706779,-0.1154421
14,0.4852641,0.51860374,"('antisocial', 'social')",2.077386,2.449037,-0.5183434,-0.19737014,0.6814355,0.9234236,-0.2419881
75,-0.46149826,-0.0033802055,"('meek', 'impulsive')",-0.4765513,-0.0025668517,-0.26982525,-0.07331022,-0.4026249,-0.0264191,-0.3762058
82,-0.4597427,-0.29143852,"('poor', 'rich')",0.29080832,0.57038784,5.967502,5.9196973,1.9328559,2.0662155,-0.1333596
55,0.45811144,0.2808525,"('incompetent', 'clever')",0.77813506,0.554986,0.12596533,0.065524444,0.4540706,0.3004543,0.1536163
61,0.45677984,0.016873961,"('illogical', 'logical')",0.5309915,0.1046295,0.48203784,0.19626652,0.4899364,0.1059233,0.3840131
71,0.4526828,0.45575288,"('diffident', 'self-confident')",0.9682058,0.7384565,0.7462713,0.56232023,0.7223867,0.5855099,0.1368768
53,-0.45216534,-0.6164442,"('uncreative', 'creative')",0.5763548,0.4136775,1.1247429,0.95997864,0.4163108,0.252404,0.1639068
23,0.4209059,0.21774419,"('insincere', 'sincere')",-0.09577289,-0.37898606,5.5971518,5.318876,1.9740949,1.7192113,0.2548836
68,0.40671122,0.30284822,"('dependent', 'independent')",-0.0016550934,-0.4926115,-0.4373696,-0.60811734,-0.0107712,-0.2659602,0.255189
3,0.39717337,-0.014013788,"('repellent', 'pleasant')",1.1476643,0.6547255,0.47938725,0.38775104,0.6747417,0.3428209,0.3319208
86,-0.39600992,-1.1053398,"('uninfluential', 'influential')",0.44624013,-0.07314824,-0.07350124,-0.4432848,-0.007757,-0.5405909,0.5328339
77,0.39214724,-0.05442646,"('unmotivated', 'motivated')",1.2739598,0.99774706,-1.0970136,-0.96030235,0.1896978,-0.0056606,0.1953584
44,-0.38012958,0.1344314,"('prejudiced', 'unprejudiced')",-0.87986803,-0.30744725,-1.3068924,-1.0680975,-0.85563,-0.4137044,-0.4419256
33,0.3397855,0.25900188,"('wrong', 'right')",0.40133065,0.27544603,-0.6412748,-0.84260786,0.0332805,-0.10272,0.1360005
57,0.32593834,-0.07634466,"('unimaginative', 'imaginative')",0.7622452,0.5741873,-2.2744792,-2.260237,-0.3954319,-0.5874648,0.1920329
63,0.31409097,0.090075225,"('unperceptive', 'insightful')",2.2917423,1.804068,1.1048117,1.0388157,1.2368817,0.977653,0.2592287
12,-0.3079895,-0.4017162,"('unsupportive', 'supportive')",0.6051015,0.63720447,-1.697502,-1.6148618,-0.4667967,-0.4597912,-0.0070055
62,0.28121835,0.2095783,"('incompetent', 'brilliant')",0.90525097,0.85552555,-0.31854662,-0.009688603,0.2893076,0.3518051,-0.0624975
43,-0.28110555,-0.41561785,"('irresponsible', 'responsible')",0.28078884,0.37938523,0.4853467,0.5838618,0.1616767,0.1825431,-0.0208664
13,0.22468999,-0.08054211,"('impolite', 'polite')",0.51684934,0.17109254,-0.19806826,-0.22376484,0.181157,-0.0444048,0.2255618
27,-0.1816187,-0.26385894,"('hardhearted', 'softhearted')",0.3523102,-0.16003455,1.7249913,1.1455252,0.6318943,0.2405439,0.3913504
83,0.17718199,0.06597586,"('powerless', 'powerful')",0.7400714,0.93632394,-0.7964419,-0.7482902,0.0402705,0.0846699,-0.0443994
48,-0.17029312,-0.33257878,"('unintelligent', 'intelligent')",-0.0052827336,-0.32669723,0.3308945,0.23052631,0.0517729,-0.1429166,0.1946895
40,0.15744464,0.17589991,"('stingy', 'generous')",0.5225171,0.62746495,-1.3458705,-1.4380114,-0.2219696,-0.2115488,-0.0104208
74,0.14650215,0.17350666,"('undedicated', 'dedicated')",0.4048087,0.50792056,0.12922259,0.31366092,0.2268445,0.3316961,-0.1048516
11,0.14281853,0.0902181,"('unhelpful', 'helpful')",-0.40488204,-0.49152702,1.6019299,1.56489,0.4466221,0.3878604,0.0587617
49,0.10893424,0.09690376,"('unable', 'able')",-0.46711475,-0.3118582,-0.3146522,-0.18183702,-0.2242776,-0.1322638,-0.0920138
69,-0.08708283,0.24243173,"('lazy', 'industrious')",0.20072767,0.5877594,-0.5842207,-0.5301495,-0.1568586,0.1000139,-0.2568725
10,0.08640604,-0.27790645,"('unsympathetic', 'sympathetic')",0.35519361,-0.06416658,-0.016261034,-0.07559033,0.1417795,-0.1392211,0.2810006
29,-0.08635292,-0.022340104,"('unfair', 'fair')",-0.35619345,-0.3757996,-0.21392155,-0.46197116,-0.2188226,-0.2867036,0.067881
20,0.08090186,0.13594653,"('rough', 'thoughtful')",0.7967696,0.8456756,1.3671407,1.2856716,0.7482707,0.7557646,-0.0074939
15,0.07111724,-0.0055107772,"('boring', 'funny')",-1.4023551,-1.3569099,0.24813515,0.20622128,-0.3610342,-0.3853998,0.0243656
22,-0.06654675,-0.12062851,"('untrustworthy', 'trustworthy')",0.67358357,0.36674073,-0.70923525,-0.7437119,-0.0340661,-0.1658666,0.1318005
34,0.06282813,0.039288186,"('mean', 'honorable')",-0.08726241,-0.13014725,6.151763,5.924829,2.042443,1.9446567,0.0977863
78,-0.04992503,-0.30865484,"('nonresilient', 'resilient')",1.1883681,1.0261017,0.5549614,0.41674572,0.5644681,0.3780642,0.1864039
45,-0.030026916,-0.38712132,"('incompetent', 'competent')",0.5451851,0.124489374,-0.17046236,-0.2600214,0.1148986,-0.1742178,0.2891164
58,-0.020849846,-0.020370826,"('undiscriminating', 'discriminating')",1.2200046,1.0374136,0.32641158,0.07052556,0.5085221,0.3625228,0.1459993
