,laboratory_male,laboratory_female,tuple,corp_male,corp_female,america_male,america_female,hldgs_male,hldgs_female,average_male,average_female,male-female
55,2.3095865,2.436561,"('incompetent', 'clever')",3.8654714,3.7475286,1.3196149,1.3024559,-0.32209304,-0.43573657,1.7931449,1.7627022,0.0304427
36,-2.016638,-2.2013278,"('hostile', 'amicable')",-4.6729207,-4.5783134,-0.96512896,-0.9007051,-1.4487185,-1.4043624,-2.2758517,-2.2711773,-0.0046744
79,-1.9175537,-1.9600731,"('wavering', 'unwavering')",-4.057942,-4.0308814,-0.9498177,-0.92001915,-1.1555952,-1.0329283,-2.020227,-1.9859755,-0.0342515
20,1.8936357,1.7554201,"('rough', 'thoughtful')",0.4243105,0.41247243,-0.08951166,-0.18007697,-0.2929236,-0.3953414,0.4838777,0.3981185,0.0857592
5,-1.7809589,-1.9461652,"('distant', 'outgoing')",-2.7849884,-2.709107,-1.324211,-1.2735103,-1.348668,-1.2383645,-1.8097067,-1.7917867,-0.01792
19,-1.7511638,-1.7307822,"('inhospitable', 'hospitable')",-2.8631577,-2.7737808,-0.7620178,-0.68936723,-0.79960144,-0.6835963,-1.5439852,-1.4693816,-0.0746036
56,1.6977909,1.8880931,"('impractical', 'practical')",2.4959588,2.4731321,0.58088356,0.70331466,0.12633806,0.20265879,1.2252427,1.3167996,-0.0915569
60,1.6364431,1.9083596,"('inefficient', 'efficient')",3.1685467,3.1227424,1.5824074,1.6339694,0.21864443,0.2878699,1.6515105,1.7382354,-0.0867249
14,1.5822543,1.6789377,"('antisocial', 'social')",2.6766703,2.6162055,1.0256165,0.97886544,0.16843635,0.021290384,1.3632444,1.3238248,0.0394196
66,-1.5762502,-1.7820039,"('inactive', 'active')",-1.5585277,-1.6520375,0.38331884,0.30665326,-0.27787971,-0.4736384,-0.7573347,-0.9002566,0.1429219
62,1.558835,1.7002306,"('incompetent', 'brilliant')",2.7605937,2.6614497,0.76814044,0.833822,0.076172076,0.057672806,1.2909352,1.3132938,-0.0223586
6,-1.5411128,-1.724733,"('distant', 'open')",-3.692876,-3.654569,-1.2929832,-1.2060624,-1.1597236,-1.0383575,-1.9216739,-1.9059305,-0.0157434
48,1.5324808,1.5331649,"('unintelligent', 'intelligent')",2.2822025,2.1934206,0.28681496,0.3610724,-1.2204056,-1.2271459,0.7202733,0.715128,0.0051453
4,-1.4558113,-1.6292541,"('disliked', 'liked')",-2.3969617,-2.3892927,-0.9934705,-0.91668916,-2.2341883,-2.2909913,-1.770108,-1.8065568,0.0364488
31,-1.3574126,-1.6084901,"('evil', 'good')",-3.6442199,-3.5379002,-1.5169071,-1.5692505,-1.3511578,-1.3471776,-1.9674244,-2.0157046,0.0482802
21,1.2376026,1.3049387,"('immoral', 'moral')",3.3488543,3.2820125,0.990412,0.9917546,-0.10631265,-0.14749497,1.3676391,1.3578027,0.0098364
