,northrop_male,northrop_female,tuple,grumman_male,grumman_female,corp_male,corp_female,average_male,average_female,male-female
21,-1.020879,-0.9161089,"('immoral', 'moral')",-2.1204855,-2.1069882,-0.7393361,-0.9496322,-1.2935669,-1.3242431,0.0306762
7,-0.9707635,-0.903893,"('insensitive', 'sensitive')",-1.941483,-1.8525746,0.3976243,0.18101926,-0.8382074,-0.8584828,0.0202754
47,-0.9398127,-0.7725324,"('stupid', 'smart')",-1.1477299,-0.96852475,4.585876,4.633722,0.8327778,0.9642216,-0.1314438
28,-0.93579364,-0.7741548,"('disloyal', 'loyal')",-1.3978913,-1.1521392,0.9248136,0.72259,-0.4696238,-0.4012346,-0.0683892
52,0.9010474,0.8888565,"('irrational', 'rational')",0.139368,0.21942599,0.18118548,0.45614672,0.4072003,0.5214764,-0.1142761
36,0.8872517,0.6701756,"('hostile', 'amicable')",0.8336277,0.83493704,0.06485337,0.24323303,0.5952442,0.5827819,0.0124623
62,-0.8821642,-0.7923996,"('incompetent', 'brilliant')",-1.8906118,-1.8086649,-0.010126516,-0.010198309,-0.9276342,-0.8704209,-0.0572133
53,-0.8668774,-0.7387184,"('uncreative', 'creative')",-1.2931532,-1.0633711,0.41900674,0.45946646,-0.5803413,-0.447541,-0.1328003
78,-0.8300775,-0.837925,"('nonresilient', 'resilient')",-0.1732874,-0.25388846,0.75238025,0.5006261,-0.0836616,-0.1970625,0.1134009
77,-0.8065189,-0.991187,"('unmotivated', 'motivated')",-0.18863772,-0.35368213,-0.84308314,-1.0265694,-0.6127466,-0.7904795,0.1777329
20,-0.79628557,-0.688846,"('rough', 'thoughtful')",-0.6034686,-0.52334356,1.0586033,1.321025,-0.113717,0.0362785,-0.1499955
75,0.7424495,0.7774057,"('meek', 'impulsive')",1.4514434,1.4371747,-0.7619657,-0.5488808,0.4773091,0.5552332,-0.0779241
15,0.73541534,0.76524365,"('boring', 'funny')",0.051423665,0.09435624,-0.3940804,-0.28498593,0.1309195,0.191538,-0.0606185
38,-0.730173,-0.65949386,"('untruthful', 'truthful')",-1.2150925,-0.94426984,-0.6293028,-0.33727744,-0.8581894,-0.6470137,-0.2111757
1,-0.71304387,-0.54326797,"('unfriendly', 'friendly')",-1.6752135,-1.2142622,1.1427277,1.4895247,-0.4151765,-0.0893352,-0.3258413
24,-0.7082186,-0.5705832,"('dishonest', 'honest')",-2.7061157,-2.2894568,0.08563773,0.00050885975,-1.1095655,-0.9531771,-0.1563884
12,-0.7016549,-0.59128624,"('unsupportive', 'supportive')",-1.8256962,-1.5902483,-1.8629096,-1.9775728,-1.4634202,-1.3863691,-0.0770511
44,0.7000946,0.715816,"('prejudiced', 'unprejudiced')",1.0743304,1.0243897,-1.5437597,-1.3950949,0.0768884,0.115037,-0.0381486
27,-0.64925826,-0.7006888,"('hardhearted', 'softhearted')",-1.2575569,-1.3321501,1.1638899,1.2819905,-0.2476418,-0.2502828,0.002641
49,-0.64741945,-0.58764434,"('unable', 'able')",-0.7041275,-0.72933203,-0.45247006,-0.43617916,-0.601339,-0.5843852,-0.0169538
31,0.63252175,0.7995999,"('evil', 'good')",0.68617624,0.879432,-0.82553536,-0.53542536,0.1643875,0.3812021,-0.2168146
74,-0.63094085,-0.614923,"('undedicated', 'dedicated')",-0.9953572,-0.74735814,-0.101136684,-0.31712914,-0.5758116,-0.5598034,-0.0160082
84,0.59669167,0.48396295,"('inferior', 'superior')",0.62429655,0.47849867,1.2819258,1.2502037,0.8343047,0.7375551,0.0967496
59,0.5961832,0.7366457,"('foolish', 'wise')",1.1771823,1.374399,-0.0014724648,0.2710734,0.590631,0.7940393,-0.2034083
16,0.5246958,0.32311392,"('unpopular', 'popular')",0.14444491,0.11259566,0.13520123,0.25996587,0.268114,0.2318918,0.0362222
29,-0.50947976,-0.4782365,"('unfair', 'fair')",0.016444657,-0.05287136,-0.21475686,-0.27724737,-0.2359307,-0.2694517,0.033521
66,0.5073316,0.2629929,"('inactive', 'active')",0.51335657,0.303996,0.44559523,0.3545514,0.4887611,0.3071801,0.181581
67,0.4883959,0.51351833,"('doubtful', 'determined')",1.4565904,1.432315,-0.5919381,-0.59839714,0.4510161,0.4491454,0.0018707
72,-0.44770953,-0.44452187,"('unambitious', 'ambitious')",-1.1867602,-1.0255711,-0.7452714,-0.63842916,-0.7932471,-0.7028407,-0.0904064
50,-0.4237868,-0.29971907,"('clumsy', 'skillful')",0.65017617,0.6640197,0.2761022,0.3638661,0.1674972,0.2427222,-0.075225
34,-0.41212624,-0.38864988,"('mean', 'honorable')",-1.3536034,-1.2651514,4.956754,4.99259,1.0636748,1.1129296,-0.0492548
80,-0.4100208,-0.42302477,"('dominated', 'dominating')",-0.4614194,-0.60239637,-1.051455,-1.2253413,-0.6409651,-0.7502542,0.1092891
40,-0.40726963,-0.26310602,"('stingy', 'generous')",-0.88004965,-0.5707696,-1.6894858,-1.6071757,-0.9922684,-0.8136838,-0.1785846
48,-0.37615165,-0.41433036,"('unintelligent', 'intelligent')",-2.0160418,-1.9606986,0.6067276,0.60771763,-0.5951552,-0.5891038,-0.0060514
73,0.3624929,0.49129546,"('helpless', 'self-reliant')",1.0677763,1.2831081,-3.2163973,-2.7940254,-0.595376,-0.3398739,-0.2555021
19,-0.359546,-0.42728442,"('inhospitable', 'hospitable')",-0.27469608,-0.27934873,-0.6186038,-0.4848978,-0.4176153,-0.397177,-0.0204383
79,0.357472,0.2869314,"('wavering', 'unwavering')",0.9222666,0.80989736,-0.41832697,-0.32957724,0.2871372,0.2557505,0.0313867
58,-0.3423887,-0.63243186,"('undiscriminating', 'discriminating')",-1.6091311,-1.5740681,0.0064687133,0.015469782,-0.6483503,-0.7303434,0.0819931
9,-0.33870423,-0.27539998,"('unaffectionate', 'caring')",-1.4411132,-1.0724163,1.0570027,1.2018206,-0.2409383,-0.0486652,-0.1922731
88,-0.3283877,-0.35660195,"('low', 'eminent')",-0.5364278,-0.5047271,-0.5390039,-0.5258713,-0.4679398,-0.4624001,-0.0055397
54,0.31137657,0.25336298,"('incapable', 'capable')",0.56810945,0.5646142,0.7465484,0.73817253,0.5420115,0.5187166,0.0232949
68,-0.26787323,-0.4767674,"('dependent', 'independent')",0.06632989,-0.23593314,-0.7167761,-0.90546,-0.3061065,-0.5393868,0.2332803
5,0.235697,0.18341127,"('distant', 'outgoing')",0.5728813,0.5315984,-0.7348322,-0.5336988,0.024582,0.060437,-0.035855
18,-0.22473812,-0.072179474,"('disagreeable', 'welcoming')",-1.1606421,-1.1046555,-0.5380006,-0.49930173,-0.641127,-0.5587122,-0.0824148
61,-0.19803667,-0.19875517,"('illogical', 'logical')",-1.4427993,-1.3386567,0.6967304,0.4664022,-0.3147019,-0.3570032,0.0423013
37,-0.15406568,-0.17474112,"('fake', 'genuine')",-0.48543304,-0.41628063,-0.061081335,-0.0069555715,-0.2335267,-0.1993258,-0.0342009
39,0.1327535,0.13274485,"('exploitative', 'cooperative')",-0.57450056,-0.59667623,0.49476483,0.39992848,0.0176726,-0.0213343,0.0390069
8,0.12591976,0.1469566,"('unaffectionate', 'affectionate')",-1.2829382,-0.98431915,0.56840485,0.7739507,-0.1962045,-0.0211373,-0.1750672
87,0.10889847,-0.021252789,"('unsuccessful', 'successful')",0.16134347,0.033152223,0.82996523,0.7685976,0.3667357,0.2601657,0.10657
17,0.106049754,-0.032290816,"('nasty', 'nice')",-0.32239163,-0.4345761,-0.775912,-0.68528914,-0.3307513,-0.384052,0.0533007
6,0.10500492,0.18946241,"('distant', 'open')",0.069731355,0.22013497,-0.6846026,-0.47177446,-0.1699555,-0.0207257,-0.1492298
26,-0.06956097,-0.0651715,"('hardhearted', 'benevolent')",-0.37386006,-0.13248843,1.5069784,1.5793997,0.3545191,0.4605799,-0.1060608
2,0.04939075,0.21799523,"('unlikable', 'likable')",-0.3546643,-0.14755094,0.51666343,0.61351466,0.0704633,0.2279863,-0.157523
64,-0.045708388,-0.11286972,"('shy', 'confident')",-0.10092925,-0.013018703,-5.8045464,-6.0385303,-1.9837279,-2.0548062,0.0710783
4,-0.044063766,0.057841722,"('disliked', 'liked')",0.5293207,0.7723998,-6.7843614,-6.7451644,-2.0997014,-1.9716409,-0.1280605
83,0.017646983,-0.12705193,"('powerless', 'powerful')",0.45778817,0.33261305,-0.9951732,-1.0817497,-0.173246,-0.2920629,0.1188169
