,national_male,national_female,tuple,city_male,city_female,corp_male,corp_female,average_male,average_female,male-female
36,-3.1013048,-2.4984822,"('hostile', 'amicable')",-2.7535715,-2.3795521,-0.30331382,-0.43822196,-2.0527301,-1.7720855,-0.2806446
39,2.0289893,2.0155437,"('exploitative', 'cooperative')",1.5162678,1.5430194,0.40447736,0.36292443,1.3165781,1.3071625,0.0094156
12,1.9117979,1.7026402,"('unsupportive', 'supportive')",0.77147996,0.89404726,-2.1752796,-2.2345352,0.1693327,0.1207174,0.0486153
35,-1.8523191,-1.2403562,"('corrupt', 'incorrupt')",-2.4076962,-2.1886804,-0.48845315,-0.61904705,-1.5828228,-1.3493613,-0.2334615
75,-1.7142296,-1.1037743,"('meek', 'impulsive')",-1.2254434,-0.7553875,-0.9962757,-0.9834282,-1.3119829,-0.94753,-0.3644529
56,1.7042943,2.202773,"('impractical', 'practical')",2.0530767,2.4798374,-0.36643514,0.13430712,1.130312,1.6056391,-0.4753271
14,1.6224558,1.5727895,"('antisocial', 'social')",2.5952203,2.60327,-0.07488273,0.12628208,1.3809312,1.434114,-0.0531828
21,1.4393172,1.4703267,"('immoral', 'moral')",1.5687436,1.6254935,-0.40355146,-0.1721094,0.8681698,0.9745703,-0.1064005
52,-1.4264946,-1.1030138,"('irrational', 'rational')",-1.0703826,-1.023846,-0.0001749359,-0.15877572,-0.8323507,-0.7618785,-0.0704722
80,1.4247978,0.9594987,"('dominated', 'dominating')",0.81095654,0.75512207,-0.81025016,-0.7908381,0.475168,0.3079276,0.1672404
50,-1.4196333,-1.2516828,"('clumsy', 'skillful')",-0.9540043,-0.67099833,-0.13159426,-0.31251296,-0.8350773,-0.7450647,-0.0900126
31,-1.3659581,-1.0785626,"('evil', 'good')",-1.4654986,-1.4322091,-0.82515293,-1.0549158,-1.2188698,-1.1885626,-0.0303072
62,1.3283468,1.2965981,"('incompetent', 'brilliant')",1.4793005,1.9497439,0.08743544,0.3182593,0.9650276,1.1882004,-0.2231728
42,1.321099,1.3902525,"('unreliable', 'reliable')",0.8369625,1.0080637,-3.1092963,-3.0414562,-0.3170783,-0.21438,-0.1026983
28,1.3121564,1.1673422,"('disloyal', 'loyal')",-0.12118137,0.055646818,1.332079,1.3390911,0.841018,0.8540266,-0.0130086
60,1.2794162,1.0128226,"('inefficient', 'efficient')",2.0634305,2.0704927,-0.029327542,0.390346,1.1045064,1.1578871,-0.0533807
85,-1.2656131,-0.38190013,"('insignificant', 'prestigious')",-1.6476654,-1.0022217,-0.3884349,-0.6797686,-1.1005712,-0.6879635,-0.4126077
32,1.2618798,1.3666884,"('unkind', 'kind')",0.54550785,0.577678,0.9636491,1.0627278,0.9236789,1.0023648,-0.0786859
63,1.2550719,0.890058,"('unperceptive', 'insightful')",1.0286858,1.0852389,0.030118015,-0.115581796,0.7712919,0.6199051,0.1513868
43,1.245862,1.0495114,"('irresponsible', 'responsible')",1.4116149,1.2606832,0.19304745,0.37769046,0.9501748,0.8959617,0.0542131
19,-1.2113236,-0.69610596,"('inhospitable', 'hospitable')",-1.1344237,-0.58749616,-0.6810531,-0.71542305,-1.0089335,-0.6663417,-0.3425918
67,1.2046716,1.2094266,"('doubtful', 'determined')",1.4020272,1.3745786,-0.5461744,-0.34932932,0.6868415,0.744892,-0.0580505
4,-1.1982533,-0.6472444,"('disliked', 'liked')",-0.9368197,-0.6038714,-8.074758,-8.11161,-3.4032768,-3.1209087,-0.2823681
8,-1.1545533,-0.87458843,"('unaffectionate', 'affectionate')",-1.1804267,-0.95204294,1.036056,0.75645244,-0.4329747,-0.3567263,-0.0762484
5,-1.1489551,-0.65386325,"('distant', 'outgoing')",-1.5918758,-1.261947,-0.83438396,-0.8392452,-1.1917383,-0.9183518,-0.2733865
24,1.1410363,1.0229852,"('dishonest', 'honest')",0.5220578,0.47652617,0.61894983,0.7428647,0.7606813,0.7474587,0.0132226
13,1.1249299,1.0989044,"('impolite', 'polite')",1.2716128,1.2913983,-0.79037344,-0.48038068,0.5353897,0.6366407,-0.101251
65,1.1181463,0.7963791,"('insecure', 'secure')",0.8856797,0.7448222,0.039122652,0.31666112,0.6809829,0.6192875,0.0616954
26,1.0960623,1.0333644,"('hardhearted', 'benevolent')",-0.00046714395,-0.07934596,1.6800401,1.4525243,0.9252117,0.8021809,0.1230308
70,1.0851184,0.8194328,"('lethargic', 'energetic')",1.1167729,1.1408342,0.28156874,0.3049534,0.8278201,0.7550735,0.0727466
16,-1.0590743,-0.88513297,"('unpopular', 'popular')",-1.3224448,-0.9422138,-0.109012835,-0.19011939,-0.8301773,-0.6724887,-0.1576886
25,-1.0564383,-0.53428006,"('egoistic', 'altruistic')",-1.0290502,-0.7446677,1.6564041,1.5131097,-0.1430281,0.078054,-0.2210821
11,1.0429066,0.97796595,"('unhelpful', 'helpful')",1.2746364,1.5729678,1.4369923,1.6455898,1.2515117,1.3988412,-0.1473295
23,1.0410371,1.0843407,"('insincere', 'sincere')",0.9054948,1.0529085,6.4754124,6.576319,2.8073149,2.9045229,-0.097208
53,-1.0201886,-1.0827585,"('uncreative', 'creative')",-0.5064585,-0.4359721,0.32327944,0.14629504,-0.4011226,-0.4574785,0.0563559
10,1.0142384,0.45855644,"('unsympathetic', 'sympathetic')",0.07082164,0.18510267,-0.4107077,-0.12946694,0.2247841,0.1713974,0.0533867
7,1.0073234,0.8237212,"('insensitive', 'sensitive')",0.97551405,0.9563252,0.6687919,0.6030981,0.8838765,0.7943815,0.089495
71,0.97931874,1.0108439,"('diffident', 'self-confident')",1.0588399,1.031797,0.6279966,0.37699774,0.8887184,0.8065462,0.0821722
81,0.956746,0.8126624,"('submissive', 'aggressive')",1.6225919,1.7300675,-0.6517813,-0.20439067,0.6425188,0.7794464,-0.1369276
74,0.9445759,1.0403262,"('undedicated', 'dedicated')",0.70576596,0.96793056,-0.63597894,-0.47571817,0.338121,0.5108463,-0.1727253
6,-0.934808,-0.5866441,"('distant', 'open')",-1.9742649,-1.8410423,-0.3321603,-0.4378139,-1.080411,-0.9551668,-0.1252442
48,0.9261152,0.40477753,"('unintelligent', 'intelligent')",0.35636285,0.21992545,0.6691205,0.6092514,0.6505329,0.4113181,0.2392148
1,-0.91382015,-0.74758136,"('unfriendly', 'friendly')",-1.5594354,-1.530217,1.5806,1.2592919,-0.2975519,-0.3395022,0.0419503
38,0.8568289,1.3280741,"('untruthful', 'truthful')",-0.013800185,0.32939315,-0.44153953,-0.26061085,0.1338297,0.4656188,-0.3317891
84,0.8388219,0.6906146,"('inferior', 'superior')",-0.86222464,-0.876447,0.19577879,0.16618855,0.0574587,-0.006548,0.0640067
49,-0.8380073,-0.49278697,"('unable', 'able')",-1.188287,-0.76522344,-0.39818192,-0.35420156,-0.8081587,-0.537404,-0.2707547
69,-0.83778614,-0.68754715,"('lazy', 'industrious')",-0.8874389,-1.1049668,-1.0154762,-1.1917754,-0.9135671,-0.9947631,0.081196
82,-0.79485,-0.8681055,"('poor', 'rich')",-0.785295,-0.322819,6.5482135,6.728765,1.6560229,1.8459469,-0.189924
15,-0.7930234,-0.42104492,"('boring', 'funny')",0.097925395,0.282643,-0.08621759,-0.0781558,-0.2604385,-0.0721859,-0.1882526
79,-0.7514137,-0.17935467,"('wavering', 'unwavering')",-1.6668782,-0.9726662,-0.62267894,-0.58022976,-1.013657,-0.5774169,-0.4362401
27,-0.746944,-0.99812466,"('hardhearted', 'softhearted')",-0.7553776,-1.0067431,1.2084553,0.89258987,-0.0979554,-0.3707593,0.2728039
30,0.74059886,1.0829153,"('intolerant', 'tolerant')",1.3729026,1.6115267,0.6489047,1.1389153,0.9208021,1.2777858,-0.3569837
66,-0.71168137,-0.75609547,"('inactive', 'active')",-0.9643351,-0.873511,0.18312447,-0.05843898,-0.4976307,-0.5626818,0.0650511
46,0.71019137,0.030691355,"('uncompetitive', 'competitive')",1.5157838,1.6333976,-1.4421115,-1.2839028,0.2612878,0.1267287,0.1345591
22,0.705819,0.22625624,"('untrustworthy', 'trustworthy')",1.0415683,0.7384459,-0.78570426,-0.9161882,0.320561,0.0161713,0.3043897
0,0.68616,0.53359216,"('unsociable', 'sociable')",0.5883669,0.91917986,-0.3918965,-0.14602058,0.2942102,0.4355838,-0.1413736
76,0.6826712,0.60685396,"('anxious', 'daring')",1.4666718,1.7031679,-0.010632034,0.18914124,0.7129037,0.8330544,-0.1201507
78,-0.67374307,-1.1510965,"('nonresilient', 'resilient')",-0.35715115,-0.40688068,-0.2672494,-0.5114501,-0.4327145,-0.6898091,0.2570946
34,-0.6648322,-0.65641046,"('mean', 'honorable')",0.091149114,0.25810224,5.5676165,5.565462,1.6646444,1.7223846,-0.0577402
61,0.6519082,0.4965888,"('illogical', 'logical')",-0.31988192,-0.2464901,0.44742125,0.36527383,0.2598159,0.2051242,0.0546917
33,0.5979717,0.5170812,"('wrong', 'right')",0.14158595,-0.033504505,-0.49806437,-0.6434082,0.0804978,-0.0532772,0.133775
83,0.59403867,0.43657792,"('powerless', 'powerful')",0.3457823,0.68256897,-1.028444,-0.8109706,-0.029541,0.1027254,-0.1322664
87,0.51239204,0.34019774,"('unsuccessful', 'successful')",0.14784268,0.45857403,0.0663484,0.06107256,0.2421944,0.2866148,-0.0444204
55,0.50031936,0.14564025,"('incompetent', 'clever')",1.298694,1.5686336,0.38839728,0.53731555,0.7291369,0.7505298,-0.0213929
40,0.4779518,0.19392645,"('stingy', 'generous')",0.24546523,-0.059351146,-2.1148598,-2.5379934,-0.4638143,-0.8011394,0.3373251
58,-0.46255347,-0.5605119,"('undiscriminating', 'discriminating')",0.16041753,0.22583689,-0.15892875,-0.3148397,-0.1536882,-0.2165049,0.0628167
57,-0.46086922,-0.8089288,"('unimaginative', 'imaginative')",0.55462474,0.56648993,-3.531297,-3.3907053,-1.1458472,-1.211048,0.0652008
17,-0.42102027,-0.1369026,"('nasty', 'nice')",0.0077384897,0.33708763,-0.43817294,-0.25812227,-0.2838182,-0.0193124,-0.2645058
18,0.41978034,0.8474262,"('disagreeable', 'welcoming')",0.2168253,0.55017227,-0.40983117,-0.43964115,0.0755915,0.3193191,-0.2437276
51,0.39249066,0.16531812,"('uneducated', 'educated')",0.58260095,0.81936496,0.28645515,0.38863826,0.4205156,0.4577738,-0.0372582
44,0.38384265,0.4363551,"('prejudiced', 'unprejudiced')",-0.07982987,-0.13512188,-1.1731833,-1.0454288,-0.2897235,-0.2480652,-0.0416583
54,-0.3751879,0.07776543,"('incapable', 'capable')",-1.0673119,-0.73411,0.75848347,0.76510125,-0.2280054,0.0362522,-0.2642576
88,0.36056268,0.59072745,"('low', 'eminent')",-0.84667295,-0.0410593,-0.19869767,0.041338757,-0.2282693,0.1970023,-0.4252716
73,0.33542627,0.7607528,"('helpless', 'self-reliant')",0.027814178,0.32169026,-3.591522,-3.5822914,-1.0760938,-0.8332828,-0.242811
2,0.32922426,0.9116639,"('unlikable', 'likable')",0.9384881,1.4061953,0.50602126,0.6704118,0.5912445,0.9960903,-0.4048458
77,-0.30246595,-0.3905881,"('unmotivated', 'motivated')",0.03331255,0.09879673,-1.3144785,-1.1579227,-0.5278773,-0.4832381,-0.0446392
20,0.25065747,-0.09078263,"('rough', 'thoughtful')",-0.07781554,-0.06707686,0.6349908,0.46575594,0.2692776,0.1026321,0.1666455
3,0.25021958,-0.020694338,"('repellent', 'pleasant')",0.45050827,0.31911588,0.8138562,0.80308026,0.5048614,0.3671673,0.1376941
47,0.24406728,0.13019687,"('stupid', 'smart')",0.543258,0.59120363,5.8556185,5.9236736,2.2143146,2.2150246,-0.00071
9,0.17953537,0.28351012,"('unaffectionate', 'caring')",-0.67606443,-0.6531969,1.3832656,1.2165909,0.2955789,0.2823014,0.0132775
41,0.16812542,0.64851314,"('unforgiving', 'forgiving')",0.15403655,0.41498968,-0.24969171,-0.15338194,0.0241568,0.3033736,-0.2792168
37,-0.13104329,-0.5024453,"('fake', 'genuine')",-0.3071493,-0.5737566,0.27952254,0.109089606,-0.05289,-0.3223708,0.2694808
64,0.09589698,0.017643709,"('shy', 'confident')",0.51051605,0.37704745,-7.0713973,-6.7105227,-2.1549948,-2.1052772,-0.0497176
45,-0.07784772,-0.36186057,"('incompetent', 'competent')",0.3199586,0.5056878,-0.38208747,-0.3306925,-0.0466589,-0.0622884,0.0156295
68,-0.07520987,-0.18624586,"('dependent', 'independent')",-0.27124697,-0.1147073,-1.2232023,-1.1736906,-0.5232197,-0.4915479,-0.0316718
86,0.05592744,-0.63730377,"('uninfluential', 'influential')",-0.17065851,-0.2519226,-0.3207001,-0.39736116,-0.1451437,-0.4288625,0.2837188
29,-0.047137927,-0.13865454,"('unfair', 'fair')",-0.13762766,-0.2066142,-0.36074626,-0.61629355,-0.1818373,-0.3205208,0.1386835
72,0.03717444,0.058556855,"('unambitious', 'ambitious')",1.3869452,1.3263791,-0.2040573,0.073361665,0.4066875,0.4860992,-0.0794117
59,0.0032733642,0.3114065,"('foolish', 'wise')",-0.5834664,-0.67037416,0.17849603,0.06927593,-0.133899,-0.0965639,-0.0373351
