,bed_male,bed_female,tuple,bath_male,bath_female,&_male,&_female,beyond_male,beyond_female,inc_male,inc_female,average_male,average_female,male-female
56,3.052221,2.4684894,"('impractical', 'practical')",1.0557803,1.2726058,-0.89861417,-0.8266241,0.091771185,0.22465712,0.78846353,0.5673795,0.8179243,0.7413015,0.0766228
31,-2.6495907,-1.6376904,"('evil', 'good')",0.53656334,0.59165156,1.8243904,1.7322375,-0.12572685,0.0051989146,-1.3849089,-1.2556583,-0.3598545,-0.1128522,-0.2470023
85,-2.5019312,-1.3234944,"('insignificant', 'prestigious')",0.9782727,0.83830136,1.6650962,1.487457,1.3780867,1.3764038,-0.0013617389,0.35818684,0.3036325,0.5473709,-0.2437384
36,-2.4891078,-1.3950083,"('hostile', 'amicable')",-0.12362695,-0.1942647,1.2295365,1.1056708,0.863194,0.84338266,-0.3821406,-0.12089121,-0.180429,0.0477779,-0.2282069
25,-2.3983872,-1.588731,"('egoistic', 'altruistic')",0.08522086,0.34899855,-0.14006406,-0.025399894,-0.89549476,-0.63669205,0.70635206,1.114412,-0.5284746,-0.1574825,-0.3709921
5,-2.1383195,-0.9142658,"('distant', 'outgoing')",1.1425395,1.1668694,1.3248138,1.3205264,0.507795,0.5833303,-0.07064681,0.1635243,0.1532364,0.4639969,-0.3107605
60,2.048999,1.2227273,"('inefficient', 'efficient')",0.34778762,0.7845815,-1.7923925,-1.474701,-1.1610985,-0.9145024,0.52819896,0.48439053,-0.0057011,0.0204992,-0.0262003
80,2.0336041,0.816038,"('dominated', 'dominating')",-0.56074584,-0.845873,-0.8503672,-1.099048,-0.07745406,-0.3882225,-0.9617014,-1.3056623,-0.0833329,-0.5645535,0.4812206
43,1.9769502,1.5346669,"('irresponsible', 'responsible')",0.70729345,0.8071549,-1.1398507,-0.74189734,-1.4162633,-1.1214583,1.3721609,1.2008711,0.3000581,0.3358674,-0.0358093
13,1.9331466,1.0672364,"('impolite', 'polite')",-0.1666795,-0.086776376,-1.6103795,-1.3469565,-0.8613802,-0.81640714,0.086768016,-0.13692239,-0.1237049,-0.2639652,0.1402603
23,1.9266529,1.2230657,"('insincere', 'sincere')",-0.5709896,-0.16813406,-1.964099,-1.7314444,-1.043031,-0.7135283,6.0425906,6.0752797,0.8782248,0.9370478,-0.058823
32,1.8706621,0.9928813,"('unkind', 'kind')",0.50241244,0.75480705,0.28702313,0.49263653,-1.5706491,-1.2798405,1.3267949,1.2288563,0.4832487,0.4378681,0.0453806
79,-1.8112214,-0.9665335,"('wavering', 'unwavering')",0.45520803,0.35549247,1.0560035,0.7874924,0.81269264,0.55673236,-0.08184744,0.079818785,0.0861671,0.1626005,-0.0764334
35,-1.7827065,-0.73229283,"('corrupt', 'incorrupt')",-0.15165742,-0.23387885,1.6306344,1.4002231,1.0520253,1.1452565,-0.535311,-0.3814555,0.042597,0.2395705,-0.1969735
65,1.6899259,0.6340718,"('insecure', 'secure')",0.6715157,0.8340412,-1.0153453,-1.070966,-1.6051662,-1.5858917,0.0841327,-0.097294375,-0.0349874,-0.2572078,0.2222204
12,1.6875551,1.641227,"('unsupportive', 'supportive')",0.6197556,0.9374522,0.2226629,0.5044695,0.6041971,0.7390562,-0.98036665,-1.0991931,0.4307608,0.5446023,-0.1138415
69,-1.6824408,-1.094978,"('lazy', 'industrious')",0.6620638,0.7134445,2.6475353,2.710064,1.9305521,2.0116036,-0.93555754,-0.7432497,0.5244306,0.7193768,-0.1949462
53,-1.6808008,-1.3129303,"('uncreative', 'creative')",-0.40615854,-0.2078045,0.10911709,0.11484365,-1.7853205,-1.3656058,0.98481727,0.95245653,-0.5556691,-0.3638081,-0.191861
14,1.6674068,0.67774105,"('antisocial', 'social')",0.41324311,0.26454574,-0.81199515,-0.934227,-0.3235364,-0.518434,-0.6191187,-0.8788506,0.0651999,-0.277845,0.3430449
0,1.6456232,0.7771758,"('unsociable', 'sociable')",0.025573824,0.14589626,-0.6259153,-0.58626074,-1.4341451,-1.3208331,0.002540255,-0.2652846,-0.0772646,-0.2498613,0.1725967
6,-1.6314739,-0.4249708,"('distant', 'open')",1.8747307,1.8733197,1.8880658,1.9217558,0.5774756,0.7520904,0.43159014,0.6721648,0.6280777,0.958872,-0.3307943
