,advanced_male,advanced_female,tuple,micro_male,micro_female,devices_male,devices_female,inc_male,inc_female,average_male,average_female,male-female
31,-2.3180585,-1.6759515,"('evil', 'good')",0.10083307,0.37717533,-0.4782959,-0.110207975,-1.0424182,-0.6761473,-0.9344848,-0.5212829,-0.4132019
48,2.301451,2.0066123,"('unintelligent', 'intelligent')",0.47067615,0.47806758,0.617227,0.6789566,0.60359544,0.6241242,0.9982374,0.9469402,0.0512972
6,-2.2685325,-1.8733263,"('distant', 'open')",-0.8949863,-0.6742102,-0.99095374,-0.9434259,0.27096856,0.43641812,-0.9708761,-0.7636361,-0.20724
5,-1.955844,-1.4706149,"('distant', 'outgoing')",-0.3825553,-0.17580302,-1.1269474,-1.0115793,-0.4241649,-0.23874632,-0.9723779,-0.7241859,-0.248192
80,1.9337606,1.3742499,"('dominated', 'dominating')",-0.17970344,-0.5229155,-0.18554644,-0.42867237,-1.03024,-1.4224992,0.1345677,-0.2499593,0.384527
1,-1.7876445,-1.4946822,"('unfriendly', 'friendly')",-0.30793157,0.035520703,-0.77974635,-0.51205134,1.5475575,1.8130802,-0.3319412,-0.0395332,-0.292408
60,1.7728864,1.4412953,"('inefficient', 'efficient')",0.29126194,0.33298302,0.38478327,0.35734707,0.1776974,-0.0015107254,0.6566573,0.5325287,0.1241286
55,1.7557021,1.3882904,"('incompetent', 'clever')",-0.04554392,-0.11477024,-0.03290178,-0.0041764043,0.2094094,0.01922029,0.4716665,0.322141,0.1495255
39,1.7084613,1.6094165,"('exploitative', 'cooperative')",1.7674649,1.5988364,0.6456461,0.54099554,0.44212133,0.54136586,1.1409235,1.0726535,0.06827
82,-1.6902319,-1.4978646,"('poor', 'rich')",-1.4652792,-1.2558814,-0.21847492,0.013794671,6.284837,5.9471474,0.7277127,0.801799,-0.0740863
12,1.6646191,1.3770288,"('unsupportive', 'supportive')",0.15671259,0.16021952,-0.3825799,-0.48569137,-1.8879355,-1.8591958,-0.1122959,-0.2019097,0.0896138
79,-1.5926577,-1.4127297,"('wavering', 'unwavering')",-0.7102231,-0.73926854,-1.3626913,-1.4263654,-0.25963008,-0.256532,-0.9813006,-0.9587239,-0.0225767
19,-1.519468,-1.1399884,"('inhospitable', 'hospitable')",-1.0419832,-0.83693117,-0.94751406,-0.77475655,-0.2131866,-0.02272977,-0.9305379,-0.6936015,-0.2369364
81,1.3903587,1.1298147,"('submissive', 'aggressive')",-0.39681223,-0.47297984,-0.05659063,-0.18978259,-0.49542487,-0.7478485,0.1103828,-0.0701991,0.1805819
73,1.2550476,1.1637654,"('helpless', 'self-reliant')",1.7682848,1.6477407,0.739922,0.54680026,-3.0710242,-2.8773282,0.1730576,0.1202446,0.052813
36,-1.2521836,-0.767855,"('hostile', 'amicable')",0.085425355,0.36414692,-0.63087374,-0.3121462,-0.016325302,0.36601043,-0.4534893,-0.087461,-0.3660283
67,1.2092004,1.19437,"('doubtful', 'determined')",0.191329,0.22320218,-0.15633051,-0.10693333,-0.6274846,-0.5476555,0.1541786,0.1907458,-0.0365672
83,1.1796199,0.9542344,"('powerless', 'powerful')",0.13818648,0.0048854724,-0.5577382,-0.78339005,-0.88941264,-1.075396,-0.0323361,-0.2249165,0.1925804
40,1.0178075,1.1019964,"('stingy', 'generous')",0.29998016,0.44152364,0.3500608,0.42701486,-1.5500793,-1.3750738,0.0294423,0.1488653,-0.119423
72,1.0083524,0.922838,"('unambitious', 'ambitious')",-0.040256757,-0.060035095,-0.83073735,-0.81138366,-0.9365636,-1.086286,-0.1998013,-0.2587167,0.0589154
7,0.9873026,0.7737126,"('insensitive', 'sensitive')",-0.17603153,-0.13865922,-0.32311952,-0.3292831,0.47637397,0.43788123,0.2411314,0.1859129,0.0552185
29,-0.9862497,-0.81777596,"('unfair', 'fair')",-0.6344886,-0.61392,-1.4011784,-1.3533229,-1.0363691,-0.9077948,-1.0145714,-0.9232034,-0.091368
53,-0.9664148,-0.9944722,"('uncreative', 'creative')",-0.11633096,-0.007997216,-0.04339225,-0.0031540096,0.8488467,0.9765261,-0.0693229,-0.0072743,-0.0620486
20,0.9636684,0.7000332,"('rough', 'thoughtful')",0.49764583,0.43879303,0.46221945,0.5855502,1.1021699,1.2624185,0.7564259,0.7466987,0.0097272
62,0.95188075,0.68562967,"('incompetent', 'brilliant')",-0.32715473,-0.34234414,-0.6245759,-0.6617566,0.002007354,-0.12825945,0.0005394,-0.1116826,0.112222
85,-0.94888407,-0.6134718,"('insignificant', 'prestigious')",0.25413468,0.4015324,0.32684255,0.39234927,0.48912904,0.8086001,0.0303056,0.2472525,-0.2169469
32,-0.9387451,-1.0702194,"('unkind', 'kind')",-0.8627244,-0.9154804,-0.5024634,-0.6288586,0.85133415,0.7472902,-0.3631497,-0.4668171,0.1036674
46,0.92462915,0.38292393,"('uncompetitive', 'competitive')",-1.1282123,-1.1489785,-0.28013468,-0.38810354,-0.6463494,-0.9424828,-0.2825168,-0.5241603,0.2416435
4,-0.9088903,-0.5892727,"('disliked', 'liked')",-0.06424815,0.0036816942,0.38617396,0.43053848,-6.3200407,-5.92207,-1.7267513,-1.5192807,-0.2074706
11,0.9035324,0.42775726,"('unhelpful', 'helpful')",0.6649775,0.47740903,0.32650617,0.031874314,1.950878,1.7024598,0.9614735,0.6598751,0.3015984
77,0.864456,0.76601607,"('unmotivated', 'motivated')",-0.44556636,-0.33720306,-0.027617343,0.062241144,-0.98134315,-1.0181012,-0.1475177,-0.1317618,-0.0157559
59,-0.8600176,-0.60914475,"('foolish', 'wise')",0.28588268,0.341676,-0.50976604,-0.46965897,0.002826549,0.2723846,-0.2702686,-0.1161858,-0.1540828
84,0.85792553,0.8461103,"('inferior', 'superior')",0.49123713,0.5930056,-0.30919135,-0.15847276,0.5914256,0.7625513,0.4078493,0.5107986,-0.1029493
16,-0.83584297,-0.48121098,"('unpopular', 'popular')",-0.29109037,-0.17444636,0.21130162,0.3946032,0.73167145,0.921801,-0.0459901,0.1651867,-0.2111768
14,0.81389534,0.8846055,"('antisocial', 'social')",0.37976834,0.40702453,0.21815695,0.33406866,-0.42575556,-0.49675456,0.2465163,0.282236,-0.0357197
76,0.81253695,0.51237273,"('anxious', 'daring')",-0.39746436,-0.59835976,-0.5100745,-0.6568769,0.47441325,0.24274935,0.0948528,-0.1250287,0.2198815
69,0.78309375,1.0233343,"('lazy', 'industrious')",1.6421765,1.6513205,1.2333351,1.3914895,-0.27018088,0.14678572,0.8471062,1.0532324,-0.2061262
87,0.73731464,0.52150184,"('unsuccessful', 'successful')",0.61565435,0.4778805,0.47719744,0.41559407,0.6940556,0.6524444,0.6310555,0.5168552,0.1142003
50,0.7062018,0.45441937,"('clumsy', 'skillful')",0.6937604,0.43399778,0.5504392,0.40328193,0.084419414,0.22388299,0.5087052,0.3788955,0.1298097
38,-0.6907424,-0.77088743,"('untruthful', 'truthful')",-0.68508583,-0.6813155,-0.56699336,-0.69094646,-0.057841033,-0.1777668,-0.5001656,-0.580229,0.0800634
2,0.6540306,0.7399415,"('unlikable', 'likable')",-0.04010024,0.07460612,-0.552306,-0.43191448,0.30393735,0.5273756,0.0913904,0.2275022,-0.1361118
