,suntrust_male,suntrust_female,tuple,banks_male,banks_female,inc_male,inc_female,average_male,average_female,male-female
61,-0.76766443,-0.7156127,"('illogical', 'logical')",1.3999577,1.2384773,-0.23746274,-0.3010655,0.1316102,0.073933,0.0576772
49,-0.7630145,-0.77642804,"('unable', 'able')",-0.7550683,-0.82723486,-0.29998562,-0.44326666,-0.6060228,-0.6823099,0.0762871
3,-0.7234522,-0.86556363,"('repellent', 'pleasant')",0.1589035,-0.053762585,0.23281446,0.11695189,-0.1105781,-0.2674581,0.15688
30,0.7024646,0.6879646,"('intolerant', 'tolerant')",1.7563823,1.6343807,0.95146674,0.9919027,1.1367713,1.1047494,0.0320219
67,0.7011052,0.68638927,"('doubtful', 'determined')",-0.25870153,-0.1891584,-0.48020065,-0.4165246,-0.012599,0.0269021,-0.0395011
48,-0.65397006,-0.7952356,"('unintelligent', 'intelligent')",-0.6307066,-0.82770205,0.4163109,0.36757338,-0.2894553,-0.4184548,0.1289995
28,-0.63987905,-0.56810063,"('disloyal', 'loyal')",0.12385847,0.19657603,1.0075774,1.0130714,0.1638523,0.2138489,-0.0499966
16,-0.6168541,-0.5135924,"('unpopular', 'popular')",-0.798507,-0.6504911,0.30492568,0.18226083,-0.3701451,-0.3272742,-0.0428709
33,0.5876876,0.5374117,"('wrong', 'right')",0.6364723,0.79625094,-1.1000403,-0.98830324,0.0413732,0.1151198,-0.0737466
37,-0.5689941,-0.6479265,"('fake', 'genuine')",-0.89260465,-0.808902,0.23218112,0.3615635,-0.4098059,-0.3650884,-0.0447175
20,-0.5614686,-0.381113,"('rough', 'thoughtful')",-0.9230214,-0.7553318,0.6196798,0.7049271,-0.28827,-0.1438392,-0.1444308
39,0.55145776,0.5635875,"('exploitative', 'cooperative')",1.1838943,1.3150407,-0.22790895,-0.22005826,0.502481,0.5528567,-0.0503757
66,0.52033985,0.46703702,"('inactive', 'active')",0.6384846,0.77662617,0.99421114,0.82507026,0.7176785,0.6895778,0.0281007
43,-0.5178315,-0.43980637,"('irresponsible', 'responsible')",0.6166679,0.61679727,0.045479625,0.25438908,0.0481053,0.1437933,-0.095688
34,0.50774765,0.4455094,"('mean', 'honorable')",1.1099075,1.0796431,6.217362,5.7195096,2.6116724,2.4148874,0.196785
38,0.50059295,0.4486619,"('untruthful', 'truthful')",1.1813201,1.271394,0.0906832,0.21367265,0.5908654,0.6445762,-0.0537108
81,-0.47256473,-0.4522443,"('submissive', 'aggressive')",0.66319114,0.17731279,0.117666185,0.020342328,0.1027642,-0.0848631,0.1876273
44,-0.46877918,-0.5091931,"('prejudiced', 'unprejudiced')",-1.0748993,-1.0359614,-1.4790043,-1.4413503,-1.0075609,-0.9955017,-0.0120592
19,-0.44742143,-0.25844422,"('inhospitable', 'hospitable')",-0.5597786,-0.25518566,-0.26774687,-0.24580134,-0.4249823,-0.2531437,-0.1718386
6,-0.44330055,-0.11186429,"('distant', 'open')",-0.5411876,-0.061720803,0.13666862,0.27254242,-0.2826065,0.0329858,-0.3155923
83,0.4418578,0.4428814,"('powerless', 'powerful')",1.1441245,1.2096571,-0.53996617,-0.51783645,0.3486721,0.378234,-0.0295619
35,-0.43386793,-0.27877888,"('corrupt', 'incorrupt')",-1.8950629,-1.5566561,-0.6902349,-0.52888274,-1.0063886,-0.788106,-0.2182826
65,-0.432997,-0.45292792,"('insecure', 'secure')",0.4657017,0.20176543,-0.03559713,-0.21374215,-0.0009641,-0.1549682,0.1540041
75,0.42511156,0.32063293,"('meek', 'impulsive')",-1.2608676,-1.0950769,-0.30248535,-0.26942378,-0.3794138,-0.3479559,-0.0314579
31,-0.3953248,-0.36455902,"('evil', 'good')",-0.70666516,-0.49950847,-1.592872,-1.6134677,-0.8982873,-0.8258451,-0.0724422
26,0.3920524,0.59637034,"('hardhearted', 'benevolent')",1.4078544,1.6520834,1.0302514,1.2908299,0.9433861,1.1797612,-0.2363751
14,-0.38704488,-0.37188044,"('antisocial', 'social')",1.8613899,1.7254653,-0.8197847,-0.8509348,0.2181868,0.16755,0.0506368
88,-0.38640678,-0.42918172,"('low', 'eminent')",-0.5238416,-0.47452977,0.24210136,0.4757464,-0.2227157,-0.142655,-0.0800607
74,0.38600984,0.56578875,"('undedicated', 'dedicated')",0.8574718,1.0416481,0.32890177,0.6883922,0.5241278,0.7652764,-0.2411486
60,-0.35267717,-0.22219718,"('inefficient', 'efficient')",1.5255213,1.2883805,0.367367,0.38847545,0.5134037,0.4848862,0.0285175
40,0.32921985,0.2953854,"('stingy', 'generous')",1.1273663,1.2072095,-1.1081634,-1.0648758,0.1161409,0.1459063,-0.0297654
7,-0.3090062,-0.2796034,"('insensitive', 'sensitive')",0.7153982,0.73719054,0.40271828,0.47558758,0.2697034,0.3110582,-0.0413548
70,-0.30590677,-0.29068285,"('lethargic', 'energetic')",0.34629512,0.2156491,1.0034415,0.969405,0.3479433,0.2981238,0.0498195
36,-0.30578104,-0.20654525,"('hostile', 'amicable')",-0.6397493,-0.22379844,-0.45670292,-0.38318348,-0.4674111,-0.2711757,-0.1962354
71,0.28161144,0.39004943,"('diffident', 'self-confident')",1.9557033,2.1695685,0.29631922,0.28322098,0.8445446,0.947613,-0.1030684
84,0.27267072,0.29105052,"('inferior', 'superior')",-0.961614,-1.0115688,0.56917995,0.622716,-0.0399211,-0.0326007,-0.0073204
54,-0.27016017,0.069216765,"('incapable', 'capable')",0.5344674,0.73532045,0.54488087,0.52517194,0.2697294,0.4432364,-0.173507
64,-0.268511,-0.24915284,"('shy', 'confident')",0.02554145,-0.16460428,-6.217248,-5.8564024,-2.1534058,-2.0900532,-0.0633526
4,0.26695356,0.14162964,"('disliked', 'liked')",-0.16679871,-0.15194136,-5.593402,-5.258362,-1.8310823,-1.7562245,-0.0748578
29,-0.26582658,-0.4266718,"('unfair', 'fair')",-0.36385494,-0.34988183,-0.7472996,-0.94613427,-0.4589937,-0.5742293,0.1152356
5,-0.2532524,-0.06671756,"('distant', 'outgoing')",0.10398671,0.43107784,-0.5683651,-0.46931183,-0.2392102,-0.0349839,-0.2042263
47,-0.24513116,-0.17716074,"('stupid', 'smart')",0.9243119,1.087177,4.9719634,4.671504,1.8837147,1.8605067,0.023208
8,-0.24256146,-0.03139689,"('unaffectionate', 'affectionate')",0.34219193,0.6793009,-0.19719422,0.0059988163,-0.0325212,0.2179676,-0.2504888
50,-0.23267588,0.0032198764,"('clumsy', 'skillful')",-1.0257134,-0.74121654,0.1979659,0.34116593,-0.3534745,-0.1322769,-0.2211976
79,0.2204653,0.3108479,"('wavering', 'unwavering')",-0.5957159,-0.4025401,0.20897971,0.22789863,-0.0554236,0.0454021,-0.1008257
12,0.21516943,0.40460265,"('unsupportive', 'supportive')",1.4723386,1.5367193,-1.7513981,-1.4629266,-0.0212967,0.1594651,-0.1807618
58,-0.2101298,-0.3700688,"('undiscriminating', 'discriminating')",0.4015873,0.35549378,-0.01424635,0.011937283,0.0590704,-0.0008792,0.0599496
69,0.20758776,0.25141817,"('lazy', 'industrious')",0.10263065,0.3805907,-0.8317544,-0.66302407,-0.1738453,-0.0103384,-0.1635069
63,-0.20749609,-0.17970823,"('unperceptive', 'insightful')",1.3730596,1.3122408,1.3484483,1.3298076,0.838004,0.8207801,0.0172239
15,0.19890937,0.06991354,"('boring', 'funny')",0.49034607,0.5891874,0.39540592,0.33205318,0.3615538,0.3303847,0.0311691
59,0.1982817,0.27650738,"('foolish', 'wise')",0.1425798,0.32228306,-0.56014335,-0.35277486,-0.073094,0.0820052,-0.1550992
56,0.17725916,0.04981742,"('impractical', 'practical')",1.8985608,1.7437775,0.36633116,0.4442463,0.8140504,0.745947,0.0681034
87,-0.1590622,-0.26798508,"('unsuccessful', 'successful')",1.6258129,1.442944,0.50898224,0.43929818,0.6585776,0.5380857,0.1204919
18,-0.13021003,0.19113302,"('disagreeable', 'welcoming')",-0.6513234,-0.3952292,-0.7944816,-0.6838816,-0.5253383,-0.2959926,-0.2293457
32,-0.124683484,0.105735034,"('unkind', 'kind')",1.140902,1.1757873,1.1432703,1.2378452,0.7198296,0.8397892,-0.1199596
72,-0.12442974,0.02077608,"('unambitious', 'ambitious')",0.09594963,0.13465287,-1.1652181,-1.0597941,-0.3978994,-0.301455,-0.0964444
51,-0.1071477,-0.092660576,"('uneducated', 'educated')",0.5103294,0.3728372,0.9706783,0.9823901,0.4579534,0.4208556,0.0370978
80,-0.10448392,-0.31716383,"('dominated', 'dominating')",0.6668219,0.24896869,-0.8010048,-0.80608296,-0.0795556,-0.291426,0.2118704
17,0.07022677,-0.050372902,"('nasty', 'nice')",-0.21627304,-0.15071186,-0.6099963,-0.5856554,-0.2520142,-0.2622467,0.0102325
27,-0.0683776,0.066649705,"('hardhearted', 'softhearted')",0.5810655,0.6795795,1.2908813,1.3062263,0.6011897,0.6841518,-0.0829621
24,0.065390915,-0.018887373,"('dishonest', 'honest')",0.5315277,0.56900805,0.9606499,0.90507376,0.5191895,0.4850648,0.0341247
11,-0.061622888,-0.035946093,"('unhelpful', 'helpful')",0.93446106,0.87320375,2.4027555,2.4921014,1.0918646,1.1097864,-0.0179218
76,-0.04413344,-0.08712086,"('anxious', 'daring')",0.2782317,0.030584175,0.939983,0.79346025,0.3913604,0.2456412,0.1457192
41,-0.04273952,0.120166525,"('unforgiving', 'forgiving')",1.5564979,1.6355658,-0.35500148,-0.2292341,0.3862523,0.5088327,-0.1225804
62,-0.037121143,0.035322823,"('incompetent', 'brilliant')",1.243222,1.2012209,0.02189403,0.08877459,0.4093316,0.4417727,-0.0324411
9,0.036766488,0.2589716,"('unaffectionate', 'caring')",1.5956618,1.7390707,0.7206618,0.7506246,0.7843633,0.9162223,-0.131859
13,0.032337964,-0.0681933,"('impolite', 'polite')",1.3428122,1.1094259,0.31064692,0.13437027,0.5619324,0.3918676,0.1700648
23,0.028589373,-0.08790125,"('insincere', 'sincere')",1.4288936,1.4249483,5.4780593,5.0442863,2.3118474,2.1271111,0.1847363
52,0.007695351,0.06416395,"('irrational', 'rational')",-0.34377703,-0.07816471,-0.953743,-0.8575081,-0.4299416,-0.290503,-0.1394386
