,bed_male,bed_female,tuple,bath_male,bath_female,&_male,&_female,beyond_male,beyond_female,inc_male,inc_female,average_male,average_female,male-female
85,-3.10005,-5.6614194,"('insignificant', 'prestigious')",0.7701771,0.685627,1.2759693,1.6853324,1.1659274,1.0213529,0.028360087,-0.123961374,0.0280768,-0.4786138,0.5066906
36,-2.9612198,-5.5657816,"('hostile', 'amicable')",-0.228748,-0.008098688,1.0251718,1.6814799,0.7874119,1.0984353,-0.37481713,-0.33022574,-0.3504403,-0.6248381,0.2743978
56,2.9242616,3.600628,"('impractical', 'practical')",1.1364498,0.7438359,-0.9550906,-1.2066044,-0.062744595,-0.3865199,0.14916858,0.086333156,0.6384089,0.5675345,0.0708744
31,-2.8760304,-5.203171,"('evil', 'good')",0.72497696,0.84507155,1.6041093,1.8832824,-0.008187242,0.03201252,-1.1510501,-1.0068159,-0.3412363,-0.689924,0.3486877
5,-2.7563977,-4.480575,"('distant', 'outgoing')",0.9549253,0.9069096,0.98499006,1.53785,0.20679614,0.38538802,-0.15995076,0.081730574,-0.1539274,-0.3137394,0.159812
80,2.6583457,4.660456,"('dominated', 'dominating')",-0.6180483,-0.33897603,-0.51758707,-0.8789996,0.109136604,0.22567838,-0.7991947,-0.82847077,0.1665305,0.5679377,-0.4014072
60,2.492668,4.8382006,"('inefficient', 'efficient')",0.6723214,0.35214248,-1.5869977,-2.4477274,-1.0076208,-1.5207155,0.27180353,0.09600138,0.1684348,0.2635803,-0.0951455
79,-2.2982323,-3.7674766,"('wavering', 'unwavering')",0.31954262,0.4527729,0.96246195,1.7278953,0.62896466,1.0959762,-0.13546114,0.11144114,-0.1045448,-0.0758782,-0.0286666
55,2.2917562,4.461841,"('incompetent', 'clever')",1.0742481,0.9423231,-1.4748689,-1.9535491,-2.3153114,-2.6169863,0.1627274,0.07326905,-0.0522897,0.1813796,-0.2336693
6,-2.2799048,-4.1629186,"('distant', 'open')",1.6055548,1.5798284,1.6450974,2.1338382,0.23784715,0.33764094,0.39254653,0.63621426,0.3202282,0.1049206,0.2153076
69,-2.2724617,-3.6207886,"('lazy', 'industrious')",0.41930708,0.34636784,2.5243976,2.7669644,1.7700639,1.8838955,-1.0119514,-1.0808582,0.2858711,0.0591162,0.2267549
35,-2.1849627,-4.3117986,"('corrupt', 'incorrupt')",-0.4004792,-0.20073508,1.4933054,2.1117969,1.0376004,1.3877523,-0.4580306,-0.283343,-0.1025134,-0.2592655,0.1567521
