,parker_male,parker_female,tuple,hannifin_male,hannifin_female,corp_male,corp_female,average_male,average_female,male-female
35,-5.497365,-5.515985,"('corrupt', 'incorrupt')",-0.25499296,-0.49232027,-1.1057032,-1.7340252,-2.2860204,-2.5807769,0.2947565
85,-5.1301517,-5.090245,"('insignificant', 'prestigious')",-1.102642,-1.4285578,-0.9873104,-1.8834977,-2.4067014,-2.8007666,0.3940652
31,-5.101513,-4.940213,"('evil', 'good')",-1.1898515,-1.0922424,-1.4129173,-2.0243347,-2.5680939,-2.6855968,0.1175029
55,4.833107,4.8604727,"('incompetent', 'clever')",0.62405384,0.82465184,0.72293687,1.4195194,2.0600325,2.3682146,-0.3081821
36,-4.822879,-4.820871,"('hostile', 'amicable')",-0.9950933,-1.1429219,-0.5331582,-1.2569684,-2.1170435,-2.4069204,0.2898769
60,4.465081,4.614098,"('inefficient', 'efficient')",-0.13703984,0.22679353,0.2968077,0.985005,1.5416164,1.9419656,-0.4003492
81,4.269616,4.4625177,"('submissive', 'aggressive')",0.9835625,1.260663,-0.6781816,0.046974096,1.524999,1.923385,-0.398386
62,4.24511,4.331891,"('incompetent', 'brilliant')",0.27019125,0.46898815,0.31493118,0.92764765,1.6100775,1.9095089,-0.2994314
10,4.2002716,4.196613,"('unsympathetic', 'sympathetic')",-1.0969837,-0.92064095,0.5520989,1.2114629,1.2184623,1.4958116,-0.2773493
46,4.1997905,4.1445932,"('uncompetitive', 'competitive')",-0.594766,-0.50608665,-0.38307512,0.20962085,1.073983,1.2827092,-0.2087262
69,-4.1849875,-4.1797853,"('lazy', 'industrious')",0.6595152,0.46071306,-1.3054016,-1.800434,-1.6102913,-1.8398353,0.229544
6,-3.8814113,-3.8509402,"('distant', 'open')",-1.4708575,-1.4611522,-0.95053804,-1.5342822,-2.1009356,-2.2821248,0.1811892
5,-3.839437,-3.7120883,"('distant', 'outgoing')",-1.1426826,-1.2062174,-1.1695927,-1.6662365,-2.0505708,-2.1948474,0.1442766
52,-3.6056807,-3.530932,"('irrational', 'rational')",-0.91954863,-0.8677729,-0.28655335,-0.77232313,-1.6039276,-1.723676,0.1197484
75,-3.4974632,-3.4198418,"('meek', 'impulsive')",0.3111371,0.1599195,-1.3048452,-1.6257327,-1.4970571,-1.6285516,0.1314945
79,-3.4891343,-3.4154816,"('wavering', 'unwavering')",-0.7422329,-0.89632195,-0.64095426,-0.973771,-1.624107,-1.7618581,0.1377511
