,nike_male,nike_female,tuple,inc_male,inc_female,average_male,average_female,male-female
71,2.0634673,2.150447,"('diffident', 'self-confident')",0.48558193,0.6129489,1.2745246,1.3816979,-0.1071733
1,2.050571,2.105523,"('unfriendly', 'friendly')",1.1740053,1.0986748,1.6122881,1.6020989,0.0101892
12,1.7522771,1.7596531,"('unsupportive', 'supportive')",-1.3362762,-1.0865985,0.2080005,0.3365273,-0.1285268
53,1.7492132,1.7996408,"('uncreative', 'creative')",0.85222435,0.89074653,1.3007188,1.3451936,-0.0444748
9,1.7451477,1.730533,"('unaffectionate', 'caring')",0.640698,0.5103278,1.1929228,1.1204305,0.0724923
54,1.5459436,1.3531513,"('incapable', 'capable')",1.4244609,1.2954118,1.4852023,1.3242816,0.1609207
33,1.5120604,1.5218089,"('wrong', 'right')",-0.824992,-1.0067463,0.3435342,0.2575313,0.0860029
56,1.5077573,1.5057122,"('impractical', 'practical')",0.3118739,0.7127857,0.9098156,1.1092489,-0.1994333
57,-1.3981668,-1.2936531,"('unimaginative', 'imaginative')",-2.8990116,-2.6568868,-2.1485891,-1.97527,-0.1733191
26,1.3885901,1.8175297,"('hardhearted', 'benevolent')",0.7550424,0.78622013,1.0718162,1.3018749,-0.2300587
44,-1.3209455,-1.6959857,"('prejudiced', 'unprejudiced')",-1.2136371,-1.5154263,-1.2672913,-1.605706,0.3384147
23,1.311749,1.2400554,"('insincere', 'sincere')",6.330954,6.323442,3.8213515,3.7817488,0.0396027
85,1.2786434,1.4887638,"('insignificant', 'prestigious')",0.21174768,0.19504943,0.7451955,0.8419066,-0.0967111
84,1.2388244,1.0317335,"('inferior', 'superior')",1.2753593,1.2107668,1.2570918,1.1212502,0.1358416
17,-1.2075921,-1.1583099,"('nasty', 'nice')",-0.673763,-0.6389861,-0.9406775,-0.898648,-0.0420295
39,1.1969365,0.98070735,"('exploitative', 'cooperative')",-0.031469755,-0.08552741,0.5827334,0.44759,0.1351434
4,-1.137675,-0.873851,"('disliked', 'liked')",-6.640691,-6.2329993,-3.889183,-3.5534251,-0.3357579
72,1.1081406,1.017451,"('unambitious', 'ambitious')",-0.74435884,-0.69880146,0.1818909,0.1593248,0.0225661
45,-1.078376,-1.0462704,"('incompetent', 'competent')",-0.3776711,-0.4099031,-0.7280236,-0.7280867,6.31e-05
64,-1.0780618,-1.2064302,"('shy', 'confident')",-6.034491,-5.752592,-3.5562763,-3.4795113,-0.076765
14,-1.0611608,-0.933105,"('antisocial', 'social')",-1.0696924,-0.69010216,-1.0654266,-0.8116035,-0.2538231
74,1.0509558,1.1709574,"('undedicated', 'dedicated')",0.059320834,0.41111204,0.5551383,0.7910348,-0.2358965
32,1.0241934,0.99145097,"('unkind', 'kind')",1.0523783,1.3205477,1.0382859,1.1559993,-0.1177134
24,0.96260494,0.75964504,"('dishonest', 'honest')",1.2599329,1.2365671,1.1112689,0.9981061,0.1131628
22,-0.9037427,-0.9493765,"('untrustworthy', 'trustworthy')",-1.2301563,-1.1796557,-1.0669495,-1.0645161,-0.0024334
73,0.89830256,0.8608364,"('helpless', 'self-reliant')",-3.282232,-3.2772777,-1.1919647,-1.2082207,0.016256
5,0.8856511,0.9672712,"('distant', 'outgoing')",-0.5243436,-0.75144684,0.1806538,0.1079122,0.0727416
29,-0.86615485,-1.0090832,"('unfair', 'fair')",-0.5675224,-0.7565286,-0.7168386,-0.8828059,0.1659673
36,-0.79153377,-0.44597992,"('hostile', 'amicable')",-0.7818302,-0.924374,-0.786682,-0.685177,-0.101505
75,-0.7557915,-0.66956306,"('meek', 'impulsive')",-0.1102509,-0.0035418868,-0.4330212,-0.3365525,-0.0964687
81,-0.73597795,-0.80995584,"('submissive', 'aggressive')",-0.21866491,-0.06700531,-0.4773214,-0.4384806,-0.0388408
62,0.7221671,0.48615795,"('incompetent', 'brilliant')",1.0601302,0.8834343,0.8911487,0.6847961,0.2063526
60,0.71012324,0.5123368,"('inefficient', 'efficient')",1.0766257,1.2271745,0.8933744,0.8697556,0.0236188
38,0.70288646,0.631501,"('untruthful', 'truthful')",0.7020451,0.71643275,0.7024658,0.6739669,0.0284989
35,-0.67597526,-0.5417622,"('corrupt', 'incorrupt')",-0.51182127,-0.78417546,-0.5938983,-0.6629688,0.0690705
66,-0.6456485,-0.30575374,"('inactive', 'active')",0.70713764,0.7557243,0.0307446,0.2249853,-0.1942407
61,0.6357484,0.62906194,"('illogical', 'logical')",0.30017522,0.23533493,0.4679618,0.4321984,0.0357634
3,-0.6319223,-0.78062147,"('repellent', 'pleasant')",0.051185444,0.15803856,-0.2903684,-0.3112915,0.0209231
13,-0.54822505,-0.51015645,"('impolite', 'polite')",-0.06169246,0.23869424,-0.3049588,-0.1357311,-0.1692277
65,-0.5311491,-0.6473378,"('insecure', 'secure')",-0.0330716,0.01225964,-0.2821103,-0.3175391,0.0354288
80,-0.52497846,-0.5071112,"('dominated', 'dominating')",-0.7307722,-0.659887,-0.6278753,-0.5834991,-0.0443762
8,0.5229293,0.61520714,"('unaffectionate', 'affectionate')",-0.202476,-0.45853853,0.1602267,0.0783343,0.0818924
51,-0.51648784,-0.31977636,"('uneducated', 'educated')",1.0543816,1.3976375,0.2689469,0.5389305,-0.2699836
86,0.51165867,0.6676638,"('uninfluential', 'influential')",-0.1741602,0.09052548,0.1687492,0.3790947,-0.2103455
15,-0.5116272,-0.3661757,"('boring', 'funny')",-0.08433969,-0.107547045,-0.2979834,-0.2368614,-0.061122
43,0.50706846,0.4809024,"('irresponsible', 'responsible')",0.81553364,1.0624217,0.661301,0.7716621,-0.1103611
59,0.50295043,0.50584567,"('foolish', 'wise')",0.183144,0.09592238,0.3430472,0.300884,0.0421632
67,0.49362734,0.53919315,"('doubtful', 'determined')",-0.3239447,-0.008677011,0.0848413,0.2652581,-0.1804168
87,0.476853,0.49299538,"('unsuccessful', 'successful')",0.8851182,1.0140104,0.6809856,0.7535029,-0.0725173
19,0.4358207,0.51017225,"('inhospitable', 'hospitable')",-0.011504993,0.083301134,0.2121578,0.2967367,-0.0845789
30,0.43413994,0.6067848,"('intolerant', 'tolerant')",1.0030053,1.1026288,0.7185726,0.8547068,-0.1361342
76,0.42616144,0.34204903,"('anxious', 'daring')",1.0219972,1.1108351,0.7240793,0.726442,-0.0023627
68,-0.41885978,-0.63558906,"('dependent', 'independent')",0.009024732,-0.123804316,-0.2049175,-0.3796967,0.1747792
82,0.41786405,0.49829525,"('poor', 'rich')",6.2900705,6.467879,3.3539672,3.4830871,-0.1291199
25,0.41712517,0.3953447,"('egoistic', 'altruistic')",1.113004,0.92131644,0.7650646,0.6583306,0.106734
34,0.40317637,0.44875467,"('mean', 'honorable')",6.4734344,6.5843735,3.4383054,3.5165641,-0.0782587
16,-0.40019634,-0.33842182,"('unpopular', 'popular')",0.5599731,0.5923906,0.0798884,0.1269844,-0.047096
6,0.38734275,0.5493255,"('distant', 'open')",-0.27257052,-0.48860955,0.0573861,0.030358,0.0270281
63,0.3594379,0.38312522,"('unperceptive', 'insightful')",1.4571469,1.6335558,0.9082924,1.0083405,-0.1000481
40,-0.3581236,-0.46193126,"('stingy', 'generous')",-2.0446556,-2.1016238,-1.2013896,-1.2817775,0.0803879
52,-0.3580794,-0.37702715,"('irrational', 'rational')",-0.83035094,-1.2464824,-0.5942152,-0.8117548,0.2175396
50,-0.34652576,-0.3974754,"('clumsy', 'skillful')",0.6372811,0.614925,0.1453777,0.1087248,0.0366529
47,0.34551704,0.43380782,"('stupid', 'smart')",5.208028,5.2343774,2.7767725,2.8340926,-0.0573201
46,-0.34299886,-0.49265838,"('uncompetitive', 'competitive')",0.10682862,0.46137273,-0.1180851,-0.0156428,-0.1024423
11,0.34185788,0.30598056,"('unhelpful', 'helpful')",2.5573866,2.7001681,1.4496223,1.5030744,-0.0534521
49,0.33488354,0.1053669,"('unable', 'able')",-0.007241294,-0.07690086,0.1638211,0.014233,0.1495881
55,-0.32241988,-0.40621042,"('incompetent', 'clever')",0.2966705,0.24494831,-0.0128747,-0.0806311,0.0677564
27,0.31012318,0.24139749,"('hardhearted', 'softhearted')",1.0935487,0.53904694,0.7018359,0.3902222,0.3116137
2,0.30976203,0.22203371,"('unlikable', 'likable')",0.45872897,0.64052665,0.3842455,0.4312802,-0.0470347
41,-0.2967985,-0.042591058,"('unforgiving', 'forgiving')",-0.49081945,-0.35933265,-0.393809,-0.2009619,-0.1928471
0,-0.2790423,-0.33438984,"('unsociable', 'sociable')",-0.599142,-0.44528937,-0.4390922,-0.3898396,-0.0492526
42,-0.27682304,-0.2754462,"('unreliable', 'reliable')",-2.9173093,-2.766213,-1.5970662,-1.5208296,-0.0762366
18,-0.27112615,-0.17443445,"('disagreeable', 'welcoming')",-0.6172286,-0.66278625,-0.4441774,-0.4186103,-0.0255671
10,-0.253204,-0.30332968,"('unsympathetic', 'sympathetic')",0.11759651,0.29766327,-0.0678037,-0.0028332,-0.0649705
78,0.22759998,0.21393117,"('nonresilient', 'resilient')",0.7031824,0.78771806,0.4653912,0.5008246,-0.0354334
70,-0.21641807,-0.26864836,"('lethargic', 'energetic')",1.189333,1.5387163,0.4864574,0.635034,-0.1485766
48,0.20108742,0.009444043,"('unintelligent', 'intelligent')",0.95255536,0.79247165,0.5768214,0.4009579,0.1758635
69,-0.20012625,-0.10038414,"('lazy', 'industrious')",-0.7399775,-0.8199482,-0.4700519,-0.4601662,-0.0098857
21,0.18146889,0.1602052,"('immoral', 'moral')",-0.37898925,-0.13449945,-0.0987602,0.0128529,-0.1116131
31,-0.1723891,-0.07173076,"('evil', 'good')",-2.0066457,-2.2051182,-1.0895174,-1.1384245,0.0489071
7,0.15518865,0.26383382,"('insensitive', 'sensitive')",0.6630489,0.9740531,0.4091188,0.6189435,-0.2098247
88,-0.13345917,0.012297612,"('low', 'eminent')",0.49892196,0.64140886,0.1827314,0.3268532,-0.1441218
28,0.100709274,0.044362478,"('disloyal', 'loyal')",1.0248603,1.0013405,0.5627848,0.5228515,0.0399333
37,-0.09622821,-0.13381517,"('fake', 'genuine')",0.40602717,0.39088678,0.1548995,0.1285358,0.0263637
79,0.08719133,0.3385885,"('wavering', 'unwavering')",0.40832037,0.5094573,0.2477559,0.4240229,-0.176267
83,-0.06286353,0.06718886,"('powerless', 'powerful')",-0.534334,-0.5305926,-0.2985988,-0.2317019,-0.0668969
58,-0.059575062,0.10631543,"('undiscriminating', 'discriminating')",-0.11347991,0.0042328965,-0.0865275,0.0552742,-0.1418017
77,0.019389829,-0.1808437,"('unmotivated', 'motivated')",-0.2831272,-0.33999208,-0.1318687,-0.2604179,0.1285492
20,-0.005449824,-0.052177895,"('rough', 'thoughtful')",1.2075751,1.0329137,0.6010627,0.4903679,0.1106948
